,dates,nzd0515-0000,nzd0515-0001,nzd0515-0002,nzd0515-0003,nzd0515-0004,nzd0515-0005,nzd0515-0006,nzd0515-0007,nzd0515-0008,nzd0515-0009,nzd0515-0010,nzd0515-0011,nzd0515-0012,nzd0515-0013,nzd0515-0014,nzd0515-0015,nzd0515-0016,nzd0515-0017,nzd0515-0018,nzd0515-0019,nzd0515-0020,nzd0515-0021,nzd0515-0022,nzd0515-0023,nzd0515-0024,nzd0515-0025,nzd0515-0026,nzd0515-0027,nzd0515-0028,nzd0515-0029,nzd0515-0030,nzd0515-0031,nzd0515-0032,nzd0515-0033,nzd0515-0034,nzd0515-0035,nzd0515-0036,nzd0515-0037,nzd0515-0038,nzd0515-0039,nzd0515-0040,nzd0515-0041,nzd0515-0042,nzd0515-0043,nzd0515-0044
0,1999-08-17 22:13:37+00:00,117.65788350019074,96.784297998927,100.25201358784805,106.23077693205686,106.28840073462696,110.13467991068674,123.71084502796863,128.06611993354767,127.21854177091444,129.74942975008824,123.67913994950959,122.07870217493404,134.20460288887,127.77352814154094,127.13523804289689,134.04879405936828,128.4323033160432,120.5979193732718,135.08652195221867,137.72557951836652,140.88326172783036,142.84081075745496,137.52477807693185,122.38946219809117,112.12870487889444,105.43316376473035,113.79979969349311,116.46968794944142,120.7411510935086,121.13396804805521,116.7430830226329,125.10354966017559,121.95153565941784,119.42125622548352,114.5053599035043,118.86074321400552,111.46060466907592,136.85916094375332,161.3584042797716,169.89417641030806,166.47115792807057,150.83306296216352,146.515823814112,144.84267618235847,153.40196249058073
1,1999-09-18 22:13:39+00:00,126.53679576508797,108.37994413411191,109.58845360250982,114.61734735479114,107.87190033041756,114.8580722758391,131.02811869208082,131.27712973770414,124.6065534139939,127.46244240848749,127.66926280824399,129.45910968528042,128.15681871763974,123.58604669313985,119.65951661875658,128.64032701829188,141.67577602098862,135.8089262013996,148.9677024432631,143.45115085698782,144.57065849601955,144.4471858781137,141.7102313263271,118.686683630773,109.8034947125392,109.80765552597505,112.7557815035174,108.53350322626032,110.15700193621852,121.75948979461496,127.43814855575414,130.27825863014323,129.74052593215447,120.52687130805528,113.44455350525786,105.89363324688269,100.93981456926636,117.84542175601054,148.3035713234979,153.062010691855,150.23474676097206,138.86384504969516,143.31978265279986,145.25149096400975,157.43840089496928
2,1999-09-27 22:07:36+00:00,118.69898319112254,94.71653364050943,112.09888589785271,115.21601270474729,110.52188981101435,108.83000743760019,125.0716419922056,132.6327143480302,131.01207920387873,127.77596407071984,124.00133012250753,131.04472396106573,127.26460701590851,121.79599443442102,112.94517902278503,120.24886400634787,127.83314678042012,128.9066415218083,145.1463916922126,147.50941611868416,147.62902797096928,145.5447702435892,141.28688180623442,112.61681917161553,104.74277354802443,99.94206587842802,106.8716191728099,96.6442925618168,106.0610028932812,116.31814691981087,120.94105074215972,117.58632323940054,113.36376941557336,100.82776373637458,100.9469205122761,99.2096141599805,92.22927742693886,117.2850068371458,149.7268505541026,155.36383308245382,146.85384350628786,131.76585635522966,136.0736510390504,141.64246781026668,141.34119780401141
3,1999-10-13 22:07:36+00:00,,,,,,120.1990479816239,125.12990648878673,127.06708211467222,130.39650423462737,136.4263139968665,128.67379765190833,131.6757227118808,125.3275639735751,117.67469750528187,109.25500134065696,130.10431121939953,138.1724604139195,133.74767775936672,152.3994029753421,135.96017490094138,131.20978261354134,141.07600980717572,126.89441614548315,124.60830665272132,121.08668875365375,108.09923046602024,108.38866490817917,97.80260307988142,114.45008459495709,124.13736953262266,125.70820570904907,120.04107501451554,117.36474066388003,107.89461704590369,110.2527081222169,117.0305166706187,111.07910162179955,116.04638252450472,128.78287914076824,133.7804733741823,130.98337252860537,127.34366309808284,133.89572549122184,143.8332155862174,154.59835498684419
4,1999-12-07 22:13:41+00:00,143.81888254350216,124.3871180717876,129.9060414381916,128.31667796797748,125.17993460421886,125.85549309790767,120.05001659647466,131.97417275707048,130.1928151802134,135.9195694435684,134.54157391043609,134.66954845281788,131.7917417540888,122.00292323899828,115.51799944437045,146.10596837416426,153.32534150993368,141.55440754519586,152.5686875678321,146.5048080265271,147.2306382188905,152.8378253885302,142.10279672311464,129.0972444731972,127.1180885573912,116.81913030130087,114.01812178095436,111.58431391022866,133.20083700432565,143.55404077646094,140.14306564855627,136.2326660824035,140.37070294850926,147.4528686157492,139.95598294534267,135.8355013501359,121.95609088236577,129.76698827048708,164.4963608075991,174.253134685783,162.6507909153152,145.87406162412242,150.82465285260275,152.4416988057026,
5,1999-12-16 22:07:33+00:00,,114.16454351471751,112.88782361158442,120.13681686835929,120.26112007242534,125.65082534840593,132.11534002881868,143.06674034091998,141.66119357132294,142.8065450705954,138.51805561994766,143.36787422198245,134.98659121238705,124.70784040811422,130.09478674775383,139.14715548712178,139.9684389014076,137.20406872708514,150.2566959621543,145.82072637785356,149.4079314122204,153.01923002556993,145.24151198176148,136.14939630470215,128.89950323070826,118.1467604124108,107.67622485624261,113.76010876132256,123.80475916011711,125.98928509500534,129.81215876487875,133.24828494217488,133.12736469620774,131.08651904204723,126.19161009730848,127.47112181369707,121.15343042162047,135.85816683253785,167.47727114612297,174.36411779164663,166.04753468403632,148.22363446490934,147.5603863747561,163.97301086323185,173.07833755772037
6,1999-12-23 22:13:39+00:00,,,,,,,,,,,,,,124.39778322353897,126.81150852684807,152.0020997206367,138.1804274291031,136.7068878135586,144.2511097663577,150.49882134320902,148.14207894486472,149.2979933671514,146.12755369535745,128.31152716280525,114.0437094124437,109.92304114856391,113.30652371193518,106.83229074422586,115.48919690840631,119.11257115903538,138.89428376743706,134.19672403331666,126.55650840995317,140.7341329285551,123.09582985028347,123.75954464115276,114.31487073790068,156.45789089901967,,170.82376842770418,163.03223835102466,137.74629076134818,138.1177665641622,139.66037275312007,
7,2000-02-18 22:07:16+00:00,144.65096041014752,118.2135778363441,117.75805503970089,126.32271412349225,120.28031951182716,124.22940470571463,129.61022783541813,137.5154603557239,129.70561900982764,131.31899228366385,127.55359765631735,128.86941690575736,127.63483679585003,125.60744077768652,125.88107983460084,141.52343168607106,139.12204453936786,142.73802833364135,141.3627713195245,150.73390512813856,154.07620707510281,146.91463745214637,139.14252045287247,124.12129133194883,116.61524743910549,107.4372418192111,118.3356877176107,117.12303886236633,115.57439009851528,123.07282143023787,136.0000202157223,138.5462219049124,141.29124519375625,138.20851037942134,132.82988174889303,133.84719052852725,124.28324209523548,139.5080767141108,153.10946002579593,159.84871829951325,154.08411542222694,135.7032571023102,135.53678598428928,147.51968491978786,
8,2000-05-08 22:06:44+00:00,132.61243895265514,111.88793564942317,118.89971230792023,119.109507665539,122.64117916204816,124.20603357324933,127.25432477535338,137.9556238208764,131.23801236825017,139.0637441627595,134.4578451089987,135.73934742172483,133.33871564586659,128.30676279295193,122.29127599994888,135.13826234579716,140.14507042400797,144.50917600065895,147.8547080844079,152.41103102010263,156.06695603579635,153.82026526162733,141.9623266096649,127.6799374995631,125.42615134987771,122.4526323068783,119.66618337880493,119.94014340484793,124.23827645637365,128.2954991495478,135.76767458085448,138.3202390848152,138.0542828716779,132.91461726288756,128.20394066391037,122.99899646529629,121.63625509829876,131.9067075160477,154.0648049054531,157.932957557366,159.91802378331627,149.7351776069686,164.7018302341925,189.12310652299692,216.80768863649814
9,2000-05-15 22:12:54+00:00,137.26435677638915,113.99491326401552,121.03040762276879,118.90611286591272,123.12187645897149,129.96666769587938,133.74144743714118,139.2057094272669,132.56541518525262,136.94564887475102,134.33584478345077,132.7509229012313,134.95317145405255,125.59184102556435,124.5771527233739,128.90220427672813,140.81768886295757,144.25641148991733,156.07449353431807,155.52044291011197,161.54567597445808,154.7983938549283,145.73425645028505,132.8423615696967,128.87314086883492,124.64297046431957,123.09279860538246,122.05508116822007,122.67509990478572,135.3463054104424,140.20020887884527,142.22114247573478,144.60349716937037,134.51771557922973,130.32574976970068,124.51484380484466,117.55624856639967,127.86626785243205,160.506194140847,166.03130825214066,161.2031104134069,151.76192546529188,168.188023639915,189.51473851288432,216.46841942743333
