,dates,chi0354-0000,chi0354-0001,chi0354-0002,chi0354-0003,chi0354-0004,chi0354-0005,chi0354-0006,chi0354-0007,chi0354-0008,chi0354-0009,chi0354-0010,chi0354-0011,chi0354-0012,chi0354-0013,chi0354-0014,chi0354-0015,chi0354-0016,chi0354-0017,chi0354-0018,chi0354-0019,chi0354-0020,chi0354-0021,chi0354-0022,chi0354-0023,chi0354-0024,chi0354-0025,chi0354-0026,chi0354-0027,chi0354-0028,chi0354-0029,chi0354-0030,chi0354-0031,chi0354-0032,chi0354-0033,chi0354-0034,chi0354-0035,chi0354-0036,chi0354-0037,chi0354-0038,chi0354-0039,chi0354-0040,chi0354-0041,chi0354-0042,chi0354-0043,chi0354-0044,chi0354-0045,chi0354-0046,chi0354-0047,chi0354-0048,chi0354-0049,chi0354-0050,chi0354-0051,chi0354-0052,chi0354-0053,chi0354-0054,chi0354-0055,chi0354-0056,chi0354-0057,chi0354-0058,chi0354-0059,chi0354-0060,chi0354-0061,chi0354-0062,chi0354-0063,chi0354-0064,chi0354-0065,chi0354-0066,chi0354-0067,chi0354-0068,chi0354-0069,chi0354-0070,chi0354-0071,chi0354-0072,chi0354-0073,chi0354-0074,chi0354-0075,chi0354-0076,chi0354-0077,chi0354-0078,chi0354-0079,chi0354-0080,chi0354-0081,chi0354-0082,chi0354-0083,chi0354-0084,chi0354-0085
0,1985-01-25 14:04:27+00:00,187.30442191721204,142.36780189667815,119.23326925598347,100.2205349784886,,137.3685689576056,161.05934216385802,173.0744798739447,183.5483622777603,188.80802934202825,,200.73228897818336,,,169.23656193414948,173.6987872736541,166.50305832925673,166.26621459962234,177.02018414520327,169.3620030576647,165.31200476516216,158.43183680786439,151.30033088668026,150.24667413405191,139.43377100511697,154.5392457577762,155.2657004227787,160.46113849618857,160.9028734120699,,181.08615464270292,189.5947187761387,187.45208092363742,188.32122406343237,184.75697522336674,171.7384860077265,173.03057731932833,174.84656507627062,180.1121759735486,189.5359166781151,203.3436055647419,202.8172542049544,193.40475347939412,206.099855499172,202.03690344104686,203.51398844988398,190.40923144666414,189.62121967517015,190.2886895394763,190.3739302724872,200.11009342341288,196.39630340554208,198.8688365370448,202.99344766402777,210.4248365476018,190.7267852294274,193.24625072350423,189.15899352719237,189.20058141112952,197.80752332146872,205.97783125153757,201.07126358925592,199.72787997037722,196.35071329143761,197.77125103526936,167.57314474108384,199.5756123601674,181.03138420442085,176.36205105416803,193.71906717045047,195.32347256878066,198.28711946242635,214.4485055487288,216.5712714745302,210.5800025722992,172.11703627827052,167.40633944612387,169.9016219936236,189.17866691855886,178.63885545891563,183.93804031175338,185.62302972654643,190.2112291313858,194.03526146607575,180.7267823570912,197.1724996929774
1,1986-01-28 14:01:10+00:00,175.91033693703764,147.9873481891185,133.21515561988627,141.5546942853125,151.80298854210722,164.64672977521346,196.0411831574103,205.4390013814937,223.12824876484984,193.83492374499613,180.1462399091207,168.48751874894893,,,163.5215956053387,175.24336137191187,195.14500106536929,197.04197791094464,181.88308676831207,158.2762678638546,144.44188968392072,141.98597929293592,143.55320352423476,147.16573359986924,150.3217109965792,157.53070198387837,154.02083421150374,167.6434790994826,191.8580899548998,210.2683285264629,210.67072191285743,196.64666184416808,189.44443345574123,181.19621234756067,178.32730285411208,161.65439843875885,151.74380708126665,155.2320197629278,176.24442771328773,186.9342440775885,193.35799237716333,187.52233047009156,194.64539727312984,195.60891262320303,198.66751612131935,197.39589491011793,190.58989081693056,195.13173162589632,207.9026608099295,213.78242965675682,198.27392472973068,188.67624436300557,184.44802736783487,184.76418761726046,179.3619148872366,172.41284142366112,177.88276638819656,179.52137550262293,186.7829700932744,197.39822997889053,198.3001132808453,195.9832766569924,191.61477184028269,178.10450313932301,178.9499056959421,179.32680913319476,191.88557309399363,173.1258737871971,175.52454875027706,170.91019841258097,169.2639249343437,177.53818842076248,180.2992157917295,185.05247496014036,193.28442953834016,177.99329260134644,170.91285760576469,167.56456664808394,190.5783129436519,192.10903393679155,184.9500369841757,184.16519818406266,189.5986900793358,174.15922038481435,169.8571170865595,183.56640346734304
2,1986-03-17 14:00:06+00:00,178.37246592443623,143.5134998005435,129.45770739938476,145.85867450731766,164.6361993093551,173.74447949933815,205.5635346743899,206.14354744641616,221.3495391841605,206.8153203514674,210.095823586073,198.55159902078702,,,,177.72918519724098,168.4652687936755,175.18162698660507,180.75838720045857,178.71115393085273,174.67158021839842,,,184.89412014378294,,,178.14612768009806,186.4381277877168,194.52925617762773,189.56256281882582,196.92663584888868,202.58739350034696,191.64820501644274,161.01353931093638,161.91363933122045,170.5480069561687,175.0613910850924,180.1859921378658,194.06947200571236,193.83591683277155,196.4513272098194,197.67117023247633,203.91747289746874,204.88542946396723,200.59993829918184,192.226235596627,193.83456551644238,189.21412452243015,206.0324676925164,222.8620862287119,221.53190393657746,219.37243528181028,,221.92965753157762,217.15640602457674,198.70487524789283,208.09064803050313,198.92758041893208,195.6763520776863,204.71321582042128,203.4436555919948,196.5119775722538,187.6713530352746,177.92251608463192,183.8303164453506,198.04218874909975,209.04766733747763,193.16026437660065,202.14161425433696,193.568655528961,191.83843028794536,205.52853141098453,214.2646434106927,206.72317221198236,198.09634765246648,175.63141599055155,183.01681961667848,188.56572656169553,198.49804552246698,193.46426480661626,189.96644299297907,192.13281897687702,190.08032929172666,184.54520368274302,188.28835200485116,216.7131330956239
3,1986-05-04 13:59:02+00:00,191.4125946896925,162.57021505229375,149.0357779909871,138.91840269878654,166.31725267558005,173.67040036451434,197.21397285341038,184.86628665117448,200.6143027162837,202.64340098903722,,,,,,,,,,,,,117.91511006648402,,138.2209962351461,153.1487842472366,143.26406674331147,149.67419874876012,159.004652213083,157.98554944534936,157.28776396253178,163.77931053009826,154.1364998329187,157.11978716027292,149.36908125809734,152.61502710730232,146.71942406019198,150.4680165145701,160.99461480535788,172.43201765729282,172.34066767198632,178.88153163225616,175.66339615748313,180.3592441817352,179.31318057863822,161.43875955722456,171.92615268314267,172.35724285965424,172.81651544379534,171.22053669696132,181.74776168476586,177.77259074213845,182.50309963191864,182.95820615992383,184.60167195787307,178.95015642974047,167.6813525350603,167.88014167968743,173.0522649558105,168.5247629876927,170.15918587555817,176.25065382014688,167.95997315688678,168.25188632685726,171.1806147139231,,189.22137562653933,167.01182432394575,160.28025304680966,156.22171394507873,168.26936678745784,170.95162720311987,,71.51711770214524,189.99267456430894,192.66218434275257,170.7525551489884,149.3903071676016,184.7175746699927,176.22326448726355,164.29797693571754,172.52491069858087,173.60950980915172,169.65257488389685,148.65134283010815,
4,1986-08-15 14:01:53+00:00,190.3868160146149,159.04301211899727,129.28987371957425,142.82798542075614,168.23888426671502,,,,235.21609057528448,211.3732298951234,,163.08077949079555,,158.88235931354686,158.74621328854786,160.5837551559872,162.01956706856927,168.91894528510218,183.0455662856558,189.35276023910768,180.25543198002285,178.97925278540296,,170.67239199278185,165.56558775665258,177.08306012238225,172.73202573095423,171.8186379642961,180.27347880667077,181.54428219587695,177.14742073318493,179.9208648965165,175.7006798527871,169.13382788139353,167.73235222520591,170.27747673779737,172.8909116223176,171.50710035129268,181.47200277003455,188.35470145939658,185.98633705612906,180.48745705918267,193.24949157120614,202.7447984434382,191.78228007579224,184.08238669736244,189.64101944268975,184.50339393761035,185.987031849859,191.45105490593068,192.10274274031323,186.2920301137058,183.38520769505476,182.6727968637084,184.62030063341373,174.16147032487922,181.47072610139674,180.9450788793132,169.4645193535826,177.88236488513743,171.85576499362165,170.5813483965346,171.4756173486722,176.88553349506876,174.70507601384412,,194.48754957281704,161.83756964151289,159.5352943792361,154.83985860421635,148.95235616560186,,,53.591127148144956,194.25726601806738,174.083750657233,176.70063659778327,115.55195259867133,152.91480068375745,174.57858470552094,147.5271186916008,142.1191944669849,152.80065001160483,151.49713735966776,159.19173609142297,
5,1986-08-31 14:01:16+00:00,156.2224659844388,123.54985126082549,,,,,,,,,,,,,,,,,,,,,127.01203638357053,134.64024483906698,141.0017778869046,146.41666123508907,144.43842415425775,151.64671632661432,145.72028487415488,155.44311300849108,156.30940448356364,157.91088871938032,154.33592002337528,148.82440567428688,146.613136028606,148.37668441607036,140.88246240586386,146.5420909306903,148.2166202195863,154.50359946583927,167.41563899880876,167.5739843657281,161.9669657696433,167.60504048933956,166.05536914644387,153.0344777178939,158.91708329120033,143.96335503784135,147.35712124454466,145.33489514451486,158.15329379845673,149.66227545490736,153.53171960871472,155.86876143018125,168.00108800738462,,,,,139.51631858769565,140.98264943930505,137.92851984317684,,115.69543600576722,144.61564979619274,,174.63880969283807,149.69304851789272,134.48992950830942,,,,,63.37292784414178,185.40313925529534,163.50821965031986,152.94379098032985,89.30483308890923,158.77653122380804,155.18390537284253,,122.42719141130456,,,122.91229198703908,
6,1986-09-16 14:00:46+00:00,179.20991097123968,150.2707466991607,140.68592198928923,137.51701318239273,149.68940850119495,169.25785596097592,208.917158944043,,,,,,,152.4283598485553,142.05955186167293,141.24703000460838,158.36248025018557,160.14333044079302,162.75284037115964,171.71398088403257,191.146405275339,205.0789298655343,163.52637698635078,152.09544956808165,164.8050642038085,172.9565768793387,161.73804094005607,165.2971418078008,161.87156442161617,164.08484283941905,182.09551724315517,176.35268569021179,166.73626554653367,165.5647486423773,160.56229054839656,158.5202107472602,155.89311037265756,160.25632637800095,115.49101178674668,,,,,,183.37621729192227,171.085448329866,180.1514031579039,176.04730911543965,170.06250945969254,164.53757980616547,169.82773227953254,167.65680191807817,166.7349089469284,161.5729746416718,151.98612621951466,,175.80123728861705,174.48080591230288,166.67936031513148,159.5199737752151,156.67048150695038,156.42981863018565,150.10728756969684,157.07814127897285,159.4067031315526,164.67147681241573,178.68728747138078,153.86201052190953,151.62857238138258,141.77453873059116,147.73529677933183,138.94385019153765,,68.33063810552827,182.4906951633655,179.1962337473318,175.07277931334673,110.20086780538938,163.1051352780472,156.2661724899584,140.9867335066716,141.13042139043165,142.13283274731302,122.24713405549053,129.16776309460454,
7,1986-10-11 13:53:47+00:00,175.23832997996354,141.67670671943614,125.20663481401115,122.53579444689905,131.4772265803091,157.90032013135277,216.62878760671992,230.36666623187799,242.34279661942273,252.08658752423423,218.54500840890574,192.68581418768875,,160.38201517003708,151.55136980552209,143.6476383507483,138.9914269022931,165.8170903618663,171.36788170183442,178.12456924132528,174.60299343408548,158.19401358642773,162.27423351903934,158.60010025663394,149.15501029740557,162.72666628167343,153.50573412333324,161.7313987362321,161.40608177350717,169.65275115466244,171.54125124031214,184.91641710058533,175.77783159535733,174.70505994796497,165.30281457963338,157.452002404843,154.82036254060935,163.77225967536546,158.13020238148647,167.77908647270576,184.76895668383963,187.93992725779376,180.35486273959714,191.74897659563726,193.33171605743237,184.15127710389405,177.38363518813608,179.68731753608418,185.80780764677985,183.94248585473025,169.31589418073412,166.76054751432648,178.06023876108662,180.80228590012922,190.0083049621331,174.61006696432955,172.86935690367875,181.3549430821761,172.8699438868495,175.5823899026223,171.12055137189412,162.93940918533397,160.84779796960248,161.7418017793456,160.7012577111415,179.67960216675712,188.93700778253455,154.96923984143586,143.8604366548744,161.22109895097907,159.22057322115117,151.48580589162256,164.47651762801001,166.7425077738972,180.03181218585294,167.71451921014042,161.4107247871374,155.51327197827644,158.9605618488711,157.05054660043808,158.75361731306543,146.8560590746893,150.7003516783467,155.8101451939976,145.85488883361694,197.72671245665617
8,1986-11-03 13:59:10+00:00,177.62414537159543,140.6024700468038,117.5724944644073,124.50648509257093,140.736578374051,158.41880549763405,207.458815950385,217.5679530690883,233.25018826942494,242.34432168031563,231.57109154616253,214.2929518856673,202.25870187700642,178.59783157436647,168.08534671634322,152.7157337659791,158.12360805441094,159.58187051629486,180.74658596049346,185.980771576735,181.01437203217475,171.23663157848478,169.4324414967249,164.5887964963433,170.07334345623156,178.80879451612714,172.33562376603928,174.91252630004192,177.8958475040866,182.38284824031805,188.6266241153368,189.60603548993777,186.76626103343736,177.64050029259903,171.35609805420904,167.2762449815176,163.42825020152029,169.4910965517153,173.65550213082702,186.37206890982702,188.3651344373193,188.46283651023415,187.6080676466876,204.94074026753938,206.84506899122275,200.1811342141024,197.31593459222168,194.46847418158515,203.81853433267148,200.9719096580294,188.41206276467733,182.73410235660626,181.12792981353815,178.66569273268084,199.6869583032565,196.01663262295412,193.47060141586132,190.4917945821712,183.57857374473238,187.23983149983755,179.4515919519462,165.14785415350312,167.70821827388818,166.4898170729107,178.59996470733176,197.62925271844765,204.17723448603013,165.07478960460455,159.18153809567633,155.474758689642,160.89278506211468,162.9994885406916,169.631143142246,164.2038742994182,204.66122266370465,174.93896005644578,171.98561019515648,164.45777489831949,182.69308123251292,166.29363229682664,159.46852211184793,158.3395931454808,164.31894001751652,154.61620518876316,166.74473364131183,194.1193941866387
9,1986-11-12 13:52:38+00:00,177.75254182002485,,101.05848681360887,103.69267201076573,107.34593113087303,143.13225526531596,183.540451323664,191.55830271192949,208.75723178773018,220.21492254859817,213.9367011803671,207.24438950490628,,171.28107391633083,163.29745945102343,151.29728621037495,144.3311551145573,152.4141063652551,166.30525212242102,164.5518984315267,154.389826795143,150.1490430303277,149.33048759294581,147.42760518278828,157.27321434011355,168.7180293298416,163.27454032822772,167.8502369267092,171.85319571567982,172.285293466268,176.66259194432746,181.37500664373852,178.376768781968,177.68395356606476,165.68486430760274,162.10388598421505,161.61047130675038,166.95833481368095,167.99800095266554,180.1051923923763,189.92145938124213,176.49591012738708,176.44891037457236,177.19637574228818,186.26815234924328,181.5398532570981,188.48974598280864,186.74991996233547,187.03155480633853,195.1637304370634,183.85427308988068,171.06398244678047,172.60196836609822,182.67727023872223,179.72390805371978,189.08987862210287,190.5171370812775,181.40975835538,179.70423812474073,186.34351332762608,154.29514395063876,161.49775280279783,154.03114371851356,165.77112824694643,172.45602104145314,189.3972987273813,199.21326364668062,165.7905326774848,153.71145708140568,152.1734580381547,154.9839230106286,159.1810368860594,165.43292937593588,162.54951750367616,182.49221785379487,177.30413121987547,172.90919960262443,167.14123991114246,182.1885894224498,161.58544942554565,155.83112643059815,156.10304460942922,141.88508129887362,154.63681927591227,157.73974937817815,222.7258779642027
