dates,nzd0020-0000,nzd0020-0001,nzd0020-0002
2009-03-21 22:07:47+00:00,154.08227470746783,152.9633511961018,160.2723177137671
2009-06-09 22:08:01+00:00,162.25611557359787,170.8660853280452,171.2078982887853
2009-09-13 22:07:45+00:00,,113.45237031637478,130.86924119780358
2009-10-15 22:07:44+00:00,121.02900984311795,149.33407486903695,152.36982739487283
2010-01-27 22:08:26+00:00,,,
2010-02-04 22:09:23+00:00,141.43043861534568,139.51076649440756,139.0772230093615
2010-02-12 22:08:30+00:00,,,
2010-02-20 22:09:33+00:00,156.5496518920692,161.61881178308582,160.66961523065575
2010-03-08 22:09:41+00:00,151.64163171879707,150.68970463620806,156.71931248103803
2010-04-09 22:09:48+00:00,,,
2010-06-28 22:09:46+00:00,143.37186808896521,156.7529319273046,156.73081652867032
2010-07-14 22:09:48+00:00,148.29529364141754,150.33423613605865,150.12320092720043
2010-08-31 22:09:52+00:00,149.07939728934707,,
2010-10-02 22:09:49+00:00,160.23627586193808,167.65201690405937,177.19969662970453
2011-01-14 22:07:31+00:00,,,
2011-02-23 22:11:05+00:00,130.15746307490187,141.5266029634091,151.82528034090456
2011-04-12 22:11:12+00:00,151.94244902220535,154.23471346017362,159.14500537175027
2011-05-30 22:11:11+00:00,140.70144994173984,149.8073451208259,154.9733116278045
2011-07-17 22:11:06+00:00,144.84811651175048,152.03849213146563,160.6635191838624
2011-08-02 22:11:02+00:00,130.59792858743486,127.60180929106366,140.18276631114668
2011-08-18 22:10:59+00:00,132.78581663111342,137.26200728805847,136.7444734367678
2011-09-19 22:10:52+00:00,129.19132300251493,146.05345097500685,145.32700398223182
2011-10-21 22:10:56+00:00,233.01314576181548,149.5487253835283,155.4024955169427
2012-01-25 22:11:35+00:00,140.62292380629862,158.07435140322772,165.57782541143158
2012-02-10 22:11:42+00:00,140.75196147566095,165.46407739591024,162.14898599794725
2012-03-13 22:11:42+00:00,150.669789585175,159.08917702138424,158.81490397613797
2012-04-30 22:12:02+00:00,101.16402743423899,131.68149824944422,136.44976449013524
2012-05-16 22:12:19+00:00,119.62036074527852,154.77808029060571,155.86978298627497
2012-06-01 22:11:59+00:00,107.43468739674142,126.12675737496306,129.86647765615746
2012-10-23 22:13:24+00:00,,137.78142454272356,149.61397369749037
2012-12-10 22:13:38+00:00,233.1571176010932,157.71767954800515,
2013-01-11 22:13:44+00:00,147.50018268480684,161.37831081124614,163.77417300809842
2013-01-27 22:13:47+00:00,134.51430842850542,136.45018161999513,131.18797035977815
2013-03-16 22:13:42+00:00,168.62537655894891,175.68604756783108,173.43354855345197
2013-05-03 22:13:30+00:00,108.48637768004657,137.3821171944791,145.73282296763554
2013-05-11 22:19:31+00:00,155.4526760345531,163.7109404927298,167.56930739622786
2013-05-19 22:13:27+00:00,129.91289326263913,141.366233818746,147.4637339679006
2013-06-04 22:13:16+00:00,126.96251728787377,140.80826672753543,150.22423611265936
2013-06-20 22:13:13+00:00,131.66820576537032,153.07656480494543,156.88925665682163
2013-06-28 22:19:33+00:00,,,
2013-07-06 22:13:02+00:00,132.8059760382886,156.47750054072304,157.42649268177084
2013-07-14 22:19:34+00:00,,,
2013-08-23 22:12:58+00:00,,,
2013-08-31 22:19:38+00:00,,,
2014-01-06 22:18:54+00:00,,,
2014-02-07 22:18:33+00:00,,,
2014-02-23 22:18:20+00:00,,,
2014-03-27 22:17:50+00:00,,,
2014-04-12 22:17:37+00:00,,,
2014-05-14 22:17:08+00:00,,,
2014-05-30 22:17:11+00:00,,,
2014-07-01 22:17:22+00:00,,,
2014-07-17 22:17:28+00:00,,,
2014-09-19 22:17:42+00:00,,,
2015-01-25 22:17:32+00:00,,,
2015-06-02 22:16:44+00:00,,,
2015-07-04 22:17:02+00:00,,,
2015-07-20 22:17:10+00:00,,,
2015-08-05 22:17:13+00:00,,,
2015-10-08 22:17:36+00:00,,,
2015-10-24 22:17:40+00:00,,,
2015-12-11 22:17:42+00:00,,,
2015-12-27 22:17:43+00:00,,,
2016-01-12 22:17:40+00:00,,,
2016-04-17 22:17:09+00:00,141.20358734793845,148.56120642357953,153.13220342848518
2016-09-24 22:17:49+00:00,,,
2016-10-10 22:17:54+00:00,,,
2016-10-26 22:17:56+00:00,,,
2017-01-30 22:17:38+00:00,,,
2017-03-03 22:17:25+00:00,,,
2017-06-07 22:17:15+00:00,,,
2017-07-09 22:17:23+00:00,,,
2017-08-10 22:17:37+00:00,,,
2017-10-29 22:17:53+00:00,,,
2017-11-30 22:17:44+00:00,,,
2018-01-01 22:17:44+00:00,,,
2018-02-18 22:17:22+00:00,,,
2018-04-23 22:16:49+00:00,156.2241165372317,165.04886439788476,169.705535478957
2018-05-09 22:16:40+00:00,,,
2018-06-26 22:16:36+00:00,,,
2018-07-12 22:16:44+00:00,,,
2018-11-17 22:17:31+00:00,,,
2018-12-19 22:17:28+00:00,,,
2019-01-04 22:17:27+00:00,,,
2019-02-05 22:17:21+00:00,,,
2019-03-25 22:17:09+00:00,,,
2019-04-26 22:16:59+00:00,,,
2019-05-28 22:17:17+00:00,,,
2019-11-04 22:17:58+00:00,,,
2019-12-06 22:17:54+00:00,,,
2019-12-22 22:17:51+00:00,,,
2020-02-08 22:17:38+00:00,,,
2020-02-24 22:17:35+00:00,,,
2020-03-11 22:17:28+00:00,,,
2020-03-27 22:17:20+00:00,,,
2020-07-01 22:17:22+00:00,,,
2020-09-03 22:17:46+00:00,,,
2020-09-19 22:17:52+00:00,,,
2021-01-25 22:17:44+00:00,,,
2021-05-01 22:17:07+00:00,185.72798400004297,182.3970158895465,184.77133265431976
2021-07-04 22:17:29+00:00,,,
2021-08-21 22:17:46+00:00,,,
2021-11-09 22:17:58+00:00,,,
2021-11-25 22:17:57+00:00,,,
2021-12-19 22:17:52+00:00,,,
2022-01-04 22:17:52+00:00,,,
2022-01-20 22:17:51+00:00,,,
2022-04-02 22:17:19+00:00,,,
2022-04-18 22:17:25+00:00,155.87008483393194,195.97061343150324,
2022-05-04 22:17:26+00:00,154.72089549826987,153.7271832840867,153.00735912005086
2022-05-12 22:17:13+00:00,,,
2022-06-05 22:17:39+00:00,,,
2022-06-21 22:17:48+00:00,,,
2022-07-15 22:17:24+00:00,,,
2022-07-31 22:17:39+00:00,,,
2022-08-08 22:18:05+00:00,,,
2022-10-19 22:18:03+00:00,,,
2022-11-04 22:18:00+00:00,,,
2022-12-30 22:18:00+00:00,,,
2023-01-04 20:25:07+00:00,,,
2023-01-07 22:18:02+00:00,,,
2023-02-08 22:18:06+00:00,,,
2023-02-16 22:17:50+00:00,,,
2023-03-01 20:19:07+00:00,119.63478458294918,133.6683814464867,132.64139622822566
2023-03-20 22:17:28+00:00,,,
2023-04-13 22:17:27+00:00,,,
2023-05-15 22:17:12+00:00,,,
2023-05-23 22:16:53+00:00,,,
2023-06-16 22:16:54+00:00,,,
2023-06-24 22:17:06+00:00,,,
2023-07-02 22:17:05+00:00,,,
2023-07-10 22:17:17+00:00,,,
2023-07-26 22:17:23+00:00,,,
2023-09-12 22:17:38+00:00,,,
2023-09-20 22:17:40+00:00,,,
2023-10-14 22:17:45+00:00,,,
2023-10-22 22:17:50+00:00,,,
2023-11-15 22:17:47+00:00,,,
2024-01-10 22:17:52+00:00,,,
2024-02-11 22:17:53+00:00,,,
2024-02-19 22:17:39+00:00,,,
2024-03-30 22:17:36+00:00,,,
2024-04-23 22:17:03+00:00,,,
2024-05-09 22:16:51+00:00,,,
2024-05-17 22:17:03+00:00,,,
2024-06-02 22:16:57+00:00,,,
2024-06-26 22:16:52+00:00,,,
2024-07-12 22:17:00+00:00,,,
