,dates,nzd0237-0000,nzd0237-0001,nzd0237-0002,nzd0237-0003,nzd0237-0004,nzd0237-0005,nzd0237-0006,nzd0237-0007,nzd0237-0008,nzd0237-0009,nzd0237-0010,nzd0237-0011,nzd0237-0012,nzd0237-0013,nzd0237-0014,nzd0237-0015,nzd0237-0016,nzd0237-0017,nzd0237-0018,nzd0237-0019,nzd0237-0020,nzd0237-0021,nzd0237-0022,nzd0237-0023,nzd0237-0024,nzd0237-0025,nzd0237-0026,nzd0237-0027,nzd0237-0028,nzd0237-0029,nzd0237-0030,nzd0237-0031,nzd0237-0032,nzd0237-0033,nzd0237-0034,nzd0237-0035,nzd0237-0036,nzd0237-0037,nzd0237-0038,nzd0237-0039,nzd0237-0040,nzd0237-0041,nzd0237-0042,nzd0237-0043,nzd0237-0044,nzd0237-0045,nzd0237-0046,nzd0237-0047,nzd0237-0048,nzd0237-0049,nzd0237-0050,nzd0237-0051,nzd0237-0052,nzd0237-0053,nzd0237-0054,nzd0237-0055
0,1999-12-25 21:58:52+00:00,200.65443606624555,198.24031770648082,194.51479955760328,189.38105902198367,191.6261774105767,188.2047294688184,181.15264954996366,,165.63181751603287,,,143.4679775525541,138.99296439842317,145.18992938583716,,155.71120111094928,153.13694602923374,,142.16043020990162,,,135.84299131062116,,,,170.2119610043012,,165.62479911020802,183.35529011086766,196.93244612394153,211.68913255187044,215.76068188384036,224.55037879507273,,208.19696950310154,208.9741797713931,211.78348198849784,210.4291966297709,213.9535013060721,220.56578649594817,224.61922215012805,216.13054819327374,218.28794980577595,207.43500300771692,,207.92442204225148,213.46591164756,196.12277309768967,,197.84501107392782,205.92858866584885,,,216.24980617170402,212.97489456978042,223.41184843200242
1,2000-01-10 21:58:52+00:00,207.99306753220554,218.7112953555817,222.36417894572563,219.18893243488492,208.50894489457397,207.426151682305,201.74984043795345,,185.4733550717962,,,169.57774575706802,163.97525881622266,160.656023076273,,173.4361077888043,171.3021694041467,,164.12549256741113,,,154.18989058772775,157.02099917571823,147.486249602082,174.9130208573455,190.85710085357016,187.90417317831876,187.63068406080288,200.29337655876486,212.69689420955234,216.1885108186197,224.0207752809557,235.69204619728043,,222.908850101838,208.59470360639918,201.23244848841975,206.21649541649654,221.23707596516877,237.82508907943154,230.44604389032813,216.4427458396894,207.75567689180227,208.1507862804976,221.72193422586105,218.2138887248938,222.46280936827267,212.9684435951025,215.31757937571152,208.61669108416584,210.6931837331055,,,225.05321619870816,228.46689516272835,230.14859051270528
2,2000-03-14 21:58:35+00:00,,,221.39644112736957,222.3510908412893,,210.5150838869489,,202.85622918576965,,195.4412327413973,176.89011272718992,163.28817894108562,162.3621879780881,,172.30836081246193,,180.57450989559854,,,210.6423666565004,,,157.48676973979283,97.52608125946503,,,192.09643383025335,198.92400523927148,194.59836516472149,199.36620065748758,216.3498557628293,241.85742192740753,238.120865429802,247.24231878153657,,,,,,,,,,,,,,,,,,230.9850872079266,,,,
3,2000-03-30 21:58:33+00:00,209.8902517829514,213.8525166980958,209.3160471336267,202.14821695840507,202.4167803666587,191.74436941567788,186.92300813166364,196.88874576262964,190.22858667033884,177.9614094208858,166.25352315748032,159.06981550870123,,169.10725524745138,162.22171882148888,166.55092720067634,164.49589331897994,,,191.5918638483685,,,163.19206944770863,,164.97577842763235,,181.13995729292589,191.22490048751197,193.2733595547393,206.7757257693219,,219.7880208401371,229.75945488555823,224.4319306101501,225.9546626516621,,,,215.7341708892053,,,225.97373232643557,214.93940435953064,217.76667238644274,218.08470985507105,215.61767809059128,221.33929274346113,214.16760439250618,217.8666185505328,216.07881970669297,223.54565319003407,217.17555627811566,,237.5034671262029,249.97620972668255,244.41538605335086
4,2000-05-17 21:58:07+00:00,,,,,,,161.96873126056917,,,153.8064986671013,150.2084169811415,,,,,132.08376778897644,140.99147022559742,134.44487091075425,,,,,,,,173.5200236460908,,,,185.05303161404882,193.93345634146272,197.03717333300017,200.6954212843058,194.67711904675448,205.12602459733378,212.66002274346118,210.71883206487936,210.8677436855285,,,,,,,188.11025408596518,,,188.0538453668818,,,,,,,,
5,2000-07-04 21:57:38+00:00,,,208.82118643863527,,,,173.8987248928319,,,160.29907482903494,157.4732134666386,157.7468694312016,,,153.32469760123098,143.63374221412576,150.53835379188178,152.475635327784,,,,166.1205364839105,169.38525091674066,163.02458115446368,162.2460998534018,156.32546296985964,165.71550494793567,169.30427694073617,177.49127386935012,182.7748622879034,179.99590959571657,190.34041938541745,192.84703955576327,191.92319308140932,196.24330286672966,196.91607071353735,200.9212287783734,196.8211028682716,,,,,,,202.09414063628648,203.53354448099745,,187.02823584848304,,,,,,,,
6,2000-08-05 21:57:08+00:00,183.18825494797886,198.92505204984445,191.47765263939357,185.90734539909724,189.46846069518114,179.1922594578722,167.6981072635205,,,140.4876138182765,142.0717622109189,141.05459368479237,144.59817814624336,144.28406433984148,142.70320431530288,128.19015830083958,136.88574188777753,146.40736755809633,159.16743905336585,166.6960361846983,,,146.5936006158437,156.9117859554433,,120.46746614738562,,,213.6408620030001,194.34766721084685,190.1478935449037,186.29859988077382,199.62523298103804,196.71228592669036,205.44647537841198,194.97884963148567,203.35451577726974,198.5589163322886,208.69468530897473,217.53655748819125,216.0274916715254,208.6771434741634,202.78683747334856,207.2661213593553,203.47121253471732,193.11095484758485,203.56944768516558,192.9054799267308,190.18497820086048,176.46297477822498,197.4840727208023,202.71848535693348,196.59851575847514,207.64241744661413,224.5803175763462,213.38009706283358
7,2000-08-21 21:57:02+00:00,202.08679360233725,215.0888526739166,209.86305458934063,193.119663228296,187.72455819223845,182.2985179701352,185.77723277061105,182.69151175303335,185.3305811826142,,,180.97162170566423,176.1657344037614,,136.6805552888366,133.15918081230043,160.76147390195322,,,188.322431349212,,,158.3069081122882,159.47098841180144,122.93464038470728,,,,190.4063688011038,177.15774796085347,191.28241122690983,198.53277912361568,200.82767357594307,181.21633948739313,203.6015710781166,202.49525388802672,215.15035547174128,223.59023337558753,225.7355125830275,211.85389575337675,201.72728320117812,202.876133333527,203.14780774059392,211.55159646421006,220.6085269845115,222.56434885465643,233.74314740978437,204.18399126941182,,,190.0492248902873,184.04451928443083,186.36655674881501,178.299329501273,221.35597533117982,222.159402937574
8,2000-11-09 21:56:21+00:00,,,,,190.86359257849588,197.67747953764083,,,,163.38876463163894,163.3186657932746,,,152.33738931535825,171.87253420554873,180.1735425435908,177.4652648057778,163.66774004566636,,,,,,,180.89856652564555,185.65869094409123,189.15903016194196,197.06535624057915,188.02939988892828,185.53240653916004,193.60499675258419,202.0588502673707,202.29316551276463,209.60715557008163,,,,,,270.09188663851904,231.12009648471386,219.92899178665232,213.50672270116831,210.34026592721304,225.37412437116544,,,212.1813150455484,225.75795247100578,,202.77877604843886,201.83332756457145,182.0131631675161,200.73443276277294,215.0486822249572,216.69054553078024
9,2001-03-17 21:56:16+00:00,244.19577283044282,249.97616119874854,237.556234303452,230.26827395814507,,,,210.25470634395438,198.49914254125963,,,198.3663885481432,206.04907079410734,,,167.29446483464693,,,,215.52792773889934,,,177.92745297382177,,162.36979279689325,,,,,,,,,220.1511496980228,226.3543243727626,232.21389303540042,241.81154117586792,240.86980649949717,230.31689980455786,212.66726297086893,228.85442399495284,,,,,224.8761964840756,,209.44379244178157,213.60588526911158,208.27079522163416,,,,,,
