,dates,jap0023-0000,jap0023-0001,jap0023-0002,jap0023-0003,jap0023-0004,jap0023-0005,jap0023-0006,jap0023-0007,jap0023-0008,jap0023-0009,jap0023-0010,jap0023-0011,jap0023-0012,jap0023-0013,jap0023-0014,jap0023-0015,jap0023-0016,jap0023-0017,jap0023-0018,jap0023-0019,jap0023-0020,jap0023-0021,jap0023-0022,jap0023-0023,jap0023-0024,jap0023-0025,jap0023-0026,jap0023-0027,jap0023-0028,jap0023-0029,jap0023-0030,jap0023-0031,jap0023-0032,jap0023-0033,jap0023-0034,jap0023-0035,jap0023-0036,jap0023-0037,jap0023-0038,jap0023-0039,jap0023-0040,jap0023-0041,jap0023-0042,jap0023-0043,jap0023-0044,jap0023-0045,jap0023-0046,jap0023-0047,jap0023-0048,jap0023-0049,jap0023-0050,jap0023-0051,jap0023-0052,jap0023-0053,jap0023-0054,jap0023-0055,jap0023-0056,jap0023-0057,jap0023-0058,jap0023-0059,jap0023-0060,jap0023-0061,jap0023-0062,jap0023-0063,jap0023-0064,jap0023-0065,jap0023-0066,jap0023-0067,jap0023-0068,jap0023-0069,jap0023-0070,jap0023-0071,jap0023-0072,jap0023-0073,jap0023-0074,jap0023-0075,jap0023-0076,jap0023-0077,jap0023-0078,jap0023-0079,jap0023-0080,jap0023-0081,jap0023-0082,jap0023-0083,jap0023-0084,jap0023-0085,jap0023-0086,jap0023-0087,jap0023-0088,jap0023-0089,jap0023-0090,jap0023-0091,jap0023-0092,jap0023-0093,jap0023-0094,jap0023-0095,jap0023-0096,jap0023-0097,jap0023-0098,jap0023-0099,jap0023-0100
128,2011-01-18 00:48:12+00:00,,146.90401341833356,155.644252551469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2011-03-07 00:48:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2011-04-15 00:54:41+00:00,111.75620064349457,,,,,,,,,,83.80850403960801,,,,,,,,100.98260480010227,101.7654433159178,123.69307343818788,,,,,,,,,,,,,,,,,,,,,,,,89.97316234396462,94.92039796130027,95.41150796835313,85.87135384555584,86.35061184199662,92.65932035095909,95.18389647250319,100.15338546995852,105.45604348980105,106.52218312328789,102.8349505143122,,,,,120.72210185782833,110.80970570683488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.84305838002871,,,,,,,,,
131,2011-06-27 00:48:25+00:00,,,,,,,,,,,,,,,,125.49184760121089,125.7111613324845,120.40788561724273,124.00028573667521,126.00842322892034,128.21946257398272,136.76008600497113,132.16229970770567,124.35268472905082,126.93546654959677,119.78645400329218,114.00670439150345,113.38451500576296,111.97011827589058,112.23924013309924,109.26814740142419,113.78676131594554,117.94249040713875,124.16283032286071,,,,,,,,,,114.66721644436069,117.6779935671947,119.3333887269188,121.93134621146316,121.39400242528117,121.25363475888659,130.8969037122097,134.86906360809178,134.9473390777205,134.54008979147372,136.5437099355051,137.85605021590908,,,,,,,,,,,102.05973615608785,101.18862434180829,108.22461876330857,111.49497478557399,114.35288104775398,121.05761125301227,114.6465960007614,111.90295824812273,119.60238565759168,117.06571183264808,119.700728116774,126.08621073688587,,,,,,,,120.69275671024269,123.3473556662567,125.43177403101998,127.3506404339765,131.13271935075517,143.244347664992,152.83268946676455,148.86158707421467,140.15748411551644,,,,,,,111.7595185350566,122.09562083511398
132,2011-07-29 00:48:22+00:00,,,,,,,,118.47614539148597,118.35304768877297,117.94591571508869,118.26628607298588,121.23577280163038,,154.26904305937222,129.83843018955224,136.4185868815057,,,,,141.6592126865249,137.90205764512848,131.4333893675164,125.45128803969598,123.59165463048976,118.91010242113474,,,,,,,,,,,104.06956017410046,106.26380138796694,102.13321537918982,110.82768508564246,108.18062354738217,114.15817186639336,113.67337679118683,117.07893823427085,123.7045986245419,122.66909457027532,122.87128460686075,122.30412260697345,124.54361493965538,,,,,,,,,136.3847714696501,137.72034756081047,133.73390693539804,127.52720694615951,117.84026192767149,112.53939928057846,106.7520826583592,104.29069300298289,103.22399792215967,101.655132987945,107.37030409653391,113.09619383509508,114.63215019379275,122.05575116372879,,,,,,,,,130.3438725574356,126.95805000368694,129.98074796501444,128.43067592738095,123.04746480337508,123.03114532824155,127.2797147053094,127.30383821608993,133.3286542650028,138.1185009166715,,,,,,,118.47435820559333,113.60041598957446,107.84741241994128,102.78621744998108,110.48547393383045,120.84438179649811
133,2011-10-17 00:48:11+00:00,125.89794323083929,121.16891470106714,128.0580622141711,127.31320700213496,123.80363954123939,123.3457989149568,119.97883052773304,117.82650825922312,119.54010823811534,118.61463515684594,118.67020788482284,119.74305616376442,124.23686228094815,129.0444366303028,121.56015738578606,125.7939115904595,125.35842733789097,120.82884833304117,124.23651852844455,125.25829899553652,,,,,,,,,,,,,111.7480694298425,119.60554503568773,114.38828363762087,112.44110765847479,111.6820192891218,112.09435998872681,109.8449985704681,114.59089053586558,119.4448912366964,121.16120471096684,121.72142581072455,119.2045882313844,122.5301712550866,,,,,,,,,132.72305779811225,137.73376056909035,135.2466738147387,135.01783278154286,139.68527734101536,136.8091413849955,135.4644001283903,126.95931269874211,123.39996831828458,118.19576638696557,110.08747654109108,103.55090098514319,105.21322584600478,101.74648608416675,,,,,,,,,,124.2273391387755,129.72119214572243,128.181459401035,129.52136740184883,131.0176530497952,132.6813870712577,131.7796847567926,127.66055345143621,122.48359695216384,,,,,,,,135.26064089599222,126.82034370691316,117.38762238325157,113.65726968439117,107.42546748120779,111.75076222486163,108.92906311267778,112.78556067157345,117.35844729589347
134,2011-11-09 00:54:34+00:00,136.89774852744924,139.47588360696346,146.62346087909108,138.6160337356881,142.61381959573256,134.36241249425245,134.6286359158263,128.22764186284965,129.9163889724852,128.4117302766095,132.40067665519973,131.2316067367609,144.10230888818282,144.4878295466144,139.9548695995723,134.8390036817824,135.9676004376745,137.2161669742901,133.8569239597943,132.44128993840457,,,,,,,,125.29694840748027,125.97280466557692,124.39953644539418,123.75554437743648,116.83896261143067,123.44253392192518,129.17634913337412,123.20128871759155,122.78172365634452,118.2605983289431,116.79124495782742,119.43908558529455,121.12616682559005,122.45224972379629,124.93302326341738,124.5647270234297,122.9281144275242,,,,,136.22352301088054,143.60379219443905,140.21894320141882,137.47310244567615,142.22671011497968,146.2557183319621,148.13999453801168,144.72585700470947,142.71096153713285,142.33406259769552,143.4253894469068,138.45375522048525,135.0888857302162,126.50564814781463,120.07816683398336,113.34088807597018,110.57836926951245,108.71171466491576,,,,,125.59806625757062,127.41058469071812,125.97232058905412,120.97654569675701,121.830288037219,123.08476830803292,131.94136386138348,138.1124277831661,133.44386809934053,136.19346444732832,134.51691803638545,136.09226048098668,134.50186804203543,129.3151239181761,,,,,138.637064554083,152.1866207958746,152.89683475285295,156.94401018683732,145.58608407152735,133.28617593258076,115.24111203185858,116.13756312307805,108.01770933139818,105.50240862605737,101.94182433929274,110.99968183555897,
135,2012-02-06 00:48:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2012-02-22 00:49:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2012-02-29 00:55:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2012-07-15 00:49:40+00:00,135.2618431013244,132.60784427993545,142.4320511400107,137.7732847124767,141.68538404797215,135.41594774517517,133.1789837901344,125.93652484167228,126.53040428033796,128.91149211691038,128.6695821641242,131.85357677884684,139.2540346169935,136.47778776479836,133.79720819911105,132.9048981533146,128.06831148670994,126.27668646253119,130.56777320968587,128.6437095817275,135.20014844635165,,,,,,,,,,,,,121.0726235226877,116.91050326380251,115.10679716418969,116.77724683582545,119.67672121755709,117.13580240633587,117.48329961239318,120.5834724471042,119.90964901147953,122.92952283114917,122.99515855011944,124.95069798605661,,,,,,,,,138.34864810431714,139.1646844269334,134.71234564294443,135.0909552847996,138.22035838871744,141.7710313682514,139.70252819153282,133.31908443146077,131.745928772159,124.81499108028792,125.65770468844079,113.93801609406344,113.89282042155332,109.78331526906184,,,,,,,,,124.3555296695231,129.4266861405993,134.5829191182481,129.34184108448815,134.80482856149314,138.22211491954752,135.49507018761742,133.9210115540771,131.80665741953848,133.03659928909934,133.27412184111512,,,,,,,147.7915559000941,138.70530658362628,129.05126635402598,127.94524943821739,124.48118006873557,120.46843634219763,118.43773264189443,123.97075789183927,130.92297817908695
139,2012-09-01 00:50:12+00:00,,,,,,,,,,,,,131.29903190445265,135.86213885760225,133.0241242324057,132.25685315899747,127.4725015752899,127.26582342352538,128.0284425424752,125.03647172860663,131.62295295931918,135.7649674570031,134.97408933024593,129.48076265469663,128.6285104771532,129.56331857188246,129.27724184546474,127.14243095650933,123.81872341191811,121.20242460710027,118.28566300959805,120.03738547623315,,,,,,,,,,115.39603722977077,118.35734333467714,119.81097792161484,120.33855909842121,117.74946855751628,122.3716041754059,123.36362042792928,134.36638007587027,136.70767813864984,137.1122377051846,139.07854986623246,141.33288119053128,,,,,,,,,,,109.23577934998826,108.47982782817823,106.76747985953648,103.84163997550885,108.20754191048619,114.57935602318136,119.9319752043335,122.96701178934856,120.1122262029711,119.88743500499132,121.00772527035363,122.5183351109821,125.4253163367369,,,,,,,,117.0720156141784,119.57393734537408,124.15291703625545,128.9160835709082,131.61429923407036,144.95640043250557,151.77573790618618,160.23030899714945,162.2792222963585,,,,,,,,117.1095086340367,124.40684664720969
140,2012-12-06 00:50:52+00:00,130.92868546302597,135.1669605257605,142.62303026544055,137.3200802613704,131.9246185420096,129.00644721196994,131.31418508775414,121.14246393285583,120.75911401237028,121.20887787632891,122.21096955330404,121.20373931740113,129.43183913785427,128.95045566811302,125.10296616966667,124.71010032080851,126.52279500479469,118.73760038802196,122.32846111127768,124.90047668930694,127.99968623271587,137.8121328000544,137.4824459229078,125.5018533715295,127.1080767441355,,,,,,,,,,,,113.22362285180904,112.32251673944103,112.43152218199899,113.52339872829916,116.28915911540687,122.5930307060336,120.37372258574027,119.73682766928943,121.61845924674975,123.98664753324897,123.57754709851758,125.82781435367451,,,,,,,,,137.25116148916229,136.17893634773435,140.038962315934,135.4073941613571,129.56369746218417,121.80179327637552,114.61022553071092,107.7509118244295,108.04965278940523,106.06631892125378,102.00902885047697,104.54451664428198,110.54382500355283,112.4177613095581,,,,,,,,,123.41162839474825,125.02868980158173,129.57552464351213,132.29913167660123,124.6248594029282,114.94107599588952,120.78294434413263,128.73462143279497,128.16587019939473,133.1122645973706,,,,,,,115.25266362040742,116.2661349490885,115.99532571835039,108.33597226525681,98.88205942334471,109.27029446048775,118.32064632021581
141,2012-12-29 00:57:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2013-01-23 00:51:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2013-09-11 00:56:41+00:00,,,,,,,,,,,,,148.42399769008318,145.16859744778807,137.22118418339937,134.79917036525572,130.26463034768204,131.34037834070438,133.52339915523288,137.20734323634616,139.3686502696832,142.6283648762834,139.589747341936,131.83860730402944,129.01738305995406,127.94450343915474,115.54408817297207,111.95809751837395,105.25599361423353,100.9020516849981,103.32510713978266,106.03852632163833,108.06424896621371,112.29916164730884,109.36378961007398,102.68606635933364,,,,,109.5518648212313,115.88870560750303,113.785207714792,113.96907858185448,116.44602388632467,114.76678203651983,118.57921024717311,116.21907562168323,122.81477574932504,117.49513517245637,122.47356771719465,119.52215130046837,122.8793974064089,122.95739425223765,122.52090759960012,119.45946959815441,,,,,,,108.72391499419825,107.89403484074712,102.01002028461384,100.707674438574,97.52293772855573,106.23596332654702,107.5258032619298,110.5812199363692,118.10084779749324,103.74770206992319,102.64094237678799,103.43520332299053,104.25440449581774,108.00538617071047,116.95927561703249,122.36300640859064,,,,131.93976749647732,127.00911754237632,122.1727483538375,123.62663238240552,125.82559526930592,131.24712583812985,127.90041842937985,114.90375805304637,120.85277899378653,134.45361064040299,140.0456805061955,131.90227762655806,121.21146015981753,,,,114.06528251335413,108.58191015162666,113.90310859981692,124.17931249574679
144,2013-09-19 01:03:01+00:00,134.80337149054424,134.62857944143175,144.25076410945587,138.24024201041675,140.19827066589852,128.89863906638473,128.05255718912585,124.90116853112289,121.55787980687384,121.10177234036719,122.93984175411734,122.71123890408666,129.04479195556362,136.1163710692269,131.21896431012686,129.49891211081905,126.96071328662767,126.92514860413962,130.6043571097843,130.5445627660786,136.4974088700704,140.9808070645814,140.4086604478773,130.5112009514175,129.0232507220187,131.26918147727588,123.0547929234131,121.91351765739745,120.56965961987103,122.28907737902806,116.68802080763518,115.90991727966002,120.80770621895414,125.13053255089389,121.93912048816489,119.48492722763083,116.34227521934129,117.55589192335931,117.9722855310989,119.0450055930981,122.05302379886842,122.37696721646418,121.58774480208363,121.41970842827331,124.13907911723041,123.68622253649633,124.13601157223272,130.2957297458388,129.89222488703837,139.49602840798542,136.30152546822538,134.89406516700294,135.3131110815484,137.41702059354282,137.27371291451078,136.5898152544013,136.87739434649652,139.68468918593567,141.90801073664255,138.953552325942,132.93868501307907,123.68129337486803,114.56519432070019,113.76305353980426,107.73524895650684,106.26057588256072,106.11245935631169,109.06025306003534,115.20615232780852,119.87082325508098,127.06760572647775,121.92012081872164,123.45176348983959,118.58945255940462,120.20185732698005,127.04703144308262,134.56420264547134,142.97301440985638,136.90346346633825,139.56147110043548,142.03423782620058,139.80051499903976,139.98354803026064,134.78305720685148,133.79107133586874,135.26745236741863,139.48751739833187,123.1428467158789,138.42052967104826,151.2577363772407,154.04644416471731,158.39533741167887,145.59503495515327,137.85160329812146,132.0946010515537,126.28729378280204,116.17951742847178,103.56009124040462,94.740853387947,122.05921400144,130.50256100547915
145,2013-09-27 00:56:50+00:00,125.77662314533721,124.71273935093996,138.73687697740456,133.1516556219616,130.4228424614786,125.68052615770273,117.86381640812021,118.53412255763578,118.41174136666531,119.70251548436315,121.29274761200564,123.5893819635718,125.60284778938471,128.5313095428104,119.79434332580595,124.35256267729216,119.51024615706594,116.23104674833428,126.14767119627888,124.75843625457954,122.52408495537897,128.62327927742118,113.59620047952885,117.21274546161166,113.70647474480437,110.89725773499205,107.67145404607751,106.13132375978196,102.98538800603156,100.6732355836149,103.44074743438496,,,,,,,111.93685209962007,113.96357115317727,110.05295666970684,113.56559918677345,109.31532410519857,110.86508201235263,110.97563825855481,112.40746902997108,107.44266847859723,114.20474130382253,118.14922464900289,113.68506113785128,119.46163720992706,118.05226503152736,115.2460999908306,,,,,,127.94481179609133,137.10251407920754,130.2868369857418,123.02417448992806,118.24509216059235,110.60239156601756,101.9692612245808,104.62791615141192,102.09999500750672,98.31108472395627,97.77210056462332,100.88151063550788,107.54138547534666,115.55284329427177,108.6799398720306,105.90497681598998,103.29143049916274,,,,,131.72227258711177,135.08836420321242,129.63185458183207,133.56908758662954,132.84522579945826,124.7790740011423,122.78229791695918,115.93838681723696,120.53266158681748,126.24487500028435,131.39443716388138,133.59467429970675,140.01033739886824,,,,123.44569177676682,118.53226092128477,113.93083908386261,109.93628964373184,108.39909416441805,116.0024761591472,119.94881963648777
146,2013-09-28 00:56:46+00:00,120.96246482240548,121.79471117496321,133.49711634143694,128.1770044235456,123.6002253179318,121.1020161448655,118.818498687438,119.66376228660481,114.21837955365645,113.65638914287408,111.94860484483073,114.91937345893231,123.31364149223346,125.88176713602357,123.58191099649088,126.19621382513135,123.80728114405201,117.91683658888786,119.28427083520101,120.29792288348841,123.79783893942289,135.19454746152553,129.10318590436054,125.25564078467079,123.0035628349149,123.13806693181849,114.04480239758576,112.81240766284267,108.48438731998553,105.85026992846005,110.80515787306979,113.81315743702262,114.27585376847952,121.00197138996964,117.58739433994127,114.6883735866339,111.69503156106771,110.67241061283548,111.9794948150435,114.98024488735516,113.88013118837813,114.62546149492324,119.77246107042282,118.06007190670327,118.14656259188718,113.91831556970651,115.63701979590965,115.46959995632862,123.08791836533655,131.61590691909004,135.10816458860762,131.12163955707908,125.45804448003504,127.32372444647152,128.9798559276987,129.89405758967317,127.5529196754919,129.7632749657317,125.7189803955203,131.68057470658758,122.13734973716629,115.26142052748992,100.27136741529752,100.61931459055191,98.92810320394119,99.51001762110607,94.24875987974312,104.75658377626904,112.7571708499583,115.81315492896749,124.65239466986489,114.92043730483638,112.46394895020876,107.71545603244569,114.01886365210932,118.59774812056791,117.90752536230664,132.79784265240633,129.32225490291628,138.18970697985714,137.82937119102866,135.23677551586093,129.60632262258116,128.7592435848177,129.3589256200674,129.21112718137462,133.69659640124547,138.0466696830165,140.00669842980574,145.87694513292092,147.08272599167913,145.14977142449158,135.84529558366546,132.55962453471062,128.5940566193271,118.5985891389241,112.19113951745905,111.17291396974427,107.78967226934385,116.5739358715872,125.92868287552497
147,2013-10-29 00:57:08+00:00,,,,,,,,,,,,,131.59900377581496,129.58845573071255,130.43540594911715,128.0343752765929,124.91314395364009,122.66835388125442,128.9029086438441,127.70593506738071,135.5718820128759,140.48953777018522,139.81698666002973,125.95520178365366,130.36801874206262,127.35099123677738,116.23227980029563,117.27298171615818,111.82419498921749,111.51564447797756,108.2742831133524,111.82241617547339,114.9161317621111,120.60190665794212,118.32732728110193,,,,,,124.29702399879291,122.90972636723437,119.94140522406641,124.7629974737801,124.9996338976794,123.53274952674056,124.77279463914752,126.56036670562764,122.42884284131395,131.1741004775765,131.8500279295043,130.66418391350368,129.57820021048457,132.76053680546767,133.03768151347998,126.68929159614726,,,,,,113.16418293509173,117.1300810862125,112.2089397324888,105.5428803811088,108.21288791413684,106.81699391193035,109.30807186273566,116.24260512807007,117.40754756328313,117.44771682114168,115.51835559699576,114.28911068150646,107.60598111797196,109.60113722143272,112.11782319031866,122.16413595503568,,,,,134.19342078773593,134.02161799945375,128.1074309808288,128.6885510865194,131.41999599730127,132.66574026108134,136.83649071542544,130.22673558851778,134.94427537229137,139.43744627134328,142.05091238922083,133.55028220779994,,,,,113.96701857870666,113.1175861769781,117.37862938503412,
148,2013-12-08 01:02:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2013-12-24 01:02:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.74093883612954,,,,86.16444443652424,,,,,,,,,,,,,,,,,,,,110.35913012392696,97.60376223006986,95.18715076851352,95.46931956804731,,,85.49471613874691,,,,65.4984714096998,77.46260675823879,,87.42381578478435,78.63378994630821,81.8777117018523,84.0248417618514,83.07049856488857,80.37357921672024,93.44530759158005,101.51212266436897,91.85906636048244,,,,90.69458551962461,,,,,,,,,,,,,,,,,,
150,2014-01-18 00:56:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2014-02-26 01:01:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2014-04-24 00:54:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2014-06-02 01:00:41+00:00,143.44543647812185,149.12401182828506,155.44278451864173,144.115300862342,144.0514037821526,139.88006423011143,140.06031195316518,139.69350659771595,132.5909193345158,144.7780722854295,129.55859990808563,142.14814312849705,147.65831187758903,146.62743710444687,139.39005630136222,138.3255351638668,136.94989485550934,135.18501901431762,134.48306497879722,131.2049330360907,146.4768998825681,144.49446050052597,143.65517420218123,131.85621688921938,132.39226025973792,129.80064232900588,121.14479274794223,125.16111293251807,122.57048803020598,121.58562920559716,119.38167533985921,118.19185998869435,123.69818440913343,127.78767457972896,120.98910464237301,120.56047916397472,116.59912492730425,124.13635948497387,121.32673113850231,121.3733528679391,125.81239747548886,124.30309609200401,126.02648706380336,122.16141281346364,123.39196525441994,117.97013636015818,115.69136194720573,131.18993222287057,124.25134599181979,107.69757432933322,110.65705996182488,133.55063711084887,134.8472581579481,139.37908952146304,114.14406117151016,134.84322569920164,141.72849992812732,142.29160617071616,144.63379841929535,135.42991207372137,128.90172415838396,118.75349796684405,113.59002488577485,109.77340484101616,106.40418898902662,106.93575187752602,107.30451147619067,105.42972258148201,110.6294881754369,116.75758785623242,123.89045055611552,120.8119485524467,120.93089593088675,112.0100860551305,115.40888385330044,122.45406104592448,127.56051331759195,136.26041357704298,135.19767078699277,135.10821248928698,135.13782732725693,132.28622355606058,129.07340936838187,124.9254717833154,123.60539528504157,126.59544431196103,128.9194311013086,131.93006105263527,138.1419284373382,143.97461597994567,147.27756784358067,149.7709555764144,142.08544663207593,133.7130090636741,129.18358480202352,123.11182902927001,118.76371299082032,115.23161336576746,109.88869643289921,119.02510259775572,126.18660331359152
154,2014-08-30 00:54:58+00:00,129.8061278301971,139.28877822502096,143.37011525094778,141.15856293656424,140.76230157850483,136.7461582607945,132.18289695274615,128.88015387816515,126.81685610064582,125.12833642842462,128.06317486985577,130.3340653315177,140.74908615705667,143.79652231615847,137.91894483530825,129.48222881511867,129.8197026895963,130.75592982951852,128.3654804846948,128.09218367778945,140.28904004986876,138.59276880591358,140.78790226012134,130.5049986432011,128.5504303507335,126.18681273947811,120.88783599048796,121.08533162948147,122.78816423702187,118.76388383903044,115.83744687792952,116.61966686556812,118.97456218604933,125.88916955692683,122.2025549446245,119.41635926998771,119.95445613548117,121.08640125375308,118.98274717450317,119.53203887405223,122.46734224374859,124.38975919053522,119.22325587267451,123.03974664321808,123.77775623432314,124.5783400999681,126.06760521232113,129.89746992152348,131.2091818082738,138.8132537820082,136.4621442201842,134.88013067866927,136.50300740483956,138.80574623747992,142.09733795118052,140.252098392321,140.80536696381262,142.62113429784432,144.02583109637143,139.19433533092217,135.35744370335402,126.73394774298994,120.74954047770598,116.79640828282679,112.87538324314993,111.38151247395363,110.64124052414451,113.11142917236198,117.84316778013032,123.02198292977634,129.71828778087476,123.18279236109697,123.6909723536082,119.69438179326247,120.0665117351518,125.5202411669462,135.0818799899091,140.88934652228156,138.60555791270346,140.8443145140012,139.5172744834669,142.03418414723217,143.04857205686292,138.0547155653087,137.15313111972972,134.56111991762486,134.80612365209038,136.78017855618594,140.71748182776446,147.7491253093878,150.98121414383573,152.21842932812945,145.28886061256475,138.94113640048442,131.64230403818647,129.63370610376927,125.57744685102395,121.90779720280887,112.53831865480589,119.26560870281831,126.84251257544283
155,2014-09-15 00:55:02+00:00,133.0111638827754,134.98721538633828,146.54756780824619,140.68100746609508,142.8099554167619,134.09804096974807,134.16468607895575,132.5076133742838,127.29232318343124,128.68121929947006,125.96056085548491,129.06378352649912,139.82600223262762,137.2998220203235,138.29458330748758,134.61232259540526,131.09734961026209,131.51159438860623,131.1966836392862,130.82842979686438,133.06937085281368,139.68473245077573,134.19392029796268,133.1177606098795,127.01568183172475,129.05644352584397,120.04189314058615,121.14407299059947,119.2911241496875,114.77490043640873,122.10930858690878,116.49634506898761,122.34648729200666,125.90800603671906,124.58918657211206,118.71705725251408,120.4608949372953,119.82712994088621,121.95908236793628,114.65677002286805,120.23611930521031,124.02427659995983,120.096333211862,122.0253430484629,124.35604337662971,125.36216701986135,128.37934801614193,130.2620192554593,130.82653740278346,137.558640827437,132.7476387282876,135.3707527762538,133.9568222973578,139.46276385277332,144.79409379905275,143.90170974690665,143.88215331317878,144.20950983904163,142.5543009465692,137.97955364945096,135.6529547542342,128.9174570794798,122.66390907849478,122.26165624156216,118.80763220464402,116.34053543129234,115.9271533168265,117.14252532380962,122.31135791411805,128.1798753759366,131.88486974961734,129.82768485047606,128.69352706991452,127.0940200398939,127.43267472731905,133.48955731489593,141.27327545780878,144.10199845416201,140.7521515530478,142.47178763255977,145.4769656242438,150.04169453587787,145.81923270694767,141.01908375368987,135.6698946027965,132.0527191171792,136.84309846957905,141.1633931946185,143.87911962130173,147.65095736219695,155.76595554512474,151.729110974208,145.40541591224763,134.21452782274216,129.9926323882043,120.18277927399653,118.84887746114272,,,,
156,2014-10-01 00:55:03+00:00,132.78357127175067,126.15118560156981,137.63398499509935,135.7355697585011,136.2232943428397,128.95538721870895,130.5487607094832,123.85555749522666,122.01727645214805,123.82204009062026,122.98107668564062,124.49984729906518,127.20757816206002,138.60513309314558,132.64624078342314,131.04890146447985,125.10751371773817,125.66665552113139,129.6100353900679,129.33266191118184,136.08504417737424,136.0468047149074,131.43577785477993,125.9777741091811,127.06908297511774,129.21749076562705,122.73777560967886,121.5739494063453,120.52437070616513,116.94229204457142,114.05009540706081,113.73339127379417,116.96067636271395,119.61635708295786,121.79874697996564,118.04167445834057,118.75272220485635,118.40898819695141,118.44057794655569,115.70145003033613,121.95149169241631,123.22806600849714,119.25756409942409,117.05980243334507,124.45902355623568,124.43069586138488,126.01084677540675,127.36185450666343,128.6721600268576,133.11857040807524,136.09941000456683,132.75397490316982,132.27209181819094,141.9748873613118,143.58304319673383,140.56731344384255,142.5008502677298,145.49488949700034,143.6118615382283,138.25497984246937,133.59850592503696,126.12362184683016,116.02374745518355,113.95546579452858,113.60146116462344,109.37101136579658,110.10571848212939,115.52847678823659,120.0479846977172,122.64936866993105,131.61631590843888,123.82393756215497,122.26943374849081,122.52563728970736,121.78559921484799,125.12860718291947,135.6234783723921,144.08102284105354,141.14948898296774,137.1989194507496,140.9225596034094,136.15977581118477,136.50806397788216,135.10127511467425,130.87297229291084,131.48649855845332,132.27781216033685,134.6954583342794,139.9177587704752,148.98574844905195,155.56339324150883,151.54400574017038,147.6455688905025,135.82382099962268,125.3438014206557,126.73722292307374,117.54494891864569,114.74478959896919,108.2551750728118,118.64821976858875,125.23615116517533
