,dates,jap0023-0000,jap0023-0001,jap0023-0002,jap0023-0003,jap0023-0004,jap0023-0005,jap0023-0006,jap0023-0007,jap0023-0008,jap0023-0009,jap0023-0010,jap0023-0011,jap0023-0012,jap0023-0013,jap0023-0014,jap0023-0015,jap0023-0016,jap0023-0017,jap0023-0018,jap0023-0019,jap0023-0020,jap0023-0021,jap0023-0022,jap0023-0023,jap0023-0024,jap0023-0025,jap0023-0026,jap0023-0027,jap0023-0028,jap0023-0029,jap0023-0030,jap0023-0031,jap0023-0032,jap0023-0033,jap0023-0034,jap0023-0035,jap0023-0036,jap0023-0037,jap0023-0038,jap0023-0039,jap0023-0040,jap0023-0041,jap0023-0042,jap0023-0043,jap0023-0044,jap0023-0045,jap0023-0046,jap0023-0047,jap0023-0048,jap0023-0049,jap0023-0050,jap0023-0051,jap0023-0052,jap0023-0053,jap0023-0054,jap0023-0055,jap0023-0056,jap0023-0057,jap0023-0058,jap0023-0059,jap0023-0060,jap0023-0061,jap0023-0062,jap0023-0063,jap0023-0064,jap0023-0065,jap0023-0066,jap0023-0067,jap0023-0068,jap0023-0069,jap0023-0070,jap0023-0071,jap0023-0072,jap0023-0073,jap0023-0074,jap0023-0075,jap0023-0076,jap0023-0077,jap0023-0078,jap0023-0079,jap0023-0080,jap0023-0081,jap0023-0082,jap0023-0083,jap0023-0084,jap0023-0085,jap0023-0086,jap0023-0087,jap0023-0088,jap0023-0089,jap0023-0090,jap0023-0091,jap0023-0092,jap0023-0093,jap0023-0094,jap0023-0095,jap0023-0096,jap0023-0097,jap0023-0098,jap0023-0099,jap0023-0100
0,1984-06-15 00:29:22+00:00,138.15760991093288,,,130.17467235302402,125.27259642440194,121.20318035637501,112.7972692492728,107.48453373015846,107.05130099412546,106.53321626170772,110.9704204272794,109.54318121633669,113.40150465246984,117.92417728533137,114.82452134911719,106.78514619017025,103.64189241494276,102.04530348841467,106.5263830178132,107.75068128508329,112.93447684878552,122.35608813852257,118.71510887136208,110.97567762985332,110.36346538477828,108.33645075323506,102.96915711551074,103.28946286476264,98.51384274211185,100.11926692072566,100.03691211174498,97.19792318460456,100.17539533957093,103.47965595414153,95.30078046242127,93.05067824010484,97.00644796622632,97.8879830584152,95.81814610234497,103.87443015774623,106.83180088986683,107.69358625479373,110.6779670085578,113.79117966811445,112.65515841214656,116.23505527247762,117.0672027336434,120.64890168326325,120.88901843779321,124.08881486671618,130.3868008898834,133.3588055247301,133.86419489734615,128.4165538350468,130.07351338846556,131.64289124478415,135.17864883717343,122.78234258834715,124.05120012104601,121.43289000352482,121.84798883516122,119.16115560176141,106.03043200694243,100.494310076645,97.42622825423139,98.2700646220777,95.88431161214405,96.52303961591203,98.22275339610887,95.95342873116924,106.39071994916722,105.90734630727137,109.09053160451897,104.8716820502723,104.6739240006206,99.48816320788363,105.9737404681353,118.90420871725001,119.55849812263926,117.93898282040485,116.32374148030985,114.50562305337726,112.31663952762233,112.91663805872412,110.6549231786299,113.08983907758675,115.92508789751308,121.19798738064117,122.90430251107566,133.74114275106754,137.52061392391386,125.00161805804376,115.62180459466947,101.54501980425357,104.62344733097932,96.8497871577766,93.53775486748744,90.29676790824729,85.87250958734276,95.45157961831941,101.00704225833618
1,1984-07-10 00:23:29+00:00,127.27535308769143,123.11135456816086,126.42014408932107,122.50567118063697,119.18871100639024,115.6424323565716,115.17608818436105,115.71240275345575,114.2208432362719,111.73231361040298,112.02160135838028,111.98417415158727,115.53915954453652,120.64720650134659,114.0294015519919,111.9701360883602,109.3023163179941,108.1692816054682,105.65166173421429,109.34453157636437,111.7372070812137,120.79887451471156,115.40287166699731,112.93403850697906,112.39975296273153,108.8119955936468,101.60145778202084,102.78864390905372,100.22267350902641,99.03815895786012,101.09597286378612,100.3109188422402,106.93192363939956,109.43780835985345,106.91482059795335,104.77488411032176,104.60356752931405,109.2243119716374,109.33682159543376,112.89148692756852,117.20425129944371,115.29289754738846,120.79680880863403,113.46754355679136,114.30168962430406,117.06024449601387,119.27123506284295,119.99087531596227,121.61590977904685,123.81786058461034,129.33824649338928,132.561647703093,136.29560907583112,140.05659367829617,139.1074134713098,141.92098268975016,137.35335227116204,131.89265696540974,134.06129245013364,133.76734380711616,131.35032503666955,123.74046792722595,117.82808738425902,111.19166175727943,103.95809553065826,99.86524253469955,98.34727298276526,96.86507888778,103.19327248161287,99.80150067914943,112.80762235930086,106.37769591696221,110.6315052030072,107.09089226044014,105.63743615709362,108.09823802655819,118.78652397076506,131.57030931380564,126.93008489835398,127.2043268778558,128.65160353133155,127.7715696360454,123.71142620416332,120.9119176571326,117.31522235169867,115.85190764061556,117.6977610639294,124.33695721583128,124.9448994001892,134.0679970681384,140.21080563992516,135.93940469597695,132.8084743275032,119.85480052255016,117.70935375731412,112.95719523798765,110.55177987323096,106.93387556943081,103.3968772702213,106.44880607983653,104.810883443733
2,1984-08-18 00:30:55+00:00,131.3283038563579,121.94370383039025,128.4423521798179,125.11696331499061,118.793790522413,115.5118886464921,111.84089102916872,114.2954520073397,114.3596989425288,114.0608308801401,113.75923466072297,116.51428905486945,120.84803732280919,121.85385559361336,119.60934248653324,115.14671228176759,112.82999007366553,112.54238779331543,113.84008811052269,111.80450242737014,115.60837431369534,123.69690402134482,117.98412331118978,112.26976594139013,111.31567044291445,108.52180780876405,105.68763147942362,102.0798108153224,101.60953274250404,101.76812576254652,101.8474687500008,104.75279984894149,108.39312973016253,113.03639578819809,107.71129001273336,107.87371480157287,106.41949430900846,111.50430769797316,112.64025099110619,116.20384097466801,116.90996624393732,117.23340898887818,122.14754808442301,114.80329955740126,114.44612836334876,117.9107721121838,120.0971615434572,118.9291779055027,124.28352537677691,126.86242186357396,132.58707675553606,136.70711559037227,140.54308144148797,145.51211188049686,144.2586698379585,147.04204852707053,146.1694410277877,144.16858897304485,142.916987121617,140.55903973390042,141.0539220190172,131.94961105666326,119.77875363642639,115.59425105269594,99.92371775732555,97.66674990640388,102.44005831233095,102.72069338536404,106.38811446360317,101.13094347613436,109.62745257618009,110.80351172830888,114.09623143028972,114.53865569860193,112.56407853768003,117.74336369468828,122.63082139535268,133.04414749433369,128.12793254067924,127.937157397754,127.64336995275866,123.79297929952268,122.63823751698541,114.98033965893437,111.89208910542263,110.56981463249083,122.89893403686222,125.51663120391022,128.56009043626915,135.11522565599282,141.84582272282432,143.93735945463104,134.69850733296593,121.08202152779268,115.89014171939401,113.5223564707935,108.10464624153276,106.33077261074236,99.62726215414823,101.26886893543131,103.18430343290659
3,1985-05-17 00:31:11+00:00,131.63242178190842,126.38657784668719,135.85080285752346,130.37456487756253,128.78514221680865,123.51304012414326,122.53873034231525,119.3848931040364,115.89291757297731,113.92187371931692,109.96040630894777,113.42670531636665,112.63730622906796,115.46197880532485,114.89711031636138,110.80453293064772,111.22557336959446,108.7025297457122,106.65672543756148,111.63470480164234,113.58877014586409,125.15761897764929,119.29234424972687,114.42253918266967,102.38988529317268,96.35238846540749,106.43246505745113,103.94350435512844,102.05396898305183,102.2723395739088,100.74490696486012,102.15658660896123,103.1883451149167,98.70175159230503,97.14167675933908,92.3548314811608,94.07535744131951,107.49540251291845,105.1785949810625,101.9418947903405,92.09180519323944,100.36516104707933,111.90171458771214,113.40105294891494,101.05195103482775,106.18444249865419,116.427484866051,116.23190105392014,116.95970757560782,120.64395492866011,122.49479967106895,130.1229193229465,135.37969898940398,133.59687663525673,136.14191090410748,143.0038021166445,139.87590153195907,131.58584619704013,132.22909466152646,130.44814885515436,118.99610749223065,106.00885153730802,110.28830882445433,106.63907307305337,97.74455291502235,100.80494027087408,103.38273019387287,103.75465649298908,103.87804167089996,101.01090330407644,112.90924413157123,109.12899041187079,110.27832674768402,110.05676899567501,112.47799152980988,111.63175422176596,120.23560846863407,129.83417616918135,132.2049307073402,128.4860095113062,126.58332636114896,121.31015093214656,116.99029671877123,110.82006038359687,111.3141110060658,107.73227123698379,118.58154604406572,121.62750826277116,124.37460879818303,136.68654317134386,141.37950425954395,132.05081236212192,126.59831830273765,115.2397944175631,113.39621712564849,112.04273264923695,97.8801541368252,90.5769198209641,88.44080060850703,99.28387626124427,98.95742203217321
4,1985-06-18 00:31:09+00:00,,,,,,,108.04176878955981,110.41280809509983,106.39979744405262,106.9861752071053,108.94808086741568,111.1642399783503,112.10566391921911,115.98631319988021,112.41229311264014,109.04266727363901,106.94366794793625,104.80201246286548,104.93870643941169,110.47112827429396,114.8618944440877,124.44930502238033,119.46615382442222,115.13829768906636,113.07143493269395,106.14287694251952,98.71718408644365,94.86623211419491,94.87034932489462,93.65580180034311,93.83849303331888,90.13398467880853,97.11428926611156,102.5920540689332,98.99021976546925,99.04056817662463,98.01139649669808,103.1401757946987,97.19216416202426,107.26109298706395,107.04969850400119,107.79383183275056,112.86574878771047,115.07779685334712,115.0613815875449,120.38365617036727,119.19776600796077,117.79071944535112,114.18039023801735,118.6617231545523,124.36052037085953,130.15130071335616,131.6350983078082,131.28962609576013,135.12873400036509,138.96483830600408,135.8240468933548,127.54430938933844,126.52641138645028,128.70757593482503,123.9791566308029,119.33281002194711,110.54586351406348,105.96592457957995,97.54770699625898,103.97793901921732,105.43144799474514,102.70273445168003,106.89984655188275,99.40374940714828,106.58263035192071,103.46409696720616,106.64532820035453,104.58643657686412,108.89463754471217,107.62318806198465,113.96735419550274,127.95557191264649,126.53046003880038,125.10252191331976,129.12138882806272,124.15548004877256,120.74184554339386,115.07600303440712,114.17103428350414,112.97576327561588,121.8058342300904,116.33727664650567,117.45127992646998,125.96585640105859,132.3999083540778,125.32908842542277,118.37514302858938,107.87083435538862,105.30939905776012,105.81003059244665,102.17561657222552,94.4821938155006,91.88523953466508,101.83411494229405,104.36206615511006
5,1985-11-25 00:29:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1986-02-06 00:21:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1986-02-13 00:27:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1986-03-10 00:21:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1986-04-11 00:20:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
