,dates,chi0478-0000,chi0478-0001,chi0478-0002,chi0478-0003,chi0478-0004,chi0478-0005,chi0478-0006,chi0478-0007,chi0478-0008,chi0478-0009,chi0478-0010,chi0478-0011,chi0478-0012,chi0478-0013,chi0478-0014,chi0478-0015,chi0478-0016,chi0478-0017,chi0478-0018,chi0478-0019,chi0478-0020,chi0478-0021,chi0478-0022,chi0478-0023,chi0478-0024,chi0478-0025,chi0478-0026,chi0478-0027,chi0478-0028,chi0478-0029,chi0478-0030,chi0478-0031,chi0478-0032,chi0478-0033,chi0478-0034,chi0478-0035,chi0478-0036,chi0478-0037,chi0478-0038,chi0478-0039,chi0478-0040,chi0478-0041,chi0478-0042,chi0478-0043,chi0478-0044,chi0478-0045,chi0478-0046,chi0478-0047,chi0478-0048,chi0478-0049,chi0478-0050,chi0478-0051,chi0478-0052,chi0478-0053,chi0478-0054,chi0478-0055,chi0478-0056,chi0478-0057,chi0478-0058,chi0478-0059,chi0478-0060
0,1985-01-25 14:05:39+00:00,,,,,277.6674775431031,261.5454505606232,250.51651100926713,251.2926456430879,245.64313404926844,236.55463526609725,242.43871513921215,243.86751156355578,248.11665570962245,246.65999280563108,247.53946698816458,229.6853555796536,242.43018282942668,235.04408460339044,,226.97518765291665,,,,,,,,,,,259.8930918437065,252.33257529148057,246.9785282491077,250.8660593809272,250.8673899946951,,,,,,,,,238.6449123609079,,183.3811901956077,229.27675452981006,,,,,,,,,205.63552794505247,218.79393517091353,220.06071405436802,226.10886879609438,231.59049839032303,234.3780041578287
1,1986-08-15 14:03:05+00:00,317.40963391380683,,,,283.56828012197286,,283.45984978020147,,,,,261.03812199525737,257.6966105098838,257.97389390749316,262.12631509485374,259.58348019685303,253.86294004940947,250.29133180895982,239.9766392734839,240.27294621726722,256.8155159582655,253.62389214577743,241.25305117366904,,,,245.1900733264737,249.87919704960453,243.0741062338735,251.08424061782685,263.56574464238867,267.046073308323,266.97555365756324,255.56319462729846,246.19089901109243,250.47399494895566,258.58733975028537,253.35622238145757,260.60376465593095,265.393232109311,263.78181458132224,252.33924574372162,241.34950470943707,240.14493203236677,246.02923243390137,226.73806521426033,224.37742824574545,248.59800701044145,277.61955911689074,286.42952079828274,253.98148348652794,251.29798767485096,246.09560766200235,220.4259276921003,224.83684214413844,228.33922765737057,232.4119469138463,241.7944927819322,238.64073614545177,255.38716175003515,240.13536840507916
2,1986-09-25 13:55:30+00:00,282.2947912909574,,,,286.5151124186569,,279.5135397171155,,,,271.2794937339454,270.2933297128298,267.93492093096484,253.67543526798903,249.22098083187223,237.33343594632416,250.0494165513651,256.1631333754537,248.07798941829708,260.53299947104614,260.8684555752159,247.03725172790195,230.8312830699191,233.75755194443354,237.30961492763413,246.8154001420718,246.62836108355006,240.33381486786428,240.38243884863556,255.80940667619836,269.5502717531558,262.945044410021,264.64922114323656,234.78029689975025,240.56668244324572,252.6751871832814,259.4824173057252,263.41072917316467,257.53778433754957,259.1445539282131,264.8641361046501,241.44000014625692,231.45881254502535,251.58295282850762,231.36000638475193,241.4230739030492,251.65473512889864,261.19505522595455,275.9928308344672,263.2450153956097,259.4169392570571,261.02549470137046,246.16503137685848,223.61513949008682,226.17175210156626,236.74770890326315,240.81859986851984,234.80443075586481,235.89001465110357,248.90159614577354,236.5534247655262
3,1986-10-18 14:00:56+00:00,280.7136051363781,280.97522322464863,277.7232925610381,282.0957664084734,313.1884637827249,282.295418147176,268.36710979638275,263.61186813428657,261.52280447750314,268.29961816183896,272.603703359986,271.38400342725794,271.51338721666644,264.46911164922045,255.47827212216924,241.51347912830153,250.31846152286155,254.57582475117243,260.3862168993878,258.4098939404084,254.27422899842438,240.53132304509654,241.45945721376003,249.29056634115472,256.9945607065757,253.5096018759901,246.4955380538548,239.09681765578057,244.82291446412,268.9391712562485,278.4663120497014,265.86821283973507,261.49916298226543,244.02210398031647,247.24583951834109,261.7537293674911,269.582373848773,268.45369126255446,265.1231337937341,257.499476754729,268.9091540152081,262.53266341071776,245.0640485434407,243.79376869759886,237.93283484353017,243.7462634474811,259.3352838913526,269.2052429137222,260.3017570434162,263.03814790056794,257.746150743282,265.15609938599,255.06772985887878,241.17713421918413,236.512326574536,240.4698441004564,242.33866201600912,251.16581942612063,238.86359616850933,254.98028211210286,248.08330306886472
4,1986-10-27 13:54:26+00:00,263.7209528206355,255.10566651211062,270.64110536097616,266.9798249821511,283.08673400098263,278.29694888754676,264.6220675603546,265.6273286478412,267.15014853149916,257.0227770380136,263.920844716738,255.89735559202356,257.62284292244544,257.8309984494977,249.4270253369309,232.9903640196537,239.30849110102753,252.5560854007222,257.2263809750405,247.4367093372894,244.52657158137106,236.20150545168997,233.32815090926917,232.6497294078717,235.8790526628515,243.46737166077733,236.42162552280192,240.02797237702148,239.74617331086952,260.55999133602535,267.5565859491728,261.4073859238803,258.5011173039007,236.29877073758271,243.92282994607183,255.17319399479408,262.022616034464,260.5485506084462,263.2181857009405,262.98965572157095,263.82365945333237,255.67291558001392,239.0696974278012,241.87995018968203,236.53687061662265,244.9644472575121,267.5126463179097,256.417391873181,252.87490090846023,262.8322357728814,260.52415243261567,260.7249400256205,248.1792025271889,234.99222208130732,230.665362138596,236.1749235440768,233.7383496276984,233.77971557571345,233.79521795525636,249.13940108992503,239.45292125868573
5,1986-11-03 14:00:21+00:00,273.04559654334247,262.41639070729906,279.0659152966766,294.2176566511484,294.7201455072392,286.73442824538796,266.9254224017415,265.1280994235855,266.16545017418457,268.5025888107724,270.5851512478411,277.78226750299183,277.1575535086154,265.6188315617788,259.66518293505135,246.04228907682946,248.07722492191357,249.6044718501745,265.6081167996662,259.9087253530488,249.93346159650514,242.9398499922827,247.91919285527115,248.94099662061237,254.94898112947578,256.08104805987904,241.3927604754681,245.7246546523034,250.5511783083531,270.5167442205675,279.7496169567962,274.2683385154433,259.900573738925,244.78285723942332,252.1690621647695,271.0762622662034,276.6570834178904,272.9130065126609,264.13931211967616,261.18000298757875,268.2460049150313,257.19455745029916,251.4794611900593,249.99944142955786,242.81684988804182,254.7693583621186,278.19168005498506,270.74783999264605,258.5209142052061,261.86965087958515,269.30883390066816,264.0069373645037,252.10180008730646,246.5123247991363,239.9064017348005,244.42979019504597,242.25133213160805,247.25861393844727,238.861309003386,249.1807463355552,240.55856332388873
6,1986-11-12 13:53:50+00:00,284.97733950039,254.57588474820304,258.98069669378015,268.67239107638204,294.41587465123604,281.49311575956074,273.0116639840342,266.84950963109094,260.7743202988538,252.3006668407687,260.73077108602337,266.82655516807137,266.4967337264761,264.72613520078596,256.7257989967807,249.7350250201957,247.494546023456,247.9544049672437,256.64342384813676,267.3772784385313,248.72771154386226,239.0025358464267,242.56223618647746,243.1802387166667,256.6117772124782,252.85996381467288,239.74832114479085,233.63377769023612,248.02690971851754,256.3135826125716,265.51489904676504,265.24918625687565,260.5739461689966,245.6539143454088,241.31091823830621,252.46224491533548,261.28938757766474,256.46583057307254,253.0054893095951,253.18730810318823,264.2960455960601,245.05788774092116,248.60314919129905,254.80592795198254,241.36954925828636,241.74760597832955,252.31144835939708,257.2283641073453,255.5901738903132,260.9859327424688,263.1950592089831,263.89167503828935,240.8414099055927,232.2786541225771,236.85369005776076,240.08820169316851,240.51468413778963,243.59806001484782,235.27491329156194,243.21472772961516,247.37939831015817
7,1986-12-21 14:00:25+00:00,289.41610662633485,279.85613748204025,275.5300014350264,267.81249527074755,278.72096923714275,276.88568036301365,274.88986505174546,275.77610262725165,281.56062158492114,267.36497385121265,259.3883335524305,256.1706920293818,264.87679005809423,272.71991531810545,275.02424615813754,254.72532971760424,262.15409285965865,260.52108664897816,247.94974845765702,253.7949587972294,248.7066371919083,241.18129546177522,247.96125747334256,253.75488266300178,247.6390008068666,246.96545197700496,251.7372097326024,242.54614432790973,243.79055928626596,254.52102349834976,259.0770167284242,265.07683268823405,256.9877128138279,249.18319833677123,252.28358235655344,252.92686800282704,257.64035400790806,259.59068490470725,261.4010166041082,265.73192692432855,260.0359407680406,250.39896198542078,247.689723300271,244.7690870904859,264.1823218073605,253.63945032509633,246.83613481322385,253.9026894507254,254.47514850270804,260.8938014230453,266.6802838201074,272.9016592813389,261.66165288805036,235.11726646994674,236.82012759762824,236.96249483688743,235.38450614321903,242.8445374983075,236.61701352089904,256.9804568349665,243.06292632596475
8,1986-12-30 13:54:30+00:00,288.925471555886,281.31130557997227,272.60750373037143,267.7857094205477,289.4024265364541,282.10569221959094,269.83296536629564,267.92153351920757,270.08096586919544,264.7730003032833,272.61306621968635,264.40588731973844,256.25027911322013,264.136041255319,275.10742245945784,271.62952218253224,263.66947404971677,257.20481676783635,250.41173694154122,243.80759372267278,241.54700670215036,248.02736414285192,250.74290771842323,256.4092481977636,249.8388002149537,251.4002422654878,269.7518681287509,250.775156227999,243.06554678006253,262.08752710355054,272.55275832867676,268.03930904941836,267.9992986982776,251.82758414881135,256.3860672987795,266.8994818615766,266.7029952706353,271.5502851043083,267.13807349201176,272.53661859345044,274.60930048754034,253.73232957515702,248.435055482247,257.66994739831983,256.2853804852802,258.2049450770728,255.23635547481544,265.7075912957345,264.9342838721425,263.78662731463317,268.3142367541854,264.2616634107017,246.45826623538863,256.7742797689634,247.7827725916993,245.82622451450482,244.01250124162263,246.06976188092636,240.26642579286943,251.1446318067603,246.07261808361088
9,1987-01-06 14:00:54+00:00,287.3094773756036,276.64680357759465,287.551689725141,265.5050464649807,277.4444887878245,291.33347761054904,264.5110037740019,260.50987204616865,276.6460734126163,270.09025671717797,272.2219033096689,253.77952903751452,246.01178940522541,255.504763963529,276.56521426701534,271.887137081634,263.7809005760371,252.23088396310592,247.6794712846493,238.69430446649804,242.50359557551425,237.62515362669672,244.47469720503116,242.36035699954436,239.0281470275735,248.44440348175664,250.75947820380037,248.24046935108802,235.06368240895304,251.88090025365463,263.17083417588174,261.5314392930602,250.78973247867708,231.6743609245015,244.90060806157888,249.71870494935138,260.30016575993744,260.5516567254099,261.59961743578936,277.5084357462248,280.40941661632945,253.56735538499944,209.17026170615543,238.05988972115082,240.76466468392348,243.04799770603597,251.99806264229625,266.9835043022945,262.5014396334473,257.6032109877588,261.6841108222781,274.59221157619675,257.365436772503,227.63434221024883,236.94173483120542,234.8284152771772,234.37779554728104,238.0814463694322,245.52583927159367,247.18108620202688,234.55029577403295
