dates,nzd0137-0000,nzd0137-0001,nzd0137-0002,nzd0137-0003,nzd0137-0004,nzd0137-0005,nzd0137-0006,nzd0137-0007,nzd0137-0008,nzd0137-0009,nzd0137-0010,nzd0137-0011,nzd0137-0012
1999-07-18 21:58:49+00:00,,,,163.9950265684534,140.92659364814546,,,,,,,,
1999-08-26 22:04:44+00:00,,229.8160264662639,193.2550439136781,168.34902368255882,168.04408485294405,174.21170120393344,172.66317368276995,173.43096983564595,184.75341362749492,187.77059849891188,197.37211185242225,189.98260041150584,187.2659916120097
1999-09-27 22:04:48+00:00,,260.8637457054473,204.60197887543103,174.6048826816621,181.6147227157684,190.63796061782872,197.8534874075378,190.7168667959699,203.82548501943091,199.5069209117416,201.86567407205825,199.126345077212,193.64193603609826
1999-10-22 21:58:52+00:00,,,,,,194.28824307188265,174.30374601198446,166.1548032368987,182.09445558114544,190.8651138264566,216.5757830528284,192.2105248167983,185.53939114289594
1999-12-25 21:58:52+00:00,,294.8402751385169,218.25561325724476,186.3148177055811,186.71718707320684,197.11638877880074,191.8085137977189,197.05885155883038,207.97214869816594,197.14796709362548,203.5588656106571,194.0518453111918,193.0954041818228
2000-01-01 22:04:37+00:00,,,215.48085708635375,192.9783593385485,189.55267443115252,192.1069343210905,181.2014928756869,184.2120149126808,186.81593222064356,191.3690685163607,194.74806276854198,,
2000-02-11 21:58:22+00:00,,223.41257360992384,190.32164053924438,162.6501747266599,168.05718018631822,180.53198610003645,185.4997223246352,180.8257792049589,192.9982966289714,191.3913233169517,193.458215470943,190.10826941278526,191.5982640976733
2000-05-17 21:58:07+00:00,,198.18964800912585,205.7363383453029,176.18609877577427,175.6078058346552,177.0236871189933,168.5539363579465,172.1762550089366,180.8483679584141,179.2321866944899,188.32182955235632,196.16777317907525,186.56605384975845
2000-05-24 22:03:46+00:00,,209.21729076571376,208.0106645951305,180.68323452084002,180.44581651145214,177.84242841430313,175.195159525887,172.08922452532636,183.95091418586185,191.0453995557656,189.7118691141518,198.55190168023842,192.6110730192567
2000-07-11 22:03:17+00:00,,,,171.43600925844964,167.24821388285105,159.0783627226396,167.5129446575268,177.4039815891451,173.0543229160801,181.90972621264854,184.77033092642557,184.8206331371086,178.30333251546446
2001-01-03 22:02:12+00:00,,,,188.4092662227237,179.70317110723155,180.69803814192235,181.52275855881794,173.57628041744542,183.930830196024,185.1553800944844,196.8554160808624,190.7831922840953,186.08195808156373
2001-02-13 21:56:27+00:00,,233.4309590021212,187.63160872515107,169.8186875442901,167.34573520687997,186.0355099956875,183.0854411802572,187.35194419299407,196.2173800605929,187.71610412221716,200.3658105176598,188.20806690346402,188.5477561023174
2001-03-24 22:01:59+00:00,,208.95048692304275,183.5854668618398,165.24529678951444,158.33253609622946,171.44574948665888,169.12967568372366,167.96788642342548,180.54673370151215,178.37919823797003,184.83371432509617,183.2514600018384,183.30373460487246
2001-08-08 21:54:37+00:00,,240.7288134409284,198.2710880986749,169.31662589304568,170.0213870520935,171.47090822184006,182.94128062858263,183.3626853300911,199.47766488445544,191.43571977466772,204.214867379955,193.50367351869195,191.3356228393458
2001-08-24 21:54:48+00:00,,193.60397222930263,163.97351802724845,143.28993065530992,143.57065665842944,149.62584662380542,153.39093927848245,163.58458538149213,168.98156451987268,170.45967006104252,183.31309930575475,176.22691177011737,166.9616803641811
2001-09-09 21:54:12+00:00,,216.8316013752569,187.81934181009134,169.4564511621363,168.6375559562316,172.6478871029146,178.27205330773663,173.4504689233308,194.7760431927852,186.33483758071742,197.6018207221504,195.23240085529432,189.2856698609679
2001-09-25 21:54:04+00:00,,,226.1552105984811,193.48662024827402,186.49882559107317,183.57989128437774,180.81107777271075,176.60857897153704,185.43553131697365,191.36017632619462,194.19190354248883,191.01881544960824,182.64985066838855
2001-10-02 22:00:04+00:00,,203.45481351352555,183.88625679468018,170.41720980579575,165.26171451186687,180.30195038415363,180.77528955648253,183.74664278203466,196.5274167860978,185.4637244619976,,,
2001-10-11 21:53:46+00:00,,,,202.3749827756021,188.18535185659454,184.2642457462077,177.76874015012658,170.1562554412905,176.07038728606204,188.23437444373462,192.37974272603518,189.58886987555314,182.243686679095
2001-10-18 22:00:06+00:00,,259.80087796923175,203.26012370765574,172.45304581890645,172.67427831459344,184.50942901286348,,,,,,,
2001-11-03 22:00:10+00:00,,250.03743214976387,199.91237044021813,169.87737938159268,171.7749949091223,178.46493515726416,185.26440819817878,189.85224558839195,198.790485319309,192.8304743333139,199.3670565190019,187.13341168540347,190.44103252419782
2002-01-22 22:00:40+00:00,,,,202.08636851396614,189.95639440016703,187.21958973164186,186.2110887373462,181.67350821088849,187.55522290848933,195.48416025166182,197.18417811500726,194.88721664067322,186.29894254285216
2002-02-16 21:54:54+00:00,,248.1434862050588,187.65991789317513,164.74055419630488,162.69175655038364,175.05642363830017,174.1386594935254,178.22235894487025,192.65495643210002,187.28921064918157,192.01940158830755,185.10087920509542,173.42420556324578
2002-04-12 22:00:37+00:00,,209.73572953577005,186.237503577821,160.26585694139632,157.8925937208594,172.04830643758285,178.07963568610253,171.39570301728776,184.77039335153944,187.59444567196476,193.64919269921708,185.13949099998547,188.40869510424554
2002-04-28 22:00:38+00:00,,252.84271609906557,193.0239783415942,170.401968321109,168.7689449255103,180.39118158717082,181.01117771445183,183.30913015647087,193.57152037338648,182.5244425809219,192.67021230054115,189.17503325138622,190.2632541640398
2002-05-23 21:54:42+00:00,,,,,,,,,,195.9632325426344,198.5905841388692,195.95594100958328,194.86074842217516
2002-08-18 21:59:57+00:00,,,,203.98828383546527,189.46029235059342,194.01696719288663,174.40738970300583,184.55264552594912,181.6768317557084,195.00404839390086,197.98275046844725,192.45813128114975,184.35766148655637
2002-08-27 21:54:00+00:00,,220.98372452485722,181.16044958918644,158.3884168205844,158.97993000179193,166.96350260767994,161.7599735652777,167.610725717704,183.69515092875892,170.27323109901147,189.4241859684328,180.82890403490813,171.34125098251803
2002-09-19 21:59:35+00:00,,,220.24063673407136,181.5076845355545,171.69878633561058,176.56299843034637,171.93492556307277,174.4983230719496,179.73419649210297,180.16137386956513,192.37896892696497,184.3109303545297,179.76753054019935
2002-10-14 21:53:19+00:00,,,,211.7459994829505,195.05194388865266,190.06301561797562,182.4946887953022,177.1381721975788,186.34654268753889,192.70366825291626,196.96912765428286,191.56196493702615,184.4301944468113
2002-12-08 22:00:03+00:00,,,207.71296448011338,176.32041023155116,176.15107067301255,184.80196960627842,180.63360080147342,187.1504858314795,198.58688764478535,190.0772823999846,196.92875756261827,188.6653052421128,183.69549643306073
2002-12-24 22:00:09+00:00,,267.9026282187285,204.79628838666184,177.29849903572327,180.14142922184374,185.41085847687742,190.45350140141457,186.99115359681718,201.5864717574554,191.6564035531143,203.0433584219404,191.49929848707484,189.30064295985886
2003-01-18 21:54:30+00:00,,226.7926445497032,190.84222296069635,180.80783308165192,169.74673709497677,181.3588272108972,176.72752051855744,181.1971685708172,190.56522905734687,186.30323463196902,193.69529025661691,187.098055138056,188.24008547770657
2003-01-25 22:00:18+00:00,,,226.2611598948241,174.38989596462974,176.26082437343138,183.46001124620577,180.52853237143498,181.0329475592676,181.85865721861947,184.2669327623588,195.75588216280036,193.59556977663,187.9003231522974
2003-02-26 22:00:28+00:00,,,,,,,,180.16185384854748,190.6548975595265,161.8460828894868,153.8412283517117,150.88472272478336,150.34766433959683
