dates,satname,nzd0137-0000,nzd0137-0001,nzd0137-0002,nzd0137-0003,nzd0137-0004,nzd0137-0005,nzd0137-0006,nzd0137-0007,nzd0137-0008,nzd0137-0009,nzd0137-0010,nzd0137-0011,nzd0137-0012
1999-07-18 21:58:49+00:00,L7,,,,335.94,,,,,,,,,
1999-08-26 22:04:44+00:00,L7,484.30,434.61,395.90,370.18,369.60,375.58,374.09,375.00,386.24,388.84,398.63,392.04,387.76
1999-09-27 22:04:48+00:00,L7,342.10,347.24,347.33,336.50,343.08,352.06,359.76,361.81,375.04,378.04,378.77,382.44,379.45
1999-10-22 21:58:52+00:00,L7,,,,,,422.51,403.02,383.78,403.32,407.04,435.40,408.64,397.44
1999-12-25 21:58:28+00:00,L7,485.49,342.96,341.62,334.78,334.89,345.28,340.64,358.57,368.82,369.45,372.52,369.95,373.22
2000-01-01 22:04:37+00:00,L7,,,451.90,418.77,416.75,417.89,406.42,403.30,406.24,406.08,410.55,,
2000-02-11 21:58:45+00:00,L7,360.48,358.68,359.50,341.22,346.50,358.69,363.87,363.23,376.45,378.82,379.85,378.20,382.06
2000-05-17 21:57:43+00:00,L7,423.10,405.38,408.65,376.52,375.80,377.23,371.05,372.98,382.49,379.08,388.98,396.76,388.70
2000-05-24 22:03:46+00:00,L7,377.35,377.11,392.51,371.15,369.88,367.97,364.96,364.91,376.20,385.42,385.17,394.32,388.98
2000-07-11 22:03:17+00:00,L7,571.35,549.18,,411.03,405.02,402.56,404.87,406.92,401.54,405.12,408.37,404.20,393.12
2001-01-03 22:02:12+00:00,L7,557.06,493.94,,393.91,384.97,387.13,385.85,378.36,387.83,387.45,401.62,392.60,385.56
2001-02-13 21:56:27+00:00,L7,366.02,361.16,351.45,345.53,343.15,361.71,358.75,368.97,378.02,374.42,385.78,376.97,379.75
2001-03-24 22:01:59+00:00,L7,378.37,376.32,366.86,353.90,346.96,360.18,357.85,359.39,372.12,371.93,378.05,377.87,379.19
2001-08-08 21:54:37+00:00,L7,366.90,363.03,359.65,343.46,345.97,345.95,357.38,364.23,380.18,377.38,388.83,383.60,382.25
2001-08-24 21:54:48+00:00,L7,352.55,342.29,337.53,325.41,324.45,331.61,335.75,349.35,354.84,359.56,372.35,367.86,360.51
2001-09-09 21:54:12+00:00,L7,392.86,383.00,369.75,358.04,357.54,361.42,366.48,365.75,387.41,380.30,391.59,391.43,385.52
2001-09-25 21:54:04+00:00,L7,,550.46,,414.41,404.83,402.41,399.75,390.49,398.09,402.46,405.22,399.66,389.19
2001-10-02 22:00:04+00:00,L7,422.68,377.01,370.35,361.17,355.53,371.10,371.37,375.90,389.37,380.17,,,
2001-10-11 21:53:46+00:00,L7,,569.95,,426.62,412.55,408.56,402.94,388.06,396.78,401.80,406.99,400.67,390.66
2001-10-18 22:00:06+00:00,L7,357.78,349.61,345.66,335.63,334.82,346.96,,,,,,,
2001-11-03 22:00:10+00:00,L7,352.19,348.07,345.93,335.29,336.01,342.95,348.84,362.81,372.05,372.93,377.04,370.42,375.21
2002-01-22 22:00:40+00:00,L7,,522.60,,410.02,398.28,395.85,394.43,388.16,394.38,399.80,402.83,398.87,389.41
2002-02-16 21:54:54+00:00,L7,469.42,348.59,337.24,330.36,327.68,343.67,340.11,352.27,367.36,364.71,371.94,369.53,361.26
2002-04-12 22:00:37+00:00,L7,378.83,374.48,368.46,347.99,345.70,359.47,365.70,362.18,375.44,380.36,383.92,379.05,383.68
2002-04-28 22:00:38+00:00,L7,358.51,351.30,342.69,336.48,334.80,346.48,347.01,357.64,368.14,364.62,372.12,373.11,377.80
2002-05-23 21:54:42+00:00,L7,,,,,,,,,,422.52,427.96,414.49,408.88
2002-08-18 21:59:57+00:00,L7,567.97,588.99,,446.97,431.14,433.85,415.35,416.63,412.07,419.60,425.79,411.98,406.63
2002-08-27 21:54:00+00:00,L7,347.54,340.30,340.38,330.93,331.56,339.42,334.69,346.57,363.36,354.47,372.99,368.00,361.63
2002-09-19 21:59:35+00:00,L7,562.87,516.30,446.01,395.46,386.01,391.33,385.41,386.55,390.57,386.59,401.39,390.72,384.12
2002-10-14 21:53:19+00:00,L7,,551.35,,433.12,418.49,413.35,406.18,393.60,402.56,405.07,410.48,402.13,392.19
2002-12-08 22:00:03+00:00,L7,,,345.48,334.40,333.79,342.73,339.08,355.46,367.69,364.86,370.51,368.80,364.59
2002-12-24 22:00:09+00:00,L7,357.96,359.40,350.35,340.52,342.72,347.99,351.72,359.01,373.52,371.45,379.85,374.07,373.87
2003-01-18 21:54:30+00:00,L7,366.89,365.16,359.38,360.04,348.59,359.97,355.52,365.28,374.72,374.88,381.01,376.91,380.82
2003-01-25 22:00:18+00:00,L7,563.49,488.90,429.68,376.47,378.18,385.46,382.18,382.52,383.16,385.24,396.51,394.12,388.41
2003-02-26 22:00:28+00:00,L7,,,,,,,,389.73,399.35,368.88,362.95,358.46,355.52
2003-04-15 22:00:34+00:00,L7,380.86,454.73,385.11,359.78,363.02,364.87,366.17,368.27,375.34,379.70,380.54,383.28,376.84
2003-05-26 21:54:43+00:00,L7,,,,,,,,409.71,413.56,406.15,408.27,407.81,393.54
2003-08-05 22:00:11+00:00,L7,545.75,484.59,437.04,,383.49,379.47,,,,,395.22,394.76,386.26
2003-08-06 21:42:51+00:00,L5,,,,,,,,,,,,,
2003-08-13 21:48:45+00:00,L5,359.67,359.91,349.90,337.93,338.65,346.41,346.71,356.24,369.06,364.12,368.56,367.57,364.68
2003-09-07 21:43:24+00:00,L5,538.57,510.42,464.33,430.65,420.10,414.43,408.90,403.06,406.29,407.50,412.04,403.03,392.33
2003-09-30 21:49:30+00:00,L5,355.00,365.39,357.00,349.99,347.12,355.85,353.63,358.21,373.47,371.39,378.13,378.23,372.88
2003-10-25 21:43:40+00:00,L5,461.49,381.37,367.32,351.73,358.66,365.66,362.23,371.65,378.96,377.18,381.31,377.25,379.24
2003-11-17 21:50:09+00:00,L5,590.18,498.92,454.93,426.36,404.27,385.24,373.74,371.68,375.60,376.91,384.14,388.38,395.07
2003-12-04 21:54:19+00:00,L7,,,,,419.29,413.53,399.38,388.33,400.13,,,400.20,
2003-12-12 21:44:34+00:00,L5,,,,,,,,,,,,,
2004-01-21 21:55:02+00:00,L7,485.47,386.69,378.78,359.19,359.42,366.64,368.66,,,,,,380.42
2004-01-28 22:00:52+00:00,L7,,,,,363.54,362.87,367.57,369.90,375.59,374.71,380.73,377.83,377.77
2004-02-13 22:00:55+00:00,L7,543.62,466.79,,,,,,375.67,386.38,382.52,387.06,383.28,380.60
2004-02-14 21:44:33+00:00,L5,583.66,501.92,448.40,427.99,413.29,399.80,389.64,385.52,393.69,396.37,400.15,394.25,387.85
2004-03-09 21:55:15+00:00,L7,336.37,353.54,343.15,331.99,,,,,,350.29,359.75,360.98,361.08
2004-04-01 22:01:04+00:00,L7,,,,,401.77,391.69,389.47,383.64,392.27,400.68,402.63,394.36,
2004-04-02 21:45:18+00:00,L5,,573.28,,487.89,422.33,401.99,389.00,389.94,399.09,395.22,402.50,397.24,388.30
2004-04-18 21:45:25+00:00,L5,382.76,433.02,417.23,373.16,357.96,355.07,362.00,363.58,374.48,386.41,395.30,390.52,382.86
2004-05-03 22:00:59+00:00,L7,525.08,499.69,486.92,,,,,336.20,,,376.98,,
2004-05-04 21:45:52+00:00,L5,385.32,420.65,404.75,373.80,369.25,372.64,371.25,379.53,388.23,388.31,397.00,393.66,388.47
2004-05-20 21:46:20+00:00,L5,363.31,373.28,370.98,359.35,353.08,356.01,356.48,362.46,373.51,376.49,383.04,375.39,384.75
2004-05-28 21:55:11+00:00,L7,562.36,554.63,444.41,423.28,,,,,407.17,406.83,411.88,400.72,398.74
2004-06-05 21:46:48+00:00,L5,361.64,373.40,363.31,357.40,360.10,354.21,360.10,363.25,375.32,368.24,378.94,375.21,385.11
2004-07-06 22:00:48+00:00,L7,,,,354.27,345.83,352.72,356.26,362.44,372.83,373.89,378.66,,
2004-07-23 21:48:09+00:00,L5,415.82,435.29,411.21,390.69,379.00,378.32,376.67,383.23,390.62,387.05,399.18,396.25,389.55
2004-07-30 21:54:28+00:00,L5,493.99,518.18,434.68,405.71,406.40,396.61,393.68,387.76,395.64,399.78,410.69,407.12,395.92
