,dates,per0117-0000,per0117-0001,per0117-0002,per0117-0003,per0117-0004,per0117-0005,per0117-0006,per0117-0007,per0117-0008,per0117-0009,per0117-0010,per0117-0011,per0117-0012,per0117-0013,per0117-0014,per0117-0015,per0117-0016,per0117-0017,per0117-0018,per0117-0019,per0117-0020,per0117-0021,per0117-0022,per0117-0023,per0117-0024,per0117-0025,per0117-0026,per0117-0027,per0117-0028,per0117-0029,per0117-0030,per0117-0031,per0117-0032,per0117-0033,per0117-0034,per0117-0035,per0117-0036
0,1984-05-06 14:44:27+00:00,,,248.5465814444376,,,,,190.85077397392493,227.15500612869815,213.89116406250068,198.00358092370735,182.59098071457743,,175.9224406571611,169.9329203167145,171.53951425051696,168.2389080320923,157.91907740607095,156.79664480398563,151.79317053375448,147.18911209445233,153.64476353413204,164.57165192888166,162.07689350694784,158.2726984230249,154.28484542866522,152.80145660746476,165.0279474902584,170.77011901994769,173.08751090510816,168.99026789480703,178.5821872436644,156.2365087310059,166.30136782608906,,161.55015794712068,162.08425183721099
1,1985-03-22 14:47:32+00:00,,,,,,,172.38338929253715,179.15520518350024,196.8120315145453,203.35083261315154,200.08866755157536,189.29410259762653,,,,,,,,168.19496932338456,172.8830315404034,171.37142533140963,165.88662252163834,174.08714705436034,176.02825326327212,181.026869324827,175.584220141968,185.40204000672128,187.9626984049039,181.94088607659563,182.30499329369928,192.51267263263787,188.00365288049738,189.1043860995835,193.22778437789395,194.7442671128489,185.0708622150298
2,1986-04-10 14:42:40+00:00,196.82007240688336,,212.7432645834104,,,,198.90047353972173,203.2492531959001,201.8465345776563,196.25462306703332,201.73760527319232,193.60562253096847,185.33935550565073,175.0321902821803,172.71693168554566,178.75366865644978,191.5468844189336,187.495766298416,182.03243037607885,179.39017108919373,181.79496332468656,183.6745381113683,175.6370563285175,186.9615388784239,197.29329341567052,194.51812241834483,179.65254548050933,197.4398950696713,197.03437838491698,191.48014600095695,206.29651783153273,208.02177762760508,210.37790095541206,210.3261177325274,205.99358191176765,209.47915024093345,203.88676011632595
3,1988-01-26 14:46:24+00:00,160.3407046509327,151.69632809042113,,,,,,180.4764337289679,,,140.04547073203494,,162.31365230524435,169.17296511709418,177.85274400431362,132.195626988734,177.78408847658778,168.95086938785516,157.9882143176902,163.63885622567122,169.1201492425684,156.2588003352532,179.31245625208905,164.99846994310488,158.3105316465195,163.8691659480388,167.8543420437743,176.44968156575138,177.3032415478961,191.2780335020992,201.92176833763304,,,,,,
4,1988-03-30 14:47:10+00:00,165.30277236517279,162.34590316821678,181.3495861178517,151.84059035047198,184.31236681493644,175.84560099445162,169.59535811699737,178.04496239827148,185.0729041104495,180.86293634862935,170.52288595358777,177.17618469568765,164.7453909611974,157.21324302393538,173.04661273328767,162.02710456435724,178.09385246021432,172.0438846128005,169.11269604539999,166.70757144338208,168.50782406288263,171.31585257498745,180.25904488383085,174.25419416235258,175.50710376790622,178.6158598460605,182.67006578392323,179.3280231852941,171.33981282701592,191.6859616507355,194.33261244534341,198.4609698835349,188.50746556461542,196.8430596594427,190.06345697318545,202.15254430508924,183.30031412092526
5,1988-05-01 14:47:21+00:00,170.03140641275647,167.28026900589774,183.76118200097588,169.33944468767197,181.57175328214842,182.1187546751513,178.54331715887815,192.21612165185275,193.75242397542243,187.11854006345624,190.44231203092593,178.78385208541283,177.54617489045322,170.65273016591968,183.3423718143668,174.81532892809813,167.7024075445494,175.7383232933167,176.6541516750373,175.85324369209937,170.01719323603925,168.74035821094435,177.61328187922658,174.09269458064935,168.52780571694603,181.87778470554235,177.66516952316286,170.45887517448577,181.91729868766993,198.05367822509237,198.64545098352497,191.61949930135424,182.9979303901492,192.96287161071706,185.6779713295869,202.08148999266066,184.66160308391832
6,1988-10-08 14:47:44+00:00,167.99212545506487,163.9219189314369,173.0239298159606,169.42873227753478,177.06565120320724,166.81975865026985,166.18276385705198,175.9171785166448,182.15380561817804,181.52865616422497,179.92998683157373,172.96541176527907,162.94358723736465,153.09079133931093,162.1448437716682,161.30123462514896,170.1597969152586,165.84093126984624,150.43825633887514,155.47739327404872,150.86947194141965,158.22165319965666,157.99561289309082,150.71219154778296,154.37685702657154,165.57374496298857,165.7958855239982,171.0932470551378,171.24288020237188,162.37997447358032,160.29273996883322,167.9692764986968,186.7007359714242,187.7447250550031,180.70093493675455,190.0266378246424,168.26807264491123
7,1988-11-25 14:47:44+00:00,175.30433060769295,166.87377694078486,172.4142076797523,178.71495709474195,178.96756940794205,174.4270095580356,172.06783388311098,186.61130428980488,186.71204492883,186.8577054121027,186.83831957961635,176.57096520438884,167.36264556626625,169.44976855638114,171.5414046960212,170.10317149146084,181.14715703657347,178.71636801095556,167.6473448280648,171.64811713252354,168.84380200161692,163.7998799072763,163.79975657991318,172.2327646348726,174.4171046649703,181.0272284180916,179.7299551640725,183.05391533523942,177.70326889633085,173.7994429302334,176.15808988199157,182.03626292088762,196.28137905452812,191.77088920255048,199.03140219648958,213.79986805241577,193.8148972211198
8,1989-03-01 14:46:53+00:00,169.18197346122366,166.2096829669262,162.60145334313987,162.20063472385294,176.19437148407465,184.16951112653163,180.78628819975359,194.3066998414095,195.8970858446469,191.4692182726731,194.01361051091115,185.53713859700358,175.29181214718866,168.42993573798228,169.7063197480673,178.1498629172912,186.93774747462845,176.00029992502093,171.33270540029844,167.72422630012963,172.12931356292583,153.65394256849237,170.5825261657984,173.28094834455953,178.39304500775506,178.98359620423918,161.60836782787356,180.0788092694365,173.41024189795257,180.2329693325304,178.27047185034152,201.07331473240015,190.31466082050702,204.3107043576858,177.68007691572308,211.87421858166985,
9,1989-03-17 14:46:13+00:00,174.42742861203683,166.05561193940613,177.46600375610515,,154.31684170840958,170.38639324875066,169.39034268201164,179.5504420375868,181.5330047085865,176.82110978270174,173.99325296583405,164.5712608393068,159.12810727373397,155.75369629216178,156.06951480457548,158.22712944742804,166.1275265949175,153.26592470883935,160.37613890862076,162.35248482677133,161.94301649425626,149.81791378026813,159.58794584226106,167.39095652082224,166.33128828370212,164.38218657888325,167.03119160624811,173.43326978784276,173.23322351632268,177.4312507925125,176.33959587116962,190.56120461873763,188.73087472332608,175.95031965783113,187.31533277362175,204.83308194821998,198.68392000761148
