,dates,per0117-0000,per0117-0001,per0117-0002,per0117-0003,per0117-0004,per0117-0005,per0117-0006,per0117-0007,per0117-0008,per0117-0009,per0117-0010,per0117-0011,per0117-0012,per0117-0013,per0117-0014,per0117-0015,per0117-0016,per0117-0017,per0117-0018,per0117-0019,per0117-0020,per0117-0021,per0117-0022,per0117-0023,per0117-0024,per0117-0025,per0117-0026,per0117-0027,per0117-0028,per0117-0029,per0117-0030,per0117-0031,per0117-0032,per0117-0033,per0117-0034,per0117-0035,per0117-0036
0,1984-05-06 14:44:27+00:00,,,241.85723813375856,,,,,179.70186845612653,213.77631950734008,202.74225854470228,188.44737619416586,173.03477598503594,,168.48983697862883,163.24357700603545,163.17783511216817,160.80630435356002,151.83785621454456,150.71542361245923,145.71194934222808,141.10789090292593,148.8666611693613,159.42600322835932,156.9312448064255,153.81313621590556,150.10400585949083,148.62061703829036,159.88229878973607,166.31055681282834,168.6279486979888,163.8446191942847,172.500966052138,152.71580172538535,162.12052825691467,,159.24348783998997,158.89885026069715
1,1985-03-22 14:47:32+00:00,,,,,,,175.26551713262887,182.03733302359197,200.2705849226554,206.23296045324327,202.55906284308256,191.76449788913374,,,,,,,,169.76703905434368,174.45510127136254,172.60662297716323,167.21683537091144,175.41735990363344,177.18110439930882,182.1076672648614,176.66501808200238,186.73225285599437,189.1155495409406,183.09373721263233,183.63520614297238,194.084742363597,188.91379851421055,190.1851840396179,194.13793001160712,195.340569424592,185.89432731219887
2,1986-04-10 14:42:40+00:00,196.32875330042,,212.25194547694704,,,,198.0816083622828,202.43038801846117,200.86389636472958,195.43575788959438,201.0357208353875,192.90373809316367,184.63747106784592,174.48628016388767,172.2256125790823,178.13951977337058,191.00097430064096,187.04911256526748,181.58577664293034,178.94351735604522,181.34830959153805,183.3235958924659,175.2591185543149,186.58360110422132,196.96574734469493,194.21104797680522,179.34547103896972,197.06195729546872,196.7068323139414,191.15259992998136,205.91858005733013,207.57512389445657,210.1193119520103,210.01904329098778,205.73499290836588,209.30972985939437,203.65279863705769
3,1988-01-26 14:46:24+00:00,159.31232636773967,150.90526787258034,,,,,,178.76246992364614,,,138.57635889890201,,160.84454047211142,168.030322580213,176.82436572112059,130.9101541347427,176.6414459397066,168.01598003949786,157.0533249693329,162.70396687731392,168.1852598942111,155.52424441868675,178.52139603424826,164.20740972526409,157.62494612439082,163.22642952104314,167.21160561677863,175.65862134791058,176.61765602576742,190.5924479799705,201.13070811979225,,,,,,
4,1988-03-30 14:47:10+00:00,170.46164090234862,166.31426358142897,186.50845465502752,158.28917602194178,191.68217901090193,184.44371522307802,178.19347234562377,186.64307662689788,195.39064118480118,189.46105057725575,177.89269814955327,184.54599689165315,172.11520315716288,162.94531917635297,178.2054812704635,168.47569023582705,183.8259286126319,176.73376510114218,173.80257653374167,171.39745193172377,173.19770455122432,175.0007586729702,184.22740529704305,178.22255457556477,178.94634945935678,181.8401526817954,185.89435861965814,183.29638359850628,174.77905851846648,195.12520734218606,198.3009728585556,203.15085037187657,191.22265953155008,200.0673524951776,192.77865094012012,203.9314644903223,185.7569181862471
5,1988-05-01 14:47:21+00:00,171.92742759756956,168.73874684036934,185.65720318578897,171.70947116868834,184.28035497473854,185.2787899831731,181.70335246689996,195.37615695987455,197.5444663450486,190.27857537147804,193.15091372351606,181.49245377800295,180.25477658304334,172.75942037126754,185.2383929991799,177.1853554091145,169.80909774989726,177.46197891587406,178.37780729759464,177.5768993146567,171.7408488585966,170.09465905723943,179.07175971369819,175.55117241512096,169.79181984015474,183.06279794605052,178.85018276367103,171.91735300895738,183.18131281087864,199.31769234830108,200.10392881799658,193.34315492391158,183.99583627689293,194.14788485122523,186.67587721633063,202.7352904012169,185.5644703147817
6,1988-10-08 14:47:44+00:00,173.2984397104321,168.00369912787323,178.33024407132783,176.06162509674382,184.64610013944613,175.6636157425486,175.02662094933072,184.76103560892355,192.76643412891252,190.3725132565037,187.51043576781262,180.54586070151797,170.52403617360355,158.98669606749675,167.45115802703543,167.934127444358,176.05570164344442,170.6648533201801,155.262178389209,160.30131532438259,155.6933939917535,162.0118776677761,162.07739308952716,154.7939717442193,157.91439986348303,168.89019137259308,169.11233193360272,175.17502725157414,174.78042303928336,165.9175173104918,164.37452016526956,172.79319854903065,189.49353294793326,191.0611714646076,183.49373191326362,191.85640136097592,170.79488895699086
7,1988-11-25 14:47:44+00:00,181.78548255459998,171.85927843840565,178.89535962665934,186.81639702837575,188.22635790352354,185.22892946954732,182.8697537946227,197.4132242013166,199.67434882264408,197.65962532361442,196.09710807519784,185.82975369997033,176.62143406184774,176.65104849738896,178.02255664292824,178.20461142509464,188.3484369775813,184.6083243263256,173.53930114343484,177.54007344789358,174.73575831698696,168.42927415506705,168.78525807753397,177.2182661324934,178.737872629575,185.0779483849085,183.7806751308894,188.0394168328602,182.02403686093555,178.1202108948381,181.14359137961236,187.92821923625766,199.6925116581634,195.82160916936738,202.44253480012486,216.03474803410785,196.9011600529803
8,1989-03-01 14:46:53+00:00,167.99662375000275,165.2978754967563,161.41610363191896,160.71894758482682,174.50101475375908,182.19392827449678,178.81070534771874,192.33111698937466,193.52638642220512,189.49363542063824,192.32025378059558,183.843781866688,173.5984554168731,167.1128805032924,168.5209700368464,176.66817577826507,185.62069223993856,174.92270927845647,170.25511475373398,166.64663565356517,171.05172291636137,152.80726420333457,169.6707186956285,172.36914087438961,177.60281186694112,178.24275263472612,160.8675242583605,179.1670017992666,172.62000875713863,179.44273619171645,177.3586643801716,199.9957240858357,189.6907925514434,203.56986078817275,177.05620864665946,211.4654773019385,
9,1989-03-17 14:46:13+00:00,178.83008362288973,169.4422696400622,181.86865876695805,,160.60634886677084,177.72415160017215,176.72810103343312,186.8882003890083,190.33831473029227,184.15886813412322,180.2827601241953,170.86076799766806,165.41761443209523,160.64553519310942,160.47216981542837,163.73044821099415,171.01936549586515,157.26833835506926,164.37855255485067,166.35489847300124,165.94543014048617,152.96266735944877,162.97460354291712,170.7776142214783,169.2663916242707,167.1338459606663,169.78285098803116,176.81992748849882,176.16832685689127,180.36635413308107,179.72625357182568,194.56361826496754,191.0480615711434,178.70197903961417,189.63251962143906,206.35123884851407,200.7804223937319
