,dates,mex0496-0000,mex0496-0001,mex0496-0002,mex0496-0003,mex0496-0004,mex0496-0005,mex0496-0006,mex0496-0007,mex0496-0008,mex0496-0009,mex0496-0010,mex0496-0011,mex0496-0012,mex0496-0013,mex0496-0014,mex0496-0015,mex0496-0016,mex0496-0017,mex0496-0018,mex0496-0019,mex0496-0020,mex0496-0021,mex0496-0022,mex0496-0023,mex0496-0024,mex0496-0025,mex0496-0026,mex0496-0027,mex0496-0028,mex0496-0029,mex0496-0030,mex0496-0031,mex0496-0032,mex0496-0033,mex0496-0034,mex0496-0035,mex0496-0036,mex0496-0037,mex0496-0038,mex0496-0039,mex0496-0040,mex0496-0041,mex0496-0042,mex0496-0043,mex0496-0044,mex0496-0045,mex0496-0046,mex0496-0047,mex0496-0048,mex0496-0049,mex0496-0050,mex0496-0051,mex0496-0052,mex0496-0053,mex0496-0054,mex0496-0055,mex0496-0056,mex0496-0057,mex0496-0058,mex0496-0059,mex0496-0060,mex0496-0061,mex0496-0062
0,1986-04-21 17:30:52+00:00,,203.14697595261586,204.01625160219018,203.25263520402564,211.34933813611167,207.97732980446796,201.71403001226642,198.32821463232284,211.9724966979745,208.3943849884517,214.85757440811855,210.04644494209174,206.65603177332093,198.7003877709727,200.24194349011196,198.5399401300626,189.9101524905502,181.29268125056748,188.49952571070727,173.48046868750993,174.52522903940002,180.5128270331101,176.3954223285905,175.34952343469146,172.88396613048278,170.10093337143655,165.5743977532394,166.30459881886904,166.7971917996409,167.8227067018096,169.36261559724994,167.93112346319566,171.42781616929287,179.07090489182966,184.89363510686096,190.00704655013718,189.72241619701563,187.41111493703454,183.9256585634283,183.96180711917518,184.52561080493123,186.19680439713963,189.25717343487366,185.53823552259385,187.45406469888977,188.2375633635484,186.14902066428388,183.97614736220063,185.25599655839127,182.85802683697443,184.05957775977265,194.45365971918287,195.59317086285526,191.77043395956926,186.51565618901824,192.3669486411191,198.1957219612904,208.64870050910926,210.52518986802525,216.32058491198057,,205.9774442299336,201.9201697053785
1,1987-06-11 17:30:05+00:00,218.39268518937183,211.8949501366869,204.8119724744092,208.52069763144792,214.85352725508756,207.62226467277438,212.10739166836427,,227.87705583434874,220.06354078615078,225.35092708385994,216.86733186940748,212.24877269748865,209.72476826346636,214.53013357756382,207.78067130391673,211.5433133370564,214.21150541745575,207.15068440660005,197.11392063148884,196.96561715673116,192.91168159788833,186.79643738470443,182.96801438265314,181.98635417487944,179.77293208653882,175.18579861916888,179.2749890910102,183.01996618041315,184.4360292726143,179.24589500531752,177.18604457586923,179.7234512190195,180.59913286179253,178.51758815096605,182.68600455272272,183.1197852586415,181.70685935145502,183.61740271238048,184.11723257250924,185.34472445710492,187.23110834103846,187.07512267274626,186.77509194905244,188.4322966195227,193.9678448632132,190.87860157810965,188.64353031601175,190.10745461780957,184.68704188087915,186.85127591808345,197.10605450061888,202.32684283338023,202.25236123723684,200.21529401026294,203.684783463493,203.1533227008739,206.75370023753257,208.83992426206265,209.694721812013,,,
2,1987-06-27 17:30:26+00:00,222.96051116774788,207.0735011607928,208.77870238688743,209.95393686022067,216.17025701289145,209.93421355141282,214.7323488458715,200.53729502390547,208.35215756226978,209.66439891924009,211.28131343045382,205.67213163624555,215.94868638175956,210.5746928589348,211.94650954381862,211.87423688632754,204.21212344287812,198.10406386764194,195.14816402231068,186.545152053485,189.61218402127915,181.4575906191123,182.5897278508651,185.71974422968648,183.20636953177822,180.77939421391454,177.8213363148969,178.98947840145493,178.25060753934238,172.61105314208262,167.84599503232795,163.83557501409504,167.22423798469953,167.78608862836734,163.75054753340925,172.43007189695044,176.9779995377872,173.84504388368595,176.23571283544175,179.12756596980185,179.91415017987006,182.50731854247618,181.72204491329938,183.45855375585796,182.27716104684208,184.44166164266386,180.5336699827663,178.18529878114285,180.0676956046854,178.12959190550833,180.5879665549542,190.34359851654796,198.5812730767883,190.46543433331553,190.91757395708925,193.22351457809495,198.69845089063082,197.27807347882504,197.189307226188,195.4474182581942,176.7101775662274,183.95941280505002,191.4682248647191
3,1987-07-13 17:30:44+00:00,238.72175038139883,212.99897788955175,206.39339856537774,204.50103351786,213.74015081538946,211.42317483150853,211.6585684103084,212.89882132293357,218.9315420274236,219.80443252056406,222.29225902514634,219.0109778154071,207.72176032076308,208.2703607593585,214.61601339771337,207.73282982398817,202.81429234438542,206.682173997847,203.53788714345094,192.17316190734707,194.11673934710188,191.8923202156722,181.1281962000782,178.79346299817558,178.0267067705899,178.83900634213722,174.34265554476696,174.47949874601323,182.05288600217295,182.5232752319958,178.7611491814555,173.76065426116378,179.3194610230319,179.59169312776467,177.28342201624062,184.9368695521235,182.2972011740086,179.98731346254618,180.8890112592926,182.66051155423693,184.1424872860964,186.4865535036876,188.61875700485095,187.0686912488161,188.83847935323683,192.89879610458914,190.96835754793796,189.19638626462998,188.1859899130395,184.5836029449969,187.65421921071865,197.37475754427314,202.33381216430533,204.6168594605114,199.72070294147056,200.1308788132899,200.05581556869217,206.17491346246717,,,,,
4,1987-07-20 17:37:02+00:00,258.0113449565657,210.2428912021153,207.99699363136617,206.6162901105351,210.6190427221953,210.43522961276688,212.7615323043574,205.53178570896446,210.56550826987953,213.31708779360693,219.2472984697855,213.41136093620867,212.73091278197086,208.9692378509729,213.11613921867846,213.63651775436168,201.4392735016553,201.03876036623518,196.9271932148767,188.89951873328067,186.69353259423715,178.25348033795134,176.29421765049645,174.28822856669365,175.14504930559556,170.84316403874206,166.38656587973995,171.84997927192452,169.2762355991916,167.89321870747202,165.35273541742654,159.2303011663764,163.93793657300802,166.52941385423986,170.41806650206985,175.1803564105502,171.70700962080076,170.7599110488369,169.71690810555822,174.5898018664175,173.86801501461997,175.09790944070346,180.13954116705457,179.8381001668089,182.47731372314433,181.8266605703124,178.60623320130205,175.41264063887135,176.66735790926674,172.3914424921664,178.76736334187024,187.2996883466003,192.72589431979856,188.14612451263645,188.986583348961,185.97654726071625,192.59193217961524,194.26153627142983,196.10906552125962,191.7748790562172,183.31075104230425,176.68212194021734,186.76220394297687
5,1990-05-02 17:25:42+00:00,253.233732215621,208.81830024717235,217.0970010145333,215.72405396313917,,227.89109384849436,209.50684024473355,205.64889517966225,214.64006247071652,218.59022655019714,221.18318994395975,217.88256244022207,218.22687549114184,213.06652233619286,222.41586759796937,217.17970452702102,209.16785215195773,207.0742667808828,206.51935422047816,195.6307290583357,192.52198357432954,189.85605567964106,190.45488326539171,184.77267220511573,185.41362216428593,186.35060885993926,181.6921057255201,185.47946156412075,181.52471748550562,186.20898660540408,183.01362290855144,183.7295009212491,187.47621692347477,188.96781676951204,192.5605162862701,194.20967126962734,195.0346755564542,190.98773918790062,188.19495883874293,183.0931186237823,187.6086692943912,188.05606749138974,192.39913013732732,190.14358744178247,186.63649273246247,191.07890878595052,188.4760889760552,190.07258478960884,186.0329561481924,188.0486502177533,196.08730742704304,205.1676527486289,211.90044323588236,208.57587053165398,205.21431511910316,201.2244124556859,205.56705531515806,208.7326617236455,208.04250053329235,209.50244975641166,203.63763046386896,,210.5089395385818
6,1991-04-03 17:27:15+00:00,266.1664028467261,207.15149319998673,204.36239095961037,207.40651749966827,212.2300221817216,212.2375205266733,218.87697857495107,206.57184485456207,215.2806345742853,216.73828494082503,219.52089322558595,214.1712734317763,208.03939377830017,206.9180393333164,203.3390380439259,208.40544863278583,200.4061052246068,199.3662961482311,197.71700685498456,187.70635417073456,187.85643644855318,187.32613707476162,183.22778793802982,176.99848094729302,178.54814290309244,177.38185871224135,177.69649745171628,182.46117566809835,181.6213007911355,179.0587549953861,176.4132892446192,171.34125111825307,175.14551243279058,179.9051283363333,178.71757141900554,191.2781303306126,188.8943856264514,186.51261135287095,184.50319067685314,184.67857614222143,185.18025260902147,186.3618655846123,188.5906209715714,186.00152929292548,185.60938967039198,190.78235890367284,190.3412606015782,193.34702164004923,191.4037718269616,190.3375937740159,194.15867927952158,204.1356526784695,204.73337566612997,199.25575332874024,200.5692899401601,198.70439430161207,202.85987728445997,203.55784679933458,205.89884182454668,211.52048082338453,207.60649380046294,210.65241192697897,209.9007084448982
7,1992-08-27 17:27:58+00:00,,197.6049438403791,197.8543125492351,202.3958628495164,204.35286439140074,201.14762567688345,201.75866596822578,197.25161140593772,206.3196115621619,207.60433976136235,208.31835814775147,206.6245178380591,202.86357777763934,196.83692045355698,200.75327435857403,196.36075157121908,192.04309394417456,196.53466453050828,193.42880209630542,183.99759466816107,181.04738881960608,178.7954804447761,176.72814841592074,173.02332407516883,173.11863785122011,171.05634320524126,171.41779535190457,171.6412141978832,171.98126376195023,172.63797427317547,168.28041360559544,161.64508934758874,167.26600878308238,164.7618527718294,160.7549314059513,164.7855198544098,167.75089070692678,167.45254108117098,163.84337457868605,166.43846846566737,169.82169913136994,167.13670150103698,170.57141790098524,169.16932830848845,173.7521774395085,171.71177020867725,176.072656806608,172.78226390563523,169.12250257694876,169.4468185740301,171.3499667448037,181.68626669823664,183.44221001750935,184.0519587086921,187.13148016717426,186.13393672307382,187.59226616555878,189.2292587546908,186.87617354500645,186.47708249180184,169.6690421526646,,181.9660542313061
8,1992-09-03 17:34:03+00:00,,206.0061235715577,207.10944180213485,200.5790934807799,205.99839244513538,204.00551466100453,204.41840537335176,202.20959097027793,210.525504269937,214.393651690095,211.9065145307248,210.01275803606276,208.7435443854532,197.28017765455058,203.2290452939103,202.1314620369404,195.12095847644213,192.51960294957527,194.03950833572915,186.1928299115293,180.32900106317211,177.7515176852635,177.32647547573188,177.5717938468861,182.4737628670617,180.0824387677229,178.69551117586397,182.334246512477,175.54919096528405,175.2158480263175,174.4972742316095,169.06126309001996,172.49132676288755,168.57386493650927,162.81293876291957,171.11453855770637,171.17541646767572,171.3868221854954,174.50656733981967,179.3766614265006,174.93239248685185,177.68392479232685,175.97708327934927,177.17579619650007,183.40141903617626,181.79074213511157,177.35486801500252,173.29485806375018,171.84031758308444,177.29327634589924,180.68120273089718,186.70548876748697,194.26578885142007,191.88121898717912,195.70580561471624,192.96948969640385,196.15997894784155,195.36253585059833,197.461268877858,195.20307241291928,178.65638584127112,,183.79509186793217
9,1993-02-03 17:27:27+00:00,258.9285727877348,199.73561759099096,198.233244977855,198.757706637724,206.90018815817467,208.88910158323694,204.9334214708123,198.35281726869042,206.5220091107621,203.55308239080287,215.3348975546722,205.08639866125378,201.51397760413693,196.1201369607844,192.63352145829882,191.42958343361428,190.44801927655817,185.54930474876562,185.90816267799198,180.67838310522583,180.7144834403674,180.9252181498917,178.02775099101635,172.52140895803905,172.57031981626162,174.2706617517978,173.61351608811233,183.41081975896284,190.28533857385045,189.13234820874456,184.18708323550592,177.7989631162546,182.38623420043788,184.24025266466168,184.55215366481366,190.65105773889098,189.8671274599082,187.75117837066665,186.40673782769528,187.03875354622403,185.22748287762158,186.5757884129058,185.91161642461597,182.9530365887891,184.62052104530738,189.57505047888134,192.39024962311782,191.9226692206087,187.2391709690352,188.34161340673674,188.46211987942453,200.03062434224145,201.17027933779374,198.09345797956072,195.31450376900384,196.76788614136694,197.2495159491222,203.68215532475668,204.22461048105814,210.42101206882472,199.5463754391711,202.63470987445368,203.39990314910705
