dates,nzd0189-0000,nzd0189-0001,nzd0189-0002,nzd0189-0003,nzd0189-0004,nzd0189-0005,nzd0189-0006,nzd0189-0007,nzd0189-0008,nzd0189-0009,nzd0189-0010,nzd0189-0011,nzd0189-0012,nzd0189-0013,nzd0189-0014,nzd0189-0015,nzd0189-0016,nzd0189-0017,nzd0189-0018,nzd0189-0019,nzd0189-0020,nzd0189-0021,nzd0189-0022,nzd0189-0023,nzd0189-0024,nzd0189-0025,nzd0189-0026,nzd0189-0027,nzd0189-0028,nzd0189-0029,nzd0189-0030,nzd0189-0031,satname
1999-09-13 21:52:41+00:00,289.41,286.68,294.38,310.74,323.79,323.83,325.83,320.47,322.81,319.58,312.22,311.53,310.35,310.11,311.88,311.71,310.03,317.12,318.89,324.06,320.91,320.84,317.80,314.51,322.14,324.24,322.64,324.99,321.14,313.06,315.16,318.02,L7
1999-09-29 21:52:52+00:00,304.12,315.85,330.15,340.53,358.82,359.34,356.77,357.94,355.64,348.12,340.52,323.32,330.86,326.47,331.34,337.85,344.78,356.38,352.33,360.55,358.82,353.17,338.25,338.69,348.16,347.90,346.98,348.88,344.97,339.07,344.08,354.94,L7
1999-10-15 21:52:49+00:00,295.34,299.00,304.43,320.49,334.48,328.63,326.38,325.70,327.51,330.98,319.39,312.69,313.06,317.14,320.30,321.43,326.95,327.84,324.95,331.68,335.66,334.28,330.62,338.16,334.57,342.78,338.23,338.08,337.48,331.16,334.40,344.39,L7
1999-10-22 21:58:52+00:00,303.55,306.09,305.12,316.54,330.44,330.52,325.11,323.67,325.10,325.29,326.49,314.35,311.49,316.14,329.13,336.27,341.09,334.12,330.69,334.17,339.14,339.20,343.84,344.02,341.16,343.77,340.02,335.71,340.11,334.87,337.30,344.95,L7
1999-11-16 21:52:44+00:00,319.36,320.21,313.67,317.66,324.66,327.02,325.05,323.53,327.69,331.26,331.27,326.25,314.55,314.89,322.77,325.78,329.10,331.82,331.33,334.97,328.04,335.40,344.98,336.82,336.54,344.93,345.24,339.38,336.50,337.35,337.51,335.89,L7
1999-12-02 21:52:40+00:00,321.59,327.89,317.98,320.17,331.76,334.23,336.88,334.52,335.50,334.91,333.19,331.69,329.03,331.12,333.00,344.57,352.14,348.76,348.01,345.63,339.38,341.84,353.90,352.59,338.48,359.33,360.47,351.59,352.61,354.92,369.74,363.29,L7
1999-12-09 21:58:57+00:00,317.41,323.03,308.53,311.96,325.10,329.07,330.85,331.75,332.86,329.06,327.90,323.44,324.87,328.65,327.63,330.93,328.48,332.64,327.35,330.16,330.29,332.67,341.51,339.55,333.84,343.64,345.67,343.25,338.11,335.88,340.32,342.47,L7
1999-12-25 21:58:52+00:00,302.17,302.25,310.74,318.85,329.78,334.54,335.47,334.54,328.72,327.26,323.40,324.42,323.64,324.11,324.40,323.17,325.66,331.96,331.42,336.60,333.57,336.76,338.81,336.64,337.07,343.41,344.35,344.10,345.25,335.31,331.39,335.39,L7
2000-02-04 21:52:37+00:00,340.79,339.75,329.25,331.16,338.67,342.88,340.39,332.32,329.05,330.86,337.44,336.22,335.64,331.78,331.79,334.65,346.70,344.75,344.17,344.94,345.63,350.18,351.97,350.34,352.50,354.31,359.48,364.44,362.49,356.84,359.13,363.34,L7
2000-02-20 21:52:29+00:00,,,,,,,353.07,336.94,333.93,336.41,336.97,341.35,318.85,315.05,320.03,326.83,336.34,348.02,345.00,344.37,345.99,345.54,349.46,350.45,351.53,354.17,354.54,354.72,357.34,351.09,348.72,357.29,L7
2000-03-14 21:58:35+00:00,336.44,340.39,329.80,329.21,332.77,336.44,322.28,322.12,314.61,312.04,320.21,324.01,310.25,303.80,313.07,329.72,338.33,337.27,337.78,339.82,340.88,346.48,348.42,346.54,349.60,352.11,361.52,362.81,362.77,361.79,356.32,352.88,L7
2000-03-30 21:58:33+00:00,343.19,340.53,342.37,334.86,339.21,324.80,318.55,316.58,303.56,301.78,328.44,325.55,321.97,322.94,323.10,325.21,326.41,321.97,332.32,337.76,336.66,338.44,342.22,344.05,340.83,342.36,346.75,346.16,344.32,342.56,347.20,352.22,L7
2000-04-24 21:52:10+00:00,318.36,323.07,327.14,321.87,324.71,323.05,321.69,320.17,318.80,314.11,326.41,328.58,324.62,313.12,316.75,315.93,314.58,315.89,321.98,326.89,338.73,336.44,339.40,339.89,341.32,343.19,342.59,334.04,333.19,326.87,329.09,336.58,L7
2000-05-01 21:58:18+00:00,325.79,330.31,334.39,327.73,331.79,330.41,309.19,311.41,305.66,306.54,335.04,329.82,335.49,333.75,328.79,330.03,327.34,326.94,323.60,336.89,334.39,336.06,343.85,342.37,342.84,344.68,348.24,345.93,342.71,348.37,351.27,357.90,L7
2000-07-29 21:51:02+00:00,,,,,,,,,,,,,,,,,,342.04,325.24,308.61,331.14,351.72,342.45,321.25,328.98,324.93,323.74,314.78,320.57,328.51,330.29,338.07,L7
2000-08-05 21:57:08+00:00,293.53,311.94,317.39,306.85,313.85,321.91,324.18,317.21,304.91,308.82,316.44,314.48,311.39,308.62,301.07,306.90,314.51,319.52,315.73,310.40,316.54,326.34,319.95,311.32,317.65,320.92,320.93,315.36,322.90,314.04,310.80,313.42,L7
2000-08-14 21:50:56+00:00,303.20,313.72,317.50,317.07,311.78,324.08,330.15,326.03,317.57,312.65,321.24,326.88,318.42,316.48,305.22,310.62,324.54,330.65,319.24,312.11,318.95,333.50,324.21,319.59,322.96,320.37,314.39,321.11,326.56,320.91,318.27,322.67,L7
2000-09-15 21:50:25+00:00,,,,,,,,,,,,,,,313.93,309.42,313.64,321.33,322.69,322.99,324.33,328.87,326.77,302.52,299.83,317.21,326.31,319.51,323.64,322.17,319.75,327.85,L7
2000-10-17 21:50:01+00:00,300.79,304.51,307.04,310.03,313.38,322.63,339.14,334.92,333.79,334.94,336.38,339.68,341.65,336.29,320.50,313.37,317.44,329.33,333.44,329.91,327.65,333.71,343.32,346.42,340.75,332.45,328.15,337.37,339.89,344.42,344.40,341.11,L7
2000-10-24 21:56:17+00:00,284.90,284.52,284.34,303.09,294.91,304.13,314.19,321.11,315.34,313.83,313.48,314.13,310.47,311.88,319.22,312.25,311.84,314.71,326.25,321.84,314.03,309.01,316.41,321.05,317.53,323.84,309.84,317.29,325.27,322.16,320.22,314.48,L7
2000-12-20 21:50:16+00:00,,,,335.04,322.60,321.45,332.39,318.15,323.32,334.95,326.75,323.50,321.77,313.06,320.35,329.41,325.64,324.38,333.90,337.81,328.69,321.78,330.61,329.31,324.93,318.54,324.43,320.73,313.83,320.98,324.72,329.90,L7
2001-01-05 21:50:16+00:00,303.00,296.08,304.83,318.31,345.59,349.35,341.68,332.02,338.13,351.49,347.17,333.91,332.55,337.82,332.41,333.57,329.27,332.57,352.41,354.32,346.57,332.82,342.35,347.81,347.58,337.42,331.50,328.69,325.24,331.76,338.15,337.35,L7
2001-01-12 21:56:30+00:00,289.07,283.33,290.05,299.68,313.75,314.01,317.21,311.86,313.07,316.93,314.44,314.85,316.71,311.36,311.82,315.57,307.47,304.87,310.06,315.77,302.57,,,,,,,,,280.25,,,L7
2001-06-05 21:55:40+00:00,,,329.22,334.73,344.40,349.72,343.93,340.26,328.43,321.53,314.24,309.88,312.57,325.76,329.98,328.30,324.99,320.61,320.89,332.19,330.15,333.08,334.49,332.09,319.98,327.48,328.62,321.51,319.76,317.55,319.84,330.43,L7
