dates,satname,nzd0189-0000,nzd0189-0001,nzd0189-0002,nzd0189-0003,nzd0189-0004,nzd0189-0005,nzd0189-0006,nzd0189-0007,nzd0189-0008,nzd0189-0009,nzd0189-0010,nzd0189-0011,nzd0189-0012,nzd0189-0013,nzd0189-0014,nzd0189-0015,nzd0189-0016,nzd0189-0017,nzd0189-0018,nzd0189-0019,nzd0189-0020,nzd0189-0021,nzd0189-0022,nzd0189-0023,nzd0189-0024,nzd0189-0025,nzd0189-0026,nzd0189-0027,nzd0189-0028,nzd0189-0029,nzd0189-0030,nzd0189-0031
1999-09-13 21:52:41+00:00,L7,274.01,272.68,281.55,299.74,309.79,309.83,311.83,307.64,309.98,306.75,300.37,298.70,297.52,296.11,297.88,299.86,299.76,304.29,307.89,311.23,309.91,309.84,306.80,304.24,310.29,311.41,311.64,313.99,309.29,302.79,299.76,292.35
1999-09-29 21:52:52+00:00,L7,285.32,298.76,314.48,327.10,341.73,342.25,339.68,342.27,339.97,332.45,326.06,307.65,315.19,309.38,314.25,323.39,332.25,340.71,338.90,344.88,345.39,339.74,324.82,326.16,333.70,332.23,333.55,335.45,330.51,326.54,325.28,323.61
1999-10-15 21:52:49+00:00,L7,285.74,290.27,296.43,313.63,325.75,319.90,317.65,317.70,319.51,322.98,312.01,304.69,305.06,308.41,311.57,314.05,320.55,319.84,318.09,323.68,328.80,327.42,323.76,331.76,327.19,334.78,331.37,331.22,330.10,324.76,324.80,328.39
1999-10-22 21:58:52+00:00,L7,316.55,317.91,315.95,325.83,342.26,342.34,336.93,334.50,335.93,336.12,336.49,325.18,322.32,327.96,340.95,346.27,349.76,344.95,339.98,345.00,348.43,348.49,353.13,352.69,351.16,354.60,349.31,345.00,350.11,343.54,350.30,366.62
1999-11-16 21:52:44+00:00,L7,318.76,319.66,313.17,317.23,324.11,326.47,324.50,323.03,327.19,330.76,330.81,325.75,314.05,314.34,322.22,325.32,328.70,331.32,330.90,334.47,327.61,334.97,344.55,336.42,336.08,344.43,344.81,338.95,336.04,336.95,336.91,334.89
1999-12-02 21:52:40+00:00,L7,332.39,337.71,326.98,327.88,341.58,344.05,346.70,343.52,344.50,343.91,341.50,340.69,338.03,340.94,342.82,352.88,359.34,357.76,355.72,354.63,347.09,349.55,361.61,359.79,346.79,368.33,368.18,359.30,360.92,362.12,380.54,381.29
1999-12-09 21:58:57+00:00,L7,306.61,313.21,299.53,304.25,315.28,319.25,321.03,322.75,323.86,320.06,319.59,314.44,315.87,318.83,317.81,322.62,321.28,323.64,319.64,321.16,322.58,324.96,333.80,332.35,325.53,334.64,337.96,335.54,329.80,328.68,329.52,324.47
1999-12-25 21:58:52+00:00,L7,280.97,282.98,293.07,303.71,310.51,315.27,316.20,316.87,311.05,309.59,307.09,306.75,305.97,304.84,305.13,306.86,311.53,314.29,316.28,318.93,318.43,321.62,323.67,322.51,320.76,325.74,329.21,328.96,328.94,321.18,310.19,300.06
2000-02-04 21:52:37+00:00,L7,339.39,338.48,328.08,330.16,337.40,341.61,339.12,331.15,327.88,329.69,336.36,335.05,334.47,330.51,330.52,333.57,345.77,343.58,343.17,343.77,344.63,349.18,350.97,349.41,351.42,353.14,358.48,363.44,361.41,355.91,357.73,361.01
2000-02-20 21:52:29+00:00,L7,,,,,,,342.52,327.27,324.26,326.74,328.05,331.68,309.18,304.50,309.48,317.91,328.61,338.35,336.71,334.70,337.70,337.25,341.17,342.72,342.61,344.50,346.25,346.43,348.42,343.36,337.12,337.96
2000-03-07 21:52:24+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-14 21:58:35+00:00,L7,343.04,346.39,335.30,333.92,338.77,342.44,328.28,327.62,320.11,317.54,325.29,329.51,315.75,309.80,319.07,334.80,342.73,342.77,342.49,345.32,345.59,351.19,353.13,350.94,354.68,357.61,366.23,367.52,367.85,366.19,362.92,363.88
2000-03-30 21:58:33+00:00,L7,351.79,348.35,349.54,341.00,347.03,332.62,326.37,323.75,310.73,308.95,335.06,332.72,329.14,330.76,330.92,331.83,332.14,329.14,338.46,344.93,342.80,344.58,348.36,349.78,347.45,349.53,352.89,352.30,350.94,348.29,355.80,366.55
2000-04-24 21:52:10+00:00,L7,310.36,315.80,320.47,316.16,317.44,315.78,314.42,313.50,312.13,307.44,320.26,321.91,317.95,305.85,309.48,309.78,309.25,309.22,316.27,320.22,333.02,330.73,333.69,334.56,335.17,336.52,336.88,328.33,327.04,321.54,321.09,323.25
2000-05-01 21:58:18+00:00,L7,338.39,341.76,344.89,336.73,343.24,341.86,320.64,321.91,316.16,317.04,344.73,340.32,345.99,345.20,340.24,339.72,335.74,337.44,332.60,347.39,343.39,345.06,352.85,350.77,352.53,355.18,357.24,354.93,352.40,356.77,363.87,378.90
2000-07-29 21:51:02+00:00,L7,,,,,,,,,,,,,,,,,,353.71,335.24,320.28,341.14,361.72,352.45,330.58,339.75,336.60,333.74,324.78,331.34,337.84,344.29,361.40
2000-08-05 21:57:08+00:00,L7,283.33,302.67,308.89,299.56,304.58,312.64,314.91,308.71,296.41,300.32,308.59,305.98,302.89,299.35,291.80,299.05,307.71,311.02,308.44,301.90,309.25,319.05,312.66,304.52,309.80,312.42,313.64,308.07,315.05,307.24,300.60,296.42
2000-08-14 21:50:56+00:00,L7,305.20,315.54,319.17,318.50,313.60,325.90,331.97,327.70,319.24,314.32,322.78,328.55,320.09,318.30,307.04,312.16,325.87,332.32,320.67,313.78,320.38,334.93,325.64,320.92,324.50,322.04,315.82,322.54,328.10,322.24,320.27,326.00
2000-09-15 21:50:25+00:00,L7,,,,,,,,,,,,,,,305.02,301.88,307.11,313.16,315.69,314.82,317.33,321.87,319.77,295.99,292.29,309.04,319.31,312.51,316.10,315.64,309.95,311.52
2000-10-17 21:50:01+00:00,L7,282.99,288.33,292.21,297.32,297.20,306.45,322.96,320.09,318.96,320.11,322.69,324.85,326.82,320.11,304.32,299.68,305.57,314.50,320.73,315.08,314.94,321.00,330.61,334.55,327.06,317.62,315.44,324.66,326.20,332.55,326.60,311.44
2000-10-24 21:56:17+00:00,L7,299.50,297.79,296.51,313.52,308.18,317.40,327.46,333.28,327.51,326.00,324.71,326.30,322.64,325.15,332.49,323.48,321.57,326.88,336.68,334.01,324.46,319.44,326.84,330.78,328.76,336.01,320.27,327.72,336.50,331.89,334.82,338.81
2000-12-20 21:50:16+00:00,L7,,,,343.04,332.78,331.63,342.57,327.48,332.65,344.28,335.37,332.83,331.10,323.24,330.53,338.03,333.11,333.71,341.90,347.14,336.69,329.78,338.61,336.78,333.55,327.87,332.43,328.73,322.45,328.45,335.92,348.57
2001-01-05 21:50:16+00:00,L7,313.00,305.17,313.16,325.45,354.68,358.44,350.77,340.35,346.46,359.82,354.86,342.24,340.88,346.91,341.50,341.26,335.94,340.90,359.55,362.65,353.71,339.96,349.49,354.48,355.27,345.75,338.64,335.83,332.93,338.43,348.15,354.02
2001-01-12 21:56:30+00:00,L7,267.67,263.88,272.22,284.39,294.30,294.56,297.76,294.03,295.24,299.10,297.98,297.02,298.88,291.91,292.37,299.11,293.20,287.04,294.77,297.94,287.28,,,,,,,,,265.98,,248.06
2001-06-05 21:55:40+00:00,L7,,,332.55,337.59,348.04,353.36,347.57,343.59,331.76,324.86,317.32,313.21,315.90,329.40,333.62,331.38,327.66,323.94,323.75,335.52,333.01,335.94,337.35,334.76,323.06,330.81,331.48,324.37,322.84,320.22,323.84,337.10
2001-06-21 21:55:29+00:00,L7,,,,335.09,349.49,354.84,350.38,341.78,334.98,327.98,323.53,322.63,321.78,322.80,330.82,334.48,335.42,333.37,329.89,344.29,343.98,340.18,342.01,337.81,330.98,330.04,333.86,324.50,327.12,323.24,323.20,325.70
2001-06-30 21:49:12+00:00,L7,347.35,,,333.09,340.73,342.87,336.64,327.05,333.34,327.13,321.58,321.88,315.98,320.61,325.82,328.94,332.44,325.64,334.53,344.24,335.65,341.05,343.02,330.39,331.79,332.54,332.76,323.63,324.77,324.16,324.30,339.84
2001-09-09 21:54:36+00:00,L7,338.38,330.08,328.04,327.84,324.17,314.16,315.32,321.54,322.08,322.97,319.06,322.09,322.60,321.54,319.17,306.22,306.19,315.87,317.22,321.43,326.31,330.16,328.26,330.32,321.56,319.51,312.36,314.93,321.51,316.03,308.55,311.92
2001-09-25 21:54:28+00:00,L7,360.85,346.35,334.69,333.16,336.27,333.69,346.23,358.63,352.62,344.96,344.50,346.99,336.65,329.24,338.42,331.00,322.82,326.13,330.79,329.22,344.01,351.80,349.83,336.01,338.33,332.70,323.56,330.07,331.94,323.56,315.97,337.58
