dates,nzd0575-0000,nzd0575-0001,nzd0575-0002,nzd0575-0003,nzd0575-0004,nzd0575-0005,nzd0575-0006,nzd0575-0007,nzd0575-0008,nzd0575-0009,nzd0575-0010,nzd0575-0011,nzd0575-0012,nzd0575-0013,nzd0575-0014,nzd0575-0015,nzd0575-0016,nzd0575-0017,nzd0575-0018,nzd0575-0019,nzd0575-0020,nzd0575-0021,nzd0575-0022,nzd0575-0023,nzd0575-0024,nzd0575-0025,nzd0575-0026,nzd0575-0027,nzd0575-0028,nzd0575-0029,nzd0575-0030,nzd0575-0031,nzd0575-0032,nzd0575-0033,nzd0575-0034,nzd0575-0035,nzd0575-0036,nzd0575-0037,nzd0575-0038,nzd0575-0039,nzd0575-0040,nzd0575-0041,nzd0575-0042,nzd0575-0043,nzd0575-0044,nzd0575-0045,nzd0575-0046,nzd0575-0047,nzd0575-0048,nzd0575-0049,nzd0575-0050,nzd0575-0051,nzd0575-0052,nzd0575-0053,nzd0575-0054,nzd0575-0055,nzd0575-0056,nzd0575-0057,nzd0575-0058,nzd0575-0059,nzd0575-0060,nzd0575-0061,nzd0575-0062,nzd0575-0063,nzd0575-0064,nzd0575-0065,nzd0575-0066,nzd0575-0067,nzd0575-0068,nzd0575-0069,satname
2000-02-18 22:06:05+00:00,330.34,329.17,332.47,327.24,325.70,311.18,303.70,279.66,289.74,292.27,291.35,281.43,277.45,277.59,279.77,278.93,277.97,276.30,276.02,273.73,271.96,270.60,266.71,268.01,266.23,262.68,264.73,262.85,260.16,265.30,264.25,270.65,273.87,279.05,278.79,278.91,279.94,279.83,279.47,277.56,277.59,276.92,277.51,277.95,277.33,275.95,273.91,274.57,271.24,273.36,273.06,272.27,272.88,272.05,270.52,270.38,264.16,262.37,265.05,262.18,263.30,264.28,265.74,265.13,268.05,265.99,262.65,261.77,260.86,263.11,L7
2000-02-27 21:59:52+00:00,328.32,333.04,334.07,328.27,325.47,313.95,304.43,283.30,291.92,292.25,291.00,282.68,278.69,279.06,280.44,279.92,278.66,277.01,276.61,273.79,272.41,270.72,267.89,268.31,267.01,264.38,265.65,264.70,262.07,266.04,266.05,272.53,275.89,280.77,280.10,280.28,281.25,281.16,280.49,278.46,278.71,277.81,278.84,278.53,278.94,277.16,275.14,274.73,272.58,273.31,273.71,272.43,273.94,272.64,271.44,271.34,265.54,263.99,265.54,264.05,264.92,265.57,267.21,266.53,268.18,265.03,262.00,263.14,263.00,265.90,L7
2000-03-05 22:06:00+00:00,329.30,333.55,334.52,328.98,326.26,313.76,304.14,283.39,291.24,293.34,291.57,282.83,278.46,279.11,280.03,280.18,278.84,277.46,276.72,274.44,272.99,270.97,268.32,268.39,268.25,265.24,265.65,264.70,262.07,266.04,266.05,276.59,276.31,280.93,280.40,280.38,281.66,281.43,280.86,278.74,279.13,278.46,279.54,278.53,278.94,277.30,275.17,274.78,272.93,273.51,274.03,272.99,274.11,273.20,271.73,271.91,265.77,264.13,265.72,264.05,264.29,265.52,266.86,266.57,267.95,265.77,261.93,263.15,261.94,265.69,L7
2000-03-21 22:06:01+00:00,325.77,332.00,335.33,330.71,328.93,314.46,305.21,282.99,290.84,295.17,293.60,283.23,278.52,279.76,280.72,281.33,280.01,278.79,277.50,275.97,273.59,272.51,269.15,269.74,269.28,265.98,267.62,265.52,262.66,268.08,266.59,276.97,276.44,281.05,280.56,280.45,281.79,281.52,281.19,279.25,279.36,279.15,279.69,279.80,279.00,278.54,275.34,275.83,273.60,274.29,274.25,273.72,274.48,273.89,272.44,272.23,265.93,263.64,266.58,263.86,265.21,265.45,267.11,267.49,269.13,267.47,264.45,263.52,261.32,265.03,L7
2000-03-30 21:59:45+00:00,324.12,330.35,333.03,328.80,326.68,313.66,303.71,283.64,291.22,294.07,292.27,283.39,278.17,279.68,280.41,281.02,279.31,278.07,276.73,275.43,272.92,271.66,268.26,268.65,268.38,265.29,266.36,264.45,262.17,266.07,266.35,276.15,276.06,280.42,280.06,280.01,281.59,281.02,280.80,278.86,278.72,278.70,279.42,279.53,278.56,278.30,275.29,275.57,273.34,273.47,273.52,272.86,273.69,272.80,272.01,271.23,265.67,263.13,265.41,263.66,264.93,265.28,267.01,267.55,268.37,265.80,263.61,262.12,262.91,266.28,L7
2000-05-01 21:59:30+00:00,325.44,332.46,334.68,330.69,328.39,315.77,305.63,286.26,293.26,295.82,294.48,285.52,280.28,281.30,281.96,282.82,281.22,279.96,278.48,277.18,274.80,273.02,270.49,270.09,270.09,266.48,267.84,266.18,263.44,268.04,267.63,278.07,277.83,282.25,281.99,281.90,283.47,282.97,282.43,280.84,280.52,280.61,281.15,281.35,280.57,279.77,277.11,277.01,274.62,274.69,274.52,274.26,274.98,274.47,273.85,272.68,267.82,264.42,267.46,264.99,266.46,267.09,268.76,269.62,269.48,267.00,264.96,264.26,264.76,267.81,L7
2000-05-08 22:05:33+00:00,325.03,337.03,337.77,332.90,328.98,317.69,308.37,290.51,296.42,297.26,295.95,287.62,282.51,283.64,284.05,284.57,283.10,281.73,280.57,279.12,277.01,274.83,272.83,272.24,272.05,268.88,269.73,268.84,266.48,270.20,270.74,280.42,279.24,283.24,282.91,282.94,286.14,285.69,284.68,283.63,282.67,282.48,283.01,283.00,282.92,281.87,278.94,279.41,276.83,277.18,275.48,275.70,275.73,276.02,276.28,274.41,270.56,267.13,269.43,266.94,269.04,269.49,270.87,272.02,270.72,267.54,265.54,265.45,266.23,269.47,L7
2000-05-24 22:05:22+00:00,325.03,337.03,337.77,332.90,328.98,317.69,308.37,290.51,296.42,297.26,295.95,287.62,282.51,283.64,284.05,284.57,283.10,281.73,280.57,279.12,277.01,274.83,272.83,272.24,272.05,268.88,269.73,268.84,266.48,270.20,270.74,280.42,281.19,283.24,282.91,284.51,287.75,287.41,286.36,285.19,282.67,282.48,283.01,284.97,284.69,283.52,280.53,281.18,278.69,279.09,277.08,275.70,275.73,277.97,277.75,275.91,272.13,269.26,271.17,268.83,270.36,271.07,272.26,272.83,271.03,267.85,265.12,264.68,268.76,271.37,L7
2000-06-18 21:59:03+00:00,326.95,338.99,339.75,334.25,330.59,318.75,310.40,292.87,297.02,298.12,297.36,288.15,282.73,284.64,284.12,285.56,283.62,282.93,281.33,280.34,277.88,276.04,273.42,273.63,272.89,269.58,270.90,268.87,266.69,270.24,271.53,280.44,281.27,282.91,283.75,285.50,289.53,289.57,287.99,286.07,282.85,282.97,283.25,286.88,285.50,284.94,281.10,282.49,279.70,280.82,277.11,275.97,275.41,278.37,278.06,275.71,272.70,270.28,272.35,269.71,271.09,272.41,273.47,274.68,271.79,269.75,266.11,266.16,270.43,271.88,L7
2000-07-04 21:58:50+00:00,331.02,342.43,342.74,337.11,333.98,321.57,313.27,296.87,299.58,301.02,300.01,290.65,285.23,286.97,286.59,288.22,286.11,285.72,283.37,282.91,279.89,278.65,275.72,275.91,275.29,271.59,273.42,271.11,269.24,272.21,273.89,282.47,283.54,285.08,285.93,287.46,291.82,291.54,290.17,288.18,284.85,285.30,284.98,288.97,287.72,287.08,282.95,284.52,281.52,282.77,279.39,277.67,277.15,280.22,279.84,278.02,274.73,272.67,274.56,271.50,273.28,274.66,275.90,276.30,273.52,271.13,267.54,267.97,272.27,274.29,L7
2000-08-05 21:58:20+00:00,336.16,346.44,344.52,340.66,337.13,323.01,315.12,298.89,300.05,303.50,302.76,291.76,286.37,288.02,287.76,289.67,288.22,287.26,285.44,284.43,281.89,280.43,277.79,277.72,277.09,272.86,275.63,273.12,271.18,275.34,277.29,286.02,287.23,286.61,287.30,289.69,294.69,294.06,293.43,291.99,288.64,289.75,288.93,292.49,291.18,289.98,285.36,287.27,284.08,285.79,282.06,281.49,280.44,283.84,282.48,280.81,276.62,274.34,278.93,275.33,275.88,277.24,278.41,279.07,275.68,275.30,270.64,271.82,276.63,276.99,L7
2000-08-12 22:04:29+00:00,332.88,343.01,339.02,336.10,334.09,317.76,311.05,296.90,295.61,300.93,299.99,288.18,283.13,285.06,284.60,287.00,285.24,284.92,281.87,282.49,279.51,278.63,275.71,275.92,275.55,269.87,273.21,267.96,267.05,272.14,274.39,282.96,284.05,282.09,284.29,287.78,293.02,292.60,291.02,290.72,287.89,289.32,288.31,290.85,288.85,288.41,283.72,285.71,282.46,283.90,280.09,278.44,277.63,281.24,280.74,279.23,275.06,272.74,278.00,274.00,274.12,275.25,276.68,277.65,275.48,275.14,269.68,270.34,274.14,275.13,L7
2000-10-24 21:57:29+00:00,324.12,334.87,332.05,329.11,326.96,311.25,307.12,293.93,292.06,295.93,294.22,284.17,279.90,281.76,281.38,282.73,281.35,280.96,278.49,278.14,276.58,275.14,273.05,273.31,272.02,266.25,270.23,262.61,261.90,265.83,271.64,275.94,280.64,270.27,278.16,286.04,292.75,292.59,290.87,290.57,286.59,286.28,285.87,288.79,288.23,286.66,283.08,284.93,282.09,284.10,278.77,273.66,273.72,280.54,280.18,278.56,275.56,274.19,279.43,275.43,274.10,276.91,276.10,276.95,275.34,276.39,269.73,271.43,274.93,274.44,L7
2000-10-31 22:03:46+00:00,321.02,330.89,328.92,324.17,322.48,307.49,304.25,291.22,288.57,291.55,289.15,280.02,275.74,277.85,277.44,278.92,276.82,277.30,274.45,273.82,271.79,270.95,268.75,269.11,268.28,262.61,266.54,256.54,257.42,259.18,269.08,271.67,275.89,260.22,272.11,281.98,289.83,289.45,288.36,287.80,281.12,280.72,280.91,286.20,285.69,284.22,280.62,282.13,280.24,281.75,276.77,268.26,270.03,275.90,276.97,275.74,272.90,271.52,276.12,272.99,271.84,274.54,273.85,274.89,273.36,273.81,267.33,269.51,272.77,272.60,L7
2000-11-09 21:57:33+00:00,319.06,319.33,319.46,315.13,317.64,301.15,297.68,283.46,280.00,286.86,283.37,272.91,269.89,271.80,271.49,273.30,271.32,271.59,267.80,267.87,264.70,266.00,263.19,262.73,263.35,255.60,262.13,245.78,248.36,250.62,263.24,266.27,272.71,260.60,270.10,279.27,284.13,284.09,283.04,282.13,270.38,272.38,271.38,282.85,281.08,279.57,276.89,277.10,276.23,276.55,274.99,266.41,268.05,273.33,271.62,274.47,270.19,267.79,271.33,269.49,267.78,270.75,270.08,270.67,270.09,271.69,266.04,266.12,268.00,267.14,L7
2000-11-25 21:57:34+00:00,320.42,321.17,320.21,317.39,319.28,301.73,297.90,283.57,280.42,287.27,285.39,273.31,270.43,272.24,271.84,273.89,271.95,272.39,268.66,269.01,265.47,266.84,263.82,263.69,263.48,256.46,261.92,247.86,249.02,253.39,262.46,265.21,266.95,261.11,270.61,274.31,279.96,279.59,278.83,278.53,270.96,273.44,272.13,278.77,276.95,275.39,272.81,272.55,271.37,272.23,270.95,266.95,267.27,268.67,267.17,270.67,266.04,261.97,267.54,264.75,263.56,266.46,266.12,268.16,268.69,270.63,266.11,266.87,261.77,261.63,L7
2000-12-11 21:57:36+00:00,323.51,324.38,323.45,320.64,323.05,303.68,299.57,284.15,281.89,289.83,287.79,275.03,271.67,273.40,273.02,274.89,273.63,273.22,270.56,270.20,267.00,267.94,265.39,264.67,264.96,257.21,263.23,249.72,250.82,256.48,262.36,264.73,267.14,262.98,271.32,274.64,279.94,279.99,279.20,279.28,272.72,275.38,274.20,279.50,277.63,276.18,273.32,273.58,271.88,272.74,271.33,267.59,268.07,268.77,268.07,270.76,265.53,261.30,267.88,264.42,263.46,266.20,265.89,268.35,268.93,270.47,266.56,266.60,261.19,261.07,L7
2001-01-03 22:03:48+00:00,325.90,325.54,323.43,318.35,320.54,304.75,300.15,278.18,276.23,288.18,286.26,276.21,271.83,273.86,272.68,274.30,272.87,272.72,269.75,269.63,265.71,266.98,264.04,263.78,263.97,257.89,262.32,256.06,256.73,260.15,262.43,265.23,270.81,268.69,271.61,275.13,278.00,278.16,278.07,279.38,276.85,278.33,277.33,278.63,277.08,275.39,272.30,271.95,271.62,270.89,270.16,270.63,271.31,269.45,269.07,269.95,266.02,261.08,266.84,264.33,263.10,264.97,264.49,267.08,266.45,268.65,265.11,265.71,260.76,259.47,L7
2001-01-12 21:57:42+00:00,323.75,323.43,321.35,316.48,318.64,303.13,298.40,277.35,275.41,287.02,284.75,274.32,270.55,272.32,271.82,273.16,271.67,270.91,268.44,267.99,263.94,265.57,262.29,262.40,261.97,256.43,261.32,254.62,255.50,258.81,260.97,263.96,269.23,267.75,270.30,273.76,276.38,276.28,276.44,277.20,275.02,276.26,275.25,277.31,275.33,274.22,270.55,271.09,270.63,270.05,269.28,269.54,269.91,268.14,267.41,268.29,264.18,259.95,265.23,262.64,262.01,263.74,263.64,266.41,266.27,267.94,264.03,264.78,259.63,258.11,L7
2001-01-19 22:03:55+00:00,323.55,323.96,321.84,316.56,318.63,304.37,299.83,280.74,278.69,288.47,285.48,276.39,271.72,274.03,273.01,274.06,272.53,272.08,269.63,268.83,265.11,265.86,262.96,262.75,262.50,257.44,261.78,256.01,256.93,259.66,262.06,265.07,270.23,269.30,271.52,274.82,277.16,276.97,277.15,277.84,276.00,277.02,276.24,277.93,276.25,274.75,271.74,271.54,271.52,270.69,270.32,270.11,270.83,268.71,268.29,268.87,265.28,261.20,265.81,263.68,262.70,264.69,264.18,265.83,265.11,266.84,263.70,265.22,260.87,259.41,L7
2001-01-28 21:57:44+00:00,322.45,322.69,320.59,315.39,317.11,303.57,299.17,280.89,278.50,287.45,284.58,275.81,270.88,273.13,272.40,273.19,271.93,271.32,269.03,268.05,264.51,264.83,262.01,261.74,261.56,256.54,260.87,255.11,255.91,258.54,260.88,264.16,268.80,268.70,270.82,274.33,276.44,276.17,276.24,276.63,274.81,276.00,275.11,277.02,275.33,273.68,271.02,270.52,270.55,269.60,269.23,269.01,269.94,267.83,267.28,268.01,264.73,260.84,265.24,262.87,261.90,263.80,263.72,265.14,264.15,265.83,262.61,264.13,260.11,258.50,L7
2001-02-04 22:03:50+00:00,322.14,322.84,320.81,315.49,316.91,304.65,300.17,283.15,279.91,288.01,285.11,276.59,271.65,273.96,273.23,274.11,272.72,272.04,269.67,268.86,265.20,265.52,262.45,262.15,261.86,257.08,261.15,255.62,256.57,258.63,258.11,261.31,266.47,269.47,271.54,273.08,274.19,274.33,273.64,273.84,272.78,273.39,272.97,274.87,273.43,271.87,269.76,268.70,268.84,267.51,267.58,266.78,268.03,265.39,266.31,266.35,263.95,261.45,262.39,259.69,260.09,261.18,261.29,262.29,261.43,261.30,258.92,260.48,256.80,255.45,L7
2001-02-13 21:57:39+00:00,323.36,327.17,324.51,318.01,317.96,307.35,302.77,287.40,283.25,289.19,286.01,278.19,273.14,275.48,274.98,275.99,274.72,273.31,271.69,270.02,266.34,266.03,263.09,262.77,262.15,258.88,261.58,257.21,257.61,258.45,259.08,262.16,267.68,270.91,272.87,272.95,274.04,273.87,273.98,273.21,272.78,273.39,272.97,274.89,273.85,271.62,269.92,268.67,268.93,267.62,267.87,267.07,269.53,267.66,267.75,268.47,265.90,263.32,263.69,261.10,261.32,262.59,262.96,262.48,259.54,259.55,260.32,261.71,258.41,256.33,L7
2001-02-20 22:03:48+00:00,322.96,326.75,324.25,317.63,318.14,306.96,302.68,286.88,283.29,289.45,286.31,278.01,273.43,275.63,274.73,275.71,274.19,273.24,270.89,270.20,265.87,265.97,262.73,263.00,261.88,258.90,261.59,257.33,257.31,258.76,259.04,261.92,267.56,270.78,272.91,272.74,273.84,273.75,273.79,273.14,272.40,273.82,273.36,274.81,273.99,271.25,270.37,268.77,269.13,267.88,268.03,267.12,269.20,267.56,267.42,268.09,265.31,263.08,263.70,260.86,261.15,262.58,263.28,262.55,260.23,259.94,260.70,261.64,258.52,256.25,L7
2001-03-08 22:03:44+00:00,325.05,328.47,326.00,319.93,320.28,307.93,303.39,287.52,283.97,290.81,288.23,279.40,275.96,278.57,274.73,277.02,275.51,273.24,270.89,271.78,267.30,267.16,263.84,264.03,263.46,259.17,263.05,257.69,258.25,259.97,260.23,262.61,268.67,271.61,273.98,273.96,275.01,274.95,275.06,274.45,273.83,275.06,274.56,275.68,274.81,272.14,271.45,269.51,270.43,268.85,269.42,267.98,270.51,268.61,268.79,268.09,265.31,263.08,263.70,260.86,261.15,262.58,263.28,262.55,260.23,259.94,260.70,261.64,258.52,256.25,L7
2001-05-20 21:57:04+00:00,329.85,333.69,330.48,324.82,324.43,312.14,306.73,291.61,288.99,294.88,293.00,283.85,280.65,282.98,278.66,281.45,279.60,277.95,275.01,276.76,271.83,271.41,267.29,268.27,266.98,263.25,266.61,261.92,262.16,263.52,264.12,266.51,272.68,275.59,277.78,277.94,279.45,278.60,279.46,278.20,278.35,279.72,278.80,279.62,279.30,276.73,275.44,273.39,274.19,272.81,272.73,271.36,273.98,272.96,272.59,271.52,268.71,267.13,269.05,264.75,264.70,266.03,267.54,266.63,263.27,262.76,263.88,265.04,262.04,260.69,L7
2001-05-27 22:03:12+00:00,329.99,333.83,331.06,324.21,323.97,312.84,307.49,292.44,289.66,295.39,292.54,284.66,281.35,284.43,280.35,282.23,280.41,279.08,275.84,277.70,273.08,272.08,267.89,268.95,268.58,264.60,267.27,262.56,263.33,263.41,264.91,267.47,272.98,276.97,278.29,280.24,281.26,280.85,281.44,278.38,278.99,279.98,279.25,281.50,280.99,278.75,277.81,275.98,277.01,275.28,273.83,271.58,275.16,273.42,273.35,272.25,269.75,269.65,270.74,267.02,266.05,267.12,269.07,267.54,262.78,262.88,264.49,267.34,265.57,264.04,L7
2001-06-05 21:56:52+00:00,332.12,335.78,333.72,326.76,327.11,314.44,309.14,294.16,291.56,297.94,294.56,286.39,283.06,285.83,282.48,283.44,282.00,281.00,277.87,279.72,274.93,274.48,270.01,271.22,270.70,266.05,267.27,262.56,263.33,263.41,264.91,267.47,272.98,276.97,278.29,280.24,281.26,282.27,283.85,280.66,278.99,279.98,279.25,283.66,282.72,280.89,279.69,278.00,278.66,276.81,273.83,271.58,275.16,273.42,273.35,272.25,269.75,271.15,272.53,268.65,266.05,267.12,271.38,270.50,265.88,265.35,267.00,269.23,266.59,265.39,L7
2001-06-21 21:56:41+00:00,332.19,336.11,334.23,327.38,327.93,315.21,309.77,295.31,292.86,298.40,295.25,286.59,284.32,286.24,283.98,284.53,282.98,282.00,278.21,280.32,275.16,275.17,270.51,271.94,271.88,266.63,269.49,264.12,264.75,265.04,265.33,268.30,275.25,279.49,279.85,281.69,282.40,283.24,284.70,281.72,280.61,282.03,279.78,284.38,282.55,281.22,279.98,277.55,279.30,276.90,276.07,272.95,276.83,275.24,274.27,273.53,271.24,272.12,273.90,269.40,268.36,268.80,272.77,271.80,267.10,267.07,266.68,270.72,267.59,266.27,L7
