dates,satname,nzd0575-0000,nzd0575-0001,nzd0575-0002,nzd0575-0003,nzd0575-0004,nzd0575-0005,nzd0575-0006,nzd0575-0007,nzd0575-0008,nzd0575-0009,nzd0575-0010,nzd0575-0011,nzd0575-0012,nzd0575-0013,nzd0575-0014,nzd0575-0015,nzd0575-0016,nzd0575-0017,nzd0575-0018,nzd0575-0019,nzd0575-0020,nzd0575-0021,nzd0575-0022,nzd0575-0023,nzd0575-0024,nzd0575-0025,nzd0575-0026,nzd0575-0027,nzd0575-0028,nzd0575-0029,nzd0575-0030,nzd0575-0031,nzd0575-0032,nzd0575-0033,nzd0575-0034,nzd0575-0035,nzd0575-0036,nzd0575-0037,nzd0575-0038,nzd0575-0039,nzd0575-0040,nzd0575-0041,nzd0575-0042,nzd0575-0043,nzd0575-0044,nzd0575-0045,nzd0575-0046,nzd0575-0047,nzd0575-0048,nzd0575-0049,nzd0575-0050,nzd0575-0051,nzd0575-0052,nzd0575-0053,nzd0575-0054,nzd0575-0055,nzd0575-0056,nzd0575-0057,nzd0575-0058,nzd0575-0059,nzd0575-0060,nzd0575-0061,nzd0575-0062,nzd0575-0063,nzd0575-0064,nzd0575-0065,nzd0575-0066,nzd0575-0067,nzd0575-0068,nzd0575-0069
2000-12-11 21:57:36+00:00,L7,217.19,218.84,218.13,215.38,221.44,221.34,215.26,211.47,215.40,211.74,208.59,210.28,203.57,204.73,204.45,205.08,208.62,202.24,207.01,201.72,200.95,198.84,199.65,194.76,198.49,198.45,195.59,194.98,195.82,195.13,197.55,196.87,204.25,208.33,211.54,213.00,215.77,219.22,218.18,221.32,217.56,221.09,220.55,221.39,219.04,218.48,213.37,217.78,211.92,212.83,210.35,207.46,208.91,205.51,210.44,207.50,206.58,201.76,206.61,206.91,207.74,209.27,209.20,215.07,216.05,214.34,215.34,209.65,208.57,208.61
2001-01-03 22:03:48+00:00,L7,443.13,436.40,429.37,408.40,410.09,394.72,389.15,377.18,371.97,362.93,356.11,353.78,343.79,346.64,341.58,345.26,338.26,342.28,337.01,334.47,330.79,329.79,324.81,327.12,326.60,324.43,326.21,326.12,324.18,320.58,321.60,329.50,328.57,334.99,330.78,331.10,335.29,331.98,335.48,329.04,333.59,328.01,328.10,329.36,335.12,329.27,325.19,318.83,325.09,319.89,318.68,323.85,325.96,324.86,320.36,323.01,319.70,320.39,316.47,312.69,314.28,312.80,312.41,313.87,307.10,309.30,303.00,306.30,304.41,296.81
2001-01-12 21:57:42+00:00,L7,252.68,252.61,250.74,247.37,249.38,249.83,244.15,238.80,236.89,236.93,232.21,227.49,227.95,227.94,232.26,231.57,229.71,224.62,225.71,222.91,217.93,222.17,216.42,219.12,214.37,218.21,220.73,216.55,218.88,215.79,221.27,225.83,228.57,233.18,233.10,234.82,235.50,233.27,235.36,231.78,234.25,233.80,232.66,238.68,233.26,236.90,228.60,236.23,234.69,235.33,234.24,232.83,230.69,229.63,226.14,227.07,225.40,228.05,224.40,225.14,229.32,229.89,232.77,237.07,240.81,238.22,231.44,233.41,229.56,226.17
2001-01-19 22:03:55+00:00,L7,332.64,338.93,336.45,327.84,329.22,322.28,319.31,310.86,308.07,308.11,299.30,299.39,287.53,294.13,288.93,287.64,285.79,287.87,285.57,281.98,280.85,274.53,274.69,271.90,273.15,270.91,271.91,272.43,273.67,272.85,277.18,280.43,284.53,286.96,286.66,289.63,289.51,288.45,288.88,288.86,289.11,288.42,289.52,288.90,289.90,284.81,287.77,280.89,284.94,281.82,285.05,280.63,284.51,279.19,281.53,279.41,279.83,275.72,276.31,277.59,273.43,277.85,273.65,265.14,259.24,261.55,265.26,273.68,276.03,275.12
2001-01-28 21:57:44+00:00,L7,286.56,285.20,283.37,278.88,277.43,276.84,273.67,266.46,261.35,258.72,256.93,254.99,247.69,249.49,251.25,249.75,250.97,248.83,247.96,245.41,243.59,240.00,237.86,237.04,237.48,235.42,237.01,234.03,233.81,232.86,236.06,241.97,241.47,250.37,251.54,256.48,256.16,255.20,254.15,251.55,251.17,253.80,251.92,254.91,253.12,250.00,250.85,247.27,247.81,245.61,245.27,244.96,247.96,246.08,244.13,246.35,248.08,246.52,246.52,243.56,242.81,243.68,248.01,247.09,243.49,244.56,240.54,242.16,242.80,239.64
2001-02-04 22:03:50+00:00,L7,320.99,326.39,325.00,318.46,316.92,316.91,311.73,304.70,293.77,295.08,291.99,285.51,280.62,283.39,282.72,284.48,281.76,280.43,277.26,278.18,273.29,273.57,268.10,267.49,266.13,263.45,265.20,261.74,264.07,260.73,263.80,267.96,275.03,278.10,279.74,281.73,280.66,283.72,278.44,282.29,281.29,281.27,279.67,281.01,282.92,281.25,278.99,277.00,275.33,273.24,275.96,271.07,274.60,271.84,277.08,271.14,273.82,268.37,270.83,263.52,267.37,264.76,263.19,256.54,251.42,250.64,254.90,258.05,259.84,262.06
2001-02-13 21:57:39+00:00,L7,421.07,407.76,400.16,384.95,369.79,359.74,352.61,350.33,342.14,332.31,327.74,318.14,314.30,315.98,315.46,320.56,317.69,313.72,311.86,311.24,306.97,302.36,296.51,300.33,296.70,299.69,295.28,293.86,293.35,284.99,290.94,291.85,303.40,307.26,308.45,,,,,,,,,,,,,,,,,,309.29,313.40,308.75,314.05,306.26,301.71,304.89,299.36,297.57,299.56,299.26,291.30,267.92,271.07,296.17,299.72,292.93,288.34
2001-02-20 22:03:48+00:00,L7,251.59,254.81,254.03,246.13,252.90,252.09,251.20,241.32,243.28,241.73,239.02,235.62,236.20,236.90,231.53,232.18,227.97,232.06,221.77,231.80,220.30,224.88,218.33,225.16,218.52,225.35,221.27,224.98,220.36,221.73,224.97,225.61,232.53,235.70,239.67,237.05,238.22,238.91,238.28,238.76,235.00,244.39,243.54,240.36,241.75,233.86,241.17,236.11,237.45,236.76,235.95,234.02,231.94,232.75,230.15,230.15,230.00,231.62,230.10,229.28,230.44,233.71,238.00,234.51,239.03,235.33,235.93,232.02,234.41,230.06
2001-03-08 22:03:44+00:00,L7,224.07,225.10,223.03,223.49,221.94,226.56,218.86,220.14,217.02,214.20,218.31,221.65,231.88,239.47,250.25,218.36,216.89,317.49,,216.31,210.12,207.04,202.77,201.97,208.09,200.47,206.19,200.01,207.45,200.07,212.51,208.90,220.09,219.54,224.81,225.33,225.86,226.12,227.03,226.88,227.57,226.69,225.74,223.27,221.77,219.94,221.39,215.62,222.76,217.53,222.76,215.44,224.23,219.22,223.27,,,,,,,,,,,,,,,
2001-05-20 21:57:04+00:00,L7,257.08,256.31,254.29,255.23,254.59,256.06,246.96,247.88,249.01,240.16,243.22,238.17,238.36,237.64,237.31,242.07,240.58,243.04,234.87,242.87,233.70,238.90,231.84,235.02,231.40,229.72,,,,,,,,,,249.67,250.23,243.44,252.36,242.90,,,,250.30,251.19,249.15,246.60,244.30,245.94,243.62,,,,,,245.57,247.20,250.18,244.90,243.24,,,249.35,251.61,252.94,248.22,245.30,243.80,240.53,248.68
2001-05-27 22:03:12+00:00,L7,,,,,,,,,,,,,,303.26,303.16,298.35,297.08,300.94,294.59,298.58,296.24,291.64,286.64,289.37,294.26,286.82,,,,,,,,,,301.91,303.68,306.48,304.58,,,,,305.12,300.17,302.19,302.44,304.12,302.52,304.51,,,,,,,,290.18,290.65,286.93,,,282.90,281.19,267.82,273.55,275.05,292.60,294.92,293.15
2001-06-05 21:56:52+00:00,L7,247.99,251.93,257.07,248.92,255.15,253.00,248.10,247.64,246.65,245.98,237.24,241.72,238.22,239.23,241.78,234.74,237.48,238.13,236.16,240.00,233.18,238.90,231.34,234.16,232.03,230.34,,,,,,,,,,,,244.85,256.31,249.51,,,,253.61,248.29,250.62,246.84,246.53,243.46,240.39,,,,,,,,241.86,238.80,240.66,,,250.20,255.84,252.55,245.75,247.80,243.90,238.02,240.17
2001-06-21 21:56:41+00:00,L7,229.89,234.47,235.68,234.23,242.54,238.74,231.24,230.17,235.62,225.79,225.18,219.59,224.62,216.77,228.23,225.44,227.54,220.51,217.99,216.05,210.91,214.21,212.82,210.58,219.77,211.43,222.80,214.98,214.61,216.97,,,230.76,236.96,231.60,233.55,233.19,235.90,233.46,237.93,236.54,243.55,230.74,235.36,223.24,228.07,222.55,218.85,224.99,219.88,234.28,224.48,229.94,227.84,224.68,225.01,225.18,217.53,227.70,220.31,231.38,227.89,229.58,234.51,234.67,238.47,,231.12,,
2001-06-28 22:02:45+00:00,L7,449.13,448.87,436.54,430.95,431.18,420.46,420.16,413.60,407.36,401.47,373.26,,371.37,366.84,365.84,359.74,351.98,358.08,363.39,355.46,356.32,351.14,349.14,345.41,338.02,345.03,,,,,,,,,,,348.45,348.73,356.91,,,,,351.16,347.13,350.86,338.23,353.11,346.01,349.09,,,,,,,,350.76,348.43,339.68,,,330.13,334.90,322.12,327.57,324.36,322.57,,
2001-07-07 21:56:36+00:00,L7,263.73,267.35,271.03,267.53,269.02,267.59,268.90,262.57,258.05,259.17,254.30,253.41,244.97,248.40,246.82,253.43,253.44,252.94,254.66,247.61,245.85,241.51,238.24,241.61,239.87,241.84,,,,,,,,,,,,261.03,260.06,260.68,,,,256.35,255.81,255.30,251.20,258.83,252.77,259.59,251.39,,,,,,,255.07,247.03,253.08,,,255.62,256.78,255.73,250.21,252.22,251.99,255.50,250.40
2001-07-14 22:02:45+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,64.68,,,,,,,,,,350.14,354.04,351.26,354.38,,,,352.49,351.96,349.82,348.85,344.12,347.49,341.45,,,,,,345.65,346.01,342.08,342.67,339.96,,,334.25,330.11,332.23,324.58,319.51,320.81,315.52,307.63
2001-08-15 22:02:14+00:00,L7,,,,,,,324.65,312.23,312.15,308.63,300.48,295.18,291.10,291.27,292.53,292.29,289.28,289.15,288.65,284.82,285.11,280.59,281.41,280.37,281.71,280.01,279.21,281.79,279.05,279.42,279.50,286.55,289.85,290.23,293.33,295.93,294.95,296.85,294.96,293.78,295.74,292.43,292.55,297.82,293.39,294.58,296.17,290.44,292.40,292.74,291.56,293.58,296.58,291.55,292.52,285.31,290.14,285.63,286.23,294.80,294.92,274.54,290.71,290.11,289.77,290.12,290.56,290.88,285.69,272.68
