dates,satname,nzd0575-0000,nzd0575-0001,nzd0575-0002,nzd0575-0003,nzd0575-0004,nzd0575-0005,nzd0575-0006,nzd0575-0007,nzd0575-0008,nzd0575-0009,nzd0575-0010,nzd0575-0011,nzd0575-0012,nzd0575-0013,nzd0575-0014,nzd0575-0015,nzd0575-0016,nzd0575-0017,nzd0575-0018,nzd0575-0019,nzd0575-0020,nzd0575-0021,nzd0575-0022,nzd0575-0023,nzd0575-0024,nzd0575-0025,nzd0575-0026,nzd0575-0027,nzd0575-0028,nzd0575-0029,nzd0575-0030,nzd0575-0031,nzd0575-0032,nzd0575-0033,nzd0575-0034,nzd0575-0035,nzd0575-0036,nzd0575-0037,nzd0575-0038,nzd0575-0039,nzd0575-0040,nzd0575-0041,nzd0575-0042,nzd0575-0043,nzd0575-0044,nzd0575-0045,nzd0575-0046,nzd0575-0047,nzd0575-0048,nzd0575-0049,nzd0575-0050,nzd0575-0051,nzd0575-0052,nzd0575-0053,nzd0575-0054,nzd0575-0055,nzd0575-0056,nzd0575-0057,nzd0575-0058,nzd0575-0059,nzd0575-0060,nzd0575-0061,nzd0575-0062,nzd0575-0063,nzd0575-0064,nzd0575-0065,nzd0575-0066,nzd0575-0067,nzd0575-0068,nzd0575-0069
1999-07-02 21:59:57+00:00,L7,,,,,,,,,,,,,,,,,,,251.20,219.16,222.97,214.86,206.55,210.08,190.19,,,63.95,,-46.02,,,,,,,,,,,,,,229.80,219.89,225.82,237.52,242.18,241.26,240.07,228.12,,,,,,,,221.63,230.35,232.19,236.30,233.01,230.03,236.30,239.13,233.58,229.19,234.06,233.57
1999-07-25 22:06:15+00:00,L7,280.51,277.65,280.50,272.95,271.73,264.53,261.31,259.84,252.50,254.28,254.81,250.02,242.08,246.78,246.28,249.37,249.45,248.73,246.27,247.26,244.33,240.61,238.62,236.43,239.13,237.90,236.40,235.01,238.67,233.76,241.97,246.13,253.01,260.12,260.58,258.97,261.78,260.84,259.75,255.69,258.39,258.18,257.49,257.19,253.06,254.85,251.81,252.26,250.82,251.52,251.71,254.76,252.75,253.47,252.51,250.78,251.47,247.83,245.16,246.19,242.49,245.70,241.97,246.16,,,,,238.95,243.11
1999-08-26 22:06:20+00:00,L7,243.22,237.73,239.91,235.30,238.42,231.24,234.04,227.62,229.00,225.74,228.00,221.29,220.06,216.80,226.57,224.76,225.24,223.83,220.71,226.74,217.42,222.91,209.14,216.48,210.37,210.23,209.42,211.67,210.41,210.98,216.30,219.63,223.72,229.28,232.57,230.16,232.07,232.68,232.76,232.25,227.64,231.52,225.18,236.91,223.43,230.37,222.07,233.15,220.61,233.86,227.09,230.00,224.13,224.84,224.05,222.94,221.14,217.65,221.12,216.40,223.36,222.19,222.42,222.87,232.75,234.77,231.28,221.55,224.49,220.95
1999-09-20 22:00:08+00:00,L7,403.25,393.18,366.17,353.30,346.15,336.15,327.76,319.04,317.45,310.92,308.66,305.94,301.84,301.54,299.61,297.45,296.34,293.04,295.04,289.22,292.05,288.05,287.37,288.66,285.12,282.33,277.85,279.90,279.15,279.04,285.80,291.76,298.74,303.14,300.46,304.55,302.72,305.49,299.35,300.57,299.07,297.74,300.88,296.89,302.32,294.67,295.75,294.37,288.95,293.93,294.89,292.08,291.49,290.10,290.07,287.95,284.34,285.74,283.79,280.91,275.79,282.33,286.13,277.36,277.04,267.34,258.15,280.25,286.63,287.69
1999-09-27 22:06:24+00:00,L7,238.18,235.98,237.71,231.94,237.29,245.36,241.99,224.04,224.99,224.13,226.55,219.97,217.73,215.13,222.23,220.85,222.29,220.07,219.64,217.20,211.53,214.85,207.83,213.59,207.67,213.24,206.49,215.45,207.49,216.70,213.35,223.73,226.29,232.11,232.63,230.89,229.02,232.33,230.22,228.49,227.99,226.86,224.81,227.77,225.42,225.19,223.15,225.58,222.06,228.15,225.12,226.08,224.95,224.59,220.64,222.15,221.81,217.71,220.32,216.69,223.73,222.00,224.91,223.07,231.38,237.58,225.11,220.18,222.17,222.23
1999-10-22 22:00:04+00:00,L7,251.23,247.32,247.57,244.88,246.27,240.21,237.76,229.03,228.29,231.08,228.93,226.39,217.38,226.34,225.31,226.64,224.82,223.54,222.54,221.94,218.03,222.29,210.33,218.76,212.68,221.08,217.53,217.18,218.42,211.86,220.94,221.71,227.45,233.14,233.38,234.08,235.32,233.77,235.39,231.04,233.68,232.10,233.34,235.14,231.05,235.31,227.95,234.31,228.22,234.37,232.34,232.46,230.75,229.27,226.52,227.51,221.49,227.59,222.01,228.31,224.43,224.76,226.02,225.67,236.59,238.62,230.75,220.87,222.41,223.34
1999-11-07 22:00:08+00:00,L7,223.99,225.19,220.34,222.10,221.15,222.65,212.57,213.14,212.86,208.13,210.15,210.29,203.48,204.63,209.97,210.13,209.54,209.79,206.26,206.38,202.90,201.87,198.18,200.41,198.99,199.78,195.85,199.78,194.19,198.11,198.97,208.97,208.63,217.97,218.59,216.98,221.14,218.41,223.17,219.81,221.44,220.31,220.91,220.68,216.30,216.43,215.27,212.97,213.91,209.76,210.65,204.62,213.73,203.55,210.30,207.32,207.43,206.66,205.35,208.82,205.47,203.22,210.96,208.79,218.53,220.18,212.37,,,
1999-12-09 22:00:09+00:00,L7,234.19,233.74,230.07,230.38,229.97,229.46,221.63,221.74,221.91,223.11,219.72,217.40,216.66,211.35,219.42,216.53,218.35,216.20,217.08,215.78,215.88,207.47,213.00,202.87,209.77,205.50,204.03,206.08,202.92,210.62,205.58,219.64,220.37,229.05,227.18,229.07,229.55,228.61,228.94,227.12,227.87,226.64,226.06,224.14,226.70,221.40,225.76,217.54,222.24,217.48,224.37,218.54,220.88,228.01,225.32,232.31,216.42,206.55,215.42,210.75,215.64,211.69,218.47,215.35,225.68,222.73,221.85,217.17,209.37,218.47
1999-12-16 22:06:21+00:00,L7,,444.67,429.63,406.98,402.78,383.03,367.31,359.26,355.40,357.84,348.20,344.86,341.70,337.64,341.40,337.01,336.91,329.62,335.12,324.03,328.58,326.31,324.85,322.17,322.32,318.35,321.22,322.31,318.89,318.65,323.49,329.98,332.11,331.82,334.21,329.74,333.82,328.16,327.83,324.79,326.42,323.90,328.31,324.32,331.30,324.47,325.53,321.99,317.45,316.97,323.99,321.14,324.75,323.68,319.83,322.69,318.21,317.92,313.64,314.07,311.86,312.99,308.02,310.12,313.56,300.68,304.93,304.90,306.93,313.61
1999-12-25 22:00:04+00:00,L7,259.86,256.95,255.16,252.78,249.62,246.50,242.24,232.42,235.01,232.54,230.92,227.17,223.45,229.05,227.24,229.05,226.65,224.62,225.67,220.03,222.46,217.36,217.57,218.78,217.27,220.74,217.32,221.09,216.10,219.27,221.80,227.77,230.96,235.69,234.30,236.25,233.55,234.81,235.09,233.27,235.21,232.02,238.20,235.69,238.71,234.48,235.74,235.08,232.61,235.58,231.68,233.01,232.07,230.28,229.05,225.08,226.09,224.76,222.05,228.20,226.63,229.74,229.04,235.83,236.57,237.33,229.17,221.15,224.43,220.44
2000-01-17 22:06:11+00:00,L7,306.36,317.64,317.41,310.34,312.53,303.55,296.78,285.52,285.02,279.59,281.13,274.46,270.11,272.35,271.87,272.15,266.03,268.57,260.79,265.12,260.95,260.14,256.46,257.99,258.97,256.06,253.28,253.94,249.81,251.09,252.39,258.39,262.02,267.34,267.33,268.40,268.25,270.82,264.70,266.47,261.63,263.88,262.16,264.49,264.13,266.06,263.14,265.42,260.36,264.58,262.82,262.41,262.71,259.23,257.98,256.20,256.40,252.06,253.94,250.39,250.31,257.85,259.37,258.25,252.23,250.71,247.97,247.47,241.16,254.79
2000-01-26 22:00:02+00:00,L7,429.92,424.61,406.25,384.38,379.94,367.20,353.24,346.00,343.04,339.58,333.45,329.33,322.55,324.75,323.24,323.45,318.71,321.07,318.76,319.14,312.44,313.01,307.91,309.36,307.21,302.45,307.31,302.16,303.10,305.05,308.62,311.29,315.89,320.06,321.55,319.25,321.54,321.43,320.38,315.97,317.77,315.72,315.31,317.50,316.35,314.34,310.76,310.04,311.51,305.06,308.33,307.23,310.64,310.51,307.47,304.77,301.22,298.88,297.40,296.69,302.16,302.47,299.55,295.82,299.90,294.05,300.97,295.64,295.38,302.91
2000-02-11 21:59:57+00:00,L7,441.10,431.71,414.50,402.75,388.71,382.41,364.80,356.88,353.07,344.93,345.52,336.23,330.37,328.87,327.74,326.50,325.37,323.07,325.43,317.96,318.27,314.72,310.31,311.56,308.98,309.68,312.32,312.46,310.74,309.32,309.37,316.11,318.70,323.07,318.00,317.54,319.78,320.53,323.23,319.42,318.66,317.16,317.89,316.70,318.88,317.30,311.92,311.73,311.40,313.21,310.40,312.33,315.37,314.51,312.09,309.62,303.62,298.79,301.74,299.77,305.26,308.08,301.74,306.29,291.11,292.19,292.27,303.93,305.10,301.05
2000-02-18 22:06:05+00:00,L7,218.81,220.79,220.70,221.12,224.93,223.40,221.25,207.99,212.49,206.71,211.91,205.42,205.66,204.22,204.26,204.27,206.97,203.81,206.79,202.86,204.58,199.82,199.22,197.12,197.07,197.35,195.69,196.91,195.41,194.50,199.04,203.50,206.25,210.64,209.99,214.64,217.16,215.64,217.25,216.16,218.38,219.91,221.77,219.89,218.06,216.00,214.60,217.39,210.18,212.05,209.72,212.03,207.72,210.65,207.63,210.68,207.22,209.50,208.50,210.53,210.40,209.41,217.69,217.61,216.72,211.15,212.45,206.70,209.14,206.51
2000-02-27 21:59:52+00:00,L7,436.40,425.89,410.92,401.00,388.97,379.47,357.86,352.35,347.11,340.40,338.88,328.31,326.96,326.42,326.65,328.61,325.51,324.31,319.74,319.36,314.88,316.30,315.25,312.10,311.71,307.29,312.52,310.44,309.92,311.83,314.54,318.88,324.60,326.58,324.89,323.35,324.43,325.20,321.66,319.78,317.80,318.81,317.82,320.51,319.46,321.60,313.51,311.73,313.39,309.94,311.51,308.56,313.59,308.65,311.73,311.09,303.37,302.85,303.62,304.56,308.45,303.42,305.77,305.36,299.97,289.00,289.11,302.33,305.49,309.13
2000-03-05 22:06:00+00:00,L7,225.16,226.17,227.43,225.41,223.79,227.55,216.68,217.02,215.92,222.45,214.43,217.42,208.55,212.53,207.89,216.11,213.77,215.66,210.86,215.06,212.68,206.86,206.22,202.09,215.93,219.58,,317.24,,,,269.23,225.42,226.83,228.09,225.56,230.59,228.67,229.34,226.05,228.11,230.24,231.95,,,222.93,219.42,219.37,221.15,219.93,221.89,223.70,220.06,223.91,219.23,222.86,220.55,217.79,211.93,216.14,208.79,216.94,214.67,218.99,217.19,226.58,213.13,215.17,208.37,221.37
2000-03-21 22:06:01+00:00,L7,230.78,237.01,235.20,235.13,240.08,239.73,236.15,230.68,227.76,229.23,229.48,226.80,218.17,225.58,224.17,227.95,227.27,225.92,220.85,224.77,215.51,223.67,213.80,221.81,214.04,221.61,217.12,219.44,215.92,219.22,221.99,226.43,230.06,234.30,232.11,235.09,234.10,236.43,233.33,236.87,231.75,236.35,232.51,241.81,232.66,240.49,227.64,237.68,227.30,233.70,227.38,231.28,226.05,228.74,228.92,221.78,226.15,219.19,224.69,218.19,227.46,221.19,229.07,229.04,232.19,229.13,230.60,224.48,226.37,226.96
2000-03-30 21:59:45+00:00,L7,339.38,335.47,326.18,323.19,324.07,321.90,309.49,300.07,299.64,296.84,296.30,291.61,282.73,283.72,287.72,286.50,282.71,280.33,279.14,279.73,272.45,273.35,265.87,268.97,265.57,262.36,260.90,260.57,259.67,262.11,268.44,271.05,279.28,282.00,284.13,283.22,284.49,283.75,283.14,281.42,277.63,279.07,279.19,282.53,278.19,280.06,280.59,280.17,276.72,275.53,273.68,272.82,272.66,268.48,273.09,267.09,268.18,260.77,263.08,263.71,269.84,269.49,273.34,273.59,271.13,265.60,263.94,253.07,284.74,280.83
2000-05-01 21:59:30+00:00,L7,260.39,265.73,264.69,266.74,265.82,265.61,260.68,253.67,253.16,251.79,255.65,252.43,243.27,245.81,243.86,248.35,248.01,246.46,243.81,243.16,240.83,238.34,237.68,235.99,233.34,235.15,233.70,236.60,232.29,233.90,235.06,245.32,249.22,255.55,257.17,257.22,258.39,257.86,255.14,255.47,255.74,255.65,254.59,255.55,253.78,253.06,250.27,251.63,243.47,248.80,244.03,249.32,246.22,249.54,249.12,244.97,248.23,243.16,247.30,244.50,243.11,247.06,247.61,251.41,249.93,253.16,247.17,245.45,243.60,240.69
2000-05-08 22:05:33+00:00,L7,406.58,388.27,374.72,368.23,346.24,335.63,336.18,326.03,324.38,314.84,317.32,307.99,302.90,305.37,307.55,303.35,304.49,303.22,303.79,301.91,302.02,295.90,299.08,298.75,294.93,289.67,288.99,290.44,289.30,294.50,294.91,298.14,,,,,314.53,312.36,311.18,314.78,308.03,303.23,303.65,299.24,303.09,302.44,297.71,302.91,301.39,300.80,,,,,300.52,288.57,293.31,292.18,289.61,284.44,289.28,284.81,288.65,290.36,284.88,277.42,270.21,285.07,288.69,294.14
2000-05-24 22:05:22+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.58,,,317.27,322.67,323.73,322.14,319.43,,,,322.63,319.96,319.02,315.09,318.22,316.80,317.94,310.28,,,315.44,310.85,309.37,304.59,308.93,307.82,305.35,299.59,303.60,302.37,295.38,287.12,283.94,271.58,266.74,312.19,306.48
2000-06-18 21:59:03+00:00,L7,258.17,261.94,262.54,258.62,261.09,261.05,258.45,250.55,250.85,247.53,242.28,243.86,241.29,240.20,240.45,243.60,241.09,241.37,243.58,238.13,240.69,236.26,234.83,232.21,232.84,232.38,231.14,,,,235.96,238.51,,,256.72,255.20,267.69,266.56,260.64,247.14,,,,255.36,252.08,249.83,247.23,244.36,243.17,246.85,240.59,,,247.46,240.40,245.47,243.33,241.96,242.19,240.96,240.04,244.37,243.35,250.09,251.50,253.61,248.05,250.01,245.98,244.09
2000-07-04 21:58:50+00:00,L7,298.42,297.37,297.03,293.06,296.29,284.86,281.19,276.03,269.33,271.81,267.32,260.69,257.04,260.66,260.52,264.65,260.18,261.63,253.66,254.54,250.14,252.23,248.83,249.80,249.65,247.86,248.68,,,,250.76,255.09,,,,,266.39,263.42,266.37,263.70,,,,263.78,268.33,265.25,262.79,264.39,259.22,263.94,262.09,,,,,258.16,255.10,258.38,253.83,253.95,257.70,261.64,263.30,259.45,261.57,257.86,250.28,247.23,250.61,254.09
2000-08-05 21:58:20+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.86,324.99,326.26,,,321.17,331.03,329.59,332.78,338.65,327.32,333.01,326.67,330.36,329.44,326.83,318.59,322.61,319.83,321.83,319.75,321.25,321.22,324.37,313.42,315.02,304.41,,327.82,320.49,309.25,315.50,311.97,309.86,303.37,322.48,317.46,320.21,315.53,314.78
2000-08-12 22:04:29+00:00,L7,259.91,262.17,261.49,259.19,260.31,256.45,250.55,249.03,249.86,245.74,244.35,241.68,239.13,240.48,237.37,241.04,236.84,240.91,230.83,239.74,235.71,237.94,230.69,234.74,234.78,230.82,231.77,227.35,232.84,228.11,231.34,233.42,241.13,242.42,244.86,249.42,250.72,253.98,245.21,255.17,,,,249.65,244.29,249.35,243.15,244.01,242.95,241.44,239.72,238.91,243.86,239.45,243.87,241.71,242.84,239.17,241.60,241.78,242.09,242.13,238.91,247.24,246.75,248.33,238.72,244.23,238.42,241.95
2000-10-24 21:57:29+00:00,L7,256.36,259.07,257.17,254.14,257.36,257.90,249.65,243.47,240.00,237.87,232.38,233.59,230.94,233.25,233.76,230.57,232.69,227.40,230.46,226.57,225.28,225.35,222.38,223.60,221.77,224.31,222.33,223.37,220.52,219.60,222.95,225.42,229.69,233.85,234.89,237.65,233.88,236.54,236.86,233.53,234.26,232.24,237.56,237.10,238.20,230.83,233.16,234.66,233.19,234.52,231.93,232.83,231.25,228.63,231.11,228.57,229.78,229.86,228.59,229.14,228.87,233.30,229.80,228.98,234.77,231.43,231.53,229.67,231.91,226.76
2000-10-31 22:03:46+00:00,L7,281.56,278.50,282.59,273.77,275.57,270.57,270.96,259.39,254.18,252.98,252.73,249.52,240.33,244.33,242.19,247.48,242.85,246.47,241.58,239.21,234.09,235.21,233.92,232.78,232.91,231.63,233.51,230.66,232.71,229.30,235.45,233.80,243.82,243.74,251.29,251.17,253.43,251.06,253.36,251.63,252.22,251.75,253.10,253.16,251.84,251.91,248.93,247.54,247.02,248.36,248.38,246.08,249.82,240.04,244.98,240.74,242.70,240.19,239.15,240.69,240.74,243.83,245.31,250.62,249.81,248.24,243.69,245.80,240.10,239.79
2000-11-09 21:57:33+00:00,L7,249.28,246.23,245.28,241.33,244.55,243.08,242.30,235.90,229.39,232.23,228.13,221.71,224.23,225.47,228.27,226.05,227.87,225.37,220.28,222.60,215.92,222.63,222.07,216.85,221.74,211.27,218.93,211.08,216.73,216.67,217.71,224.02,226.81,231.74,232.10,233.01,232.54,233.21,232.28,233.13,228.72,233.51,229.21,236.08,229.85,228.87,231.54,226.36,233.01,222.82,232.48,228.98,230.11,227.94,226.70,242.09,240.53,234.91,214.99,225.28,225.66,223.33,227.37,225.49,227.57,229.33,228.75,226.76,223.30,223.22
2000-11-25 21:57:34+00:00,L7,220.55,224.26,216.67,222.93,221.09,224.19,218.17,219.39,218.14,208.74,216.53,210.90,208.82,210.09,209.12,212.65,210.93,212.40,209.05,211.08,205.24,207.07,202.79,204.64,199.47,207.63,195.87,202.19,197.66,199.68,203.01,203.81,216.00,209.12,219.15,214.55,221.31,219.71,220.46,222.60,219.28,223.69,221.12,221.99,218.90,217.59,214.45,213.84,209.94,215.45,210.00,215.66,209.35,214.81,211.69,210.95,213.07,209.88,209.49,209.11,207.58,211.04,212.41,216.95,217.59,217.22,213.81,214.45,211.33,211.37
