dates,nzd0575-0000,nzd0575-0001,nzd0575-0002,nzd0575-0003,nzd0575-0004,nzd0575-0005,nzd0575-0006,nzd0575-0007,nzd0575-0008,nzd0575-0009,nzd0575-0010,nzd0575-0011,nzd0575-0012,nzd0575-0013,nzd0575-0014,nzd0575-0015,nzd0575-0016,nzd0575-0017,nzd0575-0018,nzd0575-0019,nzd0575-0020,nzd0575-0021,nzd0575-0022,nzd0575-0023,nzd0575-0024,nzd0575-0025,nzd0575-0026,nzd0575-0027,nzd0575-0028,nzd0575-0029,nzd0575-0030,nzd0575-0031,nzd0575-0032,nzd0575-0033,nzd0575-0034,nzd0575-0035,nzd0575-0036,nzd0575-0037,nzd0575-0038,nzd0575-0039,nzd0575-0040,nzd0575-0041,nzd0575-0042,nzd0575-0043,nzd0575-0044,nzd0575-0045,nzd0575-0046,nzd0575-0047,nzd0575-0048,nzd0575-0049,nzd0575-0050,nzd0575-0051,nzd0575-0052,nzd0575-0053,nzd0575-0054,nzd0575-0055,nzd0575-0056,nzd0575-0057,nzd0575-0058,nzd0575-0059,nzd0575-0060,nzd0575-0061,nzd0575-0062,nzd0575-0063,nzd0575-0064,nzd0575-0065,nzd0575-0066,nzd0575-0067,nzd0575-0068,nzd0575-0069,satname
2007-05-28 22:03:40+00:00,296.14,311.16,312.74,308.25,313.79,312.08,310.89,306.01,304.23,319.97,,,,,,,,,,,,,,,,,277.21,270.22,271.93,274.04,270.15,275.28,278.74,290.34,283.72,285.90,284.45,284.25,284.04,282.46,282.13,285.09,293.66,282.22,287.93,285.59,286.08,287.05,284.23,284.82,284.28,,,280.25,280.74,279.59,275.52,274.42,280.02,275.37,273.62,272.76,272.58,268.94,274.23,275.45,287.10,297.40,,,L7
2007-08-25 21:57:11+00:00,301.43,310.82,317.53,322.36,315.60,306.38,304.37,293.06,297.07,301.89,300.27,290.52,287.82,285.78,286.44,284.90,286.62,285.89,285.18,286.38,283.42,282.94,,,,,,,,,,,,,,,,,,,,,,,,,,,289.67,288.24,285.30,288.09,284.14,284.68,284.22,284.00,280.64,278.11,280.55,279.81,278.84,278.85,275.32,278.87,284.11,289.17,291.25,288.15,282.64,265.54,L7
2007-09-09 22:06:33+00:00,294.04,302.07,309.30,314.39,315.05,304.52,306.27,292.96,289.47,302.02,295.64,287.31,281.67,281.84,282.67,298.24,293.06,285.64,275.97,281.66,275.97,275.71,274.08,271.99,271.85,264.16,271.62,262.16,263.32,267.21,266.25,269.47,271.99,276.23,278.45,282.48,277.47,284.69,281.40,285.46,280.94,286.43,285.17,283.95,280.83,280.78,283.70,281.08,283.04,280.36,284.50,276.67,282.34,276.24,281.66,273.62,273.57,269.34,276.97,274.01,269.13,270.22,267.90,273.16,277.57,287.84,290.04,293.24,276.34,275.49,L5
2007-09-26 21:56:59+00:00,,348.17,354.32,362.04,367.16,340.22,341.80,319.16,312.58,336.32,327.08,308.62,302.82,305.83,305.45,306.16,305.35,303.66,301.69,306.02,297.59,302.18,291.32,301.55,294.66,284.61,294.18,280.37,281.83,294.69,,,,,,,,,,,,,,,,,,,,,,,,,,,282.37,285.50,295.07,285.04,286.18,285.18,284.51,284.23,290.61,296.77,297.77,302.61,285.98,276.58,L7
2007-10-12 21:56:59+00:00,316.32,321.48,332.40,335.91,347.37,320.56,320.29,298.10,302.25,323.47,,,,,,,,,,,,,,,,,,,,,,,,,281.76,281.26,280.31,281.82,282.42,280.35,281.88,279.85,280.03,282.35,276.43,279.64,276.14,286.04,281.30,283.83,283.61,283.85,281.97,280.70,280.30,274.13,272.46,265.58,280.84,265.69,271.24,268.50,270.07,271.38,276.33,283.48,281.38,287.30,268.47,263.82,L7
2007-10-19 22:03:15+00:00,,339.15,334.40,325.03,315.87,339.76,341.93,330.12,320.22,303.06,302.37,300.22,297.38,292.23,289.90,289.79,289.36,287.73,287.73,284.65,285.15,278.55,280.61,274.78,277.79,276.80,274.52,278.40,275.72,271.40,279.12,285.08,288.98,290.78,287.22,290.17,292.08,295.69,294.85,296.71,,,,,,,,,,,,,,,,,,284.62,280.12,284.17,280.97,278.36,273.67,273.99,269.78,278.64,283.18,278.01,266.27,250.78,L7
2007-10-28 21:57:10+00:00,318.51,339.89,352.87,349.31,350.55,325.92,317.47,296.16,304.16,,,,,,,,,,,,,,,,,,,,,,,,276.61,278.88,279.82,280.27,280.61,282.09,278.47,282.55,279.20,283.57,281.07,279.62,283.34,279.40,284.53,281.36,285.20,285.82,283.00,284.66,283.16,284.22,278.99,283.46,272.80,274.68,280.13,274.29,274.88,273.36,272.79,273.91,282.15,285.95,288.17,288.15,274.10,268.86,L7
2007-11-04 22:03:26+00:00,321.98,311.59,300.97,,300.89,321.35,330.62,,,,,,,,,,,,,,,,,,259.84,265.66,264.78,268.84,262.08,262.01,266.49,272.50,274.07,277.91,278.04,281.65,281.14,284.99,285.24,285.69,279.00,280.41,276.11,279.73,269.60,271.65,279.44,273.01,280.07,274.75,281.51,281.78,280.52,276.90,274.77,275.67,272.83,275.90,269.39,275.06,269.63,273.56,269.07,266.44,266.00,270.61,,,,,L7
2007-11-13 21:57:20+00:00,,321.98,,,,,,,,,,,,,,,,,263.35,261.55,261.02,257.51,258.82,255.23,255.93,250.73,254.02,248.56,247.84,251.26,250.43,251.78,257.22,261.79,260.81,264.90,260.20,266.71,263.13,268.02,266.73,266.30,267.84,264.11,267.64,264.13,269.05,267.78,264.47,267.95,265.37,268.78,267.21,265.21,268.22,266.25,265.15,260.07,289.44,259.57,,,,,,,,,,,L7
2007-12-06 22:03:40+00:00,,,,,291.53,283.31,,279.48,273.24,283.75,277.92,271.72,263.29,262.82,259.49,263.94,262.20,266.50,260.65,256.39,260.40,256.66,254.06,252.68,254.22,250.19,249.43,247.46,243.35,251.56,245.93,252.05,254.50,261.41,260.86,262.30,262.32,266.99,266.65,266.37,270.75,276.47,,,,,,,,,,,,,,,,,,,259.82,256.92,260.11,258.45,264.05,265.64,272.34,268.94,260.45,250.02,L7
2007-12-22 22:03:44+00:00,302.90,331.40,328.66,344.18,,,,,,,,,,,,,,,272.52,268.43,271.00,265.68,262.87,263.32,265.08,254.68,263.15,256.61,256.14,263.56,257.68,264.95,266.74,272.90,270.13,274.63,273.08,275.91,270.56,271.94,269.40,272.95,266.22,272.66,266.50,272.79,264.52,273.89,270.23,276.82,272.08,274.73,274.09,271.03,273.60,267.38,266.19,258.99,271.35,262.12,263.08,,,,,,,,,,L7
2007-12-31 21:57:34+00:00,,,,,,,338.40,334.02,317.42,298.23,293.48,298.20,291.45,290.51,288.29,288.00,288.91,288.01,283.22,281.48,280.50,275.95,276.41,269.87,272.30,277.09,268.74,277.03,271.42,269.00,276.80,282.24,285.73,289.87,290.94,290.58,291.18,291.71,292.18,292.61,291.35,291.60,289.23,287.42,289.56,285.90,284.23,284.33,300.05,,,,,,,,,,,,,,,,,,,,,,L7
2008-01-16 21:57:35+00:00,325.60,321.37,317.77,304.69,297.19,311.36,326.80,329.41,309.57,283.90,277.44,283.76,282.02,279.47,284.43,288.39,286.16,,,,,,,,,,,,,,,,,,,,,,,,,,279.92,277.07,278.90,276.72,274.44,272.29,274.81,277.07,278.41,272.41,277.74,272.37,272.37,268.66,272.80,273.60,270.17,271.91,270.03,270.86,262.85,259.46,259.33,265.80,270.00,261.82,256.42,239.42,L7
2008-01-23 22:03:45+00:00,,,,,,,317.90,297.85,300.17,313.32,315.41,290.56,294.95,286.08,296.75,290.07,294.22,292.00,287.79,291.49,282.54,288.77,275.81,272.43,284.02,263.87,281.85,262.45,268.33,276.71,272.17,271.54,277.35,281.76,282.39,284.03,282.98,286.15,284.54,286.73,286.08,282.69,285.21,279.48,282.27,279.04,283.00,,,,,,,,,,,,,,,,,274.99,274.04,284.34,283.73,284.84,264.26,259.15,L7
2008-02-16 22:03:57+00:00,285.60,270.95,267.73,277.54,281.26,289.90,294.29,,,,281.07,276.69,272.54,269.30,271.53,268.31,268.74,263.24,264.15,262.42,264.36,258.20,254.54,251.56,249.18,254.15,249.42,264.64,257.36,251.58,,265.08,262.51,267.30,265.53,270.09,270.86,272.75,270.62,271.84,271.85,270.62,268.35,268.41,268.64,269.37,266.18,271.03,269.65,269.88,272.64,270.80,266.70,277.56,262.94,264.08,259.46,260.00,256.94,258.36,257.86,255.50,256.65,259.73,263.62,263.35,272.88,270.63,260.19,246.10,L5
2008-02-24 22:03:38+00:00,,,304.51,296.99,297.25,291.80,294.46,290.80,286.09,,,,,,,,,,,,,,,,,,261.87,257.52,258.22,260.95,253.25,258.80,258.84,267.42,263.52,267.97,263.97,268.77,270.28,,,,,,,,,,,,,,,,,,262.10,260.31,263.99,261.65,260.47,258.89,262.35,261.37,266.90,272.25,280.24,275.41,259.80,252.55,L7
2008-02-25 21:57:37+00:00,318.39,303.85,295.00,288.91,288.30,299.50,301.36,296.76,292.93,293.51,287.49,280.07,271.60,273.89,274.79,274.97,274.68,274.93,269.21,270.27,265.48,266.99,262.55,264.59,263.88,261.67,262.78,258.85,258.14,255.83,255.94,260.84,267.01,268.70,269.24,270.13,272.75,274.04,272.97,274.04,267.67,270.24,271.10,270.46,272.22,271.05,273.86,275.05,275.46,276.11,275.27,275.29,273.50,273.09,273.86,270.67,271.46,270.23,276.36,268.34,270.08,269.25,267.55,264.12,269.78,275.45,285.02,272.85,259.50,256.96,L5
2008-03-03 22:03:39+00:00,304.93,298.47,290.66,286.81,288.86,292.43,298.12,295.48,294.75,288.29,285.97,276.32,272.81,273.33,269.74,273.02,271.96,273.07,277.13,274.86,270.63,260.55,256.60,252.28,252.43,250.03,253.14,251.39,248.19,249.16,250.39,254.59,262.85,264.35,267.50,264.16,269.73,268.38,269.87,266.06,266.24,267.50,270.85,266.25,267.19,267.13,269.65,270.00,269.24,273.13,271.09,270.66,268.83,267.77,263.83,264.50,261.23,263.09,262.29,260.50,262.60,261.92,260.57,257.77,264.80,268.88,278.79,267.64,256.06,248.68,L5
2008-03-04 21:57:24+00:00,,,,,,,,283.26,280.52,286.20,281.81,273.85,268.66,266.20,269.26,265.55,271.81,264.68,270.50,267.31,267.65,263.99,261.55,262.68,260.14,252.12,256.88,251.23,249.00,251.88,252.56,254.38,262.29,261.46,266.85,262.99,267.76,267.83,265.38,271.58,267.52,274.02,268.54,275.80,274.61,278.78,,,,,,,,,,,,,,,,,,,,,,271.49,258.94,250.58,L7
2008-03-11 22:03:32+00:00,307.61,302.00,294.24,295.29,293.31,300.20,301.21,302.43,295.83,292.46,,,,,,,,,,,,,,,,,,256.63,252.93,255.19,258.80,261.38,267.04,271.70,272.26,273.79,274.65,272.93,274.34,271.94,273.34,272.95,274.03,271.28,271.24,271.67,273.90,270.52,272.44,273.81,274.72,274.42,274.33,270.82,269.46,267.37,266.30,264.99,268.15,264.32,265.98,264.00,267.00,265.94,263.72,272.06,282.66,271.09,252.69,,L7
2008-04-12 22:03:32+00:00,,,338.52,336.13,333.02,,339.77,,,328.47,308.45,317.01,311.83,307.02,312.70,304.98,310.79,304.62,303.96,298.88,301.01,294.03,294.89,293.12,289.26,,286.29,,,,,,,,,,,,,,,,,,,,,294.42,296.92,297.70,294.45,294.93,287.54,294.97,285.11,286.69,288.71,291.71,290.66,295.87,286.69,283.71,282.87,281.44,281.46,291.84,290.91,275.67,271.20,261.21,L7
2008-05-07 21:57:16+00:00,347.32,342.29,337.06,330.28,330.38,308.88,314.44,306.52,,,,,,,,,,,,,,,,,,,,,,,,,280.59,281.12,286.02,281.95,290.95,283.00,288.43,289.76,285.44,289.38,284.11,292.93,289.93,292.65,288.43,289.48,288.94,291.29,284.87,288.05,290.65,283.32,288.98,288.84,283.13,281.53,288.53,282.93,277.46,275.08,282.70,277.67,283.93,292.26,298.17,292.38,274.93,,L7
2008-05-14 22:03:24+00:00,,,,,,,333.16,,,338.38,321.67,319.95,315.01,314.78,317.69,312.62,316.60,307.59,303.52,302.40,302.60,307.01,300.16,298.47,292.77,,,,,,,298.31,305.12,296.69,309.40,306.36,305.74,308.70,302.86,295.35,291.12,295.92,292.70,286.65,288.72,286.13,291.41,298.25,,,,,,,,,,,,,,,,,,302.38,303.96,288.63,275.35,272.67,L7
2008-05-30 22:03:17+00:00,,,,,,,,,,,,321.98,314.90,320.34,314.52,316.99,309.93,313.17,307.00,308.76,303.28,303.08,291.10,290.84,293.97,,289.87,,,,,302.19,306.72,307.14,309.67,309.25,304.22,305.96,313.47,303.68,299.58,303.33,295.18,295.00,294.77,295.84,294.44,291.54,290.98,297.18,291.37,,,,283.65,282.16,,,,,,,,,,,,,,,L7
2008-06-08 21:57:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.49,287.50,276.15,277.47,283.40,284.91,288.77,294.23,289.26,300.29,299.02,290.86,290.75,289.16,272.24,283.06,281.42,280.09,279.85,274.75,257.55,275.69,275.25,289.53,300.14,302.52,291.35,275.56,273.63,L7
2008-06-15 22:03:08+00:00,310.81,307.00,298.74,,,301.96,,,,,,,,,,,,,285.07,,281.29,277.79,274.31,271.37,272.76,268.82,273.84,267.65,267.44,272.83,268.69,275.53,277.11,283.55,285.53,283.30,282.22,282.70,283.86,279.61,279.95,278.00,280.52,277.66,282.58,275.58,284.16,282.59,285.79,285.66,287.40,,,,,,,281.27,282.65,280.50,281.81,279.42,,,,,,,,,L7
2008-07-17 22:02:46+00:00,,338.24,332.75,342.25,,,,,,,,,,,,300.98,291.02,291.94,283.80,289.30,287.50,287.09,284.95,,,,,,,,,,,,,287.68,287.69,292.52,287.56,289.73,290.44,292.69,292.11,292.15,292.03,289.35,288.03,289.97,287.52,292.65,290.67,,,,,,281.44,283.31,288.43,279.99,282.03,,,,,,,,,,L7
2008-08-18 22:02:32+00:00,,,,,,317.46,319.87,303.73,306.71,318.70,315.66,299.48,293.86,296.63,295.58,290.31,296.59,290.27,298.28,290.90,292.06,282.01,284.72,281.00,282.75,272.02,,,,,271.86,,,,284.82,281.99,288.26,284.49,287.98,283.46,293.21,283.95,293.28,290.15,,,,,,,,,,,,,,,,,280.50,278.41,278.87,274.79,288.25,293.82,295.80,290.50,273.75,268.85,L7
2008-09-12 21:56:09+00:00,310.70,310.41,307.18,305.49,303.61,297.13,298.52,,,,,,,,,,,,,,,,,,,,,,,,250.57,254.45,260.03,259.59,269.80,264.19,271.29,271.86,271.28,271.10,271.22,272.74,271.24,273.23,271.98,272.02,270.41,272.01,268.11,271.22,269.44,268.01,270.35,271.46,272.97,270.49,269.56,266.37,266.49,263.41,264.46,263.76,264.90,264.54,271.48,277.86,285.67,,,,L7
2008-09-19 22:02:16+00:00,,,,,,,,,,,,,,,,,,,,,,,259.02,256.86,254.71,253.23,,,,,282.53,260.64,260.14,270.93,267.14,274.45,,,275.50,270.79,269.37,267.60,263.37,266.35,261.10,260.85,264.95,268.52,266.10,269.30,268.75,269.75,264.97,266.77,264.32,264.96,262.61,260.47,263.72,262.66,,,,,,,,,,,L7
2008-10-05 22:02:06+00:00,295.87,309.53,317.52,305.97,311.81,314.97,313.02,308.45,306.14,299.25,292.34,289.06,281.20,282.86,,,,,,,,,,,,,,,,,,,274.37,276.58,280.25,279.73,282.56,282.34,285.20,284.92,280.44,282.66,279.50,281.59,275.77,284.28,276.82,287.30,284.33,286.44,285.50,285.62,282.70,281.82,278.47,274.33,275.74,275.51,274.77,273.31,277.35,270.23,271.19,263.56,268.39,282.43,291.90,276.71,253.44,251.45,L7
2008-10-14 21:55:54+00:00,,,,,,,,,,,,,,,,,,293.31,291.73,288.96,284.02,285.94,277.75,278.55,280.69,264.46,278.81,260.18,267.56,273.97,268.65,270.93,274.30,283.09,280.41,286.08,281.42,284.22,286.67,285.08,286.36,285.63,283.28,285.52,279.47,287.28,280.12,284.72,279.21,285.43,284.93,286.37,283.99,280.31,282.46,279.99,270.21,274.04,279.34,277.52,,,,,,,,,,,L7
2009-01-01 21:58:07+00:00,294.11,308.36,305.22,301.78,298.82,294.68,290.19,283.69,291.75,289.13,279.17,277.72,268.93,269.69,273.66,268.92,270.71,267.67,271.86,265.16,265.43,264.43,261.87,260.32,258.75,255.98,254.86,252.45,254.29,255.73,256.96,260.09,265.80,274.77,272.96,272.96,278.07,278.40,278.21,276.63,277.80,271.52,275.94,271.18,271.04,270.72,271.62,271.09,272.38,273.32,268.65,269.86,270.43,274.74,267.58,268.98,265.58,266.35,265.13,266.07,263.14,263.64,262.67,260.78,265.12,275.55,278.46,268.38,247.51,242.12,L5
2009-01-10 21:52:10+00:00,340.73,338.67,341.50,334.99,345.45,319.48,318.98,302.34,300.39,327.98,314.55,291.45,283.39,286.89,283.07,289.89,285.34,288.45,283.86,284.08,278.97,279.42,274.24,276.13,272.47,261.11,275.21,258.63,262.06,270.32,263.74,260.67,270.51,276.34,271.44,280.67,279.29,285.59,284.03,283.19,283.09,285.46,283.20,282.94,279.81,277.41,274.69,272.48,275.96,272.09,277.09,270.02,276.71,269.81,274.88,270.08,265.09,262.80,275.39,262.40,268.59,265.48,269.44,263.65,272.81,284.78,282.79,276.07,253.30,259.66,L5
2009-01-25 22:03:09+00:00,,327.22,321.35,321.23,329.16,307.82,303.63,292.84,294.43,310.60,305.69,284.84,285.46,281.61,277.83,281.63,280.15,281.57,276.50,273.06,272.67,266.26,266.04,266.92,262.94,256.25,260.61,255.20,246.72,265.71,250.78,262.72,262.82,273.16,268.28,279.86,275.18,289.22,,,,,,,,,,,,,,,,,267.96,268.50,261.60,259.68,267.40,259.17,264.81,262.53,263.47,261.85,264.32,278.69,271.21,264.07,244.99,248.28,L7
2009-01-26 21:52:36+00:00,327.01,328.40,324.02,324.72,329.31,308.67,307.21,293.20,293.02,309.64,305.92,284.16,287.50,278.84,284.86,285.09,284.16,282.00,282.59,281.74,282.64,273.11,281.58,269.28,282.15,272.31,274.17,244.29,254.87,261.60,254.47,259.33,261.72,270.59,262.25,271.74,271.24,272.92,275.17,271.65,271.26,276.59,274.14,272.79,272.65,271.01,271.92,269.80,274.03,268.66,274.40,269.05,274.33,269.60,271.44,267.79,266.57,263.94,275.96,263.42,269.49,261.58,263.34,263.60,267.70,280.93,277.23,266.33,250.83,251.17,L5
2009-02-02 21:58:58+00:00,303.46,327.70,347.34,332.79,330.76,335.25,330.60,327.86,322.09,307.90,301.59,299.89,299.05,298.48,294.13,295.37,291.74,290.21,285.00,284.48,280.22,278.09,274.67,273.16,275.06,277.63,275.23,274.24,274.74,267.09,282.85,280.85,283.33,289.19,289.38,296.24,293.15,297.26,293.05,295.77,296.14,294.56,284.92,286.34,288.72,291.22,295.66,288.70,285.84,285.21,285.02,281.77,285.58,286.62,286.32,284.82,289.03,283.04,275.25,274.49,275.15,274.66,261.55,266.38,280.53,291.19,286.88,275.85,253.60,255.91,L5
2009-03-14 22:03:33+00:00,318.11,331.48,324.17,323.76,323.98,308.69,304.71,290.83,296.06,303.26,297.38,282.12,,,,,,,,,,,,,,,,,,259.41,256.11,262.05,265.14,271.95,273.30,275.45,278.14,277.76,277.12,274.55,277.80,275.88,276.71,276.65,275.28,274.30,272.53,274.75,271.88,274.55,267.91,274.66,268.60,273.62,271.13,274.43,269.20,268.20,268.47,263.82,264.25,260.51,264.38,259.63,270.62,274.48,276.42,267.41,255.55,,L7
2009-03-23 21:57:26+00:00,317.85,329.83,323.59,324.40,326.02,307.74,307.65,293.37,297.31,300.28,300.02,285.64,273.87,278.80,276.32,281.38,280.80,280.89,280.73,279.13,275.10,268.70,268.18,268.54,263.73,257.06,261.31,255.41,257.61,255.63,260.21,256.68,262.84,261.16,,,,,,,,,,,,,,,,,,,,,,,,,271.19,263.77,262.06,262.51,255.95,260.98,266.22,269.48,273.65,266.91,253.36,249.63,L7
2009-05-01 22:03:49+00:00,,,,,,,,,,,,,,,,306.57,300.72,301.20,294.61,293.91,292.07,287.76,281.53,281.52,284.57,285.09,281.11,,,,,285.64,292.77,299.71,303.96,296.26,302.27,303.52,309.28,305.46,299.60,300.90,300.90,300.35,301.52,301.51,296.50,295.09,301.89,298.05,300.33,,,,310.75,,,,,,,,,,,,,,,,L7
2009-06-02 22:03:51+00:00,,,,,,290.09,285.85,271.24,,,,,,,,,,,,331.33,321.19,321.07,328.42,302.75,295.32,292.86,309.26,,,,,,,,,,,,295.72,309.68,309.00,301.65,310.03,299.02,312.71,313.86,301.05,306.43,305.61,303.11,308.05,,,,,,,,275.69,279.06,,,257.25,253.92,250.44,,,,,,L7
2009-06-18 22:03:49+00:00,,,,,,,,,,,,,,,,,,305.63,300.23,304.92,287.99,296.26,289.14,281.49,284.43,277.70,274.98,273.43,278.64,274.14,282.09,283.79,287.35,286.11,294.32,287.04,294.87,296.62,299.00,304.60,298.87,299.63,296.48,291.73,296.16,296.69,294.70,297.48,296.12,293.29,294.45,,,,,285.49,285.79,295.58,290.61,285.15,,,277.62,,,,,,,,L7
2009-08-05 22:03:37+00:00,347.85,346.16,349.33,350.45,,327.05,318.67,309.06,311.07,,,,,,,297.81,312.78,314.00,,,,,,,,,,,,,,,,,,296.46,,294.61,292.24,295.97,294.39,295.38,292.53,297.35,293.59,294.10,293.11,289.58,293.78,289.98,299.11,288.64,299.08,293.84,297.52,288.30,288.80,286.20,290.27,283.31,283.15,281.16,285.22,287.58,292.62,297.87,297.73,286.67,268.81,262.29,L7
2009-08-30 21:57:24+00:00,,255.45,273.55,,,,,,,,,,,,,,,,,,,,,215.49,,211.65,,214.86,,,,,,,,,235.79,239.56,238.38,238.29,238.82,233.22,236.28,,,238.85,,,234.61,234.75,237.04,,,,,240.80,247.88,249.81,246.09,247.25,252.77,258.57,,,,,,,,,L7
2009-09-15 21:57:23+00:00,,271.56,284.29,,,,,,,,,,,,,,,,,,,,252.63,253.85,254.81,249.73,250.54,247.41,249.49,248.24,248.47,253.51,259.05,264.58,266.13,265.68,268.76,269.92,269.84,268.70,266.93,268.26,266.87,266.60,265.37,265.96,267.70,269.24,269.58,269.50,269.34,270.09,269.20,266.09,263.28,263.90,260.27,262.22,262.23,264.68,260.71,262.30,266.51,,,,,,,,L7
2009-10-24 22:03:42+00:00,329.34,306.33,300.45,304.54,297.06,303.41,297.22,305.51,309.10,,,,,,,,,,,,,,,,,,262.06,267.29,266.02,263.10,265.12,269.42,275.05,278.03,278.97,279.33,281.86,284.22,283.52,286.00,285.64,287.07,280.98,287.40,281.24,284.61,280.01,283.38,282.54,283.23,282.49,280.54,279.42,276.07,273.35,269.52,272.74,273.37,274.00,266.98,267.58,261.51,262.85,274.19,277.50,276.57,278.19,283.49,,,L7
2009-11-02 21:57:40+00:00,335.09,329.33,330.56,333.00,333.98,304.95,307.46,293.31,296.54,313.71,309.66,294.38,283.75,296.09,289.66,294.63,290.63,289.60,288.43,283.39,284.92,281.41,274.96,285.38,291.04,,,,,,,,,,,,,,,,,,,,,,,,,,,283.91,278.01,279.98,276.79,278.14,266.86,267.30,275.01,271.51,264.38,270.95,270.08,271.76,276.26,280.87,278.04,266.39,247.63,257.17,L7
2009-11-18 21:57:53+00:00,,,,,324.40,298.67,299.99,287.23,293.19,307.08,303.21,286.91,282.64,288.46,287.12,286.43,284.85,281.93,281.61,274.75,278.24,273.47,270.66,275.15,265.75,263.70,265.65,264.27,257.76,268.59,262.48,267.35,272.92,272.50,276.73,276.53,279.06,276.20,275.95,278.43,275.43,274.64,,,,,,,,,,,,,,,,,,,,,,,274.64,280.60,275.01,261.39,249.46,251.00,L7
2009-11-25 22:04:09+00:00,,,,,,,,,,,,,,,294.74,295.02,293.95,288.46,286.92,280.80,281.67,274.71,275.31,271.91,273.03,277.00,271.68,275.37,279.02,270.69,274.81,282.52,286.66,290.24,287.64,292.16,289.60,294.13,292.78,292.66,286.31,291.66,278.64,288.49,287.25,284.65,273.35,,266.66,278.88,287.43,286.94,286.53,284.38,283.91,284.73,286.93,297.42,,,,,,,,,,,,,L7
2009-12-04 21:58:04+00:00,322.03,320.11,321.95,316.65,320.66,293.73,301.30,281.90,303.80,,,,,,,,,,,,,,,,,,,,,,,,,275.15,273.03,274.90,275.53,276.71,274.90,275.32,274.72,276.07,274.66,270.40,278.25,273.30,279.32,272.95,279.61,278.39,278.85,276.72,277.19,276.45,270.26,275.72,262.49,271.99,268.69,269.95,269.95,272.15,268.68,267.32,275.27,278.63,275.28,266.74,251.11,256.91,L7
2009-12-20 21:58:19+00:00,284.66,285.37,,273.02,276.93,274.17,279.76,276.20,279.39,283.19,281.97,287.26,,,,,,,,,,,,,,,,,,,,,,,,,,270.80,269.24,266.13,268.41,268.79,268.98,266.41,266.57,266.52,264.53,265.84,268.27,269.81,270.97,270.93,269.98,268.70,266.98,265.86,261.94,263.23,261.75,262.49,259.03,261.98,261.18,263.60,267.12,269.03,267.46,261.53,246.48,243.29,L7
2010-01-05 21:58:36+00:00,346.10,319.21,318.82,307.73,311.55,313.48,309.57,306.91,307.05,297.80,294.35,289.87,287.75,288.46,285.19,291.84,288.44,289.30,285.43,280.82,285.02,282.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.66,278.79,278.72,279.82,280.93,273.62,276.65,267.24,275.10,278.10,264.91,264.17,261.85,265.26,258.46,280.89,280.05,279.23,276.00,256.56,253.09,L7
2010-01-29 21:58:05+00:00,352.91,351.10,343.87,340.28,340.17,315.32,317.33,298.75,305.16,325.84,321.95,300.16,300.10,295.30,301.53,299.84,300.95,297.18,298.30,303.99,303.49,298.51,276.12,274.32,281.36,261.42,278.45,260.12,265.60,274.78,264.67,272.27,272.04,281.93,273.61,282.59,280.12,284.79,288.04,287.39,286.17,290.82,288.21,288.60,288.42,287.72,292.28,287.65,291.11,286.09,294.38,285.61,290.81,285.55,287.69,284.63,280.86,270.52,288.50,270.46,278.00,271.67,276.79,280.62,280.33,289.10,284.03,276.99,260.33,257.26,L5
2010-02-05 22:04:17+00:00,349.09,327.09,319.63,315.40,323.02,329.94,319.46,309.67,307.82,294.66,284.91,292.48,291.99,290.23,287.75,287.19,278.40,282.62,283.36,278.03,274.96,268.83,270.72,267.53,263.31,265.67,264.46,272.01,268.77,263.87,275.03,286.00,301.77,293.69,293.51,283.44,287.37,,,,,,,,,308.28,291.30,286.72,281.87,285.35,280.49,277.83,275.31,276.74,276.80,277.53,275.51,280.14,277.92,281.51,274.82,281.08,278.77,286.71,288.00,288.05,284.64,278.55,255.65,257.75,L5
2010-02-06 21:59:03+00:00,349.91,329.45,316.98,316.08,323.86,330.25,310.24,309.20,308.67,300.25,304.00,,,,,,,,,,,,,,,,,,,,,,,,,,286.21,292.32,292.91,292.12,291.74,293.97,292.98,293.91,289.38,291.75,285.43,287.85,289.22,286.87,289.23,288.02,289.99,281.44,285.39,279.31,282.88,284.66,282.45,284.11,281.05,279.26,281.96,281.86,290.95,287.28,284.88,273.97,250.49,252.87,L7
2010-02-13 22:05:18+00:00,,,,,325.29,303.81,307.20,293.66,293.41,317.44,309.05,294.33,290.00,292.78,289.50,294.30,292.68,287.33,287.88,281.71,283.89,276.33,280.26,278.01,279.50,264.45,276.75,266.45,265.48,275.99,266.79,271.55,275.07,281.88,279.27,284.65,283.71,285.14,287.04,298.22,,,,,,,,,,,,,,,,,,,279.78,269.72,273.43,276.61,272.17,274.99,282.92,280.61,276.42,263.13,256.05,251.91,L7
2010-02-21 22:04:20+00:00,359.34,336.32,320.85,323.53,325.50,338.07,321.80,316.64,316.21,306.72,305.40,315.81,304.05,302.68,303.18,299.45,302.44,292.79,288.44,287.27,280.58,279.84,275.07,276.22,273.21,276.50,270.08,282.13,277.13,275.96,280.45,283.80,286.14,291.28,294.06,291.88,297.71,298.62,299.11,299.83,298.38,298.09,296.53,297.79,296.31,295.62,297.18,297.10,295.57,292.68,297.16,294.02,295.82,290.51,290.13,289.13,293.10,297.71,287.51,286.49,281.78,285.59,282.15,287.53,292.63,289.57,291.75,280.48,263.62,259.39,L5
