,dates,chi0516-0000,chi0516-0001,chi0516-0002,chi0516-0003,chi0516-0004,chi0516-0005,chi0516-0006,chi0516-0007,chi0516-0008,chi0516-0009,chi0516-0010,chi0516-0011,chi0516-0012,chi0516-0013,chi0516-0014,chi0516-0015,chi0516-0016,chi0516-0017,chi0516-0018,chi0516-0019,chi0516-0020,chi0516-0021
0,1985-01-25 14:06:27+00:00,252.21997341158763,254.7848051959657,250.36069538692155,247.83823425412615,241.07972957958376,234.7794588767938,223.19927043314874,232.76134482097572,213.4715449437369,222.96205086887812,228.89625353813045,223.05618517572043,,222.80749442192052,215.05856097081636,212.14874222687854,218.85339381453883,224.48879658464227,219.9609576718662,217.18200506514626,212.82674362782078,205.90765764869886
1,1986-01-12 14:03:30+00:00,282.38402316034814,286.891347971814,266.61831581481283,233.5951678524931,223.5631497327593,238.01690625459074,233.49878382028672,217.2722047183192,217.04585608256104,212.81470972112578,215.4445742254993,229.89456632879572,255.21402113673992,255.7899782702932,238.45720390530545,213.96652716788907,222.77436334573864,217.47324690269699,210.7191296726333,223.772667196548,217.5383630968873,211.78791720189727
2,1986-09-25 13:56:18+00:00,266.6320988423942,,231.30698773800316,238.92402421068147,235.2835183506122,231.8745594198973,231.94324986466881,242.74744527632316,230.88762795293434,210.16516999703924,218.42949666852914,232.3568632072268,237.61042003716182,227.60933293512605,222.69591582246744,213.9243324329922,205.46955293128852,201.04024853888563,207.58696332897938,192.29181303345968,196.9661018041374,209.50946401377217
3,1986-10-18 14:01:44+00:00,241.22054673499593,,210.4292155173818,211.46779627863572,214.82071487443648,220.3755850987059,218.72506730269592,218.29655386630344,209.64783979373937,195.87107465942012,,188.93065126357186,193.77990904986547,185.51547180880533,191.08150960030642,176.0536966190567,173.76298223278263,176.07187405148267,188.38771556785522,182.69749998893937,178.57207671299852,171.57692345079562
4,1986-12-21 14:01:13+00:00,272.9242608487092,273.6125903931058,267.7468442968248,258.36572441145984,256.91899355236836,261.1353989998136,253.53806909348947,248.71582128291857,251.541131079748,251.44783240861068,235.23682130093408,213.35096595472555,207.63751743614424,206.19858115606235,210.03854170720118,230.29967127336562,230.15627827682462,230.2074035995281,223.25421105168405,226.8826727412819,216.02365568587305,212.05960494140373
5,1987-01-22 14:02:09+00:00,297.840362309214,277.4270910085021,287.17952158056266,293.8591203615562,272.40203722691956,270.85146477801175,262.8268045073185,248.62097742069932,234.8963560326119,237.00426270055874,231.7910173940358,237.93291590919273,245.3848726570345,225.8707680461109,207.17303375745615,208.61576036827938,222.46614140590475,222.328804327534,231.1190139337872,235.76275579604902,218.4716683699278,198.29171283616682
6,1998-02-21 14:18:29+00:00,284.81439068154464,274.13770114823217,266.47941995854194,267.20841831858723,265.83865967253666,243.2543405309801,,198.44922350412463,203.6826162740677,213.0988014832837,225.90226829695564,254.44876524890603,267.82343258812875,229.40612645549686,206.0337499086632,202.81420253574515,201.00462891245428,197.4810252161079,210.89615159127897,218.19328140365823,220.8427694666753,199.23035005100706
7,1998-03-09 14:18:45+00:00,268.56708218822064,,,,,,,,187.40119665796627,200.25749768647879,212.83050741821472,247.8335164138988,252.35928726567647,232.96861537010784,194.72096103388952,185.8943822458391,189.60526941329837,186.35188016916916,193.67868781006788,214.24659728305326,218.82564443943514,202.13422194694928
8,1998-08-25 14:14:40+00:00,235.5088913376249,246.22104394247594,242.1240483396139,231.54244763147713,204.9885848532929,,,185.5217091164266,185.51265780517895,172.13950765397257,179.435892177578,,,179.93243471833927,199.779827975766,191.79147835839547,191.9010616937208,183.58898046227335,180.7880017742824,173.3266335341308,164.63058741697512,158.73041943560162
9,1998-09-17 14:21:02+00:00,236.12334761474818,246.12810032751997,242.05893353537792,235.86327053192278,217.49809630326217,,,182.0049490084155,182.52200391767295,168.62583607078534,177.79697786963746,,,206.46936560276305,214.1659583174528,194.52680729581317,183.74705100501885,164.8033782292137,164.93163733174723,168.8617199160427,175.7040429090468,177.26130518477964
