,dates,chi0516-0000,chi0516-0001,chi0516-0002,chi0516-0003,chi0516-0004,chi0516-0005,chi0516-0006,chi0516-0007,chi0516-0008,chi0516-0009,chi0516-0010,chi0516-0011,chi0516-0012,chi0516-0013,chi0516-0014,chi0516-0015,chi0516-0016,chi0516-0017,chi0516-0018,chi0516-0019,chi0516-0020,chi0516-0021
0,1985-01-25 14:06:27+00:00,236.96664157645148,239.53147336082955,237.6495855243081,236.9429972290289,231.54639718262365,225.2461264798337,213.66593803618863,223.22801242401562,202.57630791863963,210.25094100626467,218.0010165130332,210.34507531310697,,211.91225739682326,205.52522857385625,203.67466898513624,211.22672789697074,214.95546418768217,210.4276252749061,208.70793182340395,203.29341123086067,197.43358440695656
1,1986-01-12 14:03:30+00:00,273.50685756532147,278.01418237678735,259.2206778189573,227.2543352846169,218.01492123586766,232.46867775769908,227.95055532339506,211.72397622142753,210.70502351468485,205.41707172527023,209.10374165762312,222.49692833294017,248.87318856886372,249.449145702417,232.9089754084138,209.03476850398536,218.3357805482253,211.92501840580533,205.17090117574165,218.8409085326443,211.99013459999566,206.85615853799357
2,1986-09-25 13:56:18+00:00,260.10236292039997,,225.86554113634128,234.25992712354272,231.20243339936582,227.7934744686509,227.86216491342242,238.66636032507677,226.2235308657956,204.72372339537736,213.7653995813904,226.91541660556493,232.94632295002307,222.9452358479873,218.61483087122105,210.29670136521761,202.2046849702914,196.95916358763924,203.50587837773298,188.6641819656851,192.885016852891,205.8818329459976
3,1986-10-18 14:01:44+00:00,256.2720454532602,,222.97213111593538,222.21886679168162,224.22790157335166,229.78277179762108,228.1322540016111,227.70374056521862,220.39891030678527,208.4139902579737,,201.47356686212544,204.53097956291137,196.26654232185123,200.4886962992216,184.41564035142574,181.28873159191477,185.47906075039785,197.7949022667704,191.0594437213084,187.9792634119137,179.93886718316466
4,1986-12-21 14:01:13+00:00,256.8642710849195,257.5526006293161,254.3635194936667,246.89430315161005,246.88149994999978,251.09790539744503,243.50057549112088,238.67832768054998,240.0697098198982,238.06450760545258,223.7654000410843,199.96764115156745,196.16609617629445,194.72715989621256,200.0010481048326,221.37745473792688,222.12628339492977,220.16990999715952,213.21671744931547,217.96045620584317,205.98616208350447,203.137388405965
5,1987-01-22 14:02:09+00:00,281.8657412341206,261.4524699334087,273.86733735131816,282.4486767364895,262.4178990549862,260.8673266060784,252.84266633538513,238.63683924876594,223.4859124075452,223.69207847131423,220.3805737689691,224.62073167994822,233.9744290319678,214.4603244210442,197.18889558552277,199.7409708821164,214.47883086835805,212.3446661556006,221.1348757618538,226.88796630988602,208.48753019799443,189.41692335000383
6,1998-02-21 14:18:29+00:00,281.6712642693706,270.99457473605815,263.86014794839696,264.96332802417726,263.8742056649279,241.28988652337137,,196.4847694965159,201.4375259796577,210.4795294731387,223.65717800254563,251.82949323876105,265.5783422937188,227.16103616108686,204.06929590105446,201.0680211956485,199.43306570636727,195.51657120849916,208.93169758367023,216.44710006356158,218.87831545906656,197.4841687109104
7,1998-03-09 14:18:45+00:00,281.3409268366417,,,,,,,,196.52537140683845,210.90236822682968,221.9546821670869,258.4783869542497,261.48346201454865,242.09279011898002,202.7046139391527,192.99096260607303,195.9921917375089,194.33553307443233,201.66234071533106,221.3431776432872,226.8092973446983,209.2308023071832
8,1998-08-25 14:14:40+00:00,238.79919322800484,249.51134583285588,244.86596658159718,233.8926632674628,207.04502353478037,,,187.57814779791406,187.86287344116462,174.88142589595586,181.7861078135637,,,182.28265035432494,201.83626665725347,193.619423853051,193.5462126389108,185.64541914376082,182.84444045576987,175.15457902878632,166.68702609846258,160.55836493025714
9,1998-09-17 14:21:02+00:00,262.06687697348735,272.07162968625914,263.67854133432724,254.3943629310222,233.71280215247415,,,198.2196548576275,201.05309631677235,190.24544386973466,196.32807026873687,,,225.00045800186246,230.3806641666648,208.93987916177937,196.71881568438843,181.0180840784257,181.1463431809592,183.2747917820089,191.91874875825877,191.67437705074585
