,dates,chi0344-0000,chi0344-0001,chi0344-0002,chi0344-0003,chi0344-0004,chi0344-0005,chi0344-0006,chi0344-0007,chi0344-0008,chi0344-0009,chi0344-0010,chi0344-0011,chi0344-0012,chi0344-0013,chi0344-0014,chi0344-0015,chi0344-0016,chi0344-0017,chi0344-0018,chi0344-0019,chi0344-0020,chi0344-0021,chi0344-0022,chi0344-0023,chi0344-0024,chi0344-0025,chi0344-0026,chi0344-0027
0,1985-01-25 14:04:27+00:00,167.71123493721973,163.59578120455117,130.42192742665668,,,,,,,,183.9583314446212,182.1975669513576,188.06924270725153,192.86745035905133,199.24811916893594,210.7409816597955,194.36566204764915,192.55584915749432,210.23448314244627,223.48521131570902,230.40560254200102,216.60690087683355,212.7556492682854,215.75920250098142,209.1998708555027,209.04951414206585,211.07548408641523,205.23906717774747
1,1986-01-28 14:01:10+00:00,191.28380994324414,172.35026910022387,164.56110203884012,163.70991449727745,180.2794652937911,191.34685601512328,207.47280827001566,197.97998597381059,203.8648064811043,207.9299712791657,221.27637090738648,185.95986790094645,185.2756977171736,178.2906222456126,192.4468860091943,207.45268614484462,194.5864248589018,192.41855177142236,204.7518520278845,193.29731875299,198.65018431428817,198.07478087593068,195.98551904987525,202.3296081266235,202.77912879512968,200.0204911847969,196.00415342331837,200.62821553943962
2,1986-05-04 13:59:02+00:00,195.24215984373947,169.90372327362107,149.4116964610176,179.64843176645542,193.26391184634218,220.57151902281464,221.27664566793442,226.0197655963486,215.3999829220363,199.1186500558807,,147.76396341212555,143.634358632953,153.6409072627834,180.99046401923383,205.7795798526245,192.62173612186575,180.47821722219783,220.49539855496764,,166.85686856125446,181.7354666258645,200.34526046255132,207.2500589383264,206.71976375581102,204.8696604504276,193.13506217473548,196.66764705904046
3,1986-07-23 13:56:32+00:00,,,,,,,,,,,,85.54432070640345,95.04325773993293,,159.42617361056142,165.90157327335305,135.35743773077087,,,,140.43597942654543,160.68101053583047,,,,194.04737274144495,,185.6453986278536
4,1986-08-15 14:01:29+00:00,,,,,,,,,,265.5859292028363,239.06916674472427,104.1533300125924,95.73814706106258,119.74651175404625,151.91973043458677,,,,,214.5497709569887,135.53160365569804,151.78236804742122,,198.14880329460914,199.45377062631127,207.7693395500433,204.4986571252028,209.30530680436345
5,1986-08-31 14:00:53+00:00,,,,,,,,,229.0343561304603,236.28521371590668,231.00402206806461,137.66162670606258,118.92594518635363,134.5917493223738,166.70303121698558,172.25147221333629,155.90265380673793,156.68251237770093,206.76781311683257,208.94417986796202,142.31273009763444,156.37531208467027,,197.10472797892857,188.78240073627802,191.51097306852603,197.4166277100133,196.63526420542044
6,1986-09-16 14:00:22+00:00,,,,,,,,,228.47884385201684,238.4499599058476,234.7146930106004,158.60926643154784,163.477245467714,,183.60204560935478,192.28269470351174,177.7259429111125,175.52347232336646,215.74223797837558,221.016906958568,216.6184897755897,,197.32363027912535,200.98679844134566,200.74365497697403,197.87567285241346,200.8084919150133,204.16830417815976
7,1986-10-11 13:53:47+00:00,139.8127051324687,183.71894016179724,,,,,,228.74976011997538,243.1774921807587,244.81855841951594,247.10121643403937,,222.88612259851203,221.74439994115045,214.44112877814007,219.16007588093794,200.21119565212695,228.26596283456843,236.56635803775598,238.49145241477947,238.9367003633303,231.08480024426584,223.4914196742768,223.66062806011416,226.3610512900369,216.56787538337812,208.81484143004502,213.6969440644507
8,1986-11-03 13:58:46+00:00,,,,,,170.5516089425691,,213.066263729016,225.01961102030788,220.99339342473118,220.25270049436264,181.9620210292924,209.81574713292076,207.6387135783367,206.98340978873983,227.39750780163172,224.04449200106518,230.06928843061218,237.32994137666896,229.19440322646057,227.53804405874493,223.18895318980043,216.5316365491608,210.2121741606473,221.88566054480546,224.36340892172575,217.9762682343384,208.18986908586177
9,1986-11-12 13:52:38+00:00,,,,,,162.14347004048165,,222.4368622738062,223.2049414236785,221.46167492551172,217.99711006049165,180.6627194094791,196.2676330855733,195.33312717042043,202.23441761913492,217.814851281536,210.33481236839026,217.32512270302814,237.53507843454148,239.10253157293698,235.1063166394268,223.07942489845067,217.4075895885038,217.74953662102806,210.05480611245042,219.69846489627207,219.68767220181638,217.6328439328416
