,dates,aus0152-0000,aus0152-0001,aus0152-0002,aus0152-0003,aus0152-0004,aus0152-0005,aus0152-0006,aus0152-0007,aus0152-0008,aus0152-0009,aus0152-0010,aus0152-0011,aus0152-0012,aus0152-0013,aus0152-0014
0,1987-05-22 23:07:20+00:00,,227.22638865514773,221.38485778129234,223.92532989181194,217.44703307921685,214.86198495805212,222.07167961813084,212.84619145285154,216.16477038409784,226.51601818199978,222.45393212883613,213.15342726298803,212.6374004558415,208.3438957348841,261.8611966720884
1,1987-09-27 23:10:27+00:00,252.48601639255185,262.1080045636537,254.25545327211046,240.19910470472564,228.8369387271704,222.8879013462589,229.98847074325334,216.6693571048395,214.2253085333179,213.5843408568284,205.43668772428924,194.2694491295251,202.6005873079106,199.70723751626358,240.1905938996079
2,1987-10-29 23:11:01+00:00,237.46320221588246,238.9982477458555,233.30325544367616,239.17862038387383,231.11274228169916,219.61375456950293,219.9381891538656,220.2872206329534,217.97143756175083,217.4069436248965,212.94666152001892,210.2470967875657,208.3982270855735,208.14229026488198,267.85669449294073
3,1987-11-14 23:11:23+00:00,241.35120105851462,237.03703428828192,227.16769995396658,229.6737534449387,221.53218240671276,218.5594007894762,206.63239018258054,200.31349328407748,198.0141487141639,201.1466224608559,194.14887258422152,194.60259876401363,194.1479588881314,194.95200523910376,248.08112327062264
4,1987-12-16 23:11:53+00:00,269.58479570760323,239.81712587864527,245.05510371882514,238.60573663020216,229.88153766410483,225.03480204295244,225.22977894519846,216.01315614284115,215.89377668379478,212.84118704647014,209.99112827261771,202.1576077810309,198.5664262938445,192.765505574206,
5,1988-02-18 23:12:59+00:00,247.98543089446503,207.8922092565678,205.9751782271502,207.77565773581188,212.8616034091244,199.21118591181119,202.25063619156137,198.5657131348858,195.01130820280474,185.0623995862503,177.05966802002263,180.04940504373835,189.79575093597356,183.1745455183595,218.78433241395578
6,1988-03-21 23:13:17+00:00,241.55206079465154,228.32461304015948,226.1761700295695,234.8867015283697,223.65585271992973,218.3562534154525,226.6647812047903,218.10696817838425,219.0666321127838,219.6200174546214,216.6534422957367,211.42011116811875,214.5296799776162,208.6655878146322,251.82827510304435
7,1988-04-22 23:13:28+00:00,241.16347928342114,221.68835100108305,220.5192088238552,219.32962771591156,219.98843600511998,211.78174565143868,223.09429985979085,218.50191029282098,223.84297798697,216.55332577301004,215.46661611575638,210.233020627053,208.2799320730045,209.37120474033793,258.27694289158615
8,1988-05-08 23:13:38+00:00,228.48253858276573,209.69668433595973,208.33269765135054,219.95294831227886,214.56577773581512,212.60418760432728,218.60684097331696,209.8796040611249,216.3145128960233,209.7385634996821,206.5114476299583,202.4473282079248,,,
9,1988-06-09 23:13:51+00:00,203.1217127179305,213.03893092609013,216.86510576414727,226.4287130876013,220.5810376654498,219.73582202160785,224.16748789591605,222.02742950543137,222.46694115111333,214.8667140850353,213.99444030052695,209.4897746919113,213.58210582573713,207.1510761038666,265.3770798543382
