,dates,chi0198-0000,chi0198-0001,chi0198-0002,chi0198-0003,chi0198-0004,chi0198-0005,chi0198-0006,chi0198-0007,chi0198-0008,chi0198-0009,chi0198-0010,chi0198-0011,chi0198-0012,chi0198-0013,chi0198-0014,chi0198-0015
0,1985-07-27 14:08:05+00:00,182.0632664248675,176.2661036348183,170.64670913225586,183.70068852483416,184.58609419730865,188.55662479115682,195.25854878994778,201.3854097355362,207.5034290611554,206.78918680177438,197.49760976634113,196.1964179858859,199.49928050922728,211.70208107874092,207.53761785926147,217.23768990548623
1,1986-02-04 14:05:11+00:00,211.29192948761403,210.3904031015878,203.51005580231043,212.31841262556605,,,,,,,,,,,,
2,1986-07-30 14:00:28+00:00,192.65665548652203,182.66043677402226,176.8632311322496,184.08667401473573,190.9521257433334,196.3626618919714,204.4591861467109,205.06704063352404,209.18855213441634,203.97528487995078,203.76383101269465,194.70024710395325,201.27299616474662,211.27299641508196,203.0927530972266,217.03563120463627
3,1986-08-15 13:59:53+00:00,194.9469806616019,191.6395928662121,181.6633839053502,197.88607903801488,201.19524697320475,203.85427007706784,210.63981120515183,212.41161763837596,218.77297846459956,217.41400613683427,203.14430047845573,204.33125072409064,206.7026688386288,215.37514272209384,211.04867942289042,224.37065203454227
4,1986-08-31 13:59:17+00:00,178.88289244499782,171.24570795989285,163.4629260813801,175.68195478718235,180.5130117242315,186.3331266084604,191.79479264852762,196.05163351419344,200.98348339674277,195.95658818743152,193.21357877440963,197.36188923286744,201.8081318455544,207.95521430210374,200.9036793429193,215.00868821939775
5,1986-09-16 13:58:46+00:00,189.04977696984113,177.79618362682234,173.69628095543345,185.14773976709847,184.8719751279791,195.85976645276577,199.25441155733944,204.48072706276372,209.75153938022862,201.55728772122868,199.14429723181752,199.11489870841717,207.0287911378222,212.35321357763655,207.52196156741294,216.04562985875253
6,1986-12-21 13:57:14+00:00,207.65097738467128,203.10741983527623,193.0798508418024,204.30385811904796,195.82841827445856,192.9361565596257,195.9656600215048,198.2075731724768,203.25885550005268,199.14618577064678,201.81967185994066,199.34125447628014,212.95389955242652,220.08595227743888,214.1797409808233,215.41158847945258
7,1987-10-21 14:05:49+00:00,,,,,,,,192.16120067166744,192.04612966580146,,,,,,,
8,1987-11-06 14:06:08+00:00,174.53762027249414,171.71610308691743,167.2436034123973,176.6976461455571,178.06338838858426,185.22164684873945,193.723702959807,203.13629803818844,203.82919348478822,190.6486815770764,191.6223815526905,,,,,
9,1988-06-01 14:08:45+00:00,188.73283255592432,175.70762002509485,172.96698333734273,183.321558226835,178.12412433946608,184.77385393341592,190.44122495437983,191.05270709339447,190.58374593616185,186.94592445175766,186.68079845653912,190.20514797613134,200.3911690814793,210.1209798117543,198.83379592895028,197.95680750791917
10,1988-06-17 14:08:51+00:00,180.36278280905643,176.12762155027312,169.67981221437202,181.31204556626656,181.83378513817718,182.74374604727353,187.42927384284567,193.25424866477493,195.14278901198455,193.20347210442304,189.18577104161034,198.07619048035446,200.99462159714471,212.77413345283242,205.38997290031176,209.7536884906046
11,1988-08-20 14:09:00+00:00,,,,,,,,,,,,,,,,
12,1988-09-05 14:09:03+00:00,177.77339578394447,172.58266053688632,169.18112875111007,181.04307415348086,,,,,,,,,,,,
13,1988-09-21 14:08:58+00:00,184.77738800824852,180.25614073380092,173.08261524266018,188.18242110251703,188.5165796485818,195.5442757567273,204.6486622591566,206.86413279281598,216.1526587015589,209.72214769455465,207.4042311241367,205.07489454483866,212.79830683196485,223.05008000365763,223.26485004327222,222.81964076350346
14,1989-05-03 14:07:01+00:00,187.61177476023664,178.6383952031426,174.00283225654277,187.1898175572872,188.3211032731445,197.90087311301508,200.4985937754002,198.00136618714293,202.0191880715268,201.97529581046365,200.16980203001538,202.32153702710957,211.28978025439426,224.32096288377758,215.60473969348632,218.80331469853218
15,1989-08-07 14:05:09+00:00,177.12497758644048,172.93024914985006,169.12419914025307,178.23990906944263,181.11785510339567,191.51765276051094,197.20577406325202,197.7432096327689,204.71905238831812,201.99087969573804,203.10632225371535,195.184626269182,206.1971067839799,216.45180443210847,205.66802021686436,215.27005962781473
16,1989-09-24 14:03:59+00:00,196.94959872732255,185.01794910548404,174.76865793199119,188.16244711615792,194.18201240040787,200.18798827146009,206.97802459327386,207.21025961625423,214.89809400485495,213.0406187984948,205.85403729198478,,,,,
17,1990-06-07 13:58:26+00:00,,,188.3604941496077,222.16741239727367,,196.12858246645595,200.7111212238258,197.4194046986188,200.8109041931556,199.20168101226835,200.64588404916947,211.30081553104935,226.29810986106332,216.04422780618557,206.33917832064836,214.07086786341304
18,1991-01-01 13:58:07+00:00,,,,,,,,,,,,,,,,
