,dates,nzd0298-0000,nzd0298-0001,nzd0298-0002,nzd0298-0003,nzd0298-0004,nzd0298-0005,nzd0298-0006,nzd0298-0007,nzd0298-0008,nzd0298-0009
0,1999-08-05 21:47:23+00:00,213.29894597911854,195.33022667958997,201.51930726980206,224.77604490732494,202.8731248438174,201.71354919682835,202.94733643365984,212.90602604569486,204.8915086791663,210.84562579221372
1,1999-08-12 21:53:32+00:00,221.55416839272547,212.27616780504692,207.95219937495688,225.39493115198061,214.88716345703716,217.82837234933575,215.5750291801524,216.10400651404848,214.22591470029448,222.15460405249175
2,1999-08-21 21:47:20+00:00,218.02793059010276,211.5934936843943,208.03064552050776,217.3276308352538,209.4253409009861,216.5260507571044,203.50911591399841,205.10201515696858,198.44670269823402,221.4095471354184
3,1999-09-22 21:47:24+00:00,229.16549166995773,217.348654473003,208.4673644871228,223.8848312579239,225.55686552511384,216.90248037420218,212.51956129060275,210.85044432679712,218.41876931297878,238.49848562280295
4,1999-09-29 21:53:40+00:00,,215.59632237799315,213.21360505452733,228.86874939039018,,,,,210.97222141411282,227.935768701717
5,1999-10-24 21:47:20+00:00,221.58864119526478,221.2764447485435,224.63688173148867,237.4907557712455,231.31137007262947,229.2922435588544,216.07290414992826,208.42482702907594,223.94877869382782,235.02469007780164
6,1999-11-16 21:53:32+00:00,241.61381395633921,218.88004691322777,229.06699299153934,235.80271947416028,221.7765777281493,228.08699332171008,216.9102693969386,215.99523979234561,221.909242522487,229.73394368605025
7,2000-01-19 21:53:25+00:00,222.1445018139006,224.86058662376672,212.79694051444807,229.43490348856415,216.48307316818153,233.63533519473413,230.51107300355778,216.38862612690184,232.34401708469562,232.6907137290588
8,2000-02-04 21:53:25+00:00,219.9219532726987,212.12949045889712,209.83969169721234,222.08216140260575,220.04935991515768,216.63960366421009,212.2129479914896,220.60851383301485,222.53663877752396,226.14058829091067
9,2000-02-20 21:53:17+00:00,225.9994902314219,211.52641583675057,214.23221584897232,229.5726307850659,219.8265418500579,218.32463809628365,216.28828736018255,218.0358221247405,218.69161098817898,224.03879515520555
10,2000-05-03 21:46:43+00:00,225.80923015880794,212.90215961472884,220.44742023948615,235.7381422585331,223.87581154991057,212.55816312599725,201.03177306221664,206.50958272313846,215.20596487023215,221.63938956002343
11,2000-05-19 21:46:31+00:00,220.69655873120905,204.3255377377694,215.82006694640552,229.6240090442987,222.7028500578601,214.1199047707822,211.01162387875578,208.27296644401272,221.21033878119087,226.36967807927462
12,2000-05-26 21:52:36+00:00,237.56785722722367,217.94508238180939,219.58788513331868,238.27105848588707,227.82899367097383,216.37735325984627,214.1223779158082,203.81311734168864,,219.1352168900951
13,2000-07-13 21:52:07+00:00,226.61410494295984,,209.32997230869722,213.30986750946644,194.24695104557813,192.75116847204066,190.4169022698569,195.55959251428905,194.8399911945065,205.100029173172
