dates,sar2412-0000,sar2412-0001,sar2412-0002,sar2412-0003,sar2412-0004,sar2412-0005,satname
1984-04-13 09:26:43+00:00,159.92,186.37,223.81,241.00,,,L5
1984-05-06 09:33:03+00:00,161.58,185.31,228.15,237.02,,236.58,L5
1984-07-18 09:28:22+00:00,161.58,187.09,228.98,240.97,,245.38,L5
1984-08-19 09:29:27+00:00,161.58,187.04,229.59,240.32,244.37,242.69,L5
1984-08-26 09:35:45+00:00,160.67,186.38,228.25,238.74,238.39,239.09,L5
1984-09-04 09:29:37+00:00,160.67,187.75,229.03,239.89,244.85,239.99,L5
1984-09-11 09:35:50+00:00,160.68,186.79,227.23,239.39,244.92,239.70,L5
1984-09-20 09:29:40+00:00,169.06,187.13,228.39,240.43,246.77,239.61,L5
1984-10-13 09:35:49+00:00,169.96,186.61,229.29,238.52,243.92,238.06,L5
1984-10-22 09:29:36+00:00,169.96,187.68,231.56,239.85,244.98,238.20,L5
1984-12-09 09:29:34+00:00,171.63,188.41,232.20,242.82,244.98,238.40,L5
1985-01-17 09:36:05+00:00,169.46,187.00,231.30,241.10,244.37,236.51,L5
1985-03-15 09:29:58+00:00,173.01,186.31,232.81,240.46,241.43,237.38,L5
1985-04-23 09:35:59+00:00,162.53,184.15,224.57,240.85,238.37,239.41,L5
1985-05-02 09:29:43+00:00,162.53,184.98,223.60,241.38,238.08,241.24,L5
1985-05-25 09:35:51+00:00,158.81,184.12,223.13,241.21,236.95,240.11,L5
1985-06-03 09:29:40+00:00,160.23,185.31,224.65,241.67,239.28,241.34,L5
1985-06-10 09:35:50+00:00,159.17,181.99,220.46,236.46,237.89,241.43,L5
1985-06-26 09:35:47+00:00,159.23,182.10,220.38,236.05,236.82,240.77,L5
1985-07-05 09:29:33+00:00,159.65,181.93,219.70,235.05,235.28,240.49,L5
1985-08-13 09:35:25+00:00,159.95,182.56,219.45,235.59,234.47,240.48,L5
1985-08-22 09:29:08+00:00,159.95,183.28,219.63,236.67,236.37,240.61,L5
1985-10-09 09:28:35+00:00,159.22,183.51,219.72,237.88,238.53,240.71,L5
1985-12-03 09:33:55+00:00,159.88,184.75,218.55,233.41,237.51,240.74,L5
1986-01-13 09:26:58+00:00,163.17,188.10,220.88,235.57,246.48,242.89,L5
1986-02-21 09:32:17+00:00,163.46,188.11,225.47,231.04,246.08,243.11,L5
1986-03-25 09:31:37+00:00,159.05,182.97,217.94,226.87,242.99,241.68,L5
1986-05-12 09:30:29+00:00,159.13,182.63,219.46,230.23,238.56,240.65,L5
1986-05-21 09:24:03+00:00,170.00,182.95,219.09,230.34,238.27,240.23,L5
1986-06-06 09:23:35+00:00,169.55,179.91,218.05,231.90,237.84,239.33,L5
1986-06-22 09:23:04+00:00,169.55,181.42,218.62,233.18,240.18,239.28,L5
1986-07-24 09:21:59+00:00,168.98,181.91,219.01,235.13,237.17,238.00,L5
1986-07-31 09:27:55+00:00,167.59,182.68,219.19,235.78,238.42,238.18,L5
1986-08-16 09:27:20+00:00,167.59,183.17,220.43,237.19,241.63,238.36,L5
1986-09-10 09:20:15+00:00,167.55,183.29,218.75,236.71,240.88,238.58,L5
1986-09-17 09:26:13+00:00,167.82,183.30,220.04,238.63,241.08,239.56,L5
1986-10-12 09:19:14+00:00,169.70,185.91,223.08,241.88,242.52,239.75,L5
1987-01-16 09:19:18+00:00,164.57,185.10,223.70,243.11,243.24,240.80,L5
1987-02-08 09:26:15+00:00,166.63,185.53,224.91,242.08,242.79,242.09,L5
1987-03-21 09:21:38+00:00,162.84,186.31,224.55,241.42,243.31,240.91,L5
1987-04-29 09:29:06+00:00,162.84,184.85,225.30,239.65,242.30,241.50,L5
1987-05-15 09:29:33+00:00,160.87,184.81,223.57,236.84,240.08,240.88,L5
1987-06-09 09:23:59+00:00,161.22,184.03,223.40,237.72,240.34,240.95,L5
1987-06-16 09:30:19+00:00,160.02,183.02,221.82,235.60,239.26,240.70,L5
1987-06-25 09:24:20+00:00,160.02,184.61,222.83,237.15,243.06,241.24,L5
1987-07-02 09:30:39+00:00,159.69,184.36,222.51,236.19,241.69,240.75,L5
1987-07-11 09:24:39+00:00,159.69,185.29,222.88,236.25,242.77,240.64,L5
1987-07-18 09:30:57+00:00,159.54,185.66,222.88,235.45,242.93,239.70,L5
1987-07-27 09:25:01+00:00,159.74,184.71,222.30,234.36,242.50,239.60,L5
1987-08-03 09:31:25+00:00,159.74,185.41,223.30,235.73,243.10,240.10,L5
1987-08-19 09:31:54+00:00,159.84,185.31,223.10,235.83,243.35,239.58,L5
1987-09-04 09:32:19+00:00,159.84,184.93,223.02,235.65,242.45,239.39,L5
1987-09-13 09:26:21+00:00,169.14,184.81,223.59,236.44,242.54,239.44,L5
1987-10-06 09:33:02+00:00,182.71,184.65,223.41,236.51,241.48,239.55,L5
1987-10-31 09:27:40+00:00,196.25,185.19,223.78,237.30,241.52,239.49,L5
1987-11-16 09:27:39+00:00,211.08,185.58,225.05,239.01,243.95,239.61,L5
1987-12-02 09:27:54+00:00,211.08,185.63,225.44,238.27,243.69,239.80,L5
1988-01-10 09:34:42+00:00,242.22,185.51,226.44,238.86,241.83,240.31,L5
1988-01-19 09:28:41+00:00,254.14,185.81,227.04,238.27,240.91,240.85,L5
1988-02-11 09:35:17+00:00,269.67,185.05,226.01,237.16,240.31,241.84,L5
1988-02-20 09:29:14+00:00,290.89,185.72,226.23,237.06,240.49,242.25,L5
1988-04-15 09:35:50+00:00,304.96,186.33,225.33,234.50,240.61,242.69,L5
1988-05-17 09:36:08+00:00,297.26,183.60,220.66,230.02,234.14,240.40,L5
1988-06-02 09:36:14+00:00,297.26,183.40,219.04,229.67,233.03,240.69,L5
1988-06-11 09:30:29+00:00,300.76,185.22,221.09,231.22,236.69,241.19,L5
1988-06-18 09:36:19+00:00,300.76,184.89,220.53,231.29,236.86,240.37,L5
1988-07-04 09:36:24+00:00,298.50,184.98,220.90,230.71,236.25,239.50,L5
1988-07-13 09:30:15+00:00,295.88,185.59,221.86,231.03,238.32,238.97,L5
1988-07-29 09:30:18+00:00,295.88,185.50,222.62,232.70,240.98,240.34,L5
1988-08-05 09:36:28+00:00,295.88,184.71,222.32,232.05,240.09,240.24,L5
1988-08-14 09:30:40+00:00,294.12,184.24,222.88,234.21,240.45,239.79,L5
1988-08-21 09:36:29+00:00,294.12,182.65,222.63,234.09,239.82,239.68,L5
1988-08-30 09:30:21+00:00,294.12,182.09,222.16,233.75,239.17,239.63,L5
1988-09-15 09:30:17+00:00,294.12,181.98,221.79,233.31,239.45,239.76,L5
1988-09-22 09:36:26+00:00,293.53,182.55,222.38,233.31,239.88,239.99,L5
1988-10-01 09:30:34+00:00,293.53,182.29,222.26,232.88,239.38,239.53,L5
1988-10-08 09:36:21+00:00,293.53,181.18,222.26,232.13,238.54,239.42,L5
1988-10-24 09:36:17+00:00,296.19,181.81,222.21,231.79,237.81,238.98,L5
1988-12-04 09:30:05+00:00,296.19,181.30,222.61,231.81,239.62,240.45,L5
1988-12-11 09:36:09+00:00,293.50,180.89,222.49,231.88,238.95,240.94,L5
1989-01-12 09:35:56+00:00,294.02,179.95,222.32,232.16,238.38,242.17,L5
