dates,nzd0096-0000,nzd0096-0001,nzd0096-0002,nzd0096-0003,nzd0096-0004,nzd0096-0005,nzd0096-0006,nzd0096-0007,nzd0096-0008,nzd0096-0009,nzd0096-0010,nzd0096-0011,nzd0096-0012,nzd0096-0013,nzd0096-0014,nzd0096-0015,nzd0096-0016,nzd0096-0017,nzd0096-0018,nzd0096-0019,nzd0096-0020,nzd0096-0021,nzd0096-0022,nzd0096-0023,nzd0096-0024,nzd0096-0025,nzd0096-0026,nzd0096-0027,nzd0096-0028,nzd0096-0029,nzd0096-0030,nzd0096-0031,nzd0096-0032,nzd0096-0033,nzd0096-0034,nzd0096-0035,nzd0096-0036,nzd0096-0037,nzd0096-0038,nzd0096-0039,nzd0096-0040,nzd0096-0041,nzd0096-0042,nzd0096-0043,nzd0096-0044,nzd0096-0045,nzd0096-0046,nzd0096-0047,nzd0096-0048,nzd0096-0049,nzd0096-0050,nzd0096-0051,nzd0096-0052,nzd0096-0053,nzd0096-0054,nzd0096-0055,nzd0096-0056,nzd0096-0057,nzd0096-0058,nzd0096-0059,nzd0096-0060,nzd0096-0061,nzd0096-0062,nzd0096-0063,nzd0096-0064,nzd0096-0065,nzd0096-0066,nzd0096-0067,nzd0096-0068,nzd0096-0069,nzd0096-0070,nzd0096-0071,nzd0096-0072,nzd0096-0073,nzd0096-0074,nzd0096-0075,nzd0096-0076,nzd0096-0077,nzd0096-0078,nzd0096-0079,nzd0096-0080,nzd0096-0081,nzd0096-0082,nzd0096-0083,nzd0096-0084,nzd0096-0085,nzd0096-0086,nzd0096-0087,nzd0096-0088,nzd0096-0089,nzd0096-0090,nzd0096-0091,nzd0096-0092,nzd0096-0093,nzd0096-0094,nzd0096-0095,nzd0096-0096,nzd0096-0097,nzd0096-0098,nzd0096-0099,nzd0096-0100,nzd0096-0101,nzd0096-0102,nzd0096-0103,nzd0096-0104,nzd0096-0105,nzd0096-0106,nzd0096-0107,nzd0096-0108,nzd0096-0109,nzd0096-0110,nzd0096-0111,nzd0096-0112,nzd0096-0113,nzd0096-0114,nzd0096-0115,nzd0096-0116,nzd0096-0117,nzd0096-0118,nzd0096-0119,nzd0096-0120,nzd0096-0121,nzd0096-0122,nzd0096-0123,nzd0096-0124,nzd0096-0125,nzd0096-0126,nzd0096-0127,nzd0096-0128,nzd0096-0129,nzd0096-0130,nzd0096-0131,nzd0096-0132,nzd0096-0133,nzd0096-0134,nzd0096-0135,nzd0096-0136,nzd0096-0137,nzd0096-0138,nzd0096-0139,nzd0096-0140,nzd0096-0141,nzd0096-0142,nzd0096-0143,nzd0096-0144,nzd0096-0145,nzd0096-0146,nzd0096-0147,nzd0096-0148,nzd0096-0149,nzd0096-0150,nzd0096-0151,nzd0096-0152,nzd0096-0153,nzd0096-0154,nzd0096-0155,nzd0096-0156,nzd0096-0157,nzd0096-0158,nzd0096-0159,satname
2008-11-13 22:07:07+00:00,391.82,,,,,,,,361.66,346.88,338.55,335.41,347.36,356.63,365.59,355.74,353.74,353.61,337.72,,,,,,,,,,,,,,,,,,,,,,,,,342.48,353.26,378.51,383.29,386.78,392.50,391.93,394.27,386.58,379.25,394.52,397.73,,,,,,,,375.75,372.12,370.87,370.47,368.94,372.62,374.25,366.19,350.03,288.49,,,,,,,,,343.70,340.11,339.54,339.97,323.08,313.55,319.24,330.50,334.42,330.06,330.01,,,,,,,,299.13,300.23,302.29,300.77,296.61,303.06,296.59,286.79,285.38,274.04,265.84,,,,,,,,,,275.48,279.66,279.19,285.32,292.72,286.29,275.66,283.72,289.21,290.38,,,,,,,,266.45,272.46,260.35,259.91,260.87,260.17,256.84,250.99,250.08,269.18,269.71,260.35,,,,,,,,301.68,306.60,311.38,326.39,336.95,358.39,L7
2008-11-14 21:55:04+00:00,393.67,375.14,370.17,376.41,377.69,370.66,371.06,375.87,368.08,349.94,335.55,337.81,352.77,362.57,366.23,357.31,352.70,351.44,336.57,337.34,331.97,328.69,325.37,333.62,349.72,352.99,349.58,345.71,352.61,362.24,355.75,335.28,328.68,348.97,364.41,374.17,368.00,368.81,360.43,358.63,355.89,372.84,350.77,346.73,363.08,385.82,389.05,392.57,398.30,397.30,400.29,402.70,391.90,395.78,404.16,392.82,385.85,376.52,361.37,347.92,356.69,374.92,381.50,379.20,379.41,387.80,384.16,383.71,388.47,377.00,366.17,307.36,341.43,352.33,355.74,363.38,360.96,348.22,350.97,355.20,352.73,350.42,346.24,347.08,334.93,322.01,326.47,341.56,348.25,346.44,345.13,345.12,339.57,338.47,334.66,332.77,329.19,324.81,317.90,319.39,325.16,330.80,331.47,330.42,318.76,304.34,298.42,284.09,270.47,271.61,271.76,268.90,,,,241.86,260.21,281.35,281.12,285.95,283.32,288.15,294.01,293.66,281.56,290.32,293.05,295.42,293.86,292.09,297.10,276.83,268.88,266.28,264.96,249.34,264.00,259.49,266.06,272.07,274.33,266.85,269.27,272.74,279.22,277.79,264.31,260.97,274.12,274.36,279.51,286.19,312.03,309.19,306.70,308.91,314.46,327.49,337.76,362.86,L5
2008-11-29 22:07:19+00:00,395.06,373.41,364.57,375.48,378.58,381.38,386.52,,,,,,,,362.76,359.71,355.10,355.42,343.29,345.26,343.72,341.21,336.08,333.53,,,,,,,,322.75,320.14,338.52,361.34,372.66,372.09,378.80,369.33,362.70,358.89,366.14,,,,,,,,,403.95,400.55,393.23,401.64,397.55,395.76,393.25,383.81,367.66,349.36,,,,,,,,,375.99,368.76,345.23,314.19,346.70,358.35,358.90,365.18,358.56,352.33,341.42,,,,,,,316.18,326.56,337.63,342.15,340.87,340.67,341.36,336.10,334.18,328.70,327.52,327.98,,,,,,,,312.55,303.12,295.71,281.25,266.09,271.73,271.27,261.03,,,,,,,,,,,301.89,296.97,285.97,287.82,284.00,293.06,293.61,292.73,290.17,275.40,274.13,271.19,,,,,,,,271.69,272.00,278.47,280.97,278.05,270.11,269.26,273.62,273.20,279.33,288.73,307.43,311.02,,,,,,,L7
2008-12-15 22:07:29+00:00,388.18,370.29,364.62,368.28,367.51,362.81,,,,,,,334.88,348.42,361.88,355.26,346.36,343.69,338.76,337.57,336.15,337.07,330.87,,,,,,,,340.43,316.43,314.55,332.25,358.95,370.41,371.56,375.10,356.87,349.15,348.51,,,,,,,,394.98,394.69,400.50,400.12,393.73,400.89,394.29,384.35,383.01,380.54,366.02,,,,,,,,375.96,373.67,373.01,364.83,344.88,325.70,344.49,345.72,353.94,355.57,350.90,,,,,,,,,310.73,318.55,334.97,339.30,336.90,338.60,336.30,331.69,325.86,322.49,325.04,,,,,,,,318.27,309.49,297.09,295.08,279.72,272.73,269.92,273.97,256.73,,,,,,,,,,,296.47,289.35,281.98,277.46,277.98,281.39,282.65,282.70,281.97,266.18,264.79,,,,,,,,276.68,267.77,267.55,276.09,273.74,278.93,273.18,260.84,270.79,277.68,277.95,286.58,294.02,,,,,,,,L7
2008-12-31 22:07:37+00:00,386.07,370.23,366.79,371.00,369.18,368.68,379.27,371.76,363.65,353.63,,,,,,,,347.58,343.63,347.24,344.57,340.47,333.93,327.47,340.54,349.92,349.54,347.71,,,,,,,,366.10,369.29,370.15,357.17,355.17,353.94,362.17,341.94,344.66,355.31,355.60,,,,,,,,392.92,391.51,387.07,389.73,382.38,363.05,350.69,352.05,369.83,374.15,361.23,,,,,,,,317.96,339.91,353.12,346.48,352.51,346.52,344.14,349.46,352.42,354.55,351.22,,,,,,,,343.36,341.97,342.54,335.10,330.09,326.99,321.17,321.27,319.80,319.50,317.78,311.36,,,,,,,284.77,281.31,267.34,269.16,251.59,,,228.59,248.42,254.53,267.18,273.25,,,,,,,,277.83,276.57,274.24,268.78,264.37,254.78,255.78,255.72,259.73,261.80,275.40,270.35,,,,,,,279.32,279.53,273.26,268.54,272.68,269.97,275.51,280.28,298.95,313.45,315.71,319.66,324.85,,,,L7
2009-01-16 22:07:42+00:00,,,,,,387.38,387.30,380.68,371.38,370.83,363.73,333.19,331.71,357.03,378.85,362.80,,,,,,,324.89,335.96,350.52,357.35,366.88,356.44,351.96,356.63,340.08,310.10,318.19,334.26,,,,,,,,384.61,346.74,331.96,364.47,398.68,411.38,392.94,391.85,398.44,394.60,411.90,409.00,,,,,,352.48,343.08,363.33,379.08,380.36,376.19,377.42,381.54,384.65,389.56,380.30,408.61,,,,,,,,365.24,357.63,360.18,366.60,382.38,390.13,,359.40,378.51,386.16,380.93,378.75,,,,,,,,358.33,358.40,362.58,365.94,366.46,371.75,373.93,368.74,369.57,,308.13,,,,,,,,,317.42,318.80,321.27,322.79,324.20,330.61,328.79,328.73,330.45,328.16,325.71,,,,,,,290.87,294.64,297.95,303.51,306.16,311.60,320.38,323.00,328.43,322.57,317.14,323.41,328.85,,,,,,,297.90,294.05,310.89,322.99,321.13,338.63,338.84,358.32,373.18,L7
2009-01-17 21:56:56+00:00,382.88,374.69,385.85,386.27,402.34,398.88,393.50,388.28,382.21,381.72,365.21,331.24,334.94,373.43,382.26,369.41,365.55,364.40,352.28,366.27,360.45,325.47,328.68,344.39,359.64,366.84,,,,,,,,,,,,,358.61,351.45,389.51,386.61,344.83,334.79,363.10,400.87,404.72,388.02,390.46,403.61,399.14,405.33,407.54,379.66,379.19,404.08,404.26,393.06,373.64,347.63,365.91,387.15,387.55,382.39,375.99,374.43,382.22,391.00,384.37,375.78,350.19,324.58,339.47,352.77,365.15,364.65,370.03,374.85,362.71,363.87,363.13,377.23,382.32,357.12,354.76,368.38,379.15,378.39,378.52,374.68,370.95,364.56,362.72,363.18,364.28,364.77,367.02,364.56,369.53,373.29,368.58,367.71,365.63,360.51,363.10,349.69,308.34,312.48,292.96,264.47,286.63,277.04,,310.28,,320.53,322.68,321.55,324.96,326.22,335.59,330.03,321.82,323.09,328.31,324.42,321.42,314.79,311.95,305.36,297.88,301.88,293.10,301.92,306.39,303.91,311.47,313.87,312.01,318.41,321.57,315.28,313.19,317.31,320.46,321.08,317.72,279.96,271.62,279.13,292.79,298.03,293.19,316.24,322.02,322.06,338.87,336.74,352.40,373.38,L5
2009-01-24 22:03:19+00:00,394.31,375.32,378.93,387.90,396.75,392.90,389.80,380.04,372.54,368.84,342.38,334.78,347.89,370.52,367.57,367.44,371.73,372.28,362.77,360.22,357.27,348.07,343.81,348.07,361.84,364.12,363.05,363.99,370.66,366.14,343.93,327.90,325.93,373.09,381.65,386.65,386.16,383.09,366.41,373.07,382.04,382.92,347.34,345.30,375.81,397.09,398.23,398.77,402.39,401.89,406.83,413.03,404.94,413.37,409.43,409.19,400.14,392.06,376.91,363.74,369.54,384.13,385.99,384.44,387.41,387.73,386.33,385.23,384.45,385.39,370.97,347.48,366.04,370.28,369.78,381.96,376.89,375.03,377.53,374.48,379.18,370.28,368.07,364.41,356.73,360.88,369.37,376.27,381.15,372.98,367.91,359.13,355.09,352.06,352.10,355.69,361.10,360.50,371.45,369.89,367.44,362.75,359.26,336.63,325.92,317.28,316.76,303.27,300.02,296.99,298.21,276.92,,,270.05,283.42,301.06,312.49,320.49,331.41,332.01,341.74,337.38,335.65,334.70,334.20,331.86,324.17,315.68,306.89,301.53,288.95,288.89,294.44,307.04,315.17,319.49,317.92,319.66,319.48,302.49,314.64,318.92,315.91,299.28,295.25,287.67,286.47,283.74,286.28,291.12,304.14,325.00,333.45,329.79,336.63,347.87,358.56,366.06,394.72,L5
2009-02-02 21:57:22+00:00,373.50,361.36,368.65,380.99,387.27,391.88,387.83,380.78,376.21,371.86,358.24,329.55,330.84,356.22,367.56,359.34,353.37,357.08,355.04,353.54,353.51,345.50,332.41,335.65,340.11,346.16,353.69,361.56,350.10,345.68,334.13,305.30,318.44,341.70,363.96,362.55,363.78,360.53,347.05,346.13,358.24,355.16,344.50,342.62,357.41,374.26,379.48,379.42,383.72,379.05,385.36,378.13,374.61,374.36,372.88,380.16,383.33,371.82,358.40,356.60,363.26,363.72,359.64,351.40,349.15,359.49,368.78,366.49,364.88,368.08,361.21,331.51,344.48,350.48,344.04,344.73,341.75,348.53,364.48,368.16,371.67,361.26,357.47,359.04,359.30,363.13,364.82,361.54,362.80,356.83,356.03,354.34,353.49,341.17,344.05,348.40,341.14,355.94,360.96,353.43,351.09,343.57,343.72,335.54,315.72,309.07,296.82,290.62,285.75,278.36,271.56,262.88,235.57,247.57,264.53,280.18,287.59,289.47,291.81,306.85,311.69,316.17,312.08,306.49,306.63,298.58,300.54,297.72,294.04,281.58,276.41,280.51,264.94,279.55,288.56,293.04,293.95,308.27,303.24,305.74,309.77,303.18,295.57,302.20,300.13,288.44,284.44,276.65,264.49,258.78,274.49,286.20,287.81,298.42,309.38,315.60,324.28,337.97,353.12,368.15,L5
2009-02-17 22:07:55+00:00,,,,,,,,,,,,,,,,344.87,351.71,345.65,,,,,,,,355.17,359.23,377.49,380.73,377.39,367.40,,341.95,356.84,373.19,373.17,374.01,,,,,,,367.76,369.41,380.61,399.06,404.43,405.27,400.03,401.05,407.69,,405.32,399.18,,,,,,,375.56,375.41,375.66,378.98,386.40,389.19,387.69,386.06,386.25,378.46,368.79,368.26,,,,,,,383.93,389.09,381.83,379.82,376.16,376.77,379.53,383.88,383.31,379.29,373.67,371.57,,,,,,,,375.63,377.96,376.95,376.98,370.93,365.87,,,,,322.62,311.76,,,,,,,310.99,315.76,320.92,326.75,328.95,327.51,327.53,326.54,321.84,317.49,311.76,307.02,,,,,,,303.66,301.71,312.20,315.56,314.08,316.03,319.41,326.34,320.18,319.49,321.55,320.00,318.45,,,,,,,317.42,325.06,323.14,334.50,347.37,363.28,376.63,L7
2009-04-15 22:02:09+00:00,394.37,383.45,380.57,376.19,369.30,365.52,383.21,386.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.38,364.34,370.08,370.47,373.01,374.99,380.63,376.93,369.92,370.43,367.91,367.24,,,,,,,351.58,353.00,352.96,332.37,332.25,341.23,335.99,339.83,334.93,334.61,351.98,352.53,343.59,,,,,,,358.86,349.46,338.48,332.10,339.88,337.94,333.91,335.16,335.17,328.37,338.73,343.46,353.16,,,,,,,305.79,303.39,293.71,288.97,280.75,263.12,226.54,258.84,274.34,275.82,275.80,287.22,,,,,,,284.04,280.62,281.18,278.47,276.13,274.42,,,256.72,264.08,275.12,282.09,287.94,,,,,,,,287.01,282.81,276.72,276.07,269.58,258.05,268.22,278.09,291.35,303.60,313.14,320.50,317.09,,,,L7
2009-05-17 22:02:15+00:00,369.82,352.34,354.11,343.82,340.17,,,,,,,276.58,,311.12,302.65,305.14,288.38,,,255.65,267.62,266.17,,,,,,,,,,,,,,,,,,,,,,,,,,265.32,272.10,262.24,256.22,322.37,,,,321.62,,340.59,328.57,335.22,322.33,,,,,,,,,,,,,,,,,313.35,314.91,,,,,,,330.17,313.46,313.83,314.11,306.77,303.19,301.98,295.89,295.20,292.85,304.85,288.17,273.49,,,,,,,273.69,261.78,250.80,240.80,239.62,238.24,232.58,219.85,,206.42,226.77,235.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-05-24 22:08:26+00:00,392.01,371.45,369.24,372.91,369.20,355.98,340.18,341.24,338.25,326.71,,,,,,,,312.83,,295.39,297.23,294.43,313.74,317.02,324.76,,274.36,,,,,,,,296.75,,,,,314.66,337.62,,327.96,312.73,316.92,,,,,,,331.51,367.09,340.57,,356.49,358.53,361.12,,350.02,354.69,346.87,330.91,,,,,,,,346.41,309.87,330.00,335.08,334.78,339.47,332.73,,331.21,336.73,342.54,324.96,,,,,,,344.67,331.62,318.39,322.64,322.12,325.32,318.28,318.78,306.18,305.97,311.44,300.86,,,,,,,284.42,277.16,274.04,276.19,253.73,240.29,,208.57,252.55,264.94,267.78,259.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.45,,,,,,,,,,L7
2009-06-02 22:02:15+00:00,,,,354.78,347.03,329.33,303.21,304.12,308.12,305.00,,273.70,,342.81,321.35,307.60,,,,,267.81,266.74,,332.68,321.44,,236.97,,,,,,,,,,,,,,331.83,,280.49,261.45,275.27,,,272.69,281.70,264.06,269.54,,,,,,,,,359.54,,348.18,316.96,318.32,,,340.29,343.78,341.36,343.15,,,,,,,321.79,,333.50,338.70,336.62,325.44,320.63,316.25,322.12,338.79,347.00,336.58,320.43,,,,,,,313.14,312.65,306.57,306.25,303.49,302.95,303.00,305.47,298.95,286.80,284.43,279.71,276.37,,,,,,217.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.50,L7
2009-06-09 22:08:25+00:00,,,,,,,330.72,333.63,333.38,324.87,,287.02,,348.83,328.90,320.65,,,,,,,,,351.39,,267.83,,,,,,,,,,,,,,,342.69,319.01,301.20,309.30,,,306.88,314.74,300.61,298.41,,,,,,,,,384.96,381.84,365.92,,,,,,,,,,,,,,,,,357.45,362.96,355.85,347.74,338.37,335.36,340.16,350.90,356.82,353.31,338.95,,,,,,,,323.93,319.04,329.05,329.14,327.32,324.55,322.06,315.24,299.30,301.91,289.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-08-05 22:02:01+00:00,,,,,,347.65,330.91,329.32,332.41,317.43,,294.99,292.67,334.72,329.79,326.76,316.56,,,,,,,,,,262.18,,,,,,,280.94,,,,,,,310.53,,313.34,299.11,305.17,,,309.89,315.90,303.03,306.67,,,,,,,,,341.17,339.16,337.60,328.68,328.59,,,326.04,,331.85,325.94,307.98,,,,,,,,,316.10,315.01,320.72,315.31,317.20,318.41,309.65,302.94,302.47,309.25,308.38,,,,,,,285.79,279.20,,,273.86,278.45,,277.14,264.30,268.09,258.08,245.57,240.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.78,L7
2009-08-12 22:08:09+00:00,385.44,395.43,400.10,407.60,400.43,392.10,,,,,,,,,,,,,,,,,294.59,321.96,334.35,,,357.94,339.05,,,,,,,,,,,,,,,,,,399.51,,,,,,,,366.18,379.82,,,,371.79,,353.60,347.58,337.25,,,,,,,,,,320.38,344.81,349.45,360.60,,,,328.40,335.07,,,,,,,,,,,311.23,,,,,,,,,,,,,,,,260.43,238.34,251.88,279.69,206.54,254.90,267.67,260.41,245.35,248.50,282.04,281.20,,,,,,,,,,,,,247.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-08-21 22:01:59+00:00,380.62,370.44,368.52,371.16,372.54,362.85,346.12,348.90,337.57,,,,,,,340.86,339.01,316.49,,299.92,297.33,298.70,312.33,313.42,322.58,,,,,,,,318.27,316.30,319.69,,,,321.46,326.84,341.93,333.27,344.12,327.44,335.90,,,,,,318.59,311.37,351.13,339.09,379.35,373.10,365.22,361.74,349.86,356.30,352.20,357.41,355.92,343.24,,,,,,340.21,321.27,,330.60,333.52,335.21,356.17,350.43,336.42,342.11,340.31,337.92,344.36,,,,,,,328.32,330.03,322.52,316.56,307.47,312.31,317.10,316.91,314.00,318.09,314.90,307.17,296.83,,,,,,,273.41,257.70,253.19,254.46,,,,245.56,267.58,258.68,260.01,269.89,,,,,,,,,,,,,,,,,,,,,,,,,,,268.74,269.81,272.90,,,,,,,,,,,,,L7
2009-09-06 22:01:59+00:00,407.04,397.05,,,,,,,,,,,,,,,,363.95,358.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.89,,,,,,,367.48,363.15,359.52,359.59,351.93,337.42,334.89,336.84,351.14,356.15,346.76,345.98,338.67,,,,,,,309.76,308.98,318.05,319.35,310.96,299.24,299.72,298.24,281.04,289.33,288.19,275.11,,,,,,,,283.99,280.32,274.93,272.95,279.06,277.17,273.15,291.14,289.67,287.85,284.33,273.94,,,,,,,,284.88,292.03,277.19,282.16,289.63,300.54,284.38,291.23,286.66,279.89,286.03,295.17,,,,,,,,319.52,337.74,351.64,379.31,L7
2009-09-13 22:08:09+00:00,,,,403.99,405.11,397.84,391.21,383.14,388.81,,383.75,,373.39,382.98,378.94,,,,,,,,329.52,330.28,343.90,366.05,,386.16,364.20,358.13,359.08,367.14,,,,,,,,,357.53,350.33,358.68,369.00,376.28,387.64,393.92,,,,,,,,,,379.41,374.80,371.64,369.47,356.03,357.02,363.84,369.91,378.92,372.46,360.03,344.85,,,,,,,357.96,351.81,352.90,352.28,336.87,349.65,377.28,368.62,356.43,354.53,353.54,331.55,,,,,,,,335.65,315.71,318.73,331.67,324.77,312.03,304.10,307.07,329.88,332.14,312.20,294.57,,,,,,,264.51,245.19,254.35,243.89,257.66,282.18,283.23,284.71,275.35,269.51,264.67,259.20,,,,,,,269.91,,274.64,272.92,267.34,255.19,251.44,259.48,278.96,280.39,261.75,269.06,278.15,,,,,,,,297.80,276.28,289.89,303.83,304.87,294.17,289.33,311.22,332.62,345.33,365.80,L7
2009-10-15 22:08:08+00:00,,,,,,356.56,356.48,357.75,357.25,346.56,336.12,,350.58,351.00,352.94,349.56,345.08,,,,,,,336.20,337.16,345.30,344.59,336.36,332.64,336.44,343.11,345.73,338.80,335.74,,,,,,,,344.67,349.99,359.28,371.31,381.76,367.48,,351.19,,369.74,,,,,,,,,361.79,366.30,369.81,360.24,353.82,353.70,349.11,342.61,347.24,353.51,349.28,,,,,,,,347.53,350.25,356.34,340.15,,325.16,329.66,344.31,349.49,341.67,335.09,326.13,,,,,,,297.67,308.69,316.52,322.73,323.28,321.28,314.72,307.58,283.97,276.29,289.62,303.23,,,,,,,,250.34,253.48,251.95,253.88,264.80,267.54,244.96,226.96,239.35,267.36,279.32,276.50,,,,,,,259.44,257.95,264.02,269.37,263.49,262.19,268.91,266.58,278.83,273.71,266.68,266.59,278.49,,,,,,,284.26,277.93,271.53,270.41,294.13,303.09,312.28,331.99,347.37,L7
2010-03-08 22:10:05+00:00,,,,,,388.38,392.57,394.63,389.82,378.57,361.01,,382.87,387.03,390.59,390.30,,,,,,,352.38,354.03,355.02,352.85,354.21,369.03,,,379.42,385.72,,,,,,,,,,,,381.05,384.77,396.01,,,,,407.96,,,,,,,,,,,377.40,391.51,405.70,409.63,410.27,411.21,,,,,,,,,,,,390.64,390.32,380.27,383.56,386.06,387.38,393.85,389.16,389.13,,,,,,,,378.71,,,,,,,,,,,,,,,,,,,,,,,,,,292.49,290.98,,,,,,,,,,292.23,293.97,,,303.34,309.55,314.40,317.48,321.25,319.81,,,,,,,,,,334.12,345.28,348.44,341.26,338.19,337.25,,,362.96,380.02,L7
2010-03-17 22:03:57+00:00,402.14,392.24,386.51,,,,,,349.15,343.97,321.44,318.64,352.59,357.22,365.36,366.54,366.67,362.98,351.98,,,,,,,,340.66,341.90,360.60,364.69,363.94,371.17,362.93,368.85,354.02,359.00,351.84,361.96,,,,,,,,380.29,387.68,,380.68,,385.67,,379.80,391.37,393.91,391.68,385.73,384.97,,,,,,376.06,376.68,376.01,373.21,382.16,382.49,,381.66,,,392.99,394.69,,,,,,,,362.53,365.70,365.34,370.16,381.42,372.47,386.55,373.67,366.47,367.65,358.79,353.79,347.06,,,,,,,,,,,,,,,,,,,,,,,,,282.69,288.47,282.71,,288.13,277.47,283.60,277.34,286.39,289.45,283.46,287.30,272.43,,,,,,,294.97,294.29,295.97,292.40,299.41,288.12,299.35,297.08,301.61,296.04,314.23,329.60,338.36,343.71,,,,,,,,,L7
2010-03-24 22:10:10+00:00,399.12,394.90,394.07,382.53,371.34,371.59,370.75,,349.76,,,,,,,,352.46,343.01,341.70,,,,338.99,324.05,322.57,324.43,322.71,,,,,,,,349.57,,,352.07,356.44,356.80,350.98,354.57,360.86,359.93,347.84,,,,,,,,356.42,353.62,364.11,372.73,376.52,380.74,378.67,384.97,380.86,373.46,359.34,,,,,,,341.16,358.32,,,361.47,359.73,362.83,362.65,363.88,352.60,351.51,352.11,,,,,,,,360.09,356.72,352.88,351.68,344.38,335.32,334.68,331.07,331.09,327.83,331.88,331.69,,,,,,,311.43,316.30,316.60,,,,,,,,,,,,,,,,264.12,259.72,261.71,253.81,264.95,266.49,,,251.28,258.19,263.25,265.91,,,,,,,,258.21,276.90,277.36,287.21,290.85,293.26,309.23,316.63,324.91,317.39,316.25,312.29,304.91,,,,,L7
2010-06-21 22:03:58+00:00,373.86,,,,,,,,,,267.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.01,,343.25,341.69,,,,,,,,,,,,,,,,,,,,,,,,,,317.06,312.92,,,,,,,289.03,283.95,284.00,277.97,279.30,284.37,298.13,297.29,299.38,298.38,292.99,283.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2010-07-23 22:04:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.01,292.82,291.93,285.59,268.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2010-07-30 22:10:12+00:00,,,,,,,,318.92,321.45,319.82,292.40,,,359.13,357.62,348.14,354.63,348.93,,,,,,,303.42,,,,,348.07,346.80,,266.62,,,,,,,,,,,,,,293.41,301.35,,293.29,382.77,369.72,351.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2010-08-31 22:10:16+00:00,385.42,390.66,393.24,378.13,358.44,347.01,363.61,358.35,,,,,,,,,,,,,,,,,320.96,,,,,,,,,,339.81,,,,339.31,318.15,326.87,336.04,,,,,,,,,,,371.11,371.09,371.95,370.32,381.34,379.98,374.15,379.92,376.59,373.68,365.92,354.79,,,,,,,,,,362.55,356.28,351.84,349.71,346.66,342.69,346.33,348.10,346.18,,,,,,,,,,,,,,,,313.62,314.62,306.17,,,,,,,,323.57,312.55,315.26,306.24,294.55,285.33,276.38,273.69,244.91,224.46,239.02,,,,,,,,254.95,254.78,259.87,276.95,275.95,,,251.03,263.76,274.87,277.54,285.23,282.82,,,,,,,261.31,268.51,280.34,287.61,280.82,276.48,276.99,280.27,279.56,284.25,290.65,288.22,305.80,,,,L7
2010-09-25 22:04:05+00:00,368.55,361.19,360.00,360.24,,,,,,,317.52,306.43,321.84,338.93,342.35,342.43,331.50,315.07,,298.02,297.42,295.83,,,,,,,,324.91,329.35,,298.20,312.10,317.49,,,303.48,304.73,308.14,,,,,,,331.26,340.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.22,326.35,,,,,,,334.00,331.45,327.56,,,330.80,323.76,317.85,321.65,316.55,315.64,314.02,301.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2010-11-12 22:04:30+00:00,382.17,374.70,381.57,,,,,,,,,,375.27,370.16,357.99,334.65,323.63,316.60,335.04,346.42,346.06,,,,,,,350.06,353.34,350.82,322.88,,331.28,343.76,355.06,358.67,348.59,337.10,329.04,,,,,,,355.51,357.12,366.19,381.40,380.66,385.66,394.71,389.20,373.26,372.89,372.42,376.92,391.77,,,,,,376.07,388.62,384.52,363.99,341.83,343.95,345.34,364.12,355.53,337.21,343.79,341.51,335.96,,,,,,,342.09,333.33,350.44,358.76,354.15,338.22,321.70,329.23,339.22,341.64,342.11,326.91,,,,,,,,311.62,300.11,301.87,310.73,306.56,305.27,310.99,299.29,286.15,271.25,279.08,300.02,,,,,,,,271.40,259.57,246.19,257.84,259.86,261.14,267.94,263.95,266.46,252.18,230.34,,,,,,,,,277.57,276.98,270.95,266.45,254.70,270.32,282.57,281.42,275.69,290.14,290.23,282.01,,,,,,,,,346.51,L7
