dates,satname,nzd0096-0000,nzd0096-0001,nzd0096-0002,nzd0096-0003,nzd0096-0004,nzd0096-0005,nzd0096-0006,nzd0096-0007,nzd0096-0008,nzd0096-0009,nzd0096-0010,nzd0096-0011,nzd0096-0012,nzd0096-0013,nzd0096-0014,nzd0096-0015,nzd0096-0016,nzd0096-0017,nzd0096-0018,nzd0096-0019,nzd0096-0020,nzd0096-0021,nzd0096-0022,nzd0096-0023,nzd0096-0024,nzd0096-0025,nzd0096-0026,nzd0096-0027,nzd0096-0028,nzd0096-0029,nzd0096-0030,nzd0096-0031,nzd0096-0032,nzd0096-0033,nzd0096-0034,nzd0096-0035,nzd0096-0036,nzd0096-0037,nzd0096-0038,nzd0096-0039,nzd0096-0040,nzd0096-0041,nzd0096-0042,nzd0096-0043,nzd0096-0044,nzd0096-0045,nzd0096-0046,nzd0096-0047,nzd0096-0048,nzd0096-0049,nzd0096-0050,nzd0096-0051,nzd0096-0052,nzd0096-0053,nzd0096-0054,nzd0096-0055,nzd0096-0056,nzd0096-0057,nzd0096-0058,nzd0096-0059,nzd0096-0060,nzd0096-0061,nzd0096-0062,nzd0096-0063,nzd0096-0064,nzd0096-0065,nzd0096-0066,nzd0096-0067,nzd0096-0068,nzd0096-0069,nzd0096-0070,nzd0096-0071,nzd0096-0072,nzd0096-0073,nzd0096-0074,nzd0096-0075,nzd0096-0076,nzd0096-0077,nzd0096-0078,nzd0096-0079,nzd0096-0080,nzd0096-0081,nzd0096-0082,nzd0096-0083,nzd0096-0084,nzd0096-0085,nzd0096-0086,nzd0096-0087,nzd0096-0088,nzd0096-0089,nzd0096-0090,nzd0096-0091,nzd0096-0092,nzd0096-0093,nzd0096-0094,nzd0096-0095,nzd0096-0096,nzd0096-0097,nzd0096-0098,nzd0096-0099,nzd0096-0100,nzd0096-0101,nzd0096-0102,nzd0096-0103,nzd0096-0104,nzd0096-0105,nzd0096-0106,nzd0096-0107,nzd0096-0108,nzd0096-0109,nzd0096-0110,nzd0096-0111,nzd0096-0112,nzd0096-0113,nzd0096-0114,nzd0096-0115,nzd0096-0116,nzd0096-0117,nzd0096-0118,nzd0096-0119,nzd0096-0120,nzd0096-0121,nzd0096-0122,nzd0096-0123,nzd0096-0124,nzd0096-0125,nzd0096-0126,nzd0096-0127,nzd0096-0128,nzd0096-0129,nzd0096-0130,nzd0096-0131,nzd0096-0132,nzd0096-0133,nzd0096-0134,nzd0096-0135,nzd0096-0136,nzd0096-0137,nzd0096-0138,nzd0096-0139,nzd0096-0140,nzd0096-0141,nzd0096-0142,nzd0096-0143,nzd0096-0144,nzd0096-0145,nzd0096-0146,nzd0096-0147,nzd0096-0148,nzd0096-0149,nzd0096-0150,nzd0096-0151,nzd0096-0152,nzd0096-0153,nzd0096-0154,nzd0096-0155,nzd0096-0156,nzd0096-0157,nzd0096-0158,nzd0096-0159
2008-02-24 22:02:02+00:00,L7,,,,,,,,341.03,,,,,,,349.47,347.25,343.18,340.28,341.83,337.60,333.02,316.75,305.83,320.80,325.85,323.74,,,,,,,343.52,345.84,350.79,349.18,348.67,349.06,348.29,342.96,345.69,348.01,330.58,333.22,,,,,,,356.04,352.94,357.76,356.59,357.60,359.20,358.94,358.99,359.47,358.62,356.14,346.81,,,,,,,336.73,337.11,340.63,338.19,337.55,315.40,331.87,341.94,346.74,348.22,338.68,334.89,330.36,,,,,,,320.22,319.34,321.24,313.73,310.41,311.24,309.72,305.73,300.44,298.91,291.58,270.66,,,,,,,268.77,265.56,278.52,283.27,275.63,260.40,251.00,246.00,247.48,,,237.40,238.70,,,,,,,253.70,268.16,282.12,270.08,250.69,247.88,240.37,238.46,256.38,255.61,251.36,244.32,236.05,,,,,,,,,,,,,,,,,,,,,,,
2008-03-27 22:01:57+00:00,L7,390.92,382.96,369.85,371.25,382.26,378.54,368.43,361.49,,,,,,,368.36,367.93,369.93,371.65,375.04,370.72,367.20,364.93,359.36,349.00,346.21,349.03,,,,,,,,372.71,371.67,,,387.99,392.85,393.14,386.46,382.07,370.61,,,,,,,,393.90,384.00,377.44,379.31,377.71,381.70,378.47,380.41,386.19,386.70,380.57,376.16,,,,,,,354.62,341.88,357.88,358.64,350.24,332.16,362.23,369.91,366.77,356.72,362.28,353.66,352.08,,,,,,,346.14,341.24,330.21,341.09,340.27,337.82,340.50,336.46,329.94,325.76,324.01,315.14,,,,,,,,296.46,294.93,295.16,294.59,279.19,273.20,267.23,271.89,272.84,248.32,266.05,259.29,,,,,,,272.25,276.53,292.21,287.03,264.35,260.42,,271.32,279.19,278.67,292.23,292.55,280.21,,,,,,,,276.42,284.15,282.44,271.97,277.43,285.34,293.10,293.61,299.23,304.82,305.58,295.21,,,,
2008-04-03 22:08:08+00:00,L7,,,,366.21,371.56,373.01,355.26,353.96,347.02,343.88,358.99,363.23,351.92,348.52,,,,,,,,357.36,348.79,341.06,335.29,345.81,347.93,355.06,355.69,354.13,358.46,344.50,,,,,,,382.44,380.47,374.13,372.83,356.65,305.17,,,376.37,380.36,378.01,,,,,,,,365.49,369.29,370.28,375.38,370.95,366.47,365.87,363.50,364.11,364.07,360.96,,,,,,,,351.03,354.70,357.33,352.46,351.00,344.61,347.16,353.10,336.75,323.67,322.47,321.63,,,,,,,328.39,325.11,324.33,318.45,315.60,316.54,303.75,295.35,290.21,298.73,306.05,308.97,,,,,,,271.72,265.03,258.53,271.63,259.85,227.19,251.60,258.15,254.64,268.45,269.17,267.02,254.03,,,,,,,254.86,261.30,266.76,270.97,268.34,275.08,278.03,279.34,273.59,264.15,264.37,262.91,262.10,,,,,171.36,265.96,264.74,274.34,286.31,291.66,284.78,296.80,293.18,291.75,299.90,310.81,318.68,325.28
2008-04-28 22:01:53+00:00,L7,,,,,364.34,368.54,,336.66,326.88,319.67,290.12,284.38,363.16,371.49,365.36,356.17,353.34,,,,,,,345.68,348.56,,,,,368.86,362.61,,,,,,,,,,,393.30,,287.57,293.82,299.32,,,,,391.04,389.68,395.52,,,,,,,384.39,380.55,374.82,364.43,360.80,362.11,364.12,363.80,367.57,368.51,361.74,354.27,,,,,218.40,196.91,149.77,351.92,340.34,343.96,348.93,349.60,342.30,333.26,331.06,341.05,353.13,342.64,329.79,,,,,,,325.21,318.01,319.10,316.85,303.47,290.23,304.75,330.48,331.86,302.88,286.58,285.12,290.86,,,,,,,,99.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.27,288.66,287.11,,,,,,,,,,,,,
2008-07-08 22:07:28+00:00,L7,,,183.42,122.77,,348.50,317.18,324.36,322.79,314.40,299.13,281.30,,374.05,368.61,363.62,,,,,,,284.17,,340.13,244.61,256.25,269.15,234.43,373.09,371.07,,,,,,,,,,374.78,283.86,303.30,283.76,290.35,299.78,,288.95,295.76,277.90,393.16,406.25,,,,,,,,379.15,375.87,365.24,363.51,365.61,368.90,364.11,352.73,341.48,344.78,350.69,,,,130.40,,,,,,,,,,,,,,324.31,,,,,,,309.60,314.65,301.43,312.28,323.74,320.85,308.55,303.71,291.48,291.38,302.42,297.32,,,,,,,240.89,240.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-02 22:01:03+00:00,L7,253.50,298.82,315.43,324.41,326.49,323.91,315.52,318.85,317.24,301.72,292.18,283.55,292.95,313.40,,,,,,277.48,284.12,286.16,291.23,278.71,276.35,262.84,278.20,283.23,265.50,294.80,278.16,,,,,,,280.95,290.14,299.38,306.21,294.93,305.07,304.21,306.57,309.50,304.09,307.47,306.57,,,,,,,,333.02,333.46,322.06,328.32,327.25,326.03,319.78,317.14,312.54,309.15,308.37,310.18,,,,,,,,,,,,,,,301.77,296.11,285.30,282.74,,,,,,,,264.90,266.50,269.86,270.20,272.64,267.40,260.84,254.88,252.37,264.45,262.97,251.45,,,,,,,,,,,,,,,213.11,225.48,227.94,231.25,225.83,,,,,106.79,136.11,,,201.98,,110.63,129.62,195.64,,201.49,,,220.82,,,,,,,167.03,155.41,234.64,236.83,216.46,247.90,256.72,265.52,277.85,273.88,287.90,324.07
2008-08-09 22:07:11+00:00,L7,,,129.38,381.64,387.32,,329.04,330.82,,,302.08,292.62,359.67,347.07,343.17,,,,,,280.62,,,337.97,336.54,,,,,365.63,367.16,,,,,,,,295.98,362.75,376.95,372.89,307.46,300.66,300.22,,,,306.01,292.52,,,,,,,,379.81,373.82,375.53,371.49,374.35,365.34,359.14,354.91,358.38,355.28,355.79,,,,,,198.25,185.84,341.55,336.96,334.52,342.79,344.94,350.60,349.58,347.88,335.40,334.57,330.87,330.03,,,,,,,315.21,317.89,318.73,321.04,321.04,315.02,314.54,310.32,306.85,305.89,300.11,296.21,,,,,,,275.04,259.40,239.08,257.96,244.21,252.03,264.73,267.75,267.50,270.27,272.14,276.94,281.27,,,,,,,,,,,,,,,,,,261.87,,,,,113.10,191.95,276.20,276.79,269.36,268.55,273.77,287.44,298.18,302.59,311.73,325.08,331.55,357.91
2008-10-21 22:00:36+00:00,L7,393.66,378.99,383.68,,,,,,,353.58,351.97,351.92,380.78,380.75,373.38,370.77,363.98,359.73,356.54,365.93,369.51,,,,,,,352.30,352.52,360.24,336.51,304.20,318.38,367.29,397.28,390.94,378.16,375.60,354.21,,,,,,352.39,382.56,400.72,405.19,406.16,404.52,395.27,393.20,403.78,403.44,405.94,396.92,383.11,,,,,,,390.50,390.17,390.07,388.10,376.44,361.60,359.05,367.95,,346.37,355.59,358.20,,,,,,,,345.53,342.02,331.33,332.12,339.49,328.84,350.82,350.39,349.31,349.10,354.98,349.57,,,,,,,,339.05,332.89,320.10,318.34,306.64,290.71,279.75,277.72,284.14,283.36,275.17,263.32,,,,,,,284.39,278.83,278.43,276.18,272.49,283.08,291.90,286.16,287.46,290.85,292.11,288.31,279.00,,,,,,,259.52,249.26,255.02,275.28,284.21,272.54,283.77,275.76,276.01,274.50,278.09,275.58,270.36,,,,,,,,,377.64
2008-11-13 22:07:07+00:00,L7,374.76,,,,,,,,340.95,330.77,326.47,322.23,323.19,334.32,341.42,333.43,327.38,324.61,315.41,,,,,,,,,,,,,,,,,,,,,,,,,313.48,324.26,346.29,351.07,354.56,360.28,359.71,358.02,345.15,343.00,353.09,356.30,,,,,,,,349.39,347.95,346.70,344.11,342.58,343.62,342.03,333.97,317.81,256.27,,,,,,,,,314.70,311.11,310.54,307.75,294.08,284.55,290.24,301.50,305.42,301.06,303.65,,,,,,,,276.82,276.06,278.12,274.41,270.25,274.06,272.42,257.79,253.16,247.68,236.84,,,,,,,83.31,,,249.12,250.66,250.19,253.10,256.47,250.04,243.44,247.47,256.99,254.13,,,,,,,,234.23,240.24,231.35,223.66,231.87,231.17,227.84,218.77,217.86,242.82,245.54,238.04,,,,,,,,277.51,280.24,285.02,297.39,307.95,322.14
2008-11-14 21:55:04+00:00,L5,376.85,354.71,353.35,355.98,355.69,350.23,349.06,353.87,347.65,334.05,323.63,324.81,328.94,340.57,342.40,335.31,326.70,322.84,314.57,315.34,316.08,311.87,303.37,301.84,313.97,321.21,325.75,319.71,316.86,330.46,323.97,294.42,296.90,313.22,340.58,348.17,346.00,342.81,338.43,326.85,324.11,337.09,322.17,318.13,334.48,354.04,357.27,360.79,366.52,365.52,364.54,361.84,356.15,354.92,363.30,366.82,366.78,354.52,335.37,324.09,330.69,348.92,355.50,355.37,355.58,361.80,358.16,355.11,356.69,345.22,334.39,275.58,305.68,323.73,319.99,322.52,325.21,322.22,322.37,323.42,324.13,321.82,317.64,315.30,306.33,293.41,297.87,312.96,319.65,317.84,319.13,319.12,315.74,312.47,310.83,308.94,305.36,300.98,295.90,295.56,301.33,304.80,305.47,301.82,294.93,275.74,266.64,258.09,241.87,243.01,247.93,242.90,,,,218.03,236.38,252.75,255.12,257.35,254.72,256.37,258.26,257.91,249.78,254.57,261.27,259.67,258.11,256.34,256.24,250.83,242.88,244.28,238.96,217.56,232.22,230.89,230.31,243.47,245.73,238.25,237.49,240.96,253.22,253.96,242.31,238.97,245.52,248.36,257.51,264.19,276.28,280.59,282.87,282.91,288.46,298.89,309.16,327.11
2008-11-29 22:07:19+00:00,L7,383.18,358.98,352.69,361.05,363.04,366.95,370.98,,,,,,,,345.93,344.17,336.74,335.22,327.75,329.72,332.50,329.33,320.54,311.09,,,,,,,,293.89,297.70,313.27,344.51,354.30,356.55,360.44,353.79,340.26,336.45,340.89,,,,,,,,,378.70,371.69,367.98,372.78,368.69,377.40,379.78,368.27,349.30,332.53,,,,,,,,,353.55,346.32,322.79,291.75,321.45,338.15,333.65,336.32,333.31,333.97,321.22,,,,,,,295.98,306.36,317.43,321.95,320.67,322.31,323.00,319.27,315.82,311.87,310.69,311.15,,,,,,,,295.72,282.92,273.27,262.89,245.89,251.53,254.44,242.67,,,,,,,,,,,276.64,271.72,263.53,262.57,261.56,267.81,268.36,267.48,261.31,257.04,255.77,255.65,,,,,,,,251.49,249.56,256.03,262.61,261.22,254.57,253.72,253.42,254.84,263.79,273.19,282.18,290.82,,,,,,
2008-12-15 22:07:29+00:00,L7,378.30,358.29,354.74,356.28,354.59,350.81,,,,,,,320.88,335.50,347.88,342.34,331.09,326.89,325.84,324.65,326.82,327.19,317.95,,,,,,,,321.76,292.43,295.88,311.25,344.95,355.14,358.64,359.83,343.95,330.48,329.84,,,,,,,,376.31,376.02,379.50,376.12,372.73,376.89,370.29,369.08,371.81,367.62,350.75,,,,,,,,360.69,356.87,354.34,346.16,326.21,307.03,323.49,328.92,332.94,331.57,329.90,,,,,,,,,293.93,301.75,318.17,322.50,320.10,323.33,321.03,317.69,310.59,308.49,311.04,,,,,,,,301.47,295.49,280.29,276.41,264.45,255.93,253.12,259.97,241.46,137.33,,,,,,,,,,275.47,268.35,263.31,256.46,259.31,260.39,261.65,261.70,257.97,250.91,249.52,,,,,,,,259.88,250.97,248.88,257.42,258.47,264.93,260.26,247.92,253.99,262.41,265.03,273.66,273.02,,,,,,,
2008-12-31 22:07:37+00:00,L7,380.31,363.23,361.03,364.00,361.64,361.68,371.73,364.22,356.65,348.19,,,,,,,,337.78,336.09,339.70,339.13,334.71,326.39,316.58,328.29,339.03,341.37,338.80,,,,,,,,357.19,361.75,361.24,349.63,344.28,343.05,349.92,332.14,334.86,345.51,344.71,,,,,,,,378.92,377.51,378.16,383.20,374.84,354.14,342.52,343.14,360.92,365.24,353.06,,,,,,,,307.07,327.66,343.32,334.23,338.51,334.27,335.23,339.66,341.53,344.75,341.42,,,,,,,,333.56,333.06,333.63,326.93,321.18,318.82,313.00,313.10,311.63,311.96,309.61,303.19,,,,,,,275.86,271.51,257.54,260.99,242.68,,,220.42,240.25,246.36,257.38,264.34,,,,,,,,266.94,264.32,261.99,256.53,250.37,245.87,246.87,248.18,250.82,250.91,264.51,260.55,,,,,,,270.41,271.36,265.72,261.00,262.88,261.06,267.97,272.74,286.70,303.65,307.54,310.75,315.94,,,
2009-01-16 22:07:42+00:00,L7,,,,,,392.67,392.99,386.37,376.67,374.94,366.81,336.55,337.88,362.72,385.02,368.49,,,,,,,330.58,344.18,359.77,365.57,373.05,363.17,361.21,364.85,348.30,320.67,326.41,343.51,,,,,,,,393.86,354.14,339.36,371.87,406.90,419.60,401.16,400.07,406.66,403.85,422.47,418.25,,,,,,359.21,349.25,370.06,385.81,387.09,382.36,383.59,388.27,391.38,396.96,388.52,416.83,416.56,,,,,,,371.97,365.03,368.40,374.00,389.78,397.53,,366.80,385.91,393.56,388.33,386.15,,,,,,,,364.50,364.57,368.27,372.11,372.63,378.48,380.66,376.14,375.74,,316.35,,,,,,,,320.32,323.59,324.97,328.67,329.52,331.60,338.01,337.01,337.98,339.70,336.38,334.96,,,,,,,297.60,300.33,304.68,311.73,314.38,319.00,329.63,330.40,335.83,329.97,325.36,331.63,335.58,,,,,,,303.59,303.30,318.29,329.16,327.86,345.36,346.24,365.72,382.43
2009-01-17 21:56:56+00:00,L5,390.64,384.12,393.61,395.70,412.49,408.31,403.65,398.43,391.64,389.05,370.71,337.24,345.94,383.58,393.26,379.56,377.55,377.60,362.43,376.42,367.78,333.23,338.83,359.06,376.14,381.51,,,,,,,,,,,,,368.76,366.12,404.18,403.11,358.03,347.99,376.30,415.54,419.39,402.69,405.13,418.28,415.64,424.19,424.04,398.52,398.05,416.08,413.06,403.21,385.64,358.63,377.91,399.15,399.55,393.39,386.99,386.43,394.22,404.20,399.04,390.45,364.86,339.25,355.97,365.97,381.65,383.51,386.53,386.85,375.91,378.54,376.33,390.43,395.52,371.79,367.96,381.58,392.35,391.59,391.72,387.88,382.95,376.56,373.72,375.18,375.28,375.77,378.02,375.56,379.68,384.29,379.58,379.71,377.63,373.71,374.10,362.89,323.01,324.48,306.16,277.67,297.63,289.04,,321.28,325.92,331.53,333.68,334.75,336.96,339.42,348.79,344.70,338.32,339.59,342.98,340.92,336.09,331.29,328.45,321.86,316.74,313.88,305.10,312.07,318.39,318.58,326.14,327.07,328.51,331.61,334.77,328.48,327.86,331.98,332.46,332.08,327.87,290.11,284.82,291.13,302.94,308.18,309.69,329.44,333.02,334.06,350.87,349.94,365.60,389.88
2009-01-24 22:03:19+00:00,L5,383.49,362.18,368.11,374.76,382.60,379.76,375.65,365.89,359.40,358.62,334.71,326.42,332.56,356.37,352.24,353.29,355.00,353.88,348.62,346.07,347.05,337.25,329.66,327.63,338.84,343.68,347.72,347.26,347.66,345.70,323.49,301.61,305.49,350.09,366.32,369.92,372.01,366.36,352.26,352.63,361.60,359.92,328.94,326.90,357.41,376.65,377.79,378.33,381.95,381.45,383.83,386.74,381.94,387.08,383.14,392.46,387.87,377.91,360.18,348.41,352.81,367.40,369.26,369.11,372.08,371.00,369.60,366.83,364.01,364.95,350.53,327.04,343.04,351.88,346.78,355.67,353.89,358.30,359.13,354.04,360.78,351.88,349.67,343.97,338.33,342.48,350.97,357.87,362.75,354.58,351.18,342.40,339.76,335.33,336.77,340.36,345.77,345.17,357.30,354.56,352.11,346.02,342.53,318.23,310.59,298.88,296.32,286.54,281.62,278.59,282.88,260.19,,,254.72,268.09,285.73,294.09,303.76,313.01,313.61,321.30,314.38,312.65,314.26,311.20,311.42,301.17,292.68,283.89,275.24,272.22,272.16,280.29,290.31,294.73,299.05,299.52,296.66,301.08,284.09,296.24,298.48,295.47,282.55,279.92,273.52,272.32,265.34,269.55,276.97,289.99,302.00,315.05,314.46,319.90,331.14,340.16,347.66,371.72
2009-02-02 21:57:22+00:00,L5,381.03,370.50,376.18,390.13,397.12,401.02,397.68,390.63,385.35,378.97,363.57,335.37,341.51,366.07,378.23,369.19,365.01,369.88,364.89,363.39,360.62,353.03,342.26,349.87,356.11,360.38,364.36,373.20,366.10,359.90,348.35,323.59,332.66,357.70,374.63,374.19,373.63,372.17,356.90,360.35,372.46,371.16,357.30,355.42,370.21,388.48,393.70,393.64,397.94,393.27,401.36,396.42,390.61,392.65,391.17,391.80,391.86,381.67,370.04,367.27,374.90,375.36,371.28,362.07,359.82,371.13,380.42,379.29,379.10,382.30,375.43,345.73,360.48,363.28,360.04,363.02,357.75,360.17,377.28,382.38,384.47,374.06,370.27,373.26,372.10,375.93,377.62,374.34,375.60,369.63,367.67,365.98,364.16,352.81,354.72,359.07,351.81,366.61,370.81,364.10,361.76,355.21,355.36,348.34,326.39,321.87,311.04,302.26,298.55,291.16,282.23,274.52,245.42,258.24,275.20,290.85,298.26,302.27,303.45,319.65,324.49,330.39,328.08,322.49,320.85,314.58,314.76,313.72,310.04,297.58,294.70,292.15,276.58,289.40,300.20,307.26,308.17,321.07,319.24,318.54,322.57,315.98,309.79,316.42,311.77,299.11,294.29,286.50,277.29,270.42,284.34,296.05,303.81,311.22,320.05,327.24,335.92,350.77,365.92,384.15
2009-02-17 22:07:55+00:00,L7,,,,,,,,,,,,,,,,352.41,360.62,355.45,,,,,,,,366.06,367.40,386.40,392.98,388.28,378.29,361.99,352.84,369.09,381.36,382.08,381.55,,,,,,,377.56,379.21,391.50,409.95,415.32,416.16,410.92,413.30,421.69,430.93,419.32,413.18,,,,,,,384.47,384.32,383.83,387.15,395.31,398.10,397.49,396.95,397.14,389.35,379.68,380.51,,,,,,,394.82,398.89,391.63,389.62,387.05,386.57,389.33,393.68,393.11,389.09,383.47,380.48,,,,,,,,383.17,386.13,385.12,385.89,379.84,375.67,369.57,366.72,357.93,348.35,332.42,321.56,,,,,,,319.16,325.56,329.83,336.55,338.75,338.40,339.78,338.79,332.73,329.74,322.65,319.27,,,,,,,312.57,312.60,323.09,325.36,326.33,325.83,329.21,336.14,331.07,330.38,330.46,328.17,325.99,,,,,,,327.22,333.23,332.05,343.41,357.17,373.08,388.88
2009-04-15 22:02:09+00:00,L7,396.84,386.45,383.04,379.19,372.53,368.52,386.44,389.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.63,370.34,375.33,376.47,379.01,378.81,383.43,380.16,373.74,373.93,371.73,371.06,,,,154.08,,,356.25,357.67,357.63,337.04,337.50,345.43,341.24,345.83,340.18,338.43,356.18,357.20,347.79,,,,,,,363.06,353.66,342.68,335.92,343.70,341.44,337.73,338.66,338.67,331.87,342.23,346.69,356.66,,,,,,,310.46,307.21,297.91,293.17,284.25,266.94,229.77,262.34,277.84,279.32,279.30,291.42,,,,,,,288.71,285.87,285.85,283.72,281.38,279.67,,,260.54,267.31,278.94,286.76,292.61,,,,,,,,290.83,286.31,279.95,279.30,273.78,261.87,271.45,281.32,296.60,307.80,316.64,324.32,320.91,,,
2009-05-17 22:02:15+00:00,L7,377.58,361.77,361.87,353.25,350.32,,,,,,,282.58,,321.27,313.65,315.29,300.38,283.47,269.72,265.80,274.95,273.93,280.80,282.78,,,,,,300.24,195.95,229.93,248.89,255.11,252.79,248.50,250.63,231.44,246.70,270.31,286.82,,,,,,,279.99,286.77,276.91,272.72,341.23,307.53,285.64,270.01,333.62,,350.74,340.57,346.22,334.33,,,102.78,100.39,,,,,,,,,,,,,325.35,328.11,,,,,,,343.37,326.66,327.03,327.31,319.97,315.19,313.98,306.89,307.20,303.85,315.85,299.17,284.49,,,,,,,284.69,274.98,265.47,252.80,252.82,251.44,243.58,231.85,172.97,217.42,237.77,246.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.96
2009-05-24 22:08:26+00:00,L7,376.25,352.31,353.48,353.77,348.58,336.84,319.56,320.62,319.11,311.82,,,,,,,,286.03,274.70,274.77,282.34,278.67,293.12,287.24,291.26,245.40,252.03,,,,,,,,274.42,259.50,269.11,256.90,273.44,284.88,307.84,280.04,301.16,285.93,290.12,,,,,,,293.22,333.59,302.28,286.99,332.13,340.66,340.50,,327.69,330.33,322.51,306.55,,,,,128.15,178.23,159.87,316.63,280.09,296.50,308.28,301.28,301.18,299.23,,304.41,306.95,315.74,298.16,,,,,,,317.87,304.82,294.03,298.28,299.79,300.96,295.95,296.45,283.85,283.64,290.82,278.53,,,,,,,254.64,252.80,247.24,249.39,231.40,215.93,,186.24,230.22,242.61,245.45,233.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.83,,,,,,,,,
2009-06-02 22:02:15+00:00,L7,169.53,228.92,206.29,362.07,354.88,336.62,311.06,311.97,315.41,310.67,288.59,278.34,,350.66,329.85,315.45,,,,,273.48,272.74,,344.01,334.19,236.90,245.47,,242.81,280.69,257.90,226.19,252.47,,,,,,247.07,275.47,343.16,272.64,290.69,271.65,285.47,290.30,274.55,284.02,293.03,275.39,282.29,,,,,,,,,368.04,,357.45,326.23,326.82,342.91,346.93,349.56,353.98,352.69,354.48,,,,124.22,203.59,203.03,334.54,,343.70,350.03,346.82,335.64,330.83,327.58,332.32,348.99,357.20,346.78,330.63,,,,,,,321.64,321.15,315.07,314.10,311.99,311.45,312.27,314.74,309.15,295.30,294.63,291.04,285.64,,,,,,226.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.25
2009-06-09 22:08:25+00:00,L7,,,,,,,316.10,319.01,319.81,314.31,291.52,278.38,,334.21,313.07,306.03,,,,,,,,,327.64,245.20,252.00,269.76,246.06,290.40,208.79,231.48,260.57,,,,,,147.42,165.25,209.43,318.94,300.01,282.20,290.30,294.06,276.12,285.77,293.63,279.50,274.66,,,,,,,,,369.13,364.57,348.65,,,,,,,,,,,,,,209.70,181.78,,338.45,341.85,336.85,328.74,319.37,314.25,321.16,331.90,337.82,334.31,319.95,,,,,,,,308.10,303.21,314.43,313.31,311.49,307.28,304.79,296.24,283.47,282.91,268.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-05 22:02:01+00:00,L7,,,,,,333.08,315.22,313.63,317.84,306.10,289.76,285.72,275.67,319.03,312.79,311.07,298.01,,,,,,,258.75,250.51,231.57,245.18,241.18,239.60,284.68,280.78,228.51,252.03,255.44,,,,,141.15,158.14,287.86,240.31,292.94,278.71,284.77,287.47,282.65,287.22,293.23,280.36,281.17,249.93,,,,,,,,324.17,320.61,319.05,310.13,311.59,313.79,312.30,307.49,,309.18,303.27,285.31,,,,,124.50,192.19,,,293.43,294.61,300.32,294.91,294.53,298.01,289.25,282.54,282.07,288.85,287.98,,,,,,,268.79,262.20,267.89,261.68,256.86,259.90,254.76,256.74,247.30,247.69,235.41,227.02,219.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.41,,,,,,,305.28
2009-08-12 22:08:09+00:00,L7,390.03,401.00,404.69,413.17,406.43,397.67,402.16,410.74,405.57,,,,,,,,,,,,,,300.59,330.63,344.10,,,365.03,348.80,,,,,,,,,,409.81,410.97,400.45,409.72,,,,,408.18,,,,,236.98,199.27,274.44,377.32,386.91,,,,378.29,,360.69,354.67,343.75,,,,,,,,,,328.18,354.56,360.59,370.35,,,,336.20,342.87,,,,,,,,,,,317.73,,,,,,231.74,222.99,,,,,,,,,268.23,246.14,258.38,286.78,212.54,261.40,274.17,266.91,251.85,256.30,289.13,289.00,,,,,,,,,136.82,,,,254.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-21 22:01:59+00:00,L7,363.09,349.15,350.99,349.87,349.62,341.56,323.20,325.98,316.28,,,,,,,317.94,311.92,286.69,272.71,277.00,280.77,281.17,289.41,280.31,285.33,252.08,,,,,,,285.16,279.05,294.86,265.86,277.17,271.23,298.54,293.73,308.82,296.02,314.32,297.64,306.10,,,,,,281.34,268.80,313.88,296.52,336.78,346.01,345.35,338.82,322.77,331.47,325.11,330.32,328.83,318.41,,,,,,307.10,288.16,,293.35,303.72,297.96,313.60,313.18,309.33,312.31,307.20,308.12,314.56,,,,,,,298.52,300.23,295.43,289.47,282.64,285.22,292.27,292.08,289.17,293.26,291.98,282.34,272.00,,,,,,,246.32,227.90,223.39,229.63,,,,220.73,242.75,233.85,230.21,242.80,,,,,,,,,,,,,,,,,,,,,,,,,,,243.91,246.89,249.98,,,,,,,,,,,,
2009-09-06 22:01:59+00:00,L7,393.86,381.05,,,,,,,,,,,,,,,,341.55,341.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.49,,,,,,,345.08,340.75,337.12,334.70,329.53,315.02,312.49,314.44,328.74,333.75,326.40,325.62,320.00,,,,,,,291.09,290.31,297.69,298.99,288.56,280.57,277.32,273.35,260.68,266.93,265.79,256.44,,,,,,,,263.63,257.92,252.53,248.06,251.06,249.17,248.26,263.14,264.78,259.85,256.33,245.94,,,,,,161.02,160.38,262.48,264.03,254.79,259.76,267.23,275.65,259.49,270.87,267.99,262.66,268.80,272.77,,,,,,,,299.16,315.34,329.24,351.31
