dates,nzd0096-0000,nzd0096-0001,nzd0096-0002,nzd0096-0003,nzd0096-0004,nzd0096-0005,nzd0096-0006,nzd0096-0007,nzd0096-0008,nzd0096-0009,nzd0096-0010,nzd0096-0011,nzd0096-0012,nzd0096-0013,nzd0096-0014,nzd0096-0015,nzd0096-0016,nzd0096-0017,nzd0096-0018,nzd0096-0019,nzd0096-0020,nzd0096-0021,nzd0096-0022,nzd0096-0023,nzd0096-0024,nzd0096-0025,nzd0096-0026,nzd0096-0027,nzd0096-0028,nzd0096-0029,nzd0096-0030,nzd0096-0031,nzd0096-0032,nzd0096-0033,nzd0096-0034,nzd0096-0035,nzd0096-0036,nzd0096-0037,nzd0096-0038,nzd0096-0039,nzd0096-0040,nzd0096-0041,nzd0096-0042,nzd0096-0043,nzd0096-0044,nzd0096-0045,nzd0096-0046,nzd0096-0047,nzd0096-0048,nzd0096-0049,nzd0096-0050,nzd0096-0051,nzd0096-0052,nzd0096-0053,nzd0096-0054,nzd0096-0055,nzd0096-0056,nzd0096-0057,nzd0096-0058,nzd0096-0059,nzd0096-0060,nzd0096-0061,nzd0096-0062,nzd0096-0063,nzd0096-0064,nzd0096-0065,nzd0096-0066,nzd0096-0067,nzd0096-0068,nzd0096-0069,nzd0096-0070,nzd0096-0071,nzd0096-0072,nzd0096-0073,nzd0096-0074,nzd0096-0075,nzd0096-0076,nzd0096-0077,nzd0096-0078,nzd0096-0079,nzd0096-0080,nzd0096-0081,nzd0096-0082,nzd0096-0083,nzd0096-0084,nzd0096-0085,nzd0096-0086,nzd0096-0087,nzd0096-0088,nzd0096-0089,nzd0096-0090,nzd0096-0091,nzd0096-0092,nzd0096-0093,nzd0096-0094,nzd0096-0095,nzd0096-0096,nzd0096-0097,nzd0096-0098,nzd0096-0099,nzd0096-0100,nzd0096-0101,nzd0096-0102,nzd0096-0103,nzd0096-0104,nzd0096-0105,nzd0096-0106,nzd0096-0107,nzd0096-0108,nzd0096-0109,nzd0096-0110,nzd0096-0111,nzd0096-0112,nzd0096-0113,nzd0096-0114,nzd0096-0115,nzd0096-0116,nzd0096-0117,nzd0096-0118,nzd0096-0119,nzd0096-0120,nzd0096-0121,nzd0096-0122,nzd0096-0123,nzd0096-0124,nzd0096-0125,nzd0096-0126,nzd0096-0127,nzd0096-0128,nzd0096-0129,nzd0096-0130,nzd0096-0131,nzd0096-0132,nzd0096-0133,nzd0096-0134,nzd0096-0135,nzd0096-0136,nzd0096-0137,nzd0096-0138,nzd0096-0139,nzd0096-0140,nzd0096-0141,nzd0096-0142,nzd0096-0143,nzd0096-0144,nzd0096-0145,nzd0096-0146,nzd0096-0147,nzd0096-0148,nzd0096-0149,nzd0096-0150,nzd0096-0151,nzd0096-0152,nzd0096-0153,nzd0096-0154,nzd0096-0155,nzd0096-0156,nzd0096-0157,nzd0096-0158,nzd0096-0159,satname
1999-08-26 22:04:44+00:00,392.04,379.49,370.18,374.44,376.73,358.45,,,,,,,,,,,,,,,,,,304.41,327.41,,,,,334.70,331.71,,,,,,,,,312.39,323.09,309.06,323.68,,,,,,,,322.07,,358.67,332.45,,345.22,,,,,,,,,,,,,,338.23,341.91,350.84,337.83,,,319.21,327.63,309.41,312.41,328.48,324.67,324.17,324.11,331.88,331.45,327.59,321.24,,319.54,313.23,306.36,309.45,303.04,293.39,289.84,,,,283.68,286.05,282.20,281.22,279.88,278.76,267.93,257.13,241.33,,,,215.68,241.82,232.67,233.41,244.43,234.84,240.50,246.51,249.03,246.12,244.62,246.65,245.10,257.20,261.79,262.13,252.00,247.82,,,,,,,,,,,,,,,,,,252.96,246.14,255.04,262.28,263.90,253.27,,,269.87,,,,,,335.81,L7
1999-10-04 22:11:02+00:00,394.10,382.90,375.63,377.72,377.25,366.52,375.43,371.39,370.35,375.66,,,357.65,347.87,350.40,352.28,348.98,347.85,355.83,354.32,353.80,348.66,340.81,320.40,328.27,328.38,330.84,337.51,338.81,338.96,337.65,,,347.24,354.39,,,353.86,357.24,329.00,329.62,322.68,334.11,,,,,,,,341.06,356.92,363.96,348.66,365.35,354.98,369.55,369.79,355.65,362.38,357.30,346.80,355.20,361.31,369.13,363.85,363.96,359.72,353.97,339.94,341.96,348.03,340.96,341.84,336.45,322.66,323.84,312.51,315.12,326.81,326.06,326.94,324.79,331.45,333.75,327.59,321.24,,319.54,313.23,306.36,310.69,304.60,299.54,297.07,308.00,303.79,301.85,291.07,292.94,290.58,287.75,283.09,279.94,270.28,257.86,242.96,232.52,,,224.70,243.37,239.03,237.64,246.99,239.66,240.50,246.51,249.03,246.95,246.13,249.90,248.80,254.44,258.11,254.03,250.27,247.64,241.66,247.15,244.66,248.37,239.08,234.28,234.59,228.83,229.70,233.00,218.57,240.85,241.49,239.65,237.27,220.09,243.15,251.01,249.87,255.77,264.10,260.54,257.45,268.17,262.99,270.84,278.15,282.77,296.78,300.54,302.12,341.07,L7
2000-03-28 22:10:31+00:00,394.19,385.57,383.41,385.12,383.80,379.98,375.60,369.06,369.21,375.26,,,357.91,354.97,357.29,355.13,356.77,350.37,354.40,353.74,354.59,351.60,343.62,336.34,330.13,330.93,337.38,342.35,340.66,341.44,345.58,,,348.50,354.44,,,361.61,364.27,351.83,344.93,345.36,356.79,,,,,,,,363.19,360.62,370.29,370.98,368.24,366.71,370.52,371.18,363.38,368.73,365.25,359.40,359.74,362.91,365.31,361.26,360.41,357.56,354.57,346.80,345.89,346.87,343.80,343.77,337.50,325.49,324.40,324.01,323.36,332.23,333.87,336.22,333.46,332.50,334.58,330.51,326.22,325.35,322.79,321.71,320.27,314.62,309.39,307.50,308.15,306.85,304.23,304.01,300.67,297.25,296.25,291.90,286.13,280.74,274.52,261.42,246.68,237.66,,244.23,242.44,245.97,248.92,245.04,249.23,245.07,248.08,247.77,250.11,250.98,251.92,255.06,256.13,252.42,255.28,251.09,255.44,252.40,245.70,248.07,244.66,249.28,243.73,240.18,239.28,239.22,238.10,240.06,227.87,246.21,245.53,242.39,237.27,220.09,251.60,256.09,256.11,257.37,265.68,260.84,267.56,274.45,273.81,282.05,288.23,289.19,304.68,310.73,310.93,345.56,L7
2000-04-29 22:10:17+00:00,383.37,372.77,370.89,371.34,372.89,371.30,346.39,344.02,342.66,344.15,294.49,282.27,358.18,353.03,355.84,350.75,352.62,315.15,309.37,310.45,315.44,313.30,311.78,336.28,329.40,283.51,294.88,347.18,342.52,338.27,343.99,224.63,256.72,302.04,304.79,250.62,258.17,369.36,307.03,319.79,347.12,354.41,329.34,280.48,284.88,292.24,280.20,,291.35,279.90,366.34,359.47,353.84,377.09,363.63,364.03,371.50,361.99,371.11,366.60,364.12,367.42,360.98,362.27,359.16,357.80,355.98,355.39,355.05,349.16,346.30,348.51,324.50,340.39,341.03,328.94,330.35,324.57,321.82,329.62,328.69,332.21,332.45,328.23,326.87,322.69,321.94,323.61,323.56,316.67,313.12,309.00,306.00,301.63,304.21,299.97,303.81,303.50,300.35,294.77,288.73,284.84,280.24,276.38,275.22,263.94,249.87,239.13,,236.77,247.39,247.51,249.40,244.56,249.06,245.35,242.18,242.22,245.91,248.55,248.87,254.14,258.90,252.54,251.18,252.88,254.74,254.22,247.98,248.76,,250.19,242.06,239.75,242.19,240.12,246.50,247.11,237.16,251.57,249.57,245.14,,,260.04,257.35,255.24,257.13,260.53,258.17,273.48,280.72,284.62,292.29,298.31,295.61,312.58,320.92,319.73,339.10,L7
2000-05-24 22:03:46+00:00,378.29,361.21,361.23,363.81,372.89,358.16,334.16,330.18,331.78,325.92,289.58,279.16,358.18,353.03,353.45,351.09,352.62,301.06,292.37,291.52,298.21,297.87,297.97,336.28,327.51,261.69,271.93,347.18,342.52,338.27,343.99,220.06,248.68,280.27,281.11,245.26,252.18,369.36,283.75,301.73,332.34,354.41,312.99,272.69,278.50,281.52,280.20,,291.35,279.90,366.34,359.47,353.84,377.09,363.63,364.03,371.50,361.99,371.11,366.60,364.12,367.42,360.98,362.27,359.16,357.80,355.98,355.39,355.05,349.16,346.30,348.51,324.50,340.39,341.03,328.94,330.35,324.57,321.82,329.62,328.69,332.21,332.45,328.23,326.87,322.69,321.94,323.61,323.56,316.67,313.12,309.00,306.00,301.63,304.21,299.97,303.81,303.50,300.35,294.77,288.73,284.84,280.24,276.38,275.22,263.94,249.87,239.13,,236.77,247.39,247.51,249.40,244.56,249.06,245.35,242.18,242.22,245.91,248.55,248.87,254.14,258.90,252.54,251.18,252.88,254.74,254.22,247.98,248.76,,250.19,242.06,239.75,242.19,240.12,246.50,247.11,237.16,251.57,249.57,245.14,,,260.04,257.35,255.24,257.13,260.53,258.17,273.48,280.72,284.62,292.29,298.31,295.61,312.58,320.92,319.73,339.10,L7
2000-05-31 22:09:54+00:00,375.10,358.21,357.09,359.09,372.89,345.20,324.90,330.18,331.78,325.92,286.88,277.74,358.18,353.03,347.95,346.62,352.62,299.81,287.96,288.49,294.73,293.52,295.69,336.28,320.41,254.92,262.52,347.18,342.52,338.27,343.99,220.93,246.34,272.33,270.36,246.80,252.18,369.36,269.52,295.56,324.06,354.41,308.12,274.75,284.73,288.58,285.04,291.29,297.35,287.60,366.34,359.47,342.88,377.09,363.63,360.03,371.50,361.99,371.11,354.03,364.12,367.42,360.98,356.94,353.68,356.74,351.89,355.39,354.01,346.50,345.09,348.51,324.50,324.65,336.33,329.83,329.87,320.10,321.82,329.62,327.53,331.87,331.20,328.39,325.44,322.10,321.80,321.46,318.70,315.45,310.91,306.64,304.68,300.20,301.90,297.30,301.14,301.67,297.72,295.36,287.26,284.39,278.66,275.80,272.94,260.96,242.18,239.13,,224.47,240.96,245.13,239.75,235.24,241.65,235.28,242.18,242.22,245.91,241.42,243.19,248.85,258.90,248.79,249.12,249.46,254.74,254.22,246.10,240.63,,250.19,242.06,239.75,242.19,240.12,246.50,247.11,237.16,251.57,249.57,245.14,,,260.04,257.35,255.24,257.13,260.53,258.17,273.48,280.72,284.62,292.29,298.31,295.61,312.58,320.92,319.73,339.10,L7
2000-07-11 22:03:17+00:00,374.96,357.37,356.77,359.38,372.89,342.65,321.02,324.55,327.09,320.27,288.04,278.84,358.18,356.00,349.21,343.00,352.62,294.67,283.52,283.63,290.58,293.52,295.69,336.28,327.19,250.07,257.50,347.18,342.52,344.45,347.81,220.87,246.60,266.58,265.11,246.80,252.18,369.36,258.52,290.11,330.59,349.65,304.50,274.27,283.48,288.63,281.06,288.19,293.54,281.34,381.27,359.47,342.88,377.09,363.63,360.03,371.50,361.99,371.11,354.03,364.12,367.42,360.98,356.94,353.68,356.74,351.89,355.39,354.01,346.50,345.09,348.51,324.50,324.65,336.33,329.83,329.87,320.10,321.82,329.62,327.53,331.87,331.20,328.39,325.44,322.10,321.80,321.46,318.70,315.45,310.91,306.64,304.68,300.20,301.90,297.30,301.14,301.67,297.72,295.36,287.26,284.39,278.66,275.80,272.94,260.96,242.18,239.13,,224.47,240.96,245.13,239.75,235.24,241.65,235.28,242.18,242.22,245.91,241.42,243.19,248.85,258.90,248.79,249.12,249.46,254.74,254.22,246.10,240.63,,250.19,242.06,239.75,242.19,240.12,246.50,247.11,237.16,251.57,249.57,245.14,,,260.04,257.35,255.24,257.13,260.53,258.17,273.48,280.72,284.62,292.29,298.31,295.61,312.58,320.92,319.73,339.10,L7
2000-11-23 22:08:18+00:00,373.64,358.79,356.50,357.48,361.61,331.36,318.43,332.12,338.75,303.31,286.50,278.52,348.92,350.22,342.51,331.48,330.43,285.10,270.25,271.81,279.13,280.47,288.85,339.79,331.79,232.66,235.84,321.01,320.11,356.81,338.23,221.69,244.52,246.06,241.11,249.86,,356.53,220.67,272.67,331.25,346.67,291.76,275.86,288.46,295.73,281.50,288.19,294.64,282.06,380.40,354.30,337.62,374.17,374.25,361.50,370.61,371.95,363.31,348.81,371.74,368.35,368.44,356.87,354.42,359.45,351.95,359.54,350.50,343.85,343.99,343.57,328.50,300.58,311.23,329.12,325.02,311.22,315.58,319.91,323.03,329.61,329.69,328.38,324.08,322.70,319.18,317.25,309.36,307.23,307.05,305.06,304.56,301.12,301.36,299.67,300.52,299.17,293.61,294.33,284.43,280.72,274.37,273.04,268.70,257.77,232.08,,,201.12,227.50,240.61,223.89,220.95,232.04,221.00,238.05,241.15,252.42,238.94,243.19,248.42,259.97,249.73,247.90,246.38,250.62,255.93,246.38,235.97,250.81,245.13,241.16,240.35,239.70,240.09,237.04,235.06,209.69,227.13,244.48,233.02,213.99,209.17,244.38,254.01,256.33,258.54,267.77,266.45,268.38,266.73,267.04,269.47,265.95,271.07,279.16,305.20,310.50,336.73,L7
2001-06-03 22:07:40+00:00,380.19,359.50,353.60,358.42,,337.58,324.08,321.15,324.91,319.11,295.55,289.61,,,341.41,336.95,314.94,292.61,274.36,278.00,279.83,276.43,284.40,,308.92,244.31,255.81,,,,,244.22,261.70,269.47,254.63,259.19,269.47,,251.82,282.22,336.27,,304.26,287.05,294.47,307.81,290.37,297.06,306.83,285.28,,,344.52,,,355.59,358.00,361.99,,368.38,,370.12,,367.14,364.35,367.82,367.02,,358.80,358.32,358.31,,,328.78,325.93,340.73,332.69,324.86,330.30,328.67,329.93,329.92,331.95,331.58,331.51,328.18,325.00,325.53,326.03,317.33,316.15,314.34,311.06,307.95,,,,299.95,292.25,290.91,288.63,289.56,284.11,279.37,270.61,261.97,252.09,219.09,,,,264.63,259.11,264.90,268.40,267.40,253.84,246.63,255.46,249.54,248.52,250.27,254.77,256.09,252.84,258.52,,,256.70,256.98,,,237.17,,,,,,,,,,,,,,,,267.28,263.08,,,,,,,,,,320.28,L7
2002-01-22 22:00:40+00:00,393.11,391.70,407.60,405.79,400.24,390.70,,,,,,,384.15,381.19,377.89,377.41,373.20,,,,,,,360.70,361.81,,,371.51,361.96,375.13,374.78,,,,,,,382.01,,,369.38,382.04,,,,,,,,,390.82,386.81,391.91,386.38,379.79,382.92,387.51,389.15,384.53,389.99,394.04,395.52,393.56,387.85,387.37,397.76,389.87,379.75,369.84,366.50,367.94,376.61,363.68,351.74,353.37,348.70,346.96,347.20,350.99,354.70,357.51,355.74,352.60,355.06,351.75,351.02,347.39,349.00,347.30,344.91,340.67,338.13,341.33,343.75,336.45,316.20,325.03,326.53,319.41,317.85,318.18,306.38,305.06,303.04,301.74,291.30,267.56,237.49,191.28,,234.65,259.67,270.79,270.31,274.49,,,,,275.92,274.80,276.23,273.12,268.28,272.61,269.76,270.68,263.98,263.10,259.51,245.64,251.93,260.78,273.20,271.26,266.73,268.39,264.63,244.55,261.51,261.55,263.16,,266.24,259.89,279.92,294.78,302.61,299.81,302.83,314.95,317.54,314.24,308.64,295.20,293.04,312.12,314.55,323.05,352.24,L7
