dates,nzd0598-0000,nzd0598-0001,nzd0598-0002,nzd0598-0003,nzd0598-0004,nzd0598-0005,nzd0598-0006,nzd0598-0007,nzd0598-0008,nzd0598-0009,nzd0598-0010,nzd0598-0011,nzd0598-0012,nzd0598-0013,nzd0598-0014,nzd0598-0015,nzd0598-0016,nzd0598-0017,nzd0598-0018,nzd0598-0019,nzd0598-0020,nzd0598-0021,nzd0598-0022,nzd0598-0023,nzd0598-0024,nzd0598-0025,nzd0598-0026,nzd0598-0027,nzd0598-0028,nzd0598-0029,nzd0598-0030,nzd0598-0031,nzd0598-0032,nzd0598-0033,nzd0598-0034,nzd0598-0035,nzd0598-0036,nzd0598-0037,nzd0598-0038,nzd0598-0039,nzd0598-0040,nzd0598-0041,nzd0598-0042,nzd0598-0043,nzd0598-0044,nzd0598-0045,nzd0598-0046,nzd0598-0047,nzd0598-0048,nzd0598-0049,nzd0598-0050,nzd0598-0051,nzd0598-0052,nzd0598-0053,nzd0598-0054,nzd0598-0055,nzd0598-0056,nzd0598-0057,nzd0598-0058,nzd0598-0059,nzd0598-0060,nzd0598-0061,nzd0598-0062,nzd0598-0063,nzd0598-0064,nzd0598-0065,nzd0598-0066,nzd0598-0067,nzd0598-0068,nzd0598-0069,nzd0598-0070,nzd0598-0071,nzd0598-0072,nzd0598-0073,nzd0598-0074,nzd0598-0075,nzd0598-0076,nzd0598-0077,nzd0598-0078,nzd0598-0079,nzd0598-0080,nzd0598-0081,nzd0598-0082,nzd0598-0083,nzd0598-0084,nzd0598-0085,nzd0598-0086,nzd0598-0087,nzd0598-0088,nzd0598-0089,nzd0598-0090,nzd0598-0091,nzd0598-0092,nzd0598-0093,nzd0598-0094,nzd0598-0095,nzd0598-0096,nzd0598-0097,nzd0598-0098,nzd0598-0099,nzd0598-0100,nzd0598-0101,nzd0598-0102,nzd0598-0103,nzd0598-0104,nzd0598-0105,nzd0598-0106,nzd0598-0107,nzd0598-0108,nzd0598-0109,nzd0598-0110,nzd0598-0111,nzd0598-0112,nzd0598-0113,nzd0598-0114,nzd0598-0115,nzd0598-0116,nzd0598-0117,nzd0598-0118,nzd0598-0119,nzd0598-0120,nzd0598-0121,nzd0598-0122,nzd0598-0123,nzd0598-0124,nzd0598-0125,nzd0598-0126,nzd0598-0127,nzd0598-0128,nzd0598-0129,nzd0598-0130,nzd0598-0131,nzd0598-0132,nzd0598-0133,nzd0598-0134,nzd0598-0135,nzd0598-0136,nzd0598-0137,nzd0598-0138,nzd0598-0139,nzd0598-0140,nzd0598-0141,nzd0598-0142,nzd0598-0143,nzd0598-0144,nzd0598-0145,nzd0598-0146,nzd0598-0147,nzd0598-0148,nzd0598-0149,nzd0598-0150,nzd0598-0151,nzd0598-0152,nzd0598-0153,nzd0598-0154,nzd0598-0155,nzd0598-0156,nzd0598-0157,nzd0598-0158,nzd0598-0159,nzd0598-0160,nzd0598-0161,nzd0598-0162,nzd0598-0163,nzd0598-0164,nzd0598-0165,nzd0598-0166,nzd0598-0167,satname
2001-11-26 22:09:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.42,202.72,209.98,211.98,202.99,196.66,191.68,189.45,194.60,194.32,183.49,176.44,179.17,181.97,183.56,181.44,182.39,172.78,196.74,177.67,178.03,184.56,192.58,205.87,196.35,192.88,202.20,191.66,179.57,181.50,186.89,180.36,173.13,172.16,174.44,178.83,181.40,188.97,186.87,171.50,185.59,190.31,179.39,178.77,180.22,182.08,183.88,191.71,194.27,200.69,193.34,188.99,183.02,186.99,183.11,184.86,177.32,173.75,184.28,191.56,198.97,200.53,196.76,191.86,185.05,184.60,177.61,174.45,168.51,180.39,183.86,199.71,200.34,196.15,181.62,177.65,178.81,179.07,177.82,183.95,197.57,212.34,219.80,223.18,222.73,214.14,209.80,211.71,208.33,213.01,205.82,204.14,,153.22,183.43,185.64,190.94,194.96,208.11,206.14,,,,,,,,,,,L7
2002-02-14 22:10:05+00:00,208.80,222.70,,,,,,,,,,,,,,,,,,,,,,,236.07,246.79,242.67,243.01,233.96,236.31,238.83,223.14,214.95,210.59,220.90,229.66,214.94,205.78,200.36,211.54,224.96,234.80,241.37,241.91,230.45,226.05,227.51,215.72,201.34,218.34,231.29,235.78,,213.55,222.44,209.26,210.66,211.20,219.06,228.24,230.95,232.26,227.60,231.39,220.47,214.77,221.58,236.16,,224.36,225.38,,,,,,,,,,,,,,,,,,,,,,,,,,218.63,202.08,215.39,217.19,,206.77,220.31,204.84,208.86,218.34,223.67,234.61,212.30,208.59,208.10,220.11,218.67,210.04,218.84,214.78,207.21,220.33,234.14,236.47,222.53,225.01,,,,,,,,,,,,,,,,,,,,,,,,,,229.36,229.71,226.05,228.27,220.18,209.90,212.59,218.17,222.32,221.07,228.89,229.26,223.38,217.74,213.92,219.17,236.36,241.74,250.25,254.85,266.02,L7
2002-03-25 22:16:11+00:00,,204.78,132.84,92.50,82.60,,193.42,148.94,115.76,108.12,197.85,192.38,126.10,,179.59,178.44,,159.90,143.20,,,216.26,203.40,216.20,220.13,232.26,238.01,225.68,223.31,214.11,212.36,215.45,206.55,197.34,195.02,207.21,206.12,202.48,203.01,212.81,219.09,220.81,227.58,224.38,227.00,213.32,209.70,201.48,203.94,208.07,210.84,215.68,189.81,165.88,192.49,189.37,188.06,195.11,205.76,204.09,211.09,217.11,208.14,208.31,209.06,202.30,206.64,207.47,185.31,186.86,189.32,189.00,194.40,189.07,184.23,186.69,200.22,186.59,184.29,187.98,202.47,220.23,206.10,202.07,218.00,202.89,199.97,196.36,203.28,183.00,181.27,182.67,183.23,197.74,203.35,200.17,201.11,180.68,197.83,206.10,191.56,193.66,192.68,196.69,202.88,206.84,211.13,213.15,209.09,204.67,197.72,198.39,193.92,195.77,189.93,188.46,195.70,205.96,214.20,217.07,218.35,210.33,201.55,197.67,188.22,193.15,190.77,200.33,205.15,213.22,218.20,211.33,189.94,181.42,186.87,185.97,179.05,196.64,212.22,223.29,233.02,235.76,232.33,227.40,222.62,220.47,221.87,220.35,219.03,217.26,,190.24,196.04,199.84,205.26,211.15,217.63,221.09,223.54,221.64,208.79,212.26,229.87,235.00,251.01,249.86,258.09,249.52,L7
2002-05-21 22:09:53+00:00,,,,,55.47,,,127.97,84.93,94.29,,,115.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.62,200.86,208.18,202.07,189.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-10-03 22:15:05+00:00,203.03,210.73,,120.10,,190.02,199.16,,,,208.99,192.79,155.47,179.70,185.26,181.48,,,,213.79,201.19,208.12,203.29,214.35,211.08,214.11,222.02,214.45,224.34,220.56,214.11,218.46,209.77,201.93,198.81,206.53,209.67,206.76,191.68,194.14,202.94,205.31,220.90,218.82,217.10,213.24,210.67,204.58,204.52,201.84,198.01,192.67,188.92,176.13,,189.65,183.15,185.90,194.54,192.12,198.25,204.31,193.38,194.70,193.76,190.67,191.23,184.90,167.07,171.07,165.28,166.42,168.24,164.93,166.47,154.14,174.46,148.33,164.21,174.77,183.95,204.08,176.20,173.76,190.01,186.08,168.87,175.17,177.50,169.36,164.94,165.78,167.68,173.21,182.39,178.09,184.35,165.53,182.03,192.99,180.28,184.26,182.49,187.56,188.40,198.80,201.95,203.25,194.47,193.96,189.48,190.46,185.65,189.96,183.96,178.35,190.75,197.51,207.24,205.78,207.21,201.10,191.41,189.85,177.52,185.05,174.90,189.23,191.75,197.22,204.65,198.80,180.67,175.12,178.03,178.19,175.44,188.86,197.15,215.82,228.13,231.55,231.19,221.34,212.97,216.06,215.49,211.94,213.04,209.21,197.11,,186.86,192.11,195.72,198.76,209.24,211.97,215.98,209.39,203.69,207.90,220.62,226.82,238.66,241.11,240.94,233.98,L7
2002-12-06 22:15:37+00:00,211.92,216.12,,,,195.44,188.47,,,,205.62,200.06,,200.41,193.68,180.35,188.76,193.28,,194.82,196.15,217.15,225.92,218.28,202.74,205.07,208.14,216.15,213.12,200.11,206.30,208.85,213.16,210.31,197.89,177.57,178.55,190.01,209.21,215.17,208.06,180.86,191.72,197.43,199.12,196.50,181.85,190.45,203.46,203.59,207.93,189.52,169.42,144.92,,156.38,165.04,178.14,177.07,170.87,171.75,175.60,181.17,178.65,184.56,179.26,173.14,169.71,165.52,155.22,153.48,152.68,136.37,147.61,150.12,143.17,129.25,138.97,151.47,154.34,168.93,172.39,,,161.77,163.55,152.65,159.34,159.06,145.44,156.00,160.60,157.69,165.31,163.79,166.12,164.11,146.41,161.54,161.30,161.46,161.99,161.17,173.43,171.96,183.08,185.70,189.76,182.45,175.21,172.77,164.20,163.55,158.14,156.46,163.95,172.34,178.61,184.69,183.12,175.56,168.49,165.30,162.79,163.99,163.04,156.89,161.68,169.33,173.77,181.63,172.11,168.74,170.06,169.94,174.41,170.53,176.03,188.29,189.41,199.68,203.31,202.10,206.83,208.06,204.02,204.65,202.70,198.22,191.00,179.49,159.85,161.84,173.52,183.31,192.98,202.28,210.39,223.91,212.90,206.93,210.79,211.28,230.97,236.50,238.70,235.05,240.15,L7
2002-12-31 22:09:32+00:00,,,,,,,,,,,,,,,,,,,,192.91,189.54,198.03,208.09,207.49,199.96,197.56,212.24,212.02,221.09,215.01,216.10,218.56,211.05,197.69,183.22,170.52,163.01,175.24,192.98,216.27,222.89,204.66,196.05,189.55,194.01,191.45,188.87,187.36,188.96,200.81,205.01,198.66,183.30,,,182.00,181.45,181.00,183.87,177.32,174.20,178.52,177.68,185.76,189.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.25,176.81,169.80,174.33,163.63,175.09,178.71,180.39,184.72,181.21,167.91,168.87,168.70,167.18,169.38,175.19,178.76,212.43,213.58,223.73,221.42,212.79,208.36,206.45,201.61,203.04,202.28,202.59,187.19,165.62,172.69,178.70,184.05,188.73,192.82,200.40,207.53,201.54,201.32,200.08,215.21,219.88,228.18,226.40,223.28,214.80,L7
2003-03-21 22:09:51+00:00,,223.69,127.47,55.83,66.96,,194.67,135.36,84.52,87.68,196.44,199.27,102.33,,211.25,214.03,,129.11,,,,,,,,,,,,,,,,,,,169.71,188.43,202.75,202.37,199.82,196.78,212.40,224.11,208.90,197.97,182.17,184.13,175.17,186.27,191.55,196.27,175.90,122.95,187.93,181.86,,,,,,,,,,,,,,,,160.94,154.94,159.08,162.15,157.52,,153.86,163.32,170.08,,,,,,,,,,,,,,,,,,147.39,153.69,182.00,171.17,168.08,167.53,179.07,185.81,185.44,188.06,194.89,187.48,180.38,178.32,176.66,169.42,182.61,165.36,169.91,175.51,183.44,188.48,199.64,182.11,172.08,172.23,171.23,165.87,162.71,151.61,168.26,167.09,190.66,180.60,179.37,154.26,162.42,150.64,167.82,157.89,174.19,184.47,196.40,216.99,206.24,219.42,222.30,215.99,212.37,209.81,211.76,208.34,,,,154.58,,,,,,,,,,,,,,,,L7
2003-04-13 22:16:07+00:00,,182.88,140.91,78.23,78.28,,179.62,152.81,113.61,99.18,,196.50,120.93,,174.16,183.57,,163.48,143.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.97,202.85,203.91,209.15,200.78,196.49,189.35,198.53,189.10,193.69,183.36,183.64,191.28,205.03,213.32,214.81,216.99,207.23,201.68,195.39,185.62,188.04,176.42,184.63,194.51,204.06,208.61,204.77,183.16,178.53,183.50,184.43,182.20,195.35,208.63,218.94,231.68,233.04,231.50,226.15,220.40,220.31,220.93,217.80,217.83,213.93,198.70,183.72,190.30,198.01,195.03,211.22,210.14,217.53,233.35,217.71,212.49,216.14,220.43,238.23,234.91,244.20,249.69,242.56,L7
2003-08-11 22:04:15+00:00,,,108.97,85.54,68.44,,,144.39,99.10,90.35,,175.17,111.04,,,152.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.38,,,,,,,,,,,,,,,180.62,186.83,198.87,,201.15,191.62,197.75,201.59,190.45,199.16,194.49,198.42,197.24,204.58,207.80,214.23,203.99,209.88,,,,,,,,,,,,,,,191.10,193.97,196.38,199.50,207.94,217.01,223.73,217.05,197.26,,,,,,,,,,,,,,,,,,,,,,,,,,241.51,230.30,224.91,227.24,,,,,,,L5
2003-08-12 22:09:35+00:00,,,115.75,,,,,124.76,67.22,,,,,,,139.47,,,124.48,,,162.56,,,,,,234.41,230.67,188.48,179.35,,185.35,197.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.91,163.89,,,,,,160.78,144.48,163.55,190.27,204.01,,,,,,,,,163.09,169.57,163.01,152.97,,148.88,176.99,,,,,,,,189.84,196.64,202.40,207.25,198.94,191.40,189.32,187.50,,,,,,,,,222.68,197.40,193.01,193.22,184.50,188.98,183.97,185.33,190.53,206.91,,,,,,,,,,,,,,,215.85,219.76,219.21,222.41,219.14,210.96,,,169.86,172.63,191.50,204.54,215.21,221.62,227.36,216.51,214.82,213.26,220.09,230.49,237.50,243.11,,,L7
