dates,nzd0598-0000,nzd0598-0001,nzd0598-0002,nzd0598-0003,nzd0598-0004,nzd0598-0005,nzd0598-0006,nzd0598-0007,nzd0598-0008,nzd0598-0009,nzd0598-0010,nzd0598-0011,nzd0598-0012,nzd0598-0013,nzd0598-0014,nzd0598-0015,nzd0598-0016,nzd0598-0017,nzd0598-0018,nzd0598-0019,nzd0598-0020,nzd0598-0021,nzd0598-0022,nzd0598-0023,nzd0598-0024,nzd0598-0025,nzd0598-0026,nzd0598-0027,nzd0598-0028,nzd0598-0029,nzd0598-0030,nzd0598-0031,nzd0598-0032,nzd0598-0033,nzd0598-0034,nzd0598-0035,nzd0598-0036,nzd0598-0037,nzd0598-0038,nzd0598-0039,nzd0598-0040,nzd0598-0041,nzd0598-0042,nzd0598-0043,nzd0598-0044,nzd0598-0045,nzd0598-0046,nzd0598-0047,nzd0598-0048,nzd0598-0049,nzd0598-0050,nzd0598-0051,nzd0598-0052,nzd0598-0053,nzd0598-0054,nzd0598-0055,nzd0598-0056,nzd0598-0057,nzd0598-0058,nzd0598-0059,nzd0598-0060,nzd0598-0061,nzd0598-0062,nzd0598-0063,nzd0598-0064,nzd0598-0065,nzd0598-0066,nzd0598-0067,nzd0598-0068,nzd0598-0069,nzd0598-0070,nzd0598-0071,nzd0598-0072,nzd0598-0073,nzd0598-0074,nzd0598-0075,nzd0598-0076,nzd0598-0077,nzd0598-0078,nzd0598-0079,nzd0598-0080,nzd0598-0081,nzd0598-0082,nzd0598-0083,nzd0598-0084,nzd0598-0085,nzd0598-0086,nzd0598-0087,nzd0598-0088,nzd0598-0089,nzd0598-0090,nzd0598-0091,nzd0598-0092,nzd0598-0093,nzd0598-0094,nzd0598-0095,nzd0598-0096,nzd0598-0097,nzd0598-0098,nzd0598-0099,nzd0598-0100,nzd0598-0101,nzd0598-0102,nzd0598-0103,nzd0598-0104,nzd0598-0105,nzd0598-0106,nzd0598-0107,nzd0598-0108,nzd0598-0109,nzd0598-0110,nzd0598-0111,nzd0598-0112,nzd0598-0113,nzd0598-0114,nzd0598-0115,nzd0598-0116,nzd0598-0117,nzd0598-0118,nzd0598-0119,nzd0598-0120,nzd0598-0121,nzd0598-0122,nzd0598-0123,nzd0598-0124,nzd0598-0125,nzd0598-0126,nzd0598-0127,nzd0598-0128,nzd0598-0129,nzd0598-0130,nzd0598-0131,nzd0598-0132,nzd0598-0133,nzd0598-0134,nzd0598-0135,nzd0598-0136,nzd0598-0137,nzd0598-0138,nzd0598-0139,nzd0598-0140,nzd0598-0141,nzd0598-0142,nzd0598-0143,nzd0598-0144,nzd0598-0145,nzd0598-0146,nzd0598-0147,nzd0598-0148,nzd0598-0149,nzd0598-0150,nzd0598-0151,nzd0598-0152,nzd0598-0153,nzd0598-0154,nzd0598-0155,nzd0598-0156,nzd0598-0157,nzd0598-0158,nzd0598-0159,nzd0598-0160,nzd0598-0161,nzd0598-0162,nzd0598-0163,nzd0598-0164,nzd0598-0165,nzd0598-0166,nzd0598-0167,satname
1999-11-05 22:14:04+00:00,209.71,222.55,207.19,194.35,190.00,193.48,204.18,203.81,210.73,194.85,211.28,197.56,192.92,205.66,196.14,188.37,185.08,200.48,196.26,214.87,217.76,207.20,205.68,220.46,214.48,217.50,228.77,224.90,226.64,221.02,217.28,207.58,199.15,191.39,198.64,206.17,205.79,204.27,198.29,205.91,208.02,,,,,,,,,,,,,167.80,157.66,188.81,183.06,188.34,201.36,186.36,194.55,205.29,203.46,199.44,198.96,199.27,204.94,201.11,184.73,177.55,184.54,184.35,185.34,182.02,165.95,179.37,202.94,180.34,188.86,182.21,200.90,216.95,206.86,200.60,205.88,199.74,197.35,194.63,194.40,186.80,180.65,180.08,177.66,187.25,193.15,188.90,189.85,165.43,186.11,198.19,184.98,188.66,185.75,192.53,195.84,203.68,207.59,207.27,201.45,196.62,197.06,194.20,201.65,203.91,196.28,189.20,204.73,206.77,215.36,216.07,223.63,210.41,199.69,198.28,193.20,191.62,187.16,197.27,199.76,213.44,224.55,216.79,196.51,190.73,194.00,188.99,184.86,198.69,209.32,223.96,237.75,231.44,237.55,222.53,241.17,229.54,229.69,222.28,228.75,223.96,212.98,170.60,193.57,191.78,204.63,207.27,206.98,226.62,227.34,219.25,211.81,217.21,229.78,240.25,245.06,251.07,253.14,249.10,L7
1999-11-21 22:13:59+00:00,204.13,214.84,202.76,206.00,195.44,192.31,208.86,201.95,197.80,196.96,208.99,194.17,195.07,206.11,195.05,187.22,176.67,204.90,194.30,213.06,217.14,210.25,214.19,216.91,215.52,218.24,231.89,227.25,228.73,219.64,214.60,216.95,206.60,199.76,199.28,202.39,203.23,205.20,201.55,203.53,211.70,204.62,206.20,207.95,217.64,228.21,223.95,214.57,203.10,195.77,201.90,206.23,199.92,,,184.04,190.03,188.71,192.36,187.35,196.64,208.55,201.10,202.30,196.35,200.21,201.68,198.79,173.40,175.98,179.57,185.17,184.71,177.73,,184.57,214.27,178.43,183.64,174.08,194.14,218.87,,,204.13,195.59,197.57,190.57,194.73,190.67,180.59,171.43,173.67,173.02,188.04,188.14,192.09,161.13,186.17,200.99,184.58,188.65,188.18,194.58,196.60,202.06,203.28,207.61,198.18,198.03,192.52,194.58,193.11,193.45,188.42,181.46,185.87,198.23,207.50,208.90,210.90,206.87,193.18,190.42,183.00,183.19,183.39,187.41,209.69,209.13,211.63,209.18,187.63,181.34,187.74,178.83,178.22,190.70,204.05,217.45,232.40,236.18,238.78,226.19,222.01,222.30,224.10,235.76,238.41,234.88,216.88,174.51,202.89,205.71,215.64,207.80,224.70,211.94,236.10,223.26,229.29,219.29,229.67,243.06,251.85,260.33,261.99,250.14,L7
1999-12-07 22:14:05+00:00,202.26,211.13,203.87,205.68,201.20,198.92,202.06,206.05,219.75,218.52,214.54,209.21,200.46,209.66,201.75,199.11,194.89,196.11,196.94,210.23,220.99,219.68,223.98,216.32,216.89,216.31,222.26,219.03,215.16,211.48,208.29,206.46,204.12,202.73,198.14,203.67,196.89,194.30,195.40,208.30,217.30,202.72,188.32,190.43,211.31,218.53,222.44,218.30,201.51,200.38,207.62,207.93,194.19,166.83,174.97,180.71,189.18,189.04,191.51,184.27,196.70,206.78,208.61,204.48,200.27,195.94,197.04,192.02,178.10,177.61,186.06,186.59,185.54,183.44,179.79,182.27,199.83,189.91,196.42,195.23,201.27,213.74,211.95,192.33,205.41,198.51,195.08,190.43,189.14,190.81,189.16,183.17,180.33,185.51,187.11,197.22,194.67,177.54,187.79,194.38,188.14,190.46,187.70,190.99,197.58,201.23,203.01,207.95,199.87,195.39,190.66,189.87,185.99,187.20,182.24,178.94,184.50,192.17,200.87,206.35,203.51,194.30,188.94,187.09,180.74,181.58,179.86,184.53,188.55,202.01,205.10,196.96,185.70,182.45,181.20,180.27,179.48,191.01,197.91,208.61,220.97,218.68,224.54,215.58,220.27,214.69,221.15,214.94,214.93,211.21,,,,,,208.66,207.48,219.17,229.46,218.11,212.95,216.45,223.57,225.92,241.20,245.94,248.24,236.11,L7
1999-12-30 22:20:09+00:00,217.70,226.38,217.26,202.61,200.76,210.44,213.32,221.99,228.81,230.35,232.78,216.17,210.56,204.98,203.82,207.19,203.92,193.19,195.68,216.19,227.96,232.16,232.12,228.98,232.26,223.21,222.95,218.60,227.89,221.72,218.72,213.87,211.59,212.80,216.60,214.61,203.20,200.43,199.38,213.80,226.85,221.14,212.27,211.27,223.13,227.32,222.09,212.82,201.00,210.04,219.11,209.40,200.50,175.18,187.41,195.90,205.14,207.11,191.54,189.24,196.70,212.56,218.52,216.91,212.58,206.53,208.35,203.97,198.54,197.21,200.29,194.93,190.11,188.78,189.34,191.93,200.51,199.79,206.91,206.38,214.31,229.21,226.85,218.59,217.37,209.25,203.48,200.07,199.17,198.69,201.03,187.10,183.86,201.90,210.19,212.85,206.66,196.03,201.31,202.96,198.14,194.09,192.16,197.90,201.31,201.96,204.43,207.06,207.85,203.33,200.51,197.20,195.06,193.78,191.53,190.48,192.00,199.46,206.42,207.55,199.91,193.59,190.98,187.42,183.14,183.84,186.19,188.46,189.14,198.16,202.84,197.07,189.52,187.30,182.31,189.32,183.89,186.78,201.08,212.20,222.06,221.37,221.28,221.19,221.15,221.54,219.78,217.16,212.58,206.77,203.15,176.30,180.92,187.00,199.41,207.56,211.68,221.84,233.65,217.83,216.82,221.27,228.31,237.20,243.11,243.75,244.84,251.58,L7
2000-04-20 22:19:39+00:00,,192.55,,60.35,,,164.53,,95.71,,,189.78,,,,163.38,,,131.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.93,,182.14,177.93,,,,,,,,,,,,,,,,178.79,187.81,192.61,178.72,170.86,168.37,170.38,176.12,170.67,187.29,194.61,202.86,212.79,211.07,211.71,214.57,214.04,,,,,,,,,,,,,,,219.51,219.16,219.98,,,,,,,L7
2000-08-10 22:18:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.35,,,,,,,160.42,,,,,,159.90,,152.07,154.80,153.51,160.72,166.69,180.02,,,,,,,147.09,134.97,156.66,,,,,,152.76,,,142.48,158.18,,,198.93,205.09,208.02,198.43,195.17,198.01,,,177.25,185.55,,114.92,139.93,154.92,165.66,180.06,182.59,191.30,201.32,196.90,192.03,194.81,203.04,212.39,218.37,222.79,222.04,,L7
2000-10-06 22:11:35+00:00,,,,,,,,,,,,,,,,,,,,183.40,182.99,189.60,182.92,182.37,185.57,197.88,203.00,194.97,194.65,,179.28,180.22,172.45,166.93,166.62,182.08,197.00,192.57,188.16,189.62,187.29,,183.16,182.35,186.29,,192.79,197.08,180.72,177.02,175.56,,,,,,,168.75,175.02,175.31,181.46,187.19,181.51,177.95,171.76,170.44,179.56,170.51,162.21,156.41,159.96,161.21,159.46,159.32,158.82,152.92,141.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.00,186.89,181.47,166.69,165.24,171.18,166.63,167.60,168.43,165.72,177.35,190.30,196.21,188.72,175.32,168.17,163.54,153.49,,,,,,,,,,,,,,,,,,,,,,203.50,199.31,200.73,188.35,184.60,,150.09,158.08,168.52,178.79,187.14,194.48,199.23,216.36,203.42,201.32,201.05,206.35,222.87,229.91,232.30,227.91,,L7
2001-02-11 22:11:36+00:00,199.04,207.76,193.88,96.04,182.42,181.87,191.15,180.23,108.65,190.43,201.41,212.18,191.38,189.49,198.08,191.85,184.24,155.43,169.67,176.52,180.89,194.52,204.99,203.66,210.44,211.40,194.89,188.17,191.08,191.26,190.89,196.81,187.40,187.62,184.62,175.72,183.17,193.62,204.66,198.15,175.48,187.27,201.72,217.53,186.81,,178.97,184.68,193.56,193.61,195.92,185.49,176.57,,,164.85,165.61,168.81,182.50,190.02,182.37,175.44,176.14,177.43,185.20,189.68,190.66,173.98,171.13,151.22,150.58,160.28,163.88,172.59,167.08,139.73,166.45,169.63,171.94,169.50,183.26,189.35,,184.42,191.76,,172.47,162.39,176.31,164.51,189.25,174.00,163.57,176.27,186.17,178.32,176.65,166.14,171.93,184.31,179.97,178.45,180.73,186.08,187.85,193.81,194.39,204.17,196.70,192.69,191.99,187.03,177.44,179.12,170.39,173.42,184.36,187.78,193.05,196.78,177.84,176.01,180.74,170.82,176.67,172.65,157.25,187.59,172.17,193.29,195.67,190.53,167.82,175.94,166.94,180.40,170.26,176.74,195.72,202.60,211.41,202.66,207.76,222.25,213.22,213.29,219.64,217.94,213.49,200.43,203.66,179.68,171.11,175.55,186.97,193.40,206.65,216.51,225.81,212.49,207.88,204.23,217.30,226.71,238.87,243.24,236.34,260.27,L7
2001-03-22 22:17:33+00:00,189.13,208.02,153.89,91.10,85.48,,194.80,175.88,115.14,102.32,199.18,207.91,130.58,,183.35,185.83,,179.08,145.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.16,198.85,200.78,190.48,185.17,193.68,195.89,197.99,200.77,182.28,177.46,179.63,180.05,179.81,175.88,169.19,163.28,175.48,184.55,180.73,185.86,198.48,213.40,180.12,178.71,194.69,190.39,185.21,180.12,184.10,176.26,178.86,180.76,180.92,191.28,194.26,193.47,191.38,167.24,185.52,188.39,180.59,185.99,184.44,190.92,198.94,203.74,205.61,206.24,198.72,200.20,189.98,193.87,187.26,190.47,184.92,182.44,187.28,196.25,204.39,208.68,208.24,201.63,192.67,190.27,184.71,181.49,178.89,181.82,191.94,201.05,207.60,196.55,181.16,175.02,181.52,176.42,176.63,189.09,204.56,214.57,224.88,229.18,226.40,221.88,216.01,214.33,216.42,211.45,211.18,201.37,186.83,153.71,174.36,190.81,193.71,197.27,209.77,216.85,,,,,,,,,,,L7
2001-04-23 22:17:26+00:00,,,135.65,,55.25,,153.65,145.17,100.43,74.99,,181.84,117.92,,153.22,161.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.89,166.85,164.96,166.18,159.76,176.86,171.32,169.89,172.05,187.69,199.33,177.39,181.69,188.26,173.44,179.04,174.77,179.70,174.84,172.64,170.89,167.18,179.56,184.32,185.93,181.15,157.95,172.23,184.64,180.39,183.18,180.54,190.94,193.30,198.58,203.48,206.68,198.19,192.72,,189.28,186.28,184.92,182.99,183.25,187.96,193.82,204.38,205.44,200.97,194.06,187.33,187.40,180.64,184.86,180.48,185.62,193.28,198.89,203.55,196.19,181.21,,,,,,,,,220.54,221.84,220.47,221.28,216.93,216.79,217.80,209.45,206.14,195.59,162.55,179.52,187.11,190.45,202.85,211.59,213.27,224.25,219.16,216.46,210.39,225.53,236.53,242.85,245.31,241.52,239.43,L7
