dates,satname,nzd0598-0000,nzd0598-0001,nzd0598-0002,nzd0598-0003,nzd0598-0004,nzd0598-0005,nzd0598-0006,nzd0598-0007,nzd0598-0008,nzd0598-0009,nzd0598-0010,nzd0598-0011,nzd0598-0012,nzd0598-0013,nzd0598-0014,nzd0598-0015,nzd0598-0016,nzd0598-0017,nzd0598-0018,nzd0598-0019,nzd0598-0020,nzd0598-0021,nzd0598-0022,nzd0598-0023,nzd0598-0024,nzd0598-0025,nzd0598-0026,nzd0598-0027,nzd0598-0028,nzd0598-0029,nzd0598-0030,nzd0598-0031,nzd0598-0032,nzd0598-0033,nzd0598-0034,nzd0598-0035,nzd0598-0036,nzd0598-0037,nzd0598-0038,nzd0598-0039,nzd0598-0040,nzd0598-0041,nzd0598-0042,nzd0598-0043,nzd0598-0044,nzd0598-0045,nzd0598-0046,nzd0598-0047,nzd0598-0048,nzd0598-0049,nzd0598-0050,nzd0598-0051,nzd0598-0052,nzd0598-0053,nzd0598-0054,nzd0598-0055,nzd0598-0056,nzd0598-0057,nzd0598-0058,nzd0598-0059,nzd0598-0060,nzd0598-0061,nzd0598-0062,nzd0598-0063,nzd0598-0064,nzd0598-0065,nzd0598-0066,nzd0598-0067,nzd0598-0068,nzd0598-0069,nzd0598-0070,nzd0598-0071,nzd0598-0072,nzd0598-0073,nzd0598-0074,nzd0598-0075,nzd0598-0076,nzd0598-0077,nzd0598-0078,nzd0598-0079,nzd0598-0080,nzd0598-0081,nzd0598-0082,nzd0598-0083,nzd0598-0084,nzd0598-0085,nzd0598-0086,nzd0598-0087,nzd0598-0088,nzd0598-0089,nzd0598-0090,nzd0598-0091,nzd0598-0092,nzd0598-0093,nzd0598-0094,nzd0598-0095,nzd0598-0096,nzd0598-0097,nzd0598-0098,nzd0598-0099,nzd0598-0100,nzd0598-0101,nzd0598-0102,nzd0598-0103,nzd0598-0104,nzd0598-0105,nzd0598-0106,nzd0598-0107,nzd0598-0108,nzd0598-0109,nzd0598-0110,nzd0598-0111,nzd0598-0112,nzd0598-0113,nzd0598-0114,nzd0598-0115,nzd0598-0116,nzd0598-0117,nzd0598-0118,nzd0598-0119,nzd0598-0120,nzd0598-0121,nzd0598-0122,nzd0598-0123,nzd0598-0124,nzd0598-0125,nzd0598-0126,nzd0598-0127,nzd0598-0128,nzd0598-0129,nzd0598-0130,nzd0598-0131,nzd0598-0132,nzd0598-0133,nzd0598-0134,nzd0598-0135,nzd0598-0136,nzd0598-0137,nzd0598-0138,nzd0598-0139,nzd0598-0140,nzd0598-0141,nzd0598-0142,nzd0598-0143,nzd0598-0144,nzd0598-0145,nzd0598-0146,nzd0598-0147,nzd0598-0148,nzd0598-0149,nzd0598-0150,nzd0598-0151,nzd0598-0152,nzd0598-0153,nzd0598-0154,nzd0598-0155,nzd0598-0156,nzd0598-0157,nzd0598-0158,nzd0598-0159,nzd0598-0160,nzd0598-0161,nzd0598-0162,nzd0598-0163,nzd0598-0164,nzd0598-0165,nzd0598-0166,nzd0598-0167
1999-11-05 22:14:04+00:00,L7,201.61,216.07,197.06,178.15,180.47,184.95,195.18,194.28,197.23,189.06,201.75,193.41,186.69,197.56,192.09,184.11,178.85,177.34,188.16,203.30,201.56,192.47,194.88,208.00,199.75,204.00,212.57,211.40,210.44,207.52,202.55,192.85,185.65,179.82,187.07,192.67,194.99,192.70,188.76,193.45,191.82,,,,,,,,,,,,,147.55,130.66,165.67,168.33,174.84,186.63,175.56,179.82,189.09,191.00,186.98,185.46,185.77,190.21,180.86,173.93,161.35,166.54,168.15,165.09,165.82,145.70,152.37,170.54,157.20,170.86,161.96,182.90,189.95,174.46,173.60,178.88,176.60,164.95,167.63,167.40,159.80,162.65,165.35,159.66,164.11,166.15,165.76,169.60,151.93,165.86,175.05,171.48,175.16,169.55,179.03,181.11,187.48,191.39,192.54,186.72,180.42,182.33,173.95,183.65,183.66,176.03,175.70,188.53,188.77,195.11,195.82,196.63,183.41,176.55,175.14,175.20,168.48,160.16,170.27,176.62,186.44,197.55,184.39,173.37,170.48,170.86,172.79,166.86,175.55,189.07,196.96,210.75,204.44,210.55,204.53,224.97,213.34,214.96,204.28,208.50,196.96,180.58,130.10,161.17,171.53,192.17,194.81,198.45,219.26,219.24,210.25,201.68,208.21,218.21,228.68,232.60,237.57,238.41,237.53
1999-11-21 22:13:59+00:00,L7,194.13,206.84,190.26,186.00,183.68,181.78,197.75,190.19,181.13,189.82,197.23,189.04,187.38,196.11,190.05,181.96,168.98,176.33,184.30,198.77,197.14,192.07,200.86,201.53,197.34,201.57,211.89,210.58,208.73,202.97,196.42,198.77,189.93,185.47,184.99,185.72,189.90,190.91,189.79,188.15,191.70,182.40,186.20,192.57,199.46,210.03,205.77,197.90,186.43,177.59,183.72,186.23,174.92,,,155.47,171.85,172.04,174.18,174.02,178.46,188.55,185.72,186.92,179.68,183.54,183.50,173.79,160.07,155.98,157.35,165.17,159.71,157.73,,151.24,174.27,149.86,161.42,149.08,171.92,185.54,,,170.80,167.02,157.57,157.24,161.40,157.34,158.37,153.25,151.45,144.45,154.71,159.57,167.09,144.46,161.17,172.42,167.91,171.98,168.18,177.91,178.42,182.06,183.28,189.43,180.00,178.03,174.34,169.58,170.89,168.45,163.42,164.79,165.87,176.01,182.50,183.90,177.57,173.54,164.61,161.85,160.78,154.62,150.06,154.08,181.12,175.80,178.30,169.18,159.06,156.34,159.17,158.83,156.00,162.13,179.05,184.12,199.07,202.85,205.45,203.97,202.01,202.30,205.92,213.54,213.41,201.55,176.88,124.51,162.89,180.71,200.26,192.42,214.17,202.85,226.10,212.15,216.79,208.18,215.38,228.77,236.47,243.66,243.81,235.85
1999-12-07 22:14:05+00:00,L7,198.46,208.09,199.12,198.08,196.73,194.92,197.84,201.58,213.42,215.81,210.07,207.26,197.54,205.86,199.85,197.11,191.97,185.25,193.14,204.80,213.39,212.77,218.91,210.47,209.98,209.98,214.66,212.70,207.56,205.15,201.38,199.55,197.79,197.30,192.71,197.34,191.82,188.87,190.93,202.45,209.70,194.28,180.72,184.58,204.40,211.62,215.53,211.97,195.18,193.47,200.71,200.33,184.69,157.33,162.30,169.85,182.27,182.71,184.60,179.20,189.79,199.18,202.76,198.63,193.94,189.61,190.13,182.52,173.03,170.01,177.62,178.99,176.04,175.84,170.29,169.60,184.63,179.05,187.98,185.73,192.83,201.07,196.75,179.66,192.74,187.65,179.88,177.76,176.47,178.14,180.72,176.26,171.89,174.65,174.44,186.36,185.17,171.21,178.29,183.52,181.81,184.13,180.10,184.66,190.67,193.63,195.41,201.04,192.96,187.79,183.75,180.37,177.55,177.70,172.74,172.61,176.90,183.73,191.37,196.85,190.84,181.63,178.08,176.23,172.30,170.72,167.19,171.86,177.69,189.34,192.43,181.76,174.84,172.95,170.34,172.67,171.04,180.15,188.41,195.94,208.30,206.01,211.87,207.14,212.67,207.09,214.24,206.50,205.43,198.54,,,,,,202.81,203.48,215.72,225.66,213.89,208.20,212.23,218.14,220.49,235.35,239.61,241.33,230.68
1999-12-30 22:20:09+00:00,L7,218.00,226.62,217.64,203.21,201.11,210.76,213.65,222.34,229.31,230.56,233.13,216.32,210.79,205.28,203.97,207.35,204.15,194.05,195.98,216.62,228.56,232.71,232.52,229.44,232.81,223.71,223.55,219.10,228.49,222.22,219.27,214.42,212.09,213.23,217.03,215.11,203.60,200.86,199.73,214.26,227.45,221.81,212.87,211.73,223.68,227.87,222.64,213.32,201.50,210.59,219.66,210.00,201.25,175.93,188.41,196.76,205.69,207.61,192.09,189.64,197.25,213.16,218.98,217.37,213.08,207.03,208.90,204.72,198.94,197.81,200.96,195.53,190.86,189.38,190.09,192.93,201.71,200.65,207.58,207.13,214.98,230.21,228.05,219.59,218.37,210.11,204.68,201.07,200.17,199.69,201.70,187.65,184.53,202.76,211.19,213.71,207.41,196.53,202.06,203.82,198.64,194.59,192.76,198.40,201.86,202.56,205.03,207.61,208.40,203.93,201.06,197.95,195.73,194.53,192.28,190.98,192.60,200.13,207.17,208.30,200.91,194.59,191.84,188.28,183.81,184.70,187.19,189.46,190.00,199.16,203.84,198.27,190.38,188.05,183.17,189.92,184.56,187.64,201.83,213.20,223.06,222.37,222.28,221.86,221.75,222.14,220.33,217.83,213.33,207.77,204.35,177.80,182.12,187.75,199.87,208.02,212.00,222.11,233.95,218.16,217.20,221.60,228.74,237.63,243.57,244.25,245.39,252.01
2000-04-20 22:19:39+00:00,L7,,193.91,130.59,63.75,59.84,,166.42,137.57,98.54,87.20,,190.65,114.52,,150.98,164.27,28.24,112.15,132.78,84.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.33,,186.39,181.71,,,,,,,,,,,,,,,,183.65,193.48,198.28,185.52,175.72,172.62,175.24,179.52,174.45,192.15,198.86,208.53,218.46,216.74,217.38,218.35,217.44,,,,,,,,,,,,,,,221.40,221.29,221.87,,,,,,
2000-08-10 22:18:26+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.77,,,,,,102.14,105.91,120.35,,,,,,,149.22,,,,,,145.90,,138.07,140.80,144.18,149.52,154.25,166.02,,,,,,,131.09,116.30,137.99,,,,,,138.76,,,130.04,142.18,,,180.26,186.42,189.35,185.99,183.97,186.81,,,163.25,166.88,,86.92,117.53,140.92,157.04,171.44,176.70,186.21,195.72,190.68,185.03,188.59,195.04,204.39,209.75,213.46,211.86,202.26
2000-10-06 22:11:35+00:00,L7,,,,,,,,,,,,,,,,,,,,181.83,180.79,187.60,181.45,180.68,183.57,196.05,200.80,193.14,192.45,177.97,177.28,178.22,170.62,165.36,165.05,180.25,195.53,191.00,186.87,187.93,185.09,177.54,180.96,180.66,184.29,183.85,190.79,195.25,178.89,175.02,173.56,160.44,138.30,89.26,112.41,134.35,159.72,166.92,173.02,173.84,179.46,184.99,179.82,176.26,169.93,168.61,177.56,167.76,160.74,154.21,157.52,159.01,156.71,157.12,156.07,149.25,136.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.80,184.89,179.47,164.49,163.24,168.43,164.19,164.85,165.68,163.89,175.15,187.86,193.46,185.97,171.65,164.50,160.40,150.35,,,,,,,,,,,,,,,,,,,,,,201.30,197.31,198.29,185.60,180.93,158.31,144.59,153.68,165.77,177.10,185.45,193.32,198.23,215.26,202.20,199.95,199.83,204.78,221.30,228.22,230.47,225.91,5.98
2001-02-11 22:11:36+00:00,L7,208.04,214.96,205.13,114.04,193.01,191.34,201.15,190.82,123.65,196.86,212.00,216.80,198.30,198.49,202.58,196.59,191.16,181.14,178.67,189.38,198.89,210.88,216.99,217.51,226.80,226.40,212.89,203.17,209.08,206.26,207.25,213.17,202.40,200.48,197.48,190.72,195.17,206.48,215.25,212.00,193.48,207.27,219.72,231.38,203.17,191.96,195.33,199.68,208.56,209.97,212.28,203.49,199.07,,,190.56,181.97,183.81,198.86,202.02,198.73,193.44,189.99,191.28,200.20,204.68,207.02,196.48,183.13,169.22,170.58,178.28,186.38,190.59,189.58,169.73,202.45,195.34,191.94,192.00,203.26,219.35,,214.42,221.76,,208.47,192.39,206.31,194.51,209.25,190.36,183.57,201.98,216.17,204.03,199.15,181.14,194.43,210.02,194.97,193.45,198.73,201.08,204.21,211.81,212.39,220.53,213.06,210.69,208.35,209.53,197.44,201.62,192.89,188.42,202.36,207.78,215.55,219.28,207.84,206.01,206.45,196.53,196.67,198.36,187.25,217.59,197.88,223.29,225.67,226.53,193.53,198.44,192.65,198.40,190.26,202.45,218.22,232.60,241.41,232.66,237.76,242.25,231.22,231.29,236.00,237.94,235.99,230.43,239.66,224.68,207.11,198.05,200.82,207.25,216.12,224.69,234.81,222.49,219.13,214.23,230.16,239.57,252.72,258.24,252.70,273.13
2001-03-22 22:17:33+00:00,L7,182.73,202.90,145.89,78.30,77.95,68.48,187.69,168.35,104.47,97.75,191.65,204.63,125.66,119.76,180.15,182.46,124.47,160.79,138.89,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.63,187.21,187.98,180.63,175.32,183.01,185.22,186.35,184.77,173.75,164.66,165.41,167.25,163.81,163.08,153.19,141.95,149.88,166.26,166.51,169.86,184.26,192.07,154.52,157.38,173.36,172.10,159.61,158.79,162.77,154.93,164.64,169.12,166.70,172.99,172.93,175.18,175.38,156.57,169.52,170.10,169.92,175.32,171.64,180.25,187.30,190.94,192.81,194.60,187.08,187.40,178.34,177.87,173.04,174.47,168.92,171.77,174.48,182.03,188.39,192.68,186.91,180.30,174.38,171.98,170.49,163.20,157.56,160.49,173.65,179.72,186.27,170.95,162.87,159.02,163.23,163.62,162.41,170.80,188.56,193.24,203.55,207.85,205.07,207.66,203.21,201.53,204.78,197.23,195.18,180.04,161.23,121.71,148.76,174.81,183.86,187.42,203.03,211.03,,,,,,,,,,
2001-04-23 22:17:26+00:00,L7,,142.02,130.15,36.84,50.07,,148.76,139.99,93.10,71.85,,179.58,114.54,,151.02,159.08,20.66,124.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.09,155.85,156.16,155.18,145.09,159.26,158.75,160.11,161.05,177.91,184.66,159.79,167.02,173.59,160.87,161.44,160.10,165.03,160.17,162.86,162.89,157.40,166.99,169.65,173.36,170.15,150.62,161.23,172.07,173.06,175.85,171.74,183.61,185.30,189.78,194.68,198.68,190.19,183.92,,178.28,176.50,173.92,171.99,175.92,179.16,184.04,193.38,194.44,186.30,179.39,174.76,174.83,170.86,172.29,165.81,170.95,180.71,184.22,188.88,178.59,168.64,,,,,,,,,205.87,207.17,210.69,212.48,208.13,208.79,208.02,198.45,191.47,177.99,140.55,161.92,176.11,183.68,196.08,206.96,209.27,219.85,214.27,210.96,205.50,219.24,230.24,236.08,237.98,233.52,233.14
