dates,satname,nzd0598-0000,nzd0598-0001,nzd0598-0002,nzd0598-0003,nzd0598-0004,nzd0598-0005,nzd0598-0006,nzd0598-0007,nzd0598-0008,nzd0598-0009,nzd0598-0010,nzd0598-0011,nzd0598-0012,nzd0598-0013,nzd0598-0014,nzd0598-0015,nzd0598-0016,nzd0598-0017,nzd0598-0018,nzd0598-0019,nzd0598-0020,nzd0598-0021,nzd0598-0022,nzd0598-0023,nzd0598-0024,nzd0598-0025,nzd0598-0026,nzd0598-0027,nzd0598-0028,nzd0598-0029,nzd0598-0030,nzd0598-0031,nzd0598-0032,nzd0598-0033,nzd0598-0034,nzd0598-0035,nzd0598-0036,nzd0598-0037,nzd0598-0038,nzd0598-0039,nzd0598-0040,nzd0598-0041,nzd0598-0042,nzd0598-0043,nzd0598-0044,nzd0598-0045,nzd0598-0046,nzd0598-0047,nzd0598-0048,nzd0598-0049,nzd0598-0050,nzd0598-0051,nzd0598-0052,nzd0598-0053,nzd0598-0054,nzd0598-0055,nzd0598-0056,nzd0598-0057,nzd0598-0058,nzd0598-0059,nzd0598-0060,nzd0598-0061,nzd0598-0062,nzd0598-0063,nzd0598-0064,nzd0598-0065,nzd0598-0066,nzd0598-0067,nzd0598-0068,nzd0598-0069,nzd0598-0070,nzd0598-0071,nzd0598-0072,nzd0598-0073,nzd0598-0074,nzd0598-0075,nzd0598-0076,nzd0598-0077,nzd0598-0078,nzd0598-0079,nzd0598-0080,nzd0598-0081,nzd0598-0082,nzd0598-0083,nzd0598-0084,nzd0598-0085,nzd0598-0086,nzd0598-0087,nzd0598-0088,nzd0598-0089,nzd0598-0090,nzd0598-0091,nzd0598-0092,nzd0598-0093,nzd0598-0094,nzd0598-0095,nzd0598-0096,nzd0598-0097,nzd0598-0098,nzd0598-0099,nzd0598-0100,nzd0598-0101,nzd0598-0102,nzd0598-0103,nzd0598-0104,nzd0598-0105,nzd0598-0106,nzd0598-0107,nzd0598-0108,nzd0598-0109,nzd0598-0110,nzd0598-0111,nzd0598-0112,nzd0598-0113,nzd0598-0114,nzd0598-0115,nzd0598-0116,nzd0598-0117,nzd0598-0118,nzd0598-0119,nzd0598-0120,nzd0598-0121,nzd0598-0122,nzd0598-0123,nzd0598-0124,nzd0598-0125,nzd0598-0126,nzd0598-0127,nzd0598-0128,nzd0598-0129,nzd0598-0130,nzd0598-0131,nzd0598-0132,nzd0598-0133,nzd0598-0134,nzd0598-0135,nzd0598-0136,nzd0598-0137,nzd0598-0138,nzd0598-0139,nzd0598-0140,nzd0598-0141,nzd0598-0142,nzd0598-0143,nzd0598-0144,nzd0598-0145,nzd0598-0146,nzd0598-0147,nzd0598-0148,nzd0598-0149,nzd0598-0150,nzd0598-0151,nzd0598-0152,nzd0598-0153,nzd0598-0154,nzd0598-0155,nzd0598-0156,nzd0598-0157,nzd0598-0158,nzd0598-0159,nzd0598-0160,nzd0598-0161,nzd0598-0162,nzd0598-0163,nzd0598-0164,nzd0598-0165,nzd0598-0166,nzd0598-0167
2001-11-26 22:09:45+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.69,194.85,199.25,200.18,193.91,187.58,181.85,179.62,183.87,179.57,175.62,164.64,166.06,170.17,168.81,169.64,167.64,153.11,173.14,160.81,164.92,169.81,179.47,186.20,172.75,173.21,182.53,174.80,155.97,161.83,167.22,160.69,160.02,161.43,161.33,161.97,161.73,172.11,172.12,161.67,170.84,173.45,169.56,168.94,168.42,172.25,173.15,179.91,182.47,189.96,182.61,177.19,172.29,172.24,170.00,170.11,162.57,163.92,172.48,178.45,184.22,185.78,177.09,172.19,168.19,167.74,164.50,157.59,148.84,160.72,167.00,180.04,180.67,172.55,164.76,162.90,161.95,167.27,164.71,167.09,182.82,192.67,200.13,203.51,203.06,201.03,198.00,199.91,197.60,199.90,191.07,184.47,,123.72,159.83,170.89,181.86,185.88,201.90,200.78,,,,,,,,,,
2002-02-14 22:10:05+00:00,L7,212.50,225.66,,,,,,,,,,,,,,,,,,,,,,,242.80,252.96,250.07,249.18,241.36,242.48,245.56,229.87,221.12,215.88,226.19,235.83,219.87,211.07,204.71,217.23,232.36,243.02,248.77,247.60,237.18,232.78,234.24,221.89,207.51,225.07,238.02,243.18,249.24,222.80,234.77,219.83,217.39,217.37,225.79,233.17,237.68,239.66,233.29,237.08,226.64,220.94,228.31,245.41,237.85,231.76,233.60,,,,,,,,,,,,,,,,,,,,,,,,,,227.88,208.25,224.64,227.76,,212.94,227.71,211.01,215.59,225.74,231.07,241.34,219.03,215.99,214.83,229.36,226.89,219.29,228.09,220.95,214.61,228.55,243.39,245.72,234.86,237.34,,,,,,,,,,,,,,,,,,,,,,,,,,237.58,238.96,238.38,243.07,238.68,224.70,221.84,223.86,228.01,224.96,232.25,232.96,227.49,222.36,218.03,224.46,241.65,247.43,256.42,261.58,271.31
2002-03-25 22:16:11+00:00,L7,145.14,197.98,122.22,75.50,72.60,-39.41,183.98,138.94,101.59,102.05,187.85,188.02,119.56,90.48,175.34,173.97,45.83,135.61,134.70,81.70,,200.81,192.07,203.12,204.68,218.09,221.01,211.51,206.31,199.94,196.91,200.00,192.38,185.20,182.88,193.04,194.79,190.34,193.01,199.73,202.09,201.92,210.58,211.30,211.55,197.87,194.25,187.31,189.77,192.62,195.39,198.68,168.56,144.63,164.16,165.08,172.61,180.94,190.31,192.76,195.64,200.11,195.06,195.23,194.89,188.13,191.19,186.22,173.98,169.86,170.43,172.00,173.15,172.07,162.98,158.36,166.22,162.30,165.40,166.73,183.58,191.90,172.10,173.74,189.67,178.60,165.97,168.03,174.95,154.67,162.38,167.22,164.34,173.45,175.02,175.88,179.86,166.51,176.58,181.81,177.39,179.49,175.68,182.52,187.43,189.84,194.13,197.70,193.64,187.67,182.27,177.14,175.03,174.52,168.68,174.29,178.70,187.07,192.95,195.82,190.02,182.00,177.26,173.38,169.33,168.86,162.44,172.00,180.86,184.89,189.87,177.33,165.65,160.17,162.58,168.97,160.16,172.35,190.97,194.96,204.69,207.43,204.00,208.51,205.62,203.47,206.42,201.46,197.78,188.93,,147.74,162.04,178.59,192.18,198.07,208.68,213.36,215.04,212.20,198.17,202.82,217.73,222.86,237.93,235.69,242.64,237.38
2002-05-21 22:09:53+00:00,L7,,,,,50.53,,,123.03,77.93,91.29,,144.86,112.30,,,134.83,49.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.62,186.86,194.18,185.27,177.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-03 22:15:05+00:00,L7,193.73,203.29,179.92,101.50,164.15,180.23,188.83,186.90,114.28,186.83,198.05,188.02,148.32,170.40,180.61,176.59,134.81,181.18,206.93,200.50,182.59,191.21,190.89,200.04,194.17,198.61,203.42,198.95,205.74,205.06,197.20,201.55,194.27,188.64,185.52,191.03,197.27,193.47,180.74,179.83,184.34,184.64,202.30,204.51,200.19,196.33,193.76,189.08,189.02,184.93,181.10,174.07,165.67,152.88,,163.08,166.24,170.40,177.63,179.72,181.34,185.71,179.07,180.39,178.26,175.17,174.32,161.65,154.67,152.47,144.61,147.82,144.99,146.33,143.22,123.14,137.26,121.76,143.54,151.52,163.28,173.08,139.00,142.76,159.01,159.51,131.67,144.17,146.50,138.36,144.27,148.87,147.01,146.64,151.39,151.52,161.10,150.03,158.78,166.42,164.78,168.76,163.89,172.06,171.49,180.20,183.35,186.34,177.56,175.36,172.57,167.21,164.98,166.71,160.71,162.85,172.15,176.84,183.99,182.53,176.21,170.10,164.84,163.28,156.85,158.48,143.90,158.23,165.18,166.22,173.65,161.60,154.10,151.87,151.46,159.59,154.77,162.29,173.90,184.82,197.13,200.55,200.19,200.67,194.37,197.46,198.58,191.27,189.79,178.21,159.91,,149.66,168.86,181.41,184.45,199.45,203.52,206.68,199.06,192.06,197.57,207.33,213.53,224.35,225.61,224.03,220.69
2002-12-06 22:15:37+00:00,L7,215.22,218.76,209.20,201.75,198.40,198.91,192.14,188.38,197.43,198.56,209.50,201.75,199.91,203.71,195.33,182.09,191.30,202.71,205.47,199.53,202.75,223.15,230.32,223.36,208.74,210.57,214.74,221.65,219.72,205.61,212.30,214.85,218.66,215.02,202.60,183.07,182.95,194.72,213.09,220.25,214.66,188.19,198.32,202.51,205.12,202.50,187.85,195.95,208.96,209.59,213.93,196.12,177.67,153.17,150.55,165.81,171.04,183.64,183.07,175.27,177.75,182.20,186.25,183.73,190.06,184.76,179.14,177.96,169.92,161.82,160.81,159.28,144.62,154.21,158.37,154.17,142.45,148.40,158.80,162.59,176.26,183.39,133.14,124.40,172.77,172.98,165.85,170.34,170.06,156.44,163.33,166.60,165.02,174.74,174.79,175.55,172.36,151.91,169.79,170.73,166.96,167.49,167.77,178.93,177.96,189.68,192.30,195.76,188.45,181.81,178.77,172.45,170.88,166.39,164.71,169.45,178.94,185.94,192.94,191.37,186.56,179.49,174.73,172.22,171.32,172.47,167.89,172.68,178.76,184.77,192.63,185.31,178.17,178.31,179.37,181.01,177.86,185.46,196.54,200.41,210.68,214.31,213.10,214.16,214.66,210.62,210.65,210.03,206.47,202.00,192.69,176.35,175.04,181.77,188.39,198.06,205.75,213.39,227.21,216.57,211.05,214.46,215.99,235.68,241.58,244.20,241.05,244.86
2002-12-31 22:09:32+00:00,L7,,,,,,,,,,,,,,,,,,,,180.77,172.54,182.58,196.76,194.41,184.51,183.39,195.24,197.85,204.09,200.84,200.65,203.11,196.88,185.55,171.08,156.35,151.68,163.10,182.98,203.19,205.89,185.77,179.05,176.47,178.56,176.00,173.42,173.19,174.79,185.36,189.56,181.66,162.05,,,157.71,166.00,166.83,168.42,165.99,158.75,161.52,164.60,172.68,175.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.96,152.52,150.91,150.04,135.30,146.76,154.42,152.06,156.39,147.21,143.62,147.62,144.41,150.18,150.49,150.90,157.51,184.10,185.25,195.40,193.09,193.90,191.36,189.45,186.16,184.15,181.03,174.26,153.19,123.12,138.69,157.45,170.97,175.65,183.87,192.67,199.03,192.10,190.70,190.64,203.07,207.74,215.10,212.23,207.83,202.66
2003-03-21 22:09:51+00:00,L7,155.65,230.41,137.97,72.63,76.84,46.78,204.00,145.24,98.52,93.68,206.32,203.58,108.79,107.35,215.45,218.45,50.07,153.11,-38.87,,,,,,,,,,,,,,,,,,180.91,200.43,212.63,215.29,216.62,215.45,229.20,237.03,224.17,213.24,197.44,198.13,189.17,201.54,206.82,213.07,196.90,143.95,215.93,205.86,,,,,,,,,,,,,,,,177.74,175.94,175.88,183.15,185.52,,177.86,181.99,191.08,,,,,,,,,,,,,,,,,,161.39,174.69,206.00,185.17,182.08,184.33,193.07,201.08,202.24,204.86,210.16,202.75,197.18,193.59,197.66,188.09,203.61,186.36,183.91,192.31,202.11,209.48,220.64,210.11,200.08,196.23,195.23,184.54,186.71,179.61,196.26,191.09,218.66,208.60,212.97,178.26,183.42,174.64,184.62,176.56,198.19,205.47,224.40,244.99,234.24,247.42,240.97,232.79,229.17,225.08,230.43,229.34,,,,188.18,30.92,51.05,80.11,93.89,114.42,134.46,133.27,129.63,132.52,,,,,,
2003-04-13 22:16:07+00:00,L7,,176.24,130.54,61.63,68.52,,170.40,143.05,99.78,93.25,,192.24,114.55,,170.01,179.20,34.23,139.77,135.45,72.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.88,186.25,187.31,194.06,185.69,179.89,174.26,177.78,170.66,172.94,162.61,169.81,174.68,186.59,192.57,194.06,189.32,179.56,177.97,171.68,167.18,164.33,148.75,156.96,170.80,176.39,180.94,171.57,159.45,157.78,159.79,167.83,163.76,171.64,187.88,191.27,204.01,205.37,203.83,207.71,203.80,203.71,205.84,199.36,197.08,186.26,165.50,142.22,157.10,177.26,182.26,198.45,201.40,209.98,225.05,208.49,202.11,206.92,208.57,226.37,222.14,230.37,234.60,230.70
2003-08-11 22:04:15+00:00,L5,,,102.85,75.74,62.68,,,138.63,90.93,86.85,,172.66,107.27,,104.49,150.01,56.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.38,,,,,,,,,,,,,,,169.73,172.83,182.54,195.86,188.90,183.45,185.50,187.59,182.28,190.99,184.69,190.25,188.33,194.78,198.00,205.32,195.08,200.08,,,,,,,,,,,,,,,180.21,179.97,180.05,183.17,193.94,200.68,207.40,197.45,183.26,,,,,,,,,,,,,,,,,,,,,,,,,,236.61,224.86,218.79,221.80,,,,,,
2003-08-12 22:09:35+00:00,L7,,,112.87,40.75,-88.38,,,122.05,63.39,-69.57,,,,,,138.26,4.59,,122.18,,,158.38,,,,,,230.58,226.07,184.65,175.17,153.58,181.52,193.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.80,159.29,,,,,,154.21,139.37,157.80,185.16,196.34,,,,,,,,,157.98,165.39,157.90,146.40,,142.31,171.24,,,,,,,,185.66,192.04,197.80,203.07,194.76,186.80,185.14,181.75,,,,,,,,,215.01,189.73,186.44,186.65,179.39,182.41,176.30,177.66,183.96,199.24,,,,,,,,,,,,,,,211.25,215.16,215.03,217.30,213.39,203.29,,,160.66,166.88,187.96,201.00,212.79,219.53,225.06,213.95,211.95,210.70,216.80,227.20,233.96,239.28,,
