dates,nzd0412-0000,nzd0412-0001,nzd0412-0002,nzd0412-0003,nzd0412-0004,nzd0412-0005,nzd0412-0006,nzd0412-0007,nzd0412-0008,nzd0412-0009,nzd0412-0010,nzd0412-0011,nzd0412-0012,nzd0412-0013,nzd0412-0014,nzd0412-0015,nzd0412-0016,nzd0412-0017,nzd0412-0018,nzd0412-0019,nzd0412-0020,nzd0412-0021,nzd0412-0022,nzd0412-0023,nzd0412-0024,nzd0412-0025,nzd0412-0026,nzd0412-0027,nzd0412-0028,nzd0412-0029,nzd0412-0030,nzd0412-0031,nzd0412-0032,nzd0412-0033,nzd0412-0034,nzd0412-0035,nzd0412-0036,nzd0412-0037,nzd0412-0038,nzd0412-0039,nzd0412-0040,nzd0412-0041,nzd0412-0042,nzd0412-0043,nzd0412-0044,nzd0412-0045,nzd0412-0046,nzd0412-0047,nzd0412-0048,nzd0412-0049,nzd0412-0050,nzd0412-0051,nzd0412-0052,nzd0412-0053,nzd0412-0054,nzd0412-0055,nzd0412-0056,nzd0412-0057,nzd0412-0058,nzd0412-0059,nzd0412-0060,nzd0412-0061,nzd0412-0062,nzd0412-0063,nzd0412-0064,nzd0412-0065,nzd0412-0066,nzd0412-0067,nzd0412-0068,nzd0412-0069
1999-07-18 22:00:25+00:00,,,,,,,,70.90803315916477,99.27048319123415,,115.94322298112158,,,,,,,140.87321964506694,,,,,,,,,,,,,,,,,,,,,,,,,,177.29452458983283,,,,,,,,,111.4633064614012,,,,61.09174044738832,102.74045081131447,92.24989710289991,69.83328805074524,112.66545134157026,124.4816678437986,142.08652477318861,,,,,,,
1999-08-03 22:00:32+00:00,,,108.764696480026,121.47877925153514,125.87951173475683,114.58937531916244,112.59591054503365,105.81963596805912,108.7282677914028,112.71535317491444,106.89092654358129,113.7415674654387,110.32039774837564,127.33836922819305,125.80051858842128,,,97.0859848695236,,102.83906584127607,104.29328826273392,114.39706810852316,107.20682417689541,91.72571208964119,106.35058018033287,111.5347249952657,113.3318144021696,118.54628805985148,124.74465804293712,106.8306044616456,103.59071436933206,109.0668206557435,100.12699495059535,111.66842419276459,116.90473583679476,112.05506484205645,111.42233268214213,112.04677428864535,118.13893151781988,122.84879707877627,117.55291952563383,119.3973253801167,,,,,,,,,,,,,,,101.11320158339753,107.01020983041803,98.21120216408258,106.03457093078666,119.2433674675992,133.2196134718676,137.69572769195443,145.57503193260888,159.57629242735493,157.55670781670548,138.90641657197796,123.56889899013775,127.78750805171914,
1999-09-04 22:00:33+00:00,132.98027321661573,132.7882891072213,131.5433591147402,128.8301330769623,123.49252518495157,122.55339875364936,118.02032383416152,124.49464365766917,127.08345817261782,131.28555061490587,133.38968648338286,135.29223723634723,141.81290594240335,146.2279569821412,147.6076134507074,142.80102750489357,141.02612663553924,139.21431565647433,138.30834410485198,136.32366569314908,140.32304814378685,136.77352801124135,138.05325071877496,139.4151337112138,140.12016782232746,139.73729192949335,141.07413749565563,142.13129664214722,140.5658102948722,138.49424042542188,134.20570643262903,126.41654987733277,128.22464193026914,123.04596698532687,130.2714385938612,128.66302435605627,131.3058929245766,132.54035290766973,131.01938459530538,137.97409415379408,140.6228171916243,143.9719206408308,151.1372043751383,157.7679499684543,157.27910156595308,158.46371276929196,152.35869451276326,155.1978695222602,146.93235784962027,128.68513596135108,121.6343544623481,124.00932148852827,107.85722771598928,108.6239845120492,121.70073628607108,122.77082819113669,103.49353104365171,105.02480098936256,119.25646506089025,124.93004012831942,134.13294905662832,138.92497402415745,140.05158081255902,143.512359640963,154.9012633691619,150.10858273649026,146.3584351788253,130.49582216396124,124.38935277812993,
1999-10-22 22:00:28+00:00,149.0954204716776,154.31912928481336,149.06207476035817,141.71285541173725,137.98527407307722,135.75752190488686,136.88973887009126,137.19271218755856,132.17169166604413,136.02682128535193,142.79471199805823,149.4735540914561,159.93283731348743,163.5265724583111,163.02061529445118,153.4053812942319,150.9157377238313,151.45557953659218,149.31853291250613,150.94597506724986,151.14288081719982,146.02817981894162,147.47365408176313,142.05314422958995,143.7494103065613,146.7490055155777,146.84786074291952,153.35094282219438,149.4276790989934,144.5474961572754,142.91532728570928,137.93481565814096,135.8954306896619,139.23549633168042,138.7582151949991,142.20266266624134,141.18705107042342,141.08664889588408,143.50199283058407,141.93470779365114,148.5709823201758,151.48750153815902,162.26980995886254,164.5621404174285,,,,,,,,,,114.80287621732084,125.10336508810502,133.81739291793875,123.2023294580558,125.01175112125776,126.12338500299418,128.96214110551313,141.92193235292163,147.335702970105,148.3868205017587,154.32811104221364,161.62668223013063,152.16137921785682,145.82093163040122,128.18145506101365,124.39889912228782,
1999-12-09 22:00:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.37051870076732,120.7888384790097,115.71565082542774,117.54536337740075,115.95524978959885,123.35603696590599,128.27469493914234,124.06746653481883,127.72236002733273,122.67104042739925,126.54143231494048,132.08627134438677,141.429499048537,144.23267872772274,149.03705340752853,143.49106257924595,142.37420537347498,139.8828861724966,140.93082950589914,122.14258456485918,112.0611407906775,107.73331052179648,105.3184951768777,97.63012245312004,114.8309163607354,126.28431441865374,104.8562058069073,,,,,,,,,,,,,
1999-12-25 22:00:28+00:00,133.70892428121903,126.07085042416493,121.74367885606617,122.91705307708791,126.19109170478701,127.74710366519197,118.95209421447025,119.51129844675233,114.32094900813536,123.2092322215052,127.71622625203825,135.30085973103482,140.5870041279816,146.16381525743776,144.39527365533192,140.95064341646355,140.68119630501806,141.05884666656027,137.98342613388004,138.36738744179456,135.00675239308327,133.73965001520654,131.48888289400625,134.095300514223,133.31225791460213,134.56444165962986,135.77036686622247,136.30573494906753,128.70703264538813,127.72485950592555,127.73108717599756,123.09046188048366,125.67238278190824,123.1286828958008,124.64458645093858,132.1541722105694,132.14448335963402,132.05983579066714,131.79162902414575,132.4407330667418,133.85062163115322,140.61507861027007,146.48019525060815,148.95783376319224,148.80557845003244,147.6656500959999,148.5688322478472,147.94710547363513,145.17477253609619,129.33363672857908,118.85170705981758,117.81746802519734,113.47821736296753,110.69974198154028,121.98806984472311,129.8893998548957,111.96501640002548,112.87436020014307,119.98772543122274,123.29251464500135,132.28836258080506,131.26284032982394,131.27007675231457,138.63137351025543,152.08087384426494,145.6455581736697,135.64984760428496,117.48955740024282,112.92331209060471,
2000-02-11 22:00:21+00:00,128.41914095242174,128.99157368705622,126.83238531945953,126.06731084913632,122.21541169521039,124.43424648488414,120.75802441389384,125.80207641999819,121.65087971709703,124.49619991194685,121.42483384068036,128.24788666037773,136.14939600075613,143.98635913802033,141.57470761459862,141.1559978520921,134.28844604743088,138.6594684951741,133.5495780616439,131.98976806520395,137.0747729752868,133.22644417827576,132.26139803100486,126.23656994677552,131.39658291000205,135.44844384874773,131.1933889335842,133.74596541288327,131.46584817349716,128.82124856242228,123.83317894301464,121.86723359621017,125.91544320173574,120.9954795461008,120.76734347649897,122.59795983650504,131.58577178020954,134.56154331098543,132.46210689241335,131.41061684838706,136.23607814738048,137.02926378332688,138.60964938716808,149.39757332904827,146.45830333962354,138.72574578700707,144.58282856687057,146.33726186220886,137.11815353986685,120.86770747433626,112.54452062170128,114.85850373513539,105.46872667874275,102.7343829078418,114.13844069065746,142.6802849324132,121.90307536521756,114.74185737849405,113.08837117177943,112.91918794124405,132.86777879069774,132.50290539314966,133.84016344649476,135.9576571757569,148.95305627863513,143.12243839427123,139.7416606234053,117.05737523422812,114.71045599322466,
2000-02-27 22:00:16+00:00,126.37712597542946,129.7923832115117,128.59458658467915,131.42096826867046,130.6073163987058,130.0599929937048,127.50491665764262,125.23747159000511,123.85461863313428,122.19558888791512,129.03638723516005,130.3603361211277,133.333766104966,143.3769284601624,139.16833238912295,135.82816762512823,136.31983182129915,136.30483596941895,137.08243574545364,138.4562619891924,136.92532935695056,141.35282758853208,140.77806997534043,141.336560284165,134.23769143803798,135.72810062433956,134.93070546994244,131.83351065394953,131.26271322489112,125.23684982266543,125.345076441105,126.36931103523078,126.74746906109176,126.19862570334523,129.6704910879701,134.33112733261999,133.69017596435367,135.4613053077974,132.387552125601,132.5235690703434,137.29488234716834,141.78019323607145,144.7224227829837,141.75814619269255,140.23495801956375,137.88745618524408,142.54177561080834,140.96782636694084,141.7601114746854,122.51429729950787,114.88277760124306,116.19200044056562,107.90908583269324,114.62190026325904,126.32781697119576,138.97916815416235,122.00381146613879,116.23460398822225,116.52016379884559,118.39325802889816,125.55206161849928,128.51549818886957,128.93742380505918,138.25158651565243,152.915001452877,,,,,
2000-03-30 22:00:09+00:00,141.97297745652585,139.55398853536997,141.85636108860965,143.0470713075159,131.21019690176965,127.28734013487099,128.51886457306898,126.40533445500563,128.17639879566127,133.53915790589033,135.42791026364142,138.77722434261221,143.21733022825617,146.98517681839013,147.97103177641284,145.53121546887166,140.9655667805763,134.48471779356404,133.1030095450139,134.46181064939702,139.79054980418937,142.08909075706197,144.19540110096736,141.10085739564605,142.99244864563843,136.3733002507359,140.2509239221,140.99439953849728,135.5253364756663,132.78111368192359,129.11722464175767,130.69539623305155,131.32337869270847,131.25438267716385,128.25694673875495,131.94510995975122,135.97764546587112,146.492633935733,139.173305223668,143.21637948309956,143.1245604212841,144.2832563388623,148.68454500540392,154.6134125044892,153.83527410585026,155.66365447628658,155.5109502499298,153.49677755166067,147.00930409421454,131.66245816274483,121.93772853630948,121.13731158488015,121.5894584075342,117.044734847545,129.8908239221759,138.57590543509946,122.87815676075283,121.6606040566461,120.87746619200477,124.14792717908178,125.92416865994272,128.30109292510866,135.2958609623238,143.0556509930914,154.78715385930883,147.85676461118558,142.27331614323555,133.5196597925463,129.20958929171368,
2000-04-15 21:59:55+00:00,137.75271779102243,132.6791349476181,129.15162829058602,128.47617854070822,130.94643341751188,127.93808800865506,127.83376483040435,118.13342315998833,115.84520005965696,118.16408586813996,122.90469806791451,127.0252232743065,132.7612331369075,135.56259193466602,136.4807318704559,135.37718582072387,135.7262469299352,131.17382301887085,136.05930736775798,138.6048464020719,134.26399421039181,130.7065256920011,132.82663854369946,133.6555461167627,134.28447193082962,133.33312263436602,131.61063416217144,131.87698499362057,131.48700746844554,129.38182710751025,126.38687054513855,123.36812259768719,118.37008631449079,118.07709998996539,128.42213190904005,131.64453767673092,135.15125019267037,124.26405149512341,129.54922942359883,131.94904883410243,132.57859999740262,138.54716192477485,136.8371608063504,139.53457894169148,140.6212126424966,147.05468059863816,149.43041500490258,146.30543566862292,142.93911009947152,124.65587897817633,114.13826138291624,113.92547439683277,103.78877638748598,103.011313622138,122.92784990306518,132.36560518416857,109.61447982096436,108.77738623947565,110.60806554953763,113.69544957761136,121.83317341586172,128.03276719392656,127.71826133678604,132.25537457940604,146.12299685402738,144.7674583374554,137.65063297972418,124.59934858554224,119.85622080382326,
