dates,nzd0412-0000,nzd0412-0001,nzd0412-0002,nzd0412-0003,nzd0412-0004,nzd0412-0005,nzd0412-0006,nzd0412-0007,nzd0412-0008,nzd0412-0009,nzd0412-0010,nzd0412-0011,nzd0412-0012,nzd0412-0013,nzd0412-0014,nzd0412-0015,nzd0412-0016,nzd0412-0017,nzd0412-0018,nzd0412-0019,nzd0412-0020,nzd0412-0021,nzd0412-0022,nzd0412-0023,nzd0412-0024,nzd0412-0025,nzd0412-0026,nzd0412-0027,nzd0412-0028,nzd0412-0029,nzd0412-0030,nzd0412-0031,nzd0412-0032,nzd0412-0033,nzd0412-0034,nzd0412-0035,nzd0412-0036,nzd0412-0037,nzd0412-0038,nzd0412-0039,nzd0412-0040,nzd0412-0041,nzd0412-0042,nzd0412-0043,nzd0412-0044,nzd0412-0045,nzd0412-0046,nzd0412-0047,nzd0412-0048,nzd0412-0049,nzd0412-0050,nzd0412-0051,nzd0412-0052,nzd0412-0053,nzd0412-0054,nzd0412-0055,nzd0412-0056,nzd0412-0057,nzd0412-0058,nzd0412-0059,nzd0412-0060,nzd0412-0061,nzd0412-0062,nzd0412-0063,nzd0412-0064,nzd0412-0065,nzd0412-0066,nzd0412-0067,nzd0412-0068,nzd0412-0069,satname
2000-05-01 21:59:54+00:00,333.50,331.35,329.23,328.59,327.04,325.32,323.23,321.70,320.19,323.06,327.19,331.42,336.39,342.04,340.92,338.15,336.30,334.45,333.78,334.68,335.12,335.30,335.07,334.43,333.32,334.02,333.88,333.29,330.72,326.99,322.25,322.22,321.05,321.04,322.48,328.71,330.89,330.92,329.92,330.51,333.86,338.03,340.96,344.89,344.55,342.97,344.34,343.50,340.25,322.79,312.98,311.90,305.26,304.36,319.00,331.60,311.95,312.64,314.63,317.73,326.60,328.12,329.74,335.85,348.67,344.05,338.86,322.17,318.20,414.76,L7
2000-05-17 21:59:43+00:00,333.50,331.35,329.23,328.59,327.04,325.48,323.27,321.96,320.01,323.27,326.43,331.02,335.98,342.19,340.69,338.06,336.63,335.19,333.57,333.99,333.86,335.01,334.76,334.50,333.72,334.16,333.61,333.97,331.56,327.31,323.12,322.23,321.74,321.57,323.39,328.81,331.00,331.06,330.34,331.11,334.58,338.71,340.96,344.89,344.55,342.97,344.34,343.50,340.25,322.79,312.98,311.90,305.26,304.36,319.00,331.60,311.95,312.64,314.63,317.73,326.36,328.37,328.75,335.59,348.39,343.85,338.47,322.04,317.90,415.40,L7
2000-06-18 21:59:27+00:00,333.50,331.35,329.23,328.59,327.04,325.48,323.27,321.96,320.01,323.27,326.43,331.02,335.98,342.19,340.69,338.06,336.63,335.19,333.57,333.99,333.86,335.01,334.76,334.50,333.72,334.16,333.61,333.97,331.56,327.31,325.21,323.90,323.89,323.84,325.74,330.76,332.77,333.42,332.39,333.59,336.88,341.05,342.82,346.79,345.38,344.69,347.01,346.27,341.82,325.11,315.17,314.09,307.32,306.75,321.38,333.73,314.38,312.64,314.63,317.73,326.36,328.37,328.75,335.59,348.39,343.85,338.47,322.04,315.80,413.47,L7
2000-07-04 21:59:14+00:00,333.15,330.01,330.03,330.97,328.87,325.30,324.05,321.96,322.03,324.64,327.54,331.41,336.17,342.65,341.29,338.61,336.97,335.70,333.93,334.46,334.89,336.34,336.25,335.75,334.78,334.94,334.20,334.47,333.05,328.27,326.07,324.87,324.70,325.03,327.05,331.46,333.93,334.69,333.56,335.84,338.02,340.67,343.55,345.60,345.05,348.22,348.81,349.62,342.51,327.01,315.29,314.70,307.66,307.52,323.86,335.91,316.18,314.02,313.61,315.48,326.69,329.11,329.44,335.03,347.84,344.28,339.96,324.25,318.06,415.27,L7
2000-08-05 21:58:44+00:00,333.15,330.01,330.03,330.97,328.87,325.30,324.05,321.96,322.03,324.64,327.54,331.41,336.17,342.65,341.29,338.61,336.97,335.70,333.93,334.46,334.89,336.34,336.25,335.75,334.78,334.94,334.20,334.47,333.05,328.27,326.07,323.27,322.29,321.98,324.34,327.58,330.77,330.90,328.67,332.94,333.88,337.14,343.55,345.60,340.66,348.22,348.81,349.62,342.51,327.01,315.29,314.70,307.66,303.06,321.14,335.91,316.18,307.71,308.96,310.29,321.79,324.74,325.19,332.71,344.51,344.28,339.96,321.61,317.27,411.15,L7
2000-09-06 21:58:22+00:00,337.58,331.59,330.63,331.04,327.73,323.34,321.27,317.79,319.16,324.03,326.64,330.01,333.64,342.35,342.27,340.19,338.29,334.45,332.44,331.20,332.46,332.88,333.46,333.86,334.71,334.74,334.27,333.56,333.12,329.71,327.99,323.35,321.24,321.42,324.32,326.75,330.27,329.40,327.28,333.24,332.40,336.03,340.92,345.12,340.51,352.46,351.99,351.74,343.84,330.61,317.27,318.00,313.93,302.84,320.57,332.34,312.24,303.18,306.13,307.98,320.52,323.95,323.96,332.21,343.17,344.41,339.96,323.70,318.28,410.70,L7
2000-10-08 21:58:00+00:00,340.85,332.91,329.35,328.61,327.61,323.08,319.99,316.76,318.40,322.63,325.25,328.73,333.61,342.22,342.06,338.12,337.53,333.86,332.66,331.33,331.86,332.19,333.12,333.84,334.44,335.63,335.14,334.16,334.30,331.54,329.54,323.78,321.27,320.83,324.21,326.99,329.45,328.22,326.45,331.81,330.74,336.30,340.28,344.02,339.33,351.77,349.67,352.12,344.77,330.88,316.96,318.85,310.60,301.17,319.34,329.04,309.05,301.17,305.44,306.81,320.64,325.25,324.55,332.54,342.67,345.33,339.84,322.48,317.68,408.42,L7
2000-11-09 21:57:57+00:00,342.46,331.29,327.80,326.74,326.55,322.13,318.62,315.98,315.28,320.93,323.25,325.91,331.87,342.87,342.63,337.86,336.23,332.70,331.94,328.46,328.41,330.63,330.95,332.46,333.60,335.74,336.31,335.42,335.05,333.19,331.25,323.40,321.83,319.94,323.43,324.31,326.62,325.99,324.17,330.16,329.43,335.55,341.65,343.22,336.18,351.19,347.27,352.80,343.08,331.39,316.34,320.02,312.63,300.78,318.57,329.47,308.63,298.88,302.65,303.64,318.48,324.44,324.12,332.42,341.43,343.93,339.05,321.68,317.13,407.71,L7
2000-11-25 21:57:58+00:00,341.96,331.67,327.85,325.77,325.14,319.30,316.27,312.83,313.04,317.42,321.10,323.37,330.70,340.35,341.06,335.65,333.89,330.69,331.98,328.06,329.88,330.45,330.11,330.60,330.59,332.86,335.06,334.52,333.92,333.08,329.98,321.33,319.52,318.55,322.36,323.64,325.55,325.41,324.12,328.71,327.49,333.59,339.09,342.19,336.22,347.35,342.78,347.79,339.72,328.37,314.89,316.94,308.12,299.82,317.20,328.06,305.60,299.19,303.80,303.98,315.71,322.15,322.35,330.04,339.76,344.20,339.89,321.73,317.24,405.89,L7
2001-05-20 21:57:28+00:00,340.38,337.48,329.96,326.97,322.75,315.25,312.16,311.48,308.98,316.03,317.29,320.89,329.29,333.80,333.65,330.93,330.81,331.12,331.25,328.13,331.81,327.89,328.39,328.94,329.31,327.56,330.32,333.16,331.75,330.51,328.90,320.22,319.47,320.46,324.13,324.77,327.40,329.11,331.53,332.52,333.62,337.74,334.76,339.22,339.15,337.87,335.90,339.50,333.12,321.06,314.07,307.68,294.61,305.09,319.37,330.49,305.10,303.21,308.44,308.02,314.91,321.03,319.28,327.02,341.94,339.85,339.19,324.73,322.43,425.35,L7
2001-07-07 21:57:00+00:00,340.78,341.77,331.85,332.04,325.51,318.22,312.61,315.23,307.98,321.57,321.34,323.35,329.73,334.62,334.25,333.17,332.43,330.64,330.02,328.02,331.44,323.20,327.32,330.39,334.56,331.64,333.63,331.87,331.39,332.25,333.74,328.48,323.97,322.58,323.86,323.40,328.35,329.05,330.07,338.42,339.23,343.78,338.12,340.38,341.91,343.74,347.01,351.22,339.94,325.82,319.06,,,315.16,328.34,337.15,313.69,305.99,307.34,310.37,318.72,323.66,326.40,334.26,347.18,339.85,339.19,324.73,312.85,416.21,L7
2001-09-25 21:56:04+00:00,336.19,334.20,329.04,326.86,323.99,317.09,313.39,313.53,308.51,315.80,318.27,320.69,329.30,333.77,334.23,328.87,326.54,328.55,323.98,325.44,328.38,324.46,329.41,328.23,331.11,327.71,328.77,330.54,327.25,325.50,323.17,319.18,319.28,318.61,321.69,321.33,323.49,323.70,326.39,328.27,332.87,336.26,337.85,337.88,340.99,340.84,337.76,337.88,334.96,318.09,307.95,301.75,294.07,300.59,315.99,326.93,304.52,300.91,299.35,303.23,312.84,315.81,318.53,329.77,339.00,332.81,333.48,319.99,314.26,410.16,L7
2001-12-30 21:56:13+00:00,336.49,332.81,331.74,324.34,321.28,316.63,315.50,309.79,308.56,309.96,311.88,314.87,328.28,333.42,334.99,326.57,325.51,325.64,323.77,324.96,327.19,325.88,324.86,323.61,324.89,325.12,324.73,328.00,323.02,322.06,316.72,312.72,314.91,314.34,314.83,317.16,318.90,321.29,323.25,322.86,326.72,331.51,333.24,334.75,337.12,339.93,333.11,335.13,335.30,317.08,305.95,307.75,298.28,293.32,308.81,322.01,295.90,297.04,296.75,298.28,309.39,313.15,317.06,328.74,338.19,325.77,327.76,315.25,310.18,402.56,L7
2002-02-16 21:56:30+00:00,332.86,327.06,325.73,318.31,314.16,309.96,310.90,311.20,307.35,309.80,311.88,319.63,329.62,332.62,334.99,326.57,325.56,324.19,323.77,324.96,327.19,325.88,324.90,323.76,322.07,322.80,321.14,325.10,320.62,319.56,316.11,314.00,313.18,310.65,311.44,316.02,317.17,320.78,322.48,321.75,325.51,327.79,331.81,331.53,333.39,337.44,332.98,334.17,331.91,313.94,303.45,301.11,296.41,291.42,302.97,317.23,295.67,299.08,295.19,298.41,311.35,315.47,317.16,328.75,338.58,325.77,327.76,315.25,317.10,398.06,L7
2002-03-20 21:56:24+00:00,333.33,325.92,325.22,319.70,314.16,309.96,310.90,311.20,307.35,309.80,311.88,319.63,329.62,332.62,334.99,326.57,325.56,324.19,326.02,325.98,327.99,325.71,325.49,324.38,322.53,322.81,319.71,322.74,320.19,318.63,313.02,312.51,312.64,311.29,311.96,314.69,316.38,317.62,321.51,320.25,325.66,329.09,332.04,332.21,334.53,337.71,333.62,334.62,330.74,313.94,303.63,301.34,294.62,290.18,302.49,315.46,295.84,299.24,294.73,299.70,310.56,317.25,317.35,328.85,338.20,326.56,326.95,315.16,313.87,400.81,L7
2002-05-07 21:56:27+00:00,337.64,326.45,324.97,320.79,315.95,314.95,315.27,315.70,311.70,314.50,317.01,322.31,333.22,338.18,341.27,338.24,331.77,327.48,330.07,327.54,330.96,329.55,326.59,327.73,324.78,324.16,320.09,321.72,320.33,320.04,315.70,313.68,312.37,309.61,310.36,313.99,315.54,318.00,320.97,322.62,326.95,330.62,331.72,333.17,333.28,338.96,334.11,331.50,323.08,307.90,301.47,301.21,294.81,288.25,302.39,314.48,295.55,299.67,297.13,302.41,314.74,322.86,320.84,330.44,340.94,332.40,330.27,317.35,312.23,406.86,L7
2002-10-14 21:55:19+00:00,345.60,332.43,327.81,326.31,329.25,328.21,328.03,326.54,324.48,326.35,328.79,330.82,338.75,347.82,345.98,345.82,338.94,336.26,334.28,340.82,336.84,335.42,332.97,335.43,332.40,330.39,327.47,326.52,324.74,326.29,323.38,322.09,320.20,315.41,317.19,322.17,323.46,326.48,325.83,330.19,332.78,337.47,335.56,340.50,336.78,336.55,333.16,322.73,310.24,300.25,299.89,310.80,307.47,288.95,311.98,319.59,298.78,301.47,304.79,308.50,320.62,326.85,324.11,333.31,345.89,340.10,334.26,319.55,314.32,408.58,L7
2002-10-30 21:55:25+00:00,344.41,333.73,329.60,326.15,329.20,328.87,328.94,327.61,323.42,327.19,329.71,333.86,340.96,349.57,345.79,345.51,339.62,334.77,334.51,339.46,336.87,335.07,336.95,334.99,333.30,331.80,329.53,329.38,328.01,329.25,325.24,322.49,322.48,318.31,320.05,324.30,326.39,328.60,327.78,331.56,333.20,336.91,337.04,342.09,339.16,339.04,337.01,328.19,318.11,306.75,306.05,312.41,307.44,293.71,314.15,322.92,302.24,305.88,307.69,311.39,322.28,327.00,326.34,332.94,347.68,341.28,334.88,319.98,314.85,414.13,L7
2003-04-24 21:56:22+00:00,342.05,336.33,333.20,325.84,329.10,330.19,330.76,329.74,321.32,328.88,331.54,339.94,334.52,344.74,334.40,333.13,337.97,329.56,328.98,324.60,327.76,326.28,333.62,324.89,324.11,334.61,333.64,335.10,334.56,335.18,328.97,323.29,327.04,324.10,325.78,328.57,332.24,332.85,331.68,334.31,334.05,335.78,339.99,345.28,343.91,344.02,344.70,339.11,333.87,298.67,306.81,303.20,299.59,299.96,317.30,327.40,304.56,305.97,305.32,307.59,315.50,320.40,325.00,330.48,351.27,343.64,336.12,320.84,315.90,425.22,L7
2003-05-10 21:56:22+00:00,332.15,329.95,329.44,323.48,319.63,315.45,315.31,305.75,306.42,309.00,313.09,316.56,322.88,330.50,322.85,320.78,326.46,321.64,318.50,316.39,320.75,320.31,324.05,319.38,319.24,329.36,326.55,326.19,325.55,327.62,319.61,314.00,315.56,320.16,323.37,321.27,325.64,328.86,327.48,326.61,330.77,335.43,335.12,341.36,342.90,335.30,334.68,332.15,316.81,292.80,299.20,292.38,291.76,294.35,310.95,319.51,296.12,295.50,297.53,301.24,309.07,314.81,315.72,328.12,339.35,336.90,332.33,309.74,306.08,421.87,L7
2003-07-21 21:44:09+00:00,332.15,329.95,329.44,323.48,319.63,315.45,315.31,305.75,306.42,309.00,313.09,316.56,322.88,330.50,322.85,320.78,326.46,321.64,318.50,316.39,320.75,320.31,324.05,319.38,319.24,329.36,326.55,326.19,325.55,327.62,319.61,314.00,315.56,316.67,317.87,317.73,320.35,320.12,319.36,320.50,326.02,335.23,334.59,337.06,332.59,330.91,328.14,326.37,319.11,295.63,299.20,292.38,291.76,294.35,310.95,319.51,296.12,295.50,297.53,301.24,309.07,314.81,315.72,328.12,339.35,334.51,331.92,310.66,310.41,423.91,L5
2003-07-29 21:56:05+00:00,332.15,329.95,329.44,323.48,319.63,315.45,315.31,305.75,306.42,309.00,313.09,316.56,322.88,330.50,322.85,320.78,326.46,321.64,318.50,316.39,320.75,320.31,324.05,319.38,319.24,329.36,326.55,326.19,325.55,327.62,319.61,314.00,322.24,318.13,316.95,316.01,318.32,321.56,320.83,322.39,326.67,333.78,334.59,337.06,332.59,332.13,328.64,323.72,316.09,297.59,298.70,292.38,291.76,295.92,305.37,318.96,297.11,295.50,297.53,301.24,304.98,310.46,312.52,325.39,335.00,333.85,330.56,309.77,308.24,420.73,L7
2003-08-30 21:55:58+00:00,330.30,331.60,330.75,325.42,320.00,317.92,315.60,309.12,306.42,309.00,313.09,321.73,323.54,334.81,328.47,325.80,328.32,323.92,321.51,321.68,324.64,325.34,327.11,319.38,319.24,329.36,329.68,329.60,325.33,326.53,321.55,321.23,322.24,319.85,318.32,317.23,319.56,321.90,320.83,322.39,328.06,334.01,335.32,336.20,332.64,333.25,332.16,328.11,322.24,300.91,302.10,300.19,301.17,295.92,305.37,318.47,298.21,300.07,300.63,302.95,307.17,311.25,313.35,326.39,337.13,335.65,333.16,314.84,312.95,420.73,L7
2003-11-18 21:56:15+00:00,328.50,325.52,323.75,318.50,315.59,312.78,310.81,307.56,296.40,300.72,313.59,321.91,322.46,343.42,339.71,330.85,331.16,325.80,325.64,324.72,324.11,328.85,328.75,318.51,325.74,326.38,330.77,325.75,325.10,323.18,317.76,322.40,321.13,318.40,316.16,316.24,318.67,318.82,317.81,319.95,325.20,329.60,330.61,333.62,327.51,331.39,328.44,327.48,324.09,306.91,303.72,300.97,298.04,288.92,297.37,315.16,297.57,301.83,306.84,306.37,305.57,308.43,310.41,323.85,336.03,335.23,333.44,316.54,315.24,420.17,L7
2004-04-02 21:46:54+00:00,334.25,326.06,325.14,321.67,320.28,314.72,311.56,311.60,308.40,311.21,319.51,324.58,329.54,349.23,350.27,334.56,335.63,333.86,334.96,328.94,329.05,329.81,329.81,328.60,331.24,331.10,331.21,327.41,343.70,331.27,326.61,325.02,323.54,323.73,323.86,322.07,323.50,319.38,323.81,325.71,326.73,328.48,333.88,350.94,352.81,339.53,331.91,333.05,325.63,314.68,307.09,301.20,297.17,290.93,308.49,319.69,302.31,301.34,314.94,319.04,317.66,320.53,319.45,329.26,347.58,339.45,334.56,319.97,317.41,407.39,L5
2004-04-10 21:56:50+00:00,334.25,326.06,325.64,321.70,322.10,318.10,313.97,315.02,310.84,315.12,321.70,326.19,332.09,346.85,348.12,334.56,335.63,333.15,333.68,328.58,329.80,333.32,332.84,331.85,332.49,332.69,330.95,331.05,337.78,330.79,326.61,325.02,323.85,324.84,325.00,323.83,326.32,322.42,326.21,327.40,329.39,331.22,336.48,348.32,347.71,339.53,331.91,333.05,326.02,313.90,307.95,301.80,300.00,294.47,312.93,324.10,304.36,305.88,311.41,317.42,317.66,320.53,319.45,332.49,349.28,341.76,339.29,323.92,319.69,410.25,L7
2004-05-04 21:47:51+00:00,337.39,332.20,331.39,323.54,322.19,318.20,316.51,317.41,313.12,317.33,325.81,329.52,335.59,349.96,350.75,339.22,341.63,337.56,335.57,330.93,333.49,335.19,334.88,333.44,333.86,334.62,334.49,335.22,340.70,332.53,332.03,328.40,325.17,324.44,324.12,323.54,326.54,325.17,327.57,329.58,332.08,336.05,339.65,349.16,347.91,345.16,339.29,336.12,327.93,313.25,308.09,303.62,300.27,298.37,312.95,325.34,308.08,307.75,313.40,316.94,323.33,326.56,326.52,335.00,349.58,342.84,338.80,323.33,317.49,413.33,L5
2004-05-20 21:48:20+00:00,341.81,339.40,336.71,328.18,325.99,322.55,320.11,322.33,318.69,322.86,329.88,333.72,340.77,349.96,350.75,345.90,347.30,342.37,339.51,335.52,339.39,339.48,338.41,338.42,336.57,337.37,336.41,340.79,340.70,336.41,342.03,334.43,329.49,327.80,327.25,325.61,325.67,326.01,328.55,330.62,333.25,339.48,342.13,346.08,344.37,346.06,343.58,335.75,326.70,312.12,309.19,303.88,305.27,304.48,315.14,329.44,312.97,310.57,312.26,314.90,327.30,329.52,331.40,338.35,347.07,341.95,337.51,322.76,317.12,413.67,L5
2004-06-05 21:48:48+00:00,341.81,339.40,336.71,328.18,325.99,322.55,320.11,322.33,318.69,322.86,329.88,333.72,340.77,349.96,350.75,345.90,347.30,342.37,339.51,335.52,339.39,339.48,338.41,338.42,336.57,337.37,336.41,340.79,340.70,336.41,342.03,334.43,329.49,327.80,327.25,325.61,325.67,326.70,329.77,332.08,334.15,339.36,341.72,345.62,342.99,344.23,342.93,336.47,328.06,312.31,308.08,304.51,306.05,307.15,317.05,330.41,312.89,309.80,309.94,313.59,325.05,327.58,328.64,337.32,346.08,342.78,338.46,323.41,320.13,416.06,L5
2004-06-21 21:49:16+00:00,328.42,332.79,330.14,324.23,319.79,313.14,312.85,317.20,312.14,315.00,321.74,325.59,334.60,343.36,344.44,332.19,341.50,335.66,333.94,331.41,334.65,336.49,333.21,334.42,334.35,331.41,333.61,334.43,336.95,333.01,342.03,332.84,328.33,325.93,324.45,326.48,325.98,322.55,329.77,331.17,334.95,340.83,340.73,345.12,343.29,342.48,342.20,338.24,327.01,312.03,306.54,305.68,305.04,307.20,317.45,331.42,312.27,309.64,310.17,312.11,324.44,327.22,326.74,336.83,344.91,342.35,339.33,324.74,321.77,416.19,L5
2004-07-07 21:49:44+00:00,328.42,332.79,330.14,324.23,319.79,313.14,312.85,317.20,312.14,315.00,321.74,325.59,334.60,343.36,344.44,332.19,341.50,335.66,333.94,331.41,334.65,336.49,333.21,334.42,334.35,331.41,333.61,334.43,336.95,333.01,342.03,332.84,328.33,325.93,324.45,326.48,325.98,322.55,329.77,331.17,334.95,340.83,340.73,345.12,343.29,341.30,342.56,339.00,328.56,312.83,308.07,306.38,306.37,308.94,318.88,331.49,312.26,309.99,308.97,311.50,323.49,327.60,326.63,336.03,344.68,342.97,339.17,325.34,322.52,417.37,L5
2004-08-08 21:50:26+00:00,325.54,329.19,326.52,321.38,318.45,313.60,313.05,316.00,312.59,314.73,319.52,325.68,333.21,341.88,341.56,333.27,338.46,335.14,332.64,330.31,333.11,334.63,333.59,334.08,333.04,330.67,332.67,333.41,333.70,331.69,335.37,331.38,326.81,324.92,324.46,325.34,325.89,322.75,329.46,330.02,334.25,339.28,339.88,344.11,341.76,339.96,341.89,338.89,327.66,313.10,307.35,306.21,306.91,307.57,315.41,328.92,309.19,308.05,306.05,309.13,321.83,326.34,325.75,335.63,344.61,341.88,338.47,325.31,322.40,417.38,L5
2004-09-01 21:56:21+00:00,324.23,327.07,323.67,317.52,316.46,312.50,311.52,313.27,312.59,314.73,318.20,325.17,332.10,340.64,339.75,332.11,335.87,333.95,332.64,330.31,331.86,333.17,332.61,334.08,333.04,329.62,331.88,331.53,331.22,329.83,329.01,328.55,324.63,323.50,323.97,323.95,324.57,321.50,329.46,330.02,332.89,337.86,337.81,342.30,340.31,339.12,340.67,337.40,327.52,312.51,306.02,304.41,305.01,307.57,315.41,325.99,307.37,306.88,305.73,309.63,321.26,325.65,324.87,334.25,343.61,341.72,337.86,324.62,320.80,417.38,L7
