,dates,aus0012-0000,aus0012-0001,aus0012-0002,aus0012-0003,aus0012-0004,aus0012-0005,aus0012-0006,aus0012-0007,aus0012-0008,aus0012-0009,aus0012-0010,aus0012-0011,aus0012-0012,aus0012-0013,aus0012-0014,aus0012-0015,aus0012-0016,aus0012-0017,aus0012-0018,aus0012-0019,aus0012-0020,aus0012-0021,aus0012-0022,aus0012-0023,aus0012-0024,aus0012-0025,aus0012-0026,aus0012-0027,aus0012-0028,aus0012-0029,aus0012-0030,aus0012-0031,aus0012-0032,aus0012-0033,aus0012-0034,aus0012-0035,aus0012-0036,aus0012-0037,aus0012-0038,aus0012-0039,aus0012-0040,aus0012-0041,aus0012-0042,aus0012-0043,aus0012-0044,aus0012-0045,aus0012-0046,aus0012-0047,aus0012-0048,aus0012-0049,aus0012-0050,aus0012-0051,aus0012-0052,aus0012-0053,aus0012-0054,aus0012-0055,aus0012-0056,aus0012-0057,aus0012-0058,aus0012-0059,aus0012-0060,aus0012-0061,aus0012-0062,aus0012-0063,aus0012-0064,aus0012-0065,aus0012-0066,aus0012-0067,aus0012-0068,aus0012-0069,aus0012-0070,aus0012-0071,aus0012-0072,aus0012-0073,aus0012-0074,aus0012-0075,aus0012-0076,aus0012-0077,aus0012-0078,aus0012-0079,aus0012-0080,aus0012-0081,aus0012-0082,aus0012-0083,aus0012-0084,aus0012-0085,aus0012-0086,aus0012-0087,aus0012-0088,aus0012-0089,aus0012-0090,aus0012-0091,aus0012-0092,aus0012-0093,aus0012-0094,aus0012-0095,aus0012-0096,aus0012-0097,aus0012-0098,aus0012-0099,aus0012-0100,aus0012-0101,aus0012-0102,aus0012-0103,aus0012-0104,aus0012-0105,aus0012-0106,aus0012-0107,aus0012-0108,aus0012-0109,aus0012-0110,aus0012-0111,aus0012-0112,aus0012-0113,aus0012-0114,aus0012-0115,aus0012-0116,aus0012-0117,aus0012-0118,aus0012-0119,aus0012-0120,aus0012-0121,aus0012-0122,aus0012-0123,aus0012-0124,aus0012-0125,aus0012-0126,aus0012-0127,aus0012-0128
0,1987-05-22 23:05:44+00:00,249.46350256950026,244.3503729328877,234.38142910760504,231.074718769569,216.91406748801273,215.71222241313376,210.81647484241182,205.2418397904062,201.0355781706719,193.99519716391228,203.10715997159213,207.87021829515155,216.8626873182117,215.52390946506327,213.70499587003926,214.23518026308275,215.48766474678814,209.78250765600623,206.9131870024655,206.922265495209,205.190224157623,197.32714345436378,200.00783070833435,203.6300621051227,213.5452245427132,211.7379001396404,219.49558298176498,224.04269696488453,234.2532128997269,233.33377019235647,239.81471489487197,237.68755656120086,240.7707228202299,244.69524722902227,247.16867294387447,241.57418961927732,251.08765866522123,252.98409950301047,253.61257348046254,254.52650524886408,255.7717180949268,,,,230.00206685200754,,219.69043360177278,218.09174462743525,222.0793407307643,220.21463041797765,219.56740015245524,215.50911878308008,210.37465326602836,210.029516083647,210.13026768917067,217.56368575309386,205.6858592352314,197.56740885712543,202.2459326072021,199.44964061005805,211.6360222506248,216.68560152938525,216.57823980979617,204.92302375649902,200.21612889035302,205.77055760794366,201.0831742908301,195.31575148462767,214.5511088662082,227.30709695463426,226.30694190249184,222.67066808676466,213.71510252246281,212.4575954515429,209.75722848807425,220.98022072725936,218.15279804654398,229.0993580779867,227.62583008820016,253.82155085264614,254.82515986981795,254.4918000672562,252.25946742137884,262.6138320867626,269.27509989002436,262.9186815806421,256.7016628632515,257.52096645174396,253.25719887502467,252.37835190738605,244.44020916257847,235.22306138099884,224.25405175330908,214.18250825452444,211.44331563614395,202.458713152626,202.6365003535341,195.4967781590223,190.93849712911953,178.8145854653921,174.95034818997283,177.2568766655928,175.7987412713047,182.83168620265175,159.82038368716803,145.3605001896417,135.66106736711225,,110.46017749379456,98.92481778141045,86.32306840983391,,,269.8582415266521,327.6769021126031,,,,302.4322461894835,301.7318444919807,,,323.53381661619886,291.6669960460841,270.9538968097671,252.16975699412777,,248.110764530866,202.41150742017146
1,1987-07-16 23:13:05+00:00,247.56263235340626,244.02242763135914,234.32684083905247,228.3474418111866,219.95732052147457,216.63500130363715,211.4111218749995,200.14973307487261,193.52879554191233,199.4809596947507,201.55590170532508,204.35551114076364,213.5639457037152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1987-10-20 23:15:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1987-12-07 23:16:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1987-12-16 23:10:17+00:00,253.7507925378203,256.61882957430424,240.75933342673648,228.98313455085935,233.22986016404047,,,,,,,,,206.73863680070687,206.06087128864402,211.44617385351768,208.97187061214316,212.11202816745336,211.06626386580984,194.40899981949207,192.8120136494452,191.28270703052857,204.0425368997182,,,,,,,,,,,241.45128860530681,244.42879015688084,243.26114149954103,248.14966222565093,245.41840005402844,245.92165769949398,250.05233897337604,254.8851848550781,,,,,,232.8771680029946,230.56113980197742,226.50468852834186,226.33583492453852,219.76004737251512,221.6007422273602,215.19636228093603,221.20617121425192,217.52527934811962,216.46774795883314,213.11529624719495,207.77259998884563,186.2440130633199,203.18494124217884,218.01644030340032,219.41423789150176,207.7045423462762,212.88630875212996,228.2264051532552,212.41121814525783,230.53078635385273,207.95837151874872,224.65843990310057,228.03609756056335,231.26857376216455,227.40817277264625,222.0108240722095,215.5522987668522,216.06349808802008,226.64592124664026,226.24353033399422,233.19958348388226,231.79200183593807,250.3455990701555,247.4842125929935,247.98860871120306,246.22491983276583,244.7795773531167,250.02625031026025,242.98300061038034,241.36925976046157,230.47802557740332,227.28128587173683,223.26304171000749,222.79167887366341,210.97422545615376,207.7152819565788,197.72180143869767,196.6870633786867,196.28868213213755,193.60548194066652,189.9967201501825,181.91239087939914,178.88710077620587,169.36779756794363,164.17393392459556,160.41461193414537,165.51113207485488,141.64356736088598,128.6826587979833,115.43761480663453,88.41665645410811,76.45695172636673,70.59835170624304,123.11559197545063,,,306.71389899056896,344.36582158682313,247.73787920688704,,,299.8174339495252,279.7636284184094,,,293.16736108826285,293.25965472565866,288.57573366673347,249.44695907160406,,276.424314586672,217.69271163839124
5,1988-01-08 23:16:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1988-01-17 23:10:50+00:00,226.08103424790838,227.948341542673,218.38531987544638,204.73090011214893,197.58375617259364,191.26923592708462,189.0700905992719,180.5833230566055,180.9135254377999,188.5727229615895,191.08407325564207,199.01301266408186,208.88425475314628,205.8316289669798,201.91157480039888,201.20985924185675,197.2070403123039,194.95269632610788,194.34844129250772,190.5811857481877,188.57724231307174,183.02203043248727,187.94712462896612,189.07542504085563,194.4809173660882,201.54680568243876,195.12476962988106,210.65723456487027,213.48095890866423,207.22450623547067,215.80353737703976,209.27985409631907,219.1157967862111,220.09223189340787,221.7759337440842,224.32902217238563,225.72920175095987,220.7946583530639,223.77020015932652,222.40481148600878,231.80283661335997,224.68280926904515,214.2863712223171,213.47831404928812,209.13191659357568,199.04240426407793,190.8354725903239,195.18910584016237,189.45163049624307,188.3004318190032,197.04649063904668,188.1226103407161,183.6332910527508,187.48225935616213,176.24132103280672,180.096683605978,178.8988825459672,176.45906972570677,175.2568204785724,182.23394473972934,187.4101402153635,184.77644244983273,187.31834518099956,177.20752052865646,169.93117691866482,171.51856749754225,169.31089013183302,171.66012947340988,184.42643218132673,181.2701630259762,187.15915463025144,185.98391418200134,177.00086094626752,175.59078611517327,176.80703200698082,181.91490476315025,181.96271305113513,187.08490365794526,186.1725345246077,204.2983604519949,211.4618475789151,208.03212024374724,210.62030779933767,215.05961220367524,218.65310324796533,222.0975098133267,218.5298350522134,213.87913958350472,201.5610457730628,196.54668249020702,193.92021110286777,184.04182626813548,180.18886212320103,169.13603291330162,162.6020786268264,,,149.24235048014532,,142.01575243390153,143.27620889083698,138.11124430809457,139.26507952553322,142.30744015052326,136.40906136591386,130.95044331326326,107.98780591681822,99.45613876637421,107.03742786549289,91.82302241944546,,,,,,,,,,,,,,,,,,,195.64475886845855
7,1988-04-06 23:11:48+00:00,235.0267491470268,229.20603048709478,215.3774663324163,209.17718201669197,194.47186917025627,188.56172353430068,182.16899400172892,171.73951428885528,170.99357211198014,185.3591431685095,190.50967257275957,197.82378008380218,204.63333131449184,202.73786567436028,200.95697263971155,197.65920669414453,194.4348727568696,190.41340748905208,190.4747852643756,187.80380807953907,192.84870408962678,191.64106657702942,194.34948452578212,192.1360913492543,197.77532096784034,208.06566451143493,201.90650922470772,215.68770099990806,217.89958443639338,211.08643383078967,218.03325553763628,216.57425774573457,222.56876594287502,235.64151743197468,234.39024890909974,235.59857613752504,231.82126457721364,230.80545940433174,232.09255561923996,232.49993560419742,243.42574308066412,236.2170469995369,225.1402894753242,222.21105223350665,211.6077535197509,198.66147395392716,196.5755347147813,202.4717831612704,199.27191014240861,201.65465484678126,208.47979947892003,198.5020045638784,189.90976877455472,193.68281200566096,179.83719507459844,179.38420499209656,180.7036233427956,184.12218349533646,186.84448234189662,189.01539867621048,193.316758073688,189.9005919582602,197.20117618302797,180.54723843949265,178.97549945336823,174.88241775770118,174.64615972161826,171.9672291215946,190.16328899768178,186.05816846063797,199.62913693469017,192.62051118368115,188.92354080777554,181.32471239140298,191.94426793483225,192.28064565552725,188.58390514871414,199.19561831247128,196.56859101146262,207.23443200574977,216.99822425927547,215.24197094817924,214.12873733276737,224.88379989965375,223.13421574764791,226.0448613162197,216.26960974181893,211.98234960914348,210.0699452837036,210.0742210731265,209.41863350300784,198.4759253041128,190.80763611066533,192.5470893258806,188.30447507989064,191.41006964082388,194.62989221167356,180.38075292317734,179.2556564887269,171.27585257222,163.44306295580117,162.9647628960103,157.4390179548435,161.0017699578725,145.78362869983906,133.20297299297994,118.907049742069,103.89629376902067,97.6223614361484,99.21616973422236,116.8869537836646,133.42370249111127,186.7497082352488,235.30733542887558,267.62089244697813,250.5294452868913,,,,,,,,,,304.4422761670514,,,
8,1988-04-22 23:11:53+00:00,224.70190801674931,223.45687964938472,216.62941413144296,208.0797121452843,191.35224945590625,190.39601201248024,181.35537617941856,167.4709545648673,168.03142304666466,182.06579392657267,189.02736628402351,195.427265909714,194.60740729331297,196.264887349167,190.7630511284798,203.63409414989025,202.0735251564086,202.04327357879205,195.39805592991036,192.69046510806277,190.02538701509238,188.66436889060634,189.6279817682498,192.94618155952668,202.0583687105442,206.16102415390864,206.45914676877211,213.06002262546457,,,,,,,,235.49954495711,233.84389183560583,226.35483643074934,230.72937009950212,238.49437111080346,252.73673934710447,234.32998712958505,223.83050918110357,222.1559250236178,209.35609520754633,198.66603960049633,201.18629194226855,205.8766383106625,203.06337244781224,203.10769370345668,209.36096296591325,199.50760176543025,189.9312288542298,190.40844619893673,172.9233907766107,171.66460821422208,177.41240558277383,180.38977620223326,183.36370151078472,187.4743969716895,197.79446328241357,200.59047145109744,198.4619548276014,186.1412885743295,185.85221616990026,178.75656217662905,178.51188535324374,177.0073600514236,192.309085499252,198.24777760755939,201.49183543986476,199.19789319994322,185.87232923984655,184.01549673232202,203.51471377718926,209.41039267324408,213.11373408875463,204.07013523733232,206.61590677328977,225.39225518032114,233.32477823971547,223.41550980548408,226.85284985836174,224.78765047773152,225.08009918753592,230.30958897866114,223.7663442631357,223.9832220114365,227.71299048108642,232.21028771814898,238.72632060125562,234.37018969347582,221.7421943813247,215.33431828938,201.70912462352868,202.16456577886515,200.73618337491013,190.52556089004597,180.99692935201583,176.26517314846615,174.94394755718287,170.4597293569271,173.20298606516292,178.92006338896533,158.04126430978727,133.96660300186406,129.1524283146918,115.74158763244156,110.65548085679696,101.91678996117325,97.93728505944894,116.53361926258512,151.9634953551872,199.30403058772484,241.32747399706128,241.92221022482425,247.62493087567503,210.69244668579913,190.23712544785664,164.84195672021647,176.06639846028284,179.0311761779699,164.69491850695405,,281.3112374349945,311.07865773538555,316.7274079691443,284.8639019465395,217.44696245669658
9,1988-05-24 23:12:10+00:00,250.17263685015095,250.2496336387886,242.53926579443097,232.19283026817803,221.41414709386538,208.72078468783988,194.856347709239,213.3709127195539,211.34992275313297,219.0868150105533,211.1672962115232,218.6847151341792,212.94935038428193,212.58534303267973,214.49949922718028,221.14278644334203,221.73587545657685,221.32304068493798,213.8678768812281,212.10023442290498,211.0764946576109,204.52128164316005,208.74033075860586,215.24206285924433,220.5994725860353,223.40021325785747,230.02879727017822,231.77196489365716,243.80970082403292,244.63890132634853,242.1645669065216,240.26948320805695,242.93095258385617,251.18062872349523,256.52010672736515,254.6411154636183,259.1003561478899,260.05184701633897,254.8769845065001,253.1115459754159,255.80613282321454,255.24175859797532,250.3402954355203,245.24580874839373,238.95559760065103,233.217100461001,219.39831869290484,221.67277426910795,218.40789357594292,219.00243371343248,218.10895646981035,214.39063680840584,212.6585463957863,217.22258685167063,,,218.19894261048674,208.33188345989606,206.05284810054107,200.34527891011152,211.30055575264603,215.8515602242595,210.249296501455,199.77451916450715,197.38793280014613,190.04221325995906,195.08082905266141,188.04295204971942,200.65903273587472,209.24962994595944,221.89083869927572,222.42188919188843,219.02620159748693,209.741634470674,213.88279328827184,220.63634613475347,217.92407373251936,210.63960651135272,216.9987964582167,228.13524501150434,237.0616881563211,235.39410053721704,235.28345880892127,234.72215536295346,241.1465365601622,257.03211290862197,228.5537496646353,242.76867282550734,252.41732600958653,252.53211207919304,249.6615190487037,242.27876332575482,232.7043487359594,225.25370702821314,215.1949074568049,214.87616974598356,207.29480679839085,202.69281488046013,192.27398432535796,190.67455651031722,185.30846537032895,184.23478883020542,183.4371671105798,191.28745130321357,159.77907550105664,140.514031026084,129.73203922568496,118.96387810915672,105.52754112106156,96.2225219023404,92.1548029432127,113.97344474330458,146.89630838327605,199.75430280205853,240.41858059501217,241.25482005820737,243.81254191942298,222.1383988333979,172.5939868790027,157.22927031734446,164.05080139249162,165.79827071263483,180.10779199838717,236.496967127722,293.4943132003192,307.9593810233483,306.51974257932636,263.3444866961174,
