,dates,aus0012-0000,aus0012-0001,aus0012-0002,aus0012-0003,aus0012-0004,aus0012-0005,aus0012-0006,aus0012-0007,aus0012-0008,aus0012-0009,aus0012-0010,aus0012-0011,aus0012-0012,aus0012-0013,aus0012-0014,aus0012-0015,aus0012-0016,aus0012-0017,aus0012-0018,aus0012-0019,aus0012-0020,aus0012-0021,aus0012-0022,aus0012-0023,aus0012-0024,aus0012-0025,aus0012-0026,aus0012-0027,aus0012-0028,aus0012-0029,aus0012-0030,aus0012-0031,aus0012-0032,aus0012-0033,aus0012-0034,aus0012-0035,aus0012-0036,aus0012-0037,aus0012-0038,aus0012-0039,aus0012-0040,aus0012-0041,aus0012-0042,aus0012-0043,aus0012-0044,aus0012-0045,aus0012-0046,aus0012-0047,aus0012-0048,aus0012-0049,aus0012-0050,aus0012-0051,aus0012-0052,aus0012-0053,aus0012-0054,aus0012-0055,aus0012-0056,aus0012-0057,aus0012-0058,aus0012-0059,aus0012-0060,aus0012-0061,aus0012-0062,aus0012-0063,aus0012-0064,aus0012-0065,aus0012-0066,aus0012-0067,aus0012-0068,aus0012-0069,aus0012-0070,aus0012-0071,aus0012-0072,aus0012-0073,aus0012-0074,aus0012-0075,aus0012-0076,aus0012-0077,aus0012-0078,aus0012-0079,aus0012-0080,aus0012-0081,aus0012-0082,aus0012-0083,aus0012-0084,aus0012-0085,aus0012-0086,aus0012-0087,aus0012-0088,aus0012-0089,aus0012-0090,aus0012-0091,aus0012-0092,aus0012-0093,aus0012-0094,aus0012-0095,aus0012-0096,aus0012-0097,aus0012-0098,aus0012-0099,aus0012-0100,aus0012-0101,aus0012-0102,aus0012-0103,aus0012-0104,aus0012-0105,aus0012-0106,aus0012-0107,aus0012-0108,aus0012-0109,aus0012-0110,aus0012-0111,aus0012-0112,aus0012-0113,aus0012-0114,aus0012-0115,aus0012-0116,aus0012-0117,aus0012-0118,aus0012-0119,aus0012-0120,aus0012-0121,aus0012-0122,aus0012-0123,aus0012-0124,aus0012-0125,aus0012-0126,aus0012-0127,aus0012-0128
0,1987-05-22 23:05:44+00:00,256.2673716689683,251.1542420323557,241.18529820707306,237.878587869037,223.19456204136782,221.99271696648884,218.23887749637692,212.04570888987422,207.8394472701399,200.27569171726736,208.21006179619314,212.67294942418778,221.96558914281272,221.35579726460728,220.50886496950727,221.03904936255077,221.76815930014322,216.58637675547425,213.19368155582058,213.726134594677,210.6333194371974,202.4300452789648,205.45092598790876,207.92724258899725,218.64812636731423,217.5697879391844,224.03149571474367,229.48579224445893,239.05594402876312,238.1365013213927,243.70264009456798,241.76987802088166,244.8530442799107,248.9924277128968,251.70458567685316,247.40607741882133,256.19056048982225,258.4271947825849,259.05566876003695,259.3292363779003,260.3076308279055,,,,235.10496867660856,,223.98761408564732,222.62765736041393,225.79054205774685,224.10255561767366,223.86458063632978,219.3970439827761,214.6718337499029,213.57936083119552,214.01819288886668,221.8608662369684,210.7887610598324,200.96934340685942,205.51178977494675,202.36558450983006,215.93320273449933,221.22151426236394,221.11415254277486,208.18888092424368,203.48198605809768,209.4817589349262,204.63301903837862,198.71768603436166,218.26231019319076,232.40999877923528,230.60412238636638,227.20658081974335,218.2510152554415,216.53991691122368,214.86013031267527,226.42331600683377,223.255699871145,233.1816795376675,231.02776463793415,257.90387231232694,258.90748132949875,258.78898055113075,256.79538015435753,266.16367683431116,273.16302508972035,267.0010030403229,261.8045646878525,262.623868276345,258.7002941545991,257.48125373198707,250.72070371593355,241.50355593435393,230.0859395528531,219.62560353409884,217.72381018949903,208.73920770598107,208.0795956331085,200.59967998362333,196.04139895372055,184.6464732649361,179.75307931900906,181.7927893985715,179.8810627309855,186.38153095020027,167.24278634113313,157.0242757887297,140.76396919171327,,115.56307931839557,104.02771960601146,90.85898114281258,,,272.2596070911702,330.3984497523903,,,,314.09602178857153,315.33958269091676,,,332.60564208215624,296.20290877906274,274.8418220094631,260.3343999134894,,250.92615864099068,205.43544924215723
1,1987-07-16 23:13:05+00:00,253.25073859944627,249.71053387739914,240.01494708509247,234.0355480572266,225.2078801332038,221.88556091536637,217.61632868886133,205.83783932091262,199.21690178795234,204.73151930647992,205.82198138985507,208.37064496149776,217.8300253882452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1987-10-20 23:15:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1987-12-07 23:16:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1987-12-16 23:10:17+00:00,255.0806463902926,257.94868342677654,242.08918727920877,230.31298840333164,234.4574175663226,,,,,,,,,207.8785115313974,207.39072514111632,212.77602770598997,210.19942801442528,213.44188201992566,212.29382126809196,195.73885367196436,193.875896731423,192.2800974198828,205.106419981696,,,,,,,,,,,242.2911963016051,245.31535939186236,244.40101623023156,249.14705261500515,246.48228313600626,246.9855407814718,250.99105933982707,255.77175409005963,,,,,,233.7170756992929,231.44770903695894,227.23006335696311,227.09575141166553,220.59995506881341,222.36065871448722,216.03626997723433,221.90000800684615,218.28519583524664,217.30765565513144,214.11268663654917,208.43752691508178,186.8823429125066,203.7548786075241,218.8563479996986,220.30080712648328,208.59111158125773,213.52463860131667,228.8647350024419,213.1365929738791,231.22462314644696,208.62329844498487,225.38381473172183,229.03348794991757,232.10848145846285,228.29474200762778,222.897393307191,216.35021107833558,217.0608884773743,227.70980432861808,227.24092072334844,233.99749579536564,232.45692876217421,251.14351138163886,248.28212490447686,248.82851640750135,247.11148906774736,245.47341414571093,250.78616679738727,243.78091292186372,242.3666501498158,231.47541596675754,228.34516895371465,224.2604320993617,224.01923627594553,212.20178285843588,208.85515668726933,198.7856845206755,197.91462078096882,197.51623953441967,194.66936502264434,190.99411053953673,182.90978126875336,180.0269755068964,170.30651793439466,165.06050315957708,161.21252424562874,166.2049688674491,143.0943170181285,130.96240825936437,116.43500519598875,89.41404684346233,77.45434211572095,71.59574209559726,124.00216121043215,,,307.18325917379445,344.897763127812,249.3337038298538,,,302.09718341090627,282.423336123354,,,294.9404995582259,294.1462239606402,289.3356501538605,251.0427836945708,,276.97459893941914,218.2837577950456
5,1988-01-08 23:16:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1988-01-17 23:10:50+00:00,213.9470958204654,215.81440311523002,206.2513814480034,192.59696168470595,186.38319762418473,180.06867737867572,175.83306686024318,168.44938462916252,168.77958701035692,177.3721644131806,181.98361943505984,190.44787965647504,199.78380093256405,195.4311103148858,189.7776363729559,189.07592081441376,186.00648176389498,182.8187578986649,183.1478827440988,178.4472473207447,178.87009157111734,173.92157661190504,178.23997388701173,181.41188498141796,185.38046354550596,191.14628703034478,187.03547734491906,200.95008382291587,204.91582590105742,198.65937322786385,208.86985827564376,201.99949103985327,211.8354337297453,212.4286918339702,213.6866414591222,213.92850352029166,216.62874793037764,211.08750761110952,214.06304941737213,213.83967847840196,223.71354432839797,215.58235544846292,206.1970789373551,205.81477398985044,200.03146277299345,188.64188561198395,183.1719325308862,187.09981355520037,182.83311862672872,181.3667527176072,189.382950579609,181.1889312393201,175.9697509933131,181.15150887227884,169.30764193141073,172.43314354654032,169.79842872538498,170.39210051198526,169.43253003339976,177.03368541368235,179.74660015592582,176.68715016487073,179.22905289603756,171.38323008348382,164.10688647349218,164.9000556280279,162.98013964794973,165.59316025968837,177.80792031181238,172.16970920539396,179.49561457081376,177.89462189703934,168.91156866130552,168.31042305870747,167.7065781863986,172.20775402119585,172.8622592305529,179.80454060147946,180.1055653108862,197.0179973955291,204.1814845224493,200.36858018430956,202.53101551437567,208.72886171979195,211.71942414656934,214.8171467568609,209.42938123163117,204.7786857629225,191.8538950311084,187.4462286696248,182.71965255445886,172.84126771972657,169.78834347110705,159.42888217134723,151.4015200784175,,,140.1418966595631,,131.61523378180755,134.71107588323017,130.02195202313257,131.98471646906742,135.97668966663997,123.17203762688514,110.14940600907528,98.88735209623597,90.35568494579196,97.93697404491064,82.72256859886322,,,,,,,,,,,,,,,,,,,190.25189734515055
7,1988-04-06 23:11:48+00:00,233.00263334145706,227.18191468152503,213.35335052684655,207.15306621112222,192.60345458049957,186.693308944544,179.9608676683801,169.71539848328553,168.9694563064104,183.4907285787528,188.99158571858226,196.39499245634119,203.11524446031453,201.0029092695862,198.9328568341418,195.63509088857478,192.5664581671129,188.38929168348233,188.60637067461892,185.77969227396932,191.229411445171,190.1229797228521,192.73019188132633,190.85770241942078,196.25723411366303,206.33070810666086,200.5570986876612,214.06840835545228,216.4707968089324,209.65764620332868,216.87661793445358,215.35978826239273,221.35429645953317,234.36312850214117,233.04083837205323,233.86361973275098,230.30317772303633,229.18616675987596,230.47326297478418,231.07114797673643,242.0763325436176,234.6989601453596,223.7908789382777,220.93266330367314,210.0896666655736,196.9265175491531,195.2971457849478,201.12237262422389,198.16784697573422,200.49801724359855,207.20141054908652,197.34536696069569,188.6313798447212,192.6267515853637,178.68055747141574,178.10581606226305,179.18553648861828,183.11012559255158,185.87290675522314,188.14792047382343,192.03836914385448,188.5511814212137,195.85176564598146,179.57566285281916,178.00392386669475,173.77835459102678,173.590099301321,170.95517121880974,189.05922583100738,184.54008160646066,198.35074800485665,191.27110064663464,187.57413027072903,180.11024290806114,190.42618108065494,190.66135301107147,187.06581829453683,197.98114882912944,195.55653310867774,206.01996252240792,215.78375477593363,213.96358201834573,212.77932679572086,223.8277394793565,221.9775781444652,224.83039183287786,214.7515228876416,210.46426275496617,208.4506526392478,208.55613421894918,207.55021891325114,196.6075107143561,189.07267970589126,190.9277966814248,186.43606049013394,189.54165505106718,193.01059956721778,178.86266606900003,177.7375696345496,169.54089616744594,162.01427532834018,161.6153523589638,156.22454847150166,159.94570953757525,143.57550236649024,129.7330601834318,117.3889628878917,102.37820691484336,96.10427458197108,97.69808288004505,115.5375432466181,132.61405616888337,185.01475183047472,234.59294161514507,266.81124612475026,248.10050632020761,,,,,,,,,,302.0133372003677,,,
8,1988-04-22 23:11:53+00:00,229.190076136504,227.9450477691394,221.11758225119763,212.56788026503898,195.49517387414136,194.53893643071535,186.2515595827873,171.95912268462197,172.51959116641933,186.20871834480778,192.39349237383954,198.595384582482,197.973533383129,200.11188859467103,195.25121924823446,208.12226226964492,206.21644957464372,206.53144169854673,199.54098034814547,197.17863322781744,193.61592151089613,192.03049498042236,193.21851626405356,195.78081405621384,205.4244948003602,210.00802539941267,209.45125884860857,216.65055712126832,,,,,,,,239.34654620261404,237.21001792542185,229.9453709265531,234.31990459530587,241.66248978357146,255.72885142694093,237.69611321940107,226.82262126094002,224.99055752030498,212.72222129736235,202.51304084600037,204.02092443895572,208.86875039049897,205.51146414949662,205.67236120045936,212.1955954626004,202.07226926243294,192.76586135091696,192.75009913098265,175.48805827361338,174.49924071090925,180.77853167258985,182.6338602621106,185.51802220826698,189.3978975944415,200.62909577910074,203.5825835309339,201.45406690743786,188.29560927181177,188.00653686738252,181.20465387831342,180.85353828528966,179.25144411130094,194.75717720093638,201.6139036973754,204.32646793655192,202.19000527977968,188.864441319683,186.70839760417482,206.88083986700528,213.00092716904783,216.47986017857065,206.76303610918512,208.8599908331671,228.08515605217394,236.01767911156827,226.25014230217124,229.8449619381982,227.12930340977744,227.6447666845386,233.00248985051394,227.1324703529517,227.34934810125253,231.30352497689017,235.576413807965,242.86924501949073,238.51311411171093,225.58919562682874,218.92485278518376,205.8520490417638,206.30749019710026,204.32671787071388,193.891686979862,184.36305544183185,180.11217439397018,178.11206622995087,173.45184143676357,175.89588693701572,181.26171632101125,162.93744771315602,141.6606054928721,132.51855440450782,119.10771372225759,114.02160694661298,105.28291605098927,100.9293971392854,118.328886510487,155.81049660069124,200.88808992410884,243.12274124496315,247.30801196852988,249.30799392058304,216.67667084547205,197.93112793886468,173.81829295972585,183.76040095129088,188.0075124174793,170.67914266662697,,283.8759049319972,316.46445947909115,320.0935340589603,286.7210749616104,219.44170384325423
9,1988-05-24 23:12:10+00:00,257.8740327658338,257.95102955447146,250.24066171011384,239.8942261838609,228.5231279391111,215.8297655330856,203.25787052634757,221.07230863523677,219.05131866881584,226.19579585579902,216.94334314828535,224.120994604073,218.72539732104408,219.18653953183647,222.20089514286315,228.8441823590249,228.84485630182257,229.02443660062085,220.97685772647384,219.80163033858784,217.2376113901572,210.2973285799222,214.90144749115217,220.10610238493877,226.37551952279745,230.00140975701422,235.16306121396678,237.93308162620346,249.2459802939267,250.0751807962423,246.5653645726261,244.89032075746667,247.55179013326588,256.04466824918967,261.65437067115374,261.24231196277503,264.87640308465205,266.2129637488853,261.0381012390464,258.5478254453097,260.9403967670031,261.0178055347375,255.47455937930886,250.10984827408816,244.7316445374132,239.81829696015774,224.26235821859927,226.80703821289652,222.6086549844972,223.40323137953698,222.9729959955048,218.79143447451034,217.52258592148073,221.240706459853,,,223.9749895472489,212.18258141773748,209.74951814006886,203.6458771596899,216.16459527834047,220.98582416804805,215.38356044524357,203.47118920403494,201.08460283967392,194.24297466851334,199.09894866084377,191.89365000756084,204.859794144429,215.0256768827216,226.75487822497016,227.556153135677,224.1604655412755,214.36247202008371,219.658840225034,226.79746286729977,223.70012066928152,215.26044406076244,220.84949441605812,232.75608256091405,241.68252570573082,240.25814006291148,240.41772275270984,238.74027497113582,245.54733422626668,261.6529504580317,234.32979660139745,248.5447197622695,258.57844274213284,258.3081590159552,256.7704998939494,249.38774417100055,239.30554523511614,231.41482376075945,222.30388830205064,221.98515059122929,213.45592353093716,208.4688618172223,198.05003126212011,197.27575300947396,190.74474484022272,189.36905277399399,188.0580046599895,195.30557091139593,168.1805983181652,153.7164240243975,135.5080861624471,124.73992504591887,111.3035880578237,101.99856883910255,97.28906688700128,117.05400310957774,153.4975048824328,202.47244253700543,243.49913896128533,250.4964951570268,246.70056538780406,232.40692672097506,185.79637987731618,172.6320621487102,177.2531943908051,181.20106254400056,190.37631988596434,241.63123107151057,297.8951108664237,317.20105612216776,312.2957895160885,266.53127121295165,
