dates,satname,nzd0257-0000,nzd0257-0001,nzd0257-0002,nzd0257-0003,nzd0257-0004,nzd0257-0005,nzd0257-0006,nzd0257-0007,nzd0257-0008,nzd0257-0009,nzd0257-0010,nzd0257-0011,nzd0257-0012,nzd0257-0013,nzd0257-0014,nzd0257-0015,nzd0257-0016,nzd0257-0017,nzd0257-0018,nzd0257-0019,nzd0257-0020,nzd0257-0021,nzd0257-0022,nzd0257-0023,nzd0257-0024,nzd0257-0025,nzd0257-0026,nzd0257-0027
2003-11-18 21:55:03+00:00,L7,371.62,351.13,349.32,,,340.81,340.95,357.72,370.20,370.03,374.65,382.55,377.53,398.11,396.29,390.89,,,380.44,378.89,376.17,360.32,345.34,339.97,345.11,361.56,369.91,358.26
2003-12-04 21:55:07+00:00,L7,,,,,329.27,,,333.63,347.49,356.60,357.32,373.08,383.58,369.92,369.88,366.46,367.02,368.33,,,349.44,335.05,324.68,322.36,326.03,333.97,340.11,330.27
2004-01-21 21:55:26+00:00,L7,344.16,333.04,320.56,304.28,301.76,303.63,303.18,305.04,316.61,316.58,,,344.67,350.84,347.74,348.06,343.57,337.13,334.15,330.63,326.15,311.70,,,,304.36,317.59,314.88
2004-02-22 21:55:31+00:00,L7,342.13,324.76,310.98,304.80,301.72,300.77,309.44,311.32,315.52,318.82,,,317.45,317.39,316.37,342.89,335.46,333.39,324.28,316.27,315.51,306.58,,,,309.81,315.60,
2004-03-01 21:45:26+00:00,L5,354.95,337.95,325.79,317.97,327.49,345.98,347.11,345.62,353.78,356.44,342.82,326.38,307.68,260.04,253.77,253.29,240.29,248.91,,,,,,,,,,
2004-03-09 21:55:39+00:00,L7,,,326.68,317.14,317.87,322.45,327.24,322.04,329.01,333.38,325.87,320.39,305.54,,,351.04,356.59,348.94,339.41,339.85,336.69,328.92,324.65,318.27,310.43,314.30,,
2004-03-25 21:55:42+00:00,L7,354.77,340.05,333.08,337.04,343.84,341.32,342.69,346.25,357.04,353.51,,,346.57,366.69,365.21,359.04,378.72,372.50,365.96,372.53,361.82,369.12,357.38,,,338.02,351.35,344.12
2004-04-18 21:46:13+00:00,L5,346.10,332.99,317.02,304.73,301.96,301.55,306.48,310.73,320.07,322.36,335.96,319.19,317.70,339.90,342.92,346.23,340.16,342.99,335.60,337.25,336.82,331.31,327.81,323.34,319.68,314.88,310.54,189.67
2004-06-13 21:55:27+00:00,L7,360.66,346.27,,,,316.42,316.25,306.62,,288.79,,,227.44,251.65,,272.86,,,,,,,,,,,,
2004-07-07 21:48:33+00:00,L5,362.07,345.47,335.84,320.24,319.30,321.93,325.30,309.21,295.99,322.50,327.39,,301.37,314.36,346.60,333.05,321.82,327.03,298.65,308.32,306.69,288.76,261.18,142.35,125.25,,,
2004-07-23 21:48:56+00:00,L5,368.89,353.38,347.95,331.66,330.68,325.31,330.10,336.72,,356.84,348.67,,354.81,375.19,379.30,378.39,394.96,401.72,363.12,355.78,352.41,347.43,343.56,345.41,161.40,,,
2004-08-24 21:49:41+00:00,L5,366.45,348.87,341.32,343.27,342.95,336.29,337.54,359.77,379.87,387.20,402.27,402.78,393.70,380.51,367.30,392.80,407.36,395.55,392.64,374.17,379.12,371.14,377.82,371.51,371.31,358.90,361.68,203.39
2004-09-09 21:50:07+00:00,L5,,,,,,,,,,,,,,,,584.47,425.70,403.10,390.51,375.59,371.85,368.68,369.33,366.53,371.00,379.33,390.20,401.35
2004-09-25 21:50:31+00:00,L5,344.67,334.74,321.13,313.62,311.25,320.21,324.57,331.14,348.55,353.29,350.81,343.85,334.27,340.36,347.85,351.12,359.54,358.48,350.40,351.28,345.39,341.75,324.70,328.09,325.36,331.75,344.74,350.36
2005-01-31 21:52:45+00:00,L5,378.37,371.14,357.50,350.07,348.60,351.19,367.14,353.45,367.64,378.53,374.81,382.63,391.89,397.96,414.24,416.37,418.23,411.03,401.74,397.06,390.87,386.57,383.65,378.77,368.80,346.56,360.52,374.85
2005-02-08 21:55:59+00:00,L7,346.09,331.38,314.00,305.11,292.69,,,,314.97,320.16,327.88,329.51,278.02,337.25,331.01,319.94,329.45,334.98,,,,317.76,312.08,302.04,285.60,299.80,303.55,316.37
2005-02-24 21:56:05+00:00,L7,,351.05,337.96,,,324.38,327.69,325.68,334.25,348.58,343.66,342.37,342.93,369.80,376.26,381.34,,,370.80,367.12,367.66,361.12,359.00,346.56,322.66,325.52,324.46,331.97
2005-03-04 21:53:16+00:00,L5,389.06,362.90,350.37,339.92,332.87,343.44,350.67,349.17,351.73,354.51,366.97,376.03,379.80,387.78,397.69,402.58,402.82,396.96,,,,,,,,,,
2005-03-12 21:56:08+00:00,L7,363.37,344.89,333.93,325.18,315.26,315.30,329.59,,,,357.06,,352.50,360.35,366.43,380.65,387.18,377.95,364.96,366.34,,,363.22,359.25,335.79,333.09,335.86,349.11
2005-04-13 21:56:00+00:00,L7,373.98,355.03,340.05,329.80,328.53,328.67,333.04,340.88,,,358.58,355.18,365.21,369.27,381.15,385.38,386.92,390.84,384.60,381.30,373.85,,,349.59,342.89,343.12,348.91,226.78
2005-04-21 21:53:34+00:00,L5,361.66,337.46,326.35,312.15,305.44,304.80,312.25,323.68,329.30,329.63,330.51,325.01,334.53,346.06,353.77,359.29,363.57,362.57,348.54,358.42,352.08,343.73,337.26,314.35,313.64,310.00,307.36,210.06
2005-08-03 21:55:49+00:00,L7,353.43,339.05,327.51,313.41,309.23,309.62,,,328.68,339.38,344.26,314.21,348.94,354.11,344.44,328.57,354.56,359.57,,,,335.88,336.62,328.56,321.43,270.37,,
2005-08-19 21:55:44+00:00,L7,354.80,335.93,320.85,318.43,309.90,305.40,303.26,306.34,316.66,,,,345.55,354.31,360.43,353.06,352.03,349.87,348.03,339.63,330.89,325.93,,,302.67,304.56,296.79,201.46
2005-09-12 21:54:34+00:00,L5,387.62,380.28,361.75,360.73,363.31,366.22,353.22,350.82,355.64,360.23,368.90,373.62,377.77,395.29,404.69,402.30,389.52,397.43,392.11,379.25,390.59,383.00,365.62,358.44,350.91,343.07,355.59,381.61
2005-10-22 21:55:39+00:00,L7,377.59,370.14,362.09,350.02,337.87,336.49,335.61,347.18,348.24,,,,348.07,336.57,,,,,84.67,213.60,,337.51,340.54,,351.50,365.98,364.39,363.43
2006-01-10 21:56:16+00:00,L7,361.75,346.28,340.38,335.03,323.95,320.11,325.94,334.75,350.28,,,349.78,346.44,360.35,358.40,357.13,363.74,360.21,357.83,347.92,343.04,336.35,,,329.66,343.65,340.00,343.56
2006-01-26 21:56:24+00:00,L7,354.73,,,316.28,319.94,314.69,316.53,321.73,342.14,344.78,353.15,335.45,340.33,358.72,,,343.23,347.46,350.28,349.95,339.26,339.05,324.99,321.22,316.21,331.28,337.44,
2006-02-03 21:56:42+00:00,L5,380.24,369.78,359.37,346.05,341.44,337.09,334.72,344.17,356.93,368.11,373.46,374.35,391.76,407.64,425.89,410.15,417.57,417.87,412.53,411.69,407.23,392.53,372.39,364.72,360.82,377.02,373.12,363.44
2006-03-15 21:56:31+00:00,L7,359.05,,,311.25,302.41,305.85,311.52,319.14,335.20,352.36,351.89,355.96,353.63,358.40,,,353.08,346.20,346.80,349.92,338.74,337.15,327.45,317.80,313.11,310.60,326.39,
2006-03-31 21:56:30+00:00,L7,,,,318.96,312.35,311.24,320.22,329.14,346.70,353.66,363.29,365.39,361.74,,,355.50,373.89,372.68,368.90,357.06,354.73,351.93,343.43,331.51,327.66,322.11,,
2006-05-02 21:56:29+00:00,L7,373.37,366.64,359.08,344.00,337.41,326.54,342.70,353.36,365.59,,,401.61,409.82,410.79,402.88,408.06,403.32,409.23,394.05,384.56,383.31,,,,250.52,254.37,218.51,
2006-05-18 21:56:30+00:00,L7,379.70,365.67,349.62,334.19,340.57,332.61,327.18,339.66,,,372.41,389.37,408.26,413.63,383.27,390.21,388.70,394.79,365.35,365.56,,,374.98,373.78,370.60,240.28,,
2006-06-19 21:56:24+00:00,L7,370.95,348.81,346.66,340.98,338.11,,,330.13,338.69,350.69,360.14,,380.29,410.41,375.83,421.60,404.29,394.89,,347.02,327.66,330.61,346.63,232.37,,,,
2006-06-27 21:59:12+00:00,L5,364.83,343.44,334.16,319.81,309.38,302.53,307.38,307.40,317.24,330.15,348.41,,362.20,354.09,335.03,347.36,340.54,338.78,334.59,317.54,321.39,309.97,316.78,255.68,,,,
2006-07-13 21:59:26+00:00,L5,345.04,334.33,317.10,300.47,299.86,302.97,297.03,296.65,314.92,323.87,333.44,,342.11,334.66,314.07,317.91,319.86,314.50,289.49,304.98,303.54,305.74,309.07,294.08,188.07,,,
2006-07-21 21:56:09+00:00,L7,356.44,345.75,,,,,,,,,,,,,,,,,,328.85,321.99,328.22,334.94,313.64,242.42,,,
2006-08-22 21:56:05+00:00,L7,345.25,328.72,,,,305.14,303.43,305.33,315.97,331.08,343.95,348.20,348.19,,,,,,,,,,,307.45,304.68,304.76,317.35,215.00
2007-04-19 21:56:55+00:00,L7,350.22,334.13,320.89,298.66,297.11,304.90,308.83,,,335.26,337.74,354.98,357.62,365.30,351.50,345.01,345.20,345.29,338.18,,,335.43,332.79,335.46,328.95,329.01,337.34,207.00
2007-09-26 21:56:11+00:00,L7,346.66,330.76,318.75,305.36,302.68,,,340.25,351.25,361.82,371.29,359.63,363.09,368.38,367.32,366.77,366.77,,,352.58,355.33,350.63,336.39,339.09,328.66,317.06,326.73,333.40
2007-10-28 21:56:22+00:00,L7,330.46,,,271.76,272.08,276.02,282.04,295.85,312.76,315.15,312.28,315.16,320.86,321.26,,,309.26,319.24,317.23,310.93,308.98,245.72,253.32,280.81,288.91,,,
2007-12-31 21:56:47+00:00,L7,373.31,370.01,358.21,348.30,344.28,350.05,359.02,375.81,386.31,,,395.92,408.42,417.60,412.48,405.58,434.54,415.23,417.42,427.64,420.57,,,386.04,358.66,390.26,396.60,378.56
2008-03-03 22:02:28+00:00,L5,250.42,227.18,196.64,,,,,,,,,186.30,205.66,230.64,,,,,,,,,400.05,191.42,210.05,185.04,154.05,
2008-03-20 21:56:34+00:00,L7,354.81,335.59,,,,307.46,317.74,324.23,331.95,339.94,339.10,350.46,349.98,358.57,,,,382.22,378.31,376.13,376.51,367.11,353.85,340.79,326.65,317.31,319.05,
2008-04-05 21:56:34+00:00,L7,,,,,,,,280.66,297.53,304.20,,,638.37,285.48,270.66,,,307.30,301.63,301.46,311.06,308.25,299.86,303.41,296.81,294.43,300.13,306.50
2008-08-27 21:55:30+00:00,L7,356.52,345.10,337.21,327.09,315.13,,,328.08,339.48,347.97,342.26,337.07,329.86,341.16,334.95,333.95,340.06,,,,345.31,329.62,326.94,324.93,330.82,332.01,327.40,213.32
2008-10-14 21:55:06+00:00,L7,353.07,335.36,322.95,303.55,293.82,291.23,301.30,303.94,313.78,308.78,,,279.47,296.26,305.25,309.21,310.64,316.36,322.56,320.73,317.78,304.35,304.38,,302.34,302.29,311.17,323.34
2008-12-25 21:50:58+00:00,L5,368.01,347.22,333.91,313.92,303.04,320.58,356.14,362.11,343.37,355.96,342.30,334.58,319.43,316.21,326.31,323.02,312.71,313.58,316.34,317.29,326.67,312.66,299.74,308.38,312.32,307.59,318.51,331.58
2009-03-23 21:56:39+00:00,L7,361.74,335.12,328.10,322.23,316.99,319.68,,,350.63,348.26,361.28,346.40,371.58,364.76,357.81,340.24,338.39,339.71,,,332.79,331.06,330.49,323.67,325.27,320.42,327.10,335.06
2009-05-26 21:56:52+00:00,L7,,,,316.34,309.51,312.69,327.01,338.77,342.32,349.11,340.92,340.16,,341.42,341.37,342.52,337.51,324.85,325.62,324.67,325.27,305.38,305.22,288.24,,,,
2009-12-12 21:57:01+00:00,L5,363.74,342.31,335.95,321.00,310.81,319.92,334.91,333.74,352.29,354.50,356.65,355.63,354.96,364.87,359.85,360.08,352.34,343.69,307.90,321.52,337.13,324.05,334.67,333.54,319.27,321.73,319.62,319.42
2010-01-05 21:57:48+00:00,L7,371.38,354.48,360.14,,,345.25,340.66,344.54,348.30,354.72,366.06,363.49,372.79,377.09,391.16,,,380.10,393.15,379.22,369.79,360.89,352.39,342.40,344.46,349.14,363.20,365.68
2010-01-13 21:57:13+00:00,L5,360.38,334.44,318.84,308.87,297.05,297.21,302.88,306.16,325.53,333.98,331.65,323.51,326.43,352.14,354.20,349.99,341.80,347.79,352.53,341.70,344.88,336.82,321.88,321.99,310.45,308.91,322.71,329.13
2010-01-29 21:57:17+00:00,L5,341.13,327.75,311.27,299.04,287.66,285.86,294.13,294.78,318.63,329.45,337.07,313.82,285.66,336.23,338.23,340.06,338.12,333.43,326.30,329.50,328.89,325.09,314.53,299.59,291.09,290.57,308.90,310.85
2010-05-13 21:58:33+00:00,L7,340.20,323.98,307.80,297.39,286.88,292.26,290.29,,,312.80,319.79,316.51,311.88,333.93,321.33,333.51,332.26,328.35,296.88,,,319.18,319.55,315.50,308.48,256.84,,
2010-05-29 21:58:33+00:00,L7,350.01,342.07,330.83,316.86,320.07,317.23,317.59,326.04,,,338.49,333.32,351.73,361.85,362.48,372.92,369.87,364.07,357.97,363.46,,,,343.14,243.04,,,
2010-06-14 21:58:34+00:00,L7,,,311.02,298.01,288.87,287.90,290.98,293.51,305.82,327.77,336.11,319.39,285.66,,336.42,349.09,344.54,333.77,303.38,313.56,325.89,321.13,324.50,235.33,168.96,,,
2010-06-30 21:58:37+00:00,L7,,,340.41,339.23,326.23,326.71,,321.52,340.33,349.01,349.65,352.94,347.18,,,374.26,371.17,366.80,355.94,356.39,353.65,353.18,359.17,252.01,82.77,,,
2010-09-02 21:58:42+00:00,L7,362.17,352.31,351.96,338.79,,,329.74,333.00,346.97,354.46,350.07,,385.66,372.19,368.30,367.68,,,,359.61,351.20,333.13,335.24,346.68,352.23,353.35,363.53,352.91
2010-10-04 21:58:41+00:00,L7,365.53,353.88,340.33,326.29,,,332.72,327.59,344.38,349.52,352.54,347.22,369.38,363.66,362.67,360.91,,,340.87,331.78,322.15,316.96,318.36,328.35,330.29,328.42,341.17,341.44
2010-10-28 21:56:14+00:00,L5,381.88,360.41,350.52,332.81,336.90,336.57,343.53,330.13,332.93,348.06,361.32,348.87,372.19,395.37,410.18,406.77,405.31,412.64,403.50,,,271.23,266.06,258.76,246.79,244.62,,
2010-11-05 21:59:01+00:00,L7,,,,305.88,292.84,292.49,297.24,291.95,311.00,312.23,312.61,296.53,264.66,,,342.20,331.88,332.20,316.84,319.43,309.04,296.43,292.56,295.18,292.97,298.58,,
2010-11-21 21:59:14+00:00,L7,348.88,325.26,312.55,306.09,301.15,303.33,299.77,,,314.62,327.83,295.53,276.43,329.20,341.81,346.87,341.53,340.60,330.14,,,309.67,296.91,294.24,294.67,300.03,313.47,315.76
2011-01-16 21:56:21+00:00,L5,362.86,337.84,323.73,312.83,312.15,314.41,317.31,339.75,346.65,341.84,350.36,355.70,372.32,350.49,382.59,386.94,389.86,382.08,379.15,381.33,373.11,361.18,347.61,324.23,325.00,331.54,341.62,347.90
2011-01-24 21:59:47+00:00,L7,,,,,,,,408.65,392.90,393.30,394.08,383.36,394.04,395.31,394.60,,,,,386.31,,,,,,,307.17,360.34
2011-02-09 21:59:51+00:00,L7,365.12,343.72,331.86,316.93,313.73,318.36,341.35,348.47,,,347.90,365.37,369.79,368.39,383.21,380.31,380.94,389.39,388.58,383.56,,,,342.42,335.30,328.67,330.00,342.87
2011-02-25 21:59:56+00:00,L7,366.87,347.70,332.57,317.04,322.01,324.50,,,349.52,347.06,348.24,373.50,379.01,394.61,395.11,405.53,398.13,399.10,,,400.53,399.22,400.83,383.47,361.84,340.12,347.54,355.40
2011-03-29 22:00:02+00:00,L7,355.18,344.06,332.26,313.74,311.70,314.91,,,341.88,345.80,348.18,354.78,371.87,374.25,382.39,380.71,381.66,387.69,,,,386.92,387.00,374.09,347.89,344.68,347.97,348.09
2011-09-21 21:59:41+00:00,L7,368.28,355.03,350.19,348.91,342.10,324.35,322.46,,,343.77,353.40,384.08,378.03,409.89,412.98,402.63,394.69,362.19,341.81,,,362.89,350.67,329.26,326.20,343.70,354.51,350.03
2012-02-12 22:00:33+00:00,L7,,352.82,337.33,328.27,325.90,338.37,332.96,333.22,344.36,351.52,361.31,378.78,,,379.58,374.30,371.08,371.95,367.00,366.76,359.74,367.90,372.14,355.40,,,340.63,350.37
2012-03-15 22:00:33+00:00,L7,380.33,354.22,337.05,323.31,327.57,332.46,334.19,335.26,,,356.81,378.15,392.00,409.06,375.65,383.09,385.68,366.56,371.43,366.33,,,369.45,365.13,357.04,351.95,355.31,347.54
2012-04-16 22:00:29+00:00,L7,358.25,343.54,330.62,313.69,303.91,319.22,324.29,323.80,333.41,339.13,,,370.68,370.61,374.66,358.04,367.13,365.34,366.96,363.90,357.21,356.72,343.02,,,337.16,342.80,229.07
2012-05-02 22:00:55+00:00,L7,366.83,358.09,,316.72,308.98,309.60,321.22,325.12,343.98,347.74,346.93,356.42,372.75,379.55,,,376.40,366.30,360.90,365.94,368.71,363.37,352.32,349.73,343.58,338.58,342.36,
2012-05-18 22:01:08+00:00,L7,340.33,337.16,312.33,298.88,,276.20,,,255.13,282.63,294.59,267.58,229.46,259.34,251.53,255.00,275.24,296.61,,278.96,,321.23,338.93,244.52,247.75,254.92,228.05,230.47
2012-06-03 22:00:47+00:00,L7,349.50,339.54,324.17,307.80,293.09,295.32,308.45,309.66,,,320.50,327.62,339.87,345.48,326.87,317.51,310.71,319.33,317.81,325.10,,,312.57,309.28,227.19,,,
2012-07-05 22:01:04+00:00,L7,344.42,330.16,317.25,302.50,287.97,292.20,293.19,295.69,310.14,,,318.71,321.42,311.66,296.87,312.26,311.41,317.99,319.51,324.68,329.10,315.99,,,,,,
2012-08-22 22:01:38+00:00,L7,356.16,346.02,338.46,327.14,,,311.70,313.99,349.61,375.68,379.64,365.84,372.03,341.86,341.23,339.62,,,345.98,357.02,342.36,331.04,345.70,318.63,314.48,292.22,324.18,207.12
2012-10-25 22:02:15+00:00,L7,351.76,340.68,328.27,312.62,,,,300.25,314.62,315.56,312.61,296.92,269.91,288.98,293.35,300.09,296.19,,,310.73,304.16,303.54,315.90,296.57,303.36,293.68,318.00,313.27
2013-01-29 22:02:38+00:00,L7,359.02,337.90,330.57,315.48,305.87,299.63,305.59,316.97,327.61,338.96,336.00,,,348.11,361.92,345.16,343.91,343.09,262.56,267.67,,336.18,322.95,,,,,
2013-03-02 22:02:34+00:00,L7,,,,,,,,350.58,347.56,,,391.97,389.02,371.98,362.02,357.02,368.19,368.46,366.48,366.16,364.98,,,368.04,347.63,333.46,336.54,345.58
2013-05-13 22:08:23+00:00,L8,355.38,342.64,329.41,318.86,310.18,307.77,312.84,328.83,344.51,352.69,363.47,364.62,368.99,373.32,366.61,365.09,366.99,372.07,363.72,365.75,361.22,356.27,356.38,354.74,347.52,344.19,229.25,
2013-05-29 22:08:29+00:00,L8,375.12,354.69,350.84,339.24,321.55,322.81,323.30,345.75,338.57,338.73,344.98,359.11,350.13,339.12,350.19,339.87,374.20,360.94,353.65,355.85,360.15,346.03,348.11,345.75,340.12,239.98,,
2013-06-06 22:02:07+00:00,L7,349.91,338.77,327.26,314.90,,,,301.69,305.37,314.03,325.83,315.70,331.20,337.29,330.12,313.47,331.35,,,324.19,333.16,324.74,323.37,328.07,195.10,,,
2013-09-02 22:08:28+00:00,L8,354.63,341.98,329.93,316.93,315.98,321.23,330.30,331.43,345.08,365.44,378.11,386.22,386.19,394.92,394.20,382.33,380.03,377.14,378.22,384.08,376.77,371.14,367.94,366.92,371.73,368.26,366.29,361.43
2013-11-21 22:08:01+00:00,L8,,,,312.55,304.72,304.40,323.08,333.30,334.65,351.78,343.19,348.54,356.77,383.98,369.22,361.27,375.47,354.24,366.35,363.31,356.65,354.49,343.93,326.30,326.65,334.09,349.80,351.36
2013-12-15 22:02:45+00:00,L7,340.09,,,303.79,286.55,282.49,289.46,294.62,310.35,319.63,330.83,330.23,335.52,339.53,,,331.68,336.72,334.69,334.10,327.12,320.90,312.60,302.60,302.14,299.84,,
2013-12-31 22:02:52+00:00,L7,337.23,326.52,315.20,300.09,287.52,283.24,,,311.06,313.80,315.33,318.88,329.36,335.86,340.52,302.93,311.06,328.40,,,323.91,312.92,311.29,298.11,300.69,295.50,301.56,314.98
2014-01-08 22:07:43+00:00,L8,356.44,344.02,339.13,315.17,294.94,285.89,288.83,280.69,285.78,293.19,303.96,273.34,238.63,267.64,270.15,277.70,282.04,334.45,,,,313.21,292.04,309.27,280.65,285.75,329.66,342.58
2014-01-24 22:07:33+00:00,L8,365.16,355.48,341.81,335.69,333.86,333.13,331.14,347.09,370.25,362.55,351.14,371.91,378.38,374.77,367.95,382.30,379.28,383.09,370.86,363.94,362.39,366.05,364.84,353.66,351.43,361.38,361.51,364.30
2014-02-01 22:03:18+00:00,L7,345.12,336.55,322.36,314.51,292.88,290.28,288.80,290.37,299.96,312.12,,,327.26,333.35,330.03,326.52,322.27,336.36,331.78,329.56,327.89,324.13,319.23,,301.26,298.13,304.29,315.19
2014-03-05 22:03:13+00:00,L7,,,,324.31,310.56,312.35,309.74,342.08,347.37,357.41,347.34,337.81,346.38,,,355.84,345.68,360.90,364.85,363.35,349.16,350.45,350.67,344.56,345.23,336.33,,
2014-03-21 22:03:20+00:00,L7,355.33,343.48,330.34,321.16,307.39,306.24,309.37,323.85,342.04,352.94,347.51,,,368.78,385.55,380.98,354.57,371.14,375.86,379.33,367.89,358.50,361.09,362.56,,,330.65,352.49
2014-04-22 22:03:36+00:00,L7,366.15,351.94,344.85,337.15,330.85,,,361.27,369.00,360.30,351.77,351.70,349.17,400.66,405.14,390.70,363.44,,,367.54,372.63,367.55,367.87,369.24,359.09,358.86,343.46,211.18
2014-04-30 22:06:10+00:00,L8,343.68,329.63,317.63,307.25,291.31,285.02,291.26,306.89,314.83,323.96,318.82,320.57,334.17,343.90,356.77,347.16,324.19,346.80,350.53,349.34,344.37,339.89,331.73,327.31,318.49,313.19,295.53,194.01
2014-05-08 22:03:40+00:00,L7,,,,328.13,328.84,313.88,305.73,337.22,336.02,349.44,341.83,,350.58,,,363.04,309.30,357.30,365.34,353.59,,365.50,358.39,344.01,337.16,321.50,,
