dates,nzd0257-0000,nzd0257-0001,nzd0257-0002,nzd0257-0003,nzd0257-0004,nzd0257-0005,nzd0257-0006,nzd0257-0007,nzd0257-0008,nzd0257-0009,nzd0257-0010,nzd0257-0011,nzd0257-0012,nzd0257-0013,nzd0257-0014,nzd0257-0015,nzd0257-0016,nzd0257-0017,nzd0257-0018,nzd0257-0019,nzd0257-0020,nzd0257-0021,nzd0257-0022,nzd0257-0023,nzd0257-0024,nzd0257-0025,nzd0257-0026,nzd0257-0027,satname
1999-12-25 21:59:16+00:00,375.84,355.30,336.08,326.92,317.51,315.35,318.67,316.83,326.22,331.61,340.41,347.06,366.82,371.18,,355.89,363.71,379.17,367.04,357.03,352.63,351.90,344.42,343.72,348.89,351.35,354.86,345.54,L7
2000-01-10 21:59:16+00:00,377.20,359.78,340.91,331.32,322.83,321.25,323.70,330.69,341.32,346.74,355.63,360.44,373.36,374.96,369.71,362.31,373.03,379.14,372.95,366.33,361.08,358.04,351.64,350.62,351.98,352.50,357.85,349.33,L7
2000-03-14 21:58:59+00:00,374.87,359.37,340.50,331.41,322.65,324.11,327.08,337.29,346.06,354.39,363.09,365.20,377.30,377.89,384.33,371.70,370.09,380.49,375.04,377.71,374.85,376.13,368.89,360.68,358.42,357.79,359.77,349.33,L7
2000-03-30 21:58:57+00:00,372.29,356.55,338.30,328.06,319.31,321.15,328.16,337.88,346.74,358.06,366.15,369.98,378.43,380.95,387.77,378.14,375.33,383.23,379.17,381.66,378.91,379.91,374.04,364.38,358.26,354.79,358.32,349.81,L7
2000-07-04 21:58:02+00:00,367.91,355.33,339.67,328.69,320.09,322.51,331.32,344.90,353.57,366.87,374.73,377.62,382.30,384.20,387.77,385.56,379.21,384.58,383.21,381.16,381.70,381.87,377.16,371.27,361.39,355.94,359.48,351.95,L7
2000-08-05 21:57:32+00:00,364.75,350.31,337.01,326.06,315.55,318.77,332.62,345.07,352.15,369.38,376.66,379.52,383.50,386.94,396.80,393.97,377.63,387.32,385.38,373.37,373.61,379.29,376.53,378.14,364.55,357.08,358.79,350.79,L7
2000-11-09 21:56:45+00:00,362.75,346.01,336.60,326.29,317.32,319.73,330.61,337.62,347.18,350.15,357.63,362.85,365.68,365.95,361.17,,370.92,362.24,351.77,348.60,345.62,348.21,349.01,337.56,349.76,357.90,360.30,345.27,L7
2001-03-17 21:56:40+00:00,363.70,347.50,339.77,331.98,329.82,327.44,328.39,336.50,352.07,362.85,368.60,369.02,376.03,384.08,361.17,403.23,383.01,362.24,376.98,346.30,335.92,331.02,333.76,337.56,366.96,363.76,359.25,357.78,L7
2001-05-20 21:56:16+00:00,357.08,343.18,336.64,332.81,327.27,328.70,326.17,335.38,356.96,375.55,379.57,375.20,386.39,402.21,,403.23,395.10,,402.19,,,,,,384.16,369.63,358.20,370.29,L7
2001-09-09 21:55:00+00:00,357.08,343.18,336.64,332.81,327.27,328.62,326.17,360.53,356.96,375.55,379.57,394.48,402.07,415.51,405.79,403.23,395.10,392.42,400.64,384.60,350.61,354.80,381.78,369.85,370.45,352.82,351.22,363.27,L7
2001-09-25 21:54:52+00:00,358.27,344.56,333.30,329.86,329.49,337.28,336.02,367.82,364.72,379.10,396.47,407.10,404.78,401.56,390.32,382.54,381.54,386.66,396.57,393.23,374.93,375.94,388.28,380.45,369.20,353.24,359.78,368.88,L7
2001-10-11 21:54:33+00:00,361.38,347.62,335.13,333.38,333.60,338.81,333.48,359.86,356.07,379.94,399.62,407.70,397.24,391.25,384.89,372.27,373.69,380.89,391.60,391.14,377.62,383.10,389.45,377.67,371.43,358.85,361.28,370.43,L7
2002-02-16 21:55:18+00:00,369.04,354.76,342.10,340.97,344.30,342.86,341.32,360.36,359.86,379.57,395.55,405.59,396.79,388.74,386.17,377.13,374.16,378.99,385.34,384.93,376.90,380.30,386.40,377.86,373.16,359.73,359.42,368.39,L7
2002-08-27 21:54:24+00:00,366.73,346.85,334.89,322.43,314.66,308.48,310.82,318.38,324.06,,329.30,,,,354.95,,343.55,334.19,329.97,340.49,334.56,317.66,322.32,329.74,316.32,322.25,353.02,,L7
2002-10-14 21:54:07+00:00,363.22,346.87,338.87,329.19,323.52,318.49,322.05,327.93,335.69,361.50,349.22,371.41,379.55,389.85,369.14,387.94,359.08,343.64,338.09,345.55,337.52,326.25,329.16,331.76,328.84,334.51,349.72,360.37,L7
2002-12-01 21:54:40+00:00,366.49,348.78,340.46,331.35,327.05,322.25,327.14,333.02,342.24,362.97,354.49,369.01,366.03,374.51,364.56,372.83,358.67,346.00,337.37,340.88,336.66,327.21,330.13,331.38,334.27,339.14,351.54,357.41,L7
2003-01-18 21:54:54+00:00,367.55,347.43,339.68,330.22,328.25,323.22,329.83,336.72,345.49,360.99,357.56,365.49,364.50,359.63,359.03,361.51,354.58,341.11,333.85,338.78,335.32,324.90,327.21,329.38,335.92,338.16,351.28,351.80,L7
2003-02-19 21:55:06+00:00,364.85,344.95,336.21,327.69,326.50,322.95,329.24,335.57,343.87,360.19,360.19,365.85,366.17,365.33,362.10,363.65,351.90,342.32,333.83,339.37,335.22,324.68,326.80,328.82,335.97,337.37,351.50,350.86,L7
2003-04-24 21:55:10+00:00,364.17,344.19,333.65,324.90,328.12,326.70,334.75,340.65,349.00,362.12,371.85,369.62,366.53,365.49,365.80,362.65,347.11,355.84,340.17,349.94,346.70,338.87,335.10,337.46,344.80,345.18,354.84,347.69,L7
2003-07-21 21:42:57+00:00,358.76,343.31,331.34,322.50,323.28,325.46,331.89,335.77,342.73,363.51,377.80,376.70,376.08,386.46,382.70,377.01,341.16,373.11,350.73,367.86,360.28,354.19,344.93,347.91,346.60,348.55,356.85,348.04,L5
2003-07-29 21:54:53+00:00,358.76,343.31,333.25,324.92,325.13,327.11,330.17,336.63,350.06,366.07,374.38,374.34,376.08,386.46,388.44,388.56,341.16,383.48,350.73,363.84,358.43,354.83,350.38,348.08,350.71,348.55,356.85,348.04,L7
2003-11-18 21:55:03+00:00,362.74,347.44,340.20,331.27,328.83,329.38,327.61,341.27,360.71,364.82,363.73,367.99,362.80,384.61,392.33,393.18,,404.22,367.98,360.61,357.36,352.43,346.56,336.09,340.46,341.31,351.91,353.76,L7
2003-12-04 21:55:07+00:00,362.74,347.44,340.20,331.27,329.83,329.38,327.61,339.34,356.91,362.61,362.26,370.42,374.19,378.18,385.37,385.00,369.77,387.27,367.98,360.61,355.45,347.16,339.88,332.25,336.69,339.01,347.23,342.32,L7
2004-01-21 21:55:26+00:00,362.71,344.82,339.02,327.81,328.24,329.16,327.82,337.56,353.63,356.92,362.26,370.42,374.23,378.12,381.78,383.92,377.04,380.44,363.61,359.67,356.27,344.12,339.88,332.25,336.69,341.05,349.42,336.19,L7
2004-02-22 21:55:31+00:00,360.09,340.53,333.29,320.49,324.35,324.82,327.60,335.30,345.83,347.69,359.62,370.81,364.94,378.12,364.75,372.12,372.18,363.38,356.04,352.49,351.87,335.59,329.17,324.16,325.57,339.99,346.97,336.19,L7
2004-03-01 21:45:26+00:00,358.60,339.77,331.24,319.37,324.88,329.84,332.21,337.13,347.19,349.24,353.60,355.54,353.24,378.12,364.75,372.12,372.18,363.38,356.04,352.49,351.87,335.59,329.17,324.16,325.57,339.99,346.97,336.19,L5
2004-03-09 21:55:39+00:00,358.60,339.77,332.29,321.70,326.28,331.38,334.23,337.34,346.88,348.93,351.12,351.65,348.26,378.12,364.75,371.83,374.41,364.22,355.65,353.41,352.75,337.06,333.11,328.73,329.86,339.75,346.97,336.19,L7
2004-03-25 21:55:42+00:00,358.16,340.01,332.65,325.10,329.54,333.39,336.00,338.94,348.66,349.87,351.12,351.65,348.38,375.85,365.24,370.16,375.97,366.39,358.14,357.70,354.73,342.73,339.76,328.73,329.86,340.05,348.47,338.37,L7
2004-04-18 21:46:13+00:00,358.98,340.44,332.48,324.53,328.54,332.01,334.95,338.42,348.09,349.00,353.32,350.92,347.82,373.46,364.95,370.86,376.00,366.85,358.08,358.29,356.29,344.04,342.17,334.58,337.60,341.59,347.48,338.37,L5
2004-06-13 21:55:27+00:00,358.86,340.60,331.02,324.53,328.15,330.43,333.33,333.61,346.45,337.86,349.13,337.65,339.03,370.31,358.38,370.53,377.25,366.16,356.10,356.87,356.48,344.58,350.83,345.00,349.62,342.62,347.60,334.42,L7
2004-07-07 21:48:33+00:00,358.04,340.57,330.62,322.64,325.34,327.91,330.87,328.98,346.45,334.58,349.13,337.65,339.03,370.31,353.85,370.53,377.25,366.16,356.10,356.87,356.48,344.58,350.83,345.00,349.62,342.62,347.60,334.42,L5
2004-07-23 21:48:56+00:00,357.69,341.28,331.23,322.66,324.76,326.18,329.79,328.12,346.98,335.49,345.92,337.65,333.72,365.59,353.57,367.36,375.98,370.67,354.78,354.20,352.49,345.13,346.18,340.61,349.62,342.00,345.53,344.90,L5
2004-08-24 21:49:41+00:00,357.82,342.82,332.73,324.81,326.58,326.79,329.47,330.04,353.22,340.49,353.88,349.38,340.39,365.53,358.07,369.38,380.41,375.87,362.33,359.15,357.25,352.36,349.48,343.78,348.19,341.84,346.15,344.90,L5
2004-09-09 21:50:07+00:00,358.43,343.71,333.50,325.58,325.55,321.98,324.57,326.24,356.05,336.84,361.39,366.28,353.15,365.53,358.07,369.07,388.48,382.52,369.01,362.46,359.68,357.02,354.58,350.10,357.42,350.91,356.22,344.90,L5
2004-09-25 21:50:31+00:00,357.49,343.25,331.87,321.79,320.11,319.44,322.53,324.78,355.33,337.71,361.11,362.27,351.80,360.53,355.68,368.99,386.54,381.09,367.07,359.48,357.92,352.63,349.31,347.78,353.12,351.72,356.68,353.25,L5
2005-01-31 21:52:45+00:00,359.63,349.58,336.98,332.12,329.98,331.28,338.47,343.12,360.35,368.72,370.51,370.42,367.83,367.94,354.79,368.06,396.02,387.17,379.70,370.07,366.46,363.21,359.42,355.88,351.48,347.45,358.34,362.63,L5
2005-02-08 21:55:59+00:00,361.39,347.95,335.61,330.52,326.91,331.28,338.47,343.12,356.30,362.83,367.81,368.94,367.83,367.56,355.20,363.69,391.46,383.10,379.70,370.07,366.46,359.12,355.78,352.11,348.30,346.67,355.16,350.45,L7
2005-02-24 21:56:05+00:00,363.28,352.33,340.52,329.84,325.89,339.10,346.98,344.54,354.48,361.39,363.61,365.34,364.85,374.47,369.14,375.20,393.17,384.12,383.09,377.89,375.09,363.69,359.69,356.32,351.71,351.49,357.94,347.76,L7
2005-03-04 21:53:16+00:00,367.66,353.51,341.09,330.30,325.14,337.50,345.21,342.78,351.60,358.01,361.73,364.68,365.40,374.80,373.77,378.54,391.60,384.15,383.09,377.89,375.09,363.69,359.69,356.32,351.71,351.49,357.94,347.76,L5
2005-03-12 21:56:08+00:00,369.54,353.36,341.83,332.00,326.48,336.63,345.65,342.78,351.60,358.01,364.47,364.68,367.04,375.61,375.62,383.61,390.54,383.95,381.82,381.12,377.31,363.05,362.90,360.18,352.27,348.89,352.98,349.32,L7
2005-04-13 21:56:00+00:00,374.20,356.18,344.13,334.04,328.47,336.75,345.78,343.09,350.19,357.34,364.22,364.90,371.37,379.01,380.82,388.42,393.47,388.57,388.41,386.50,383.39,367.67,370.28,362.44,352.86,348.62,351.55,348.34,L7
2005-04-21 21:53:34+00:00,373.73,354.29,342.78,332.02,326.61,333.55,342.32,341.97,348.78,354.17,361.56,361.02,367.75,376.28,378.29,386.33,391.94,386.75,382.99,383.65,379.72,364.65,366.44,357.19,350.28,345.64,347.26,348.34,L5
2005-08-03 21:55:49+00:00,372.40,351.08,340.55,328.73,323.48,330.32,338.92,341.23,345.79,350.45,360.94,354.42,364.95,373.45,375.35,380.74,387.33,382.54,380.26,382.42,379.40,357.12,361.84,353.62,349.24,338.94,346.87,340.44,L7
2005-08-19 21:55:44+00:00,373.64,351.62,341.37,330.74,326.09,330.36,337.19,339.72,345.76,351.78,361.14,352.40,366.44,375.62,379.33,385.15,390.64,384.69,378.86,379.33,375.47,358.78,366.98,356.94,351.56,339.28,345.03,347.62,L7
2005-09-12 21:54:34+00:00,372.32,352.96,340.42,332.93,330.60,330.82,331.71,337.22,343.19,347.42,354.75,346.61,363.71,372.34,376.21,375.96,382.12,381.37,374.59,371.44,370.00,356.25,351.55,342.33,340.94,327.02,336.22,376.89,L5
2005-10-22 21:55:39+00:00,372.95,358.95,346.95,340.24,335.65,335.43,333.93,338.28,343.80,350.38,357.31,344.72,362.18,366.57,378.05,372.78,379.70,379.38,376.14,366.02,368.64,351.15,347.15,344.30,342.77,330.75,343.59,369.72,L7
2006-01-10 21:56:16+00:00,371.25,356.72,346.10,339.74,333.97,333.08,332.81,338.35,345.86,350.38,357.31,347.94,359.86,366.09,373.96,370.01,377.15,375.63,371.22,361.26,361.64,348.85,347.15,344.30,341.46,334.48,343.97,361.42,L7
2006-01-26 21:56:24+00:00,369.24,356.72,346.10,336.57,332.54,330.99,330.73,336.29,346.30,350.32,358.23,346.71,357.76,365.92,373.96,370.01,372.27,371.38,367.45,360.02,357.94,348.12,343.19,339.14,339.06,335.53,344.35,361.42,L7
2006-02-03 21:56:42+00:00,370.79,360.88,349.49,339.09,334.36,331.74,329.96,336.05,346.87,352.80,358.93,354.30,360.38,370.70,389.00,382.96,377.42,377.62,374.74,368.49,365.56,354.02,345.93,341.26,338.53,347.09,347.07,361.15,L5
2006-03-15 21:56:31+00:00,369.66,360.98,352.31,334.72,328.75,326.75,328.77,337.63,350.79,360.80,366.77,361.03,360.66,368.57,389.79,380.34,378.34,374.43,372.36,370.83,364.22,352.15,345.67,342.58,341.52,352.06,353.91,355.90,L7
2006-03-31 21:56:30+00:00,369.66,360.98,352.31,334.46,328.90,327.27,330.45,339.57,353.47,363.33,371.40,366.75,364.51,368.57,389.79,380.13,383.50,378.48,375.39,372.11,367.16,354.99,349.26,345.86,344.97,352.11,353.91,355.90,L7
2006-05-02 21:56:29+00:00,368.79,359.79,351.28,333.44,328.80,325.59,331.61,340.58,356.34,363.33,371.40,371.99,374.77,383.38,393.34,386.26,386.10,383.09,378.06,373.71,369.29,358.95,352.11,345.86,344.58,350.13,352.18,352.58,L7
2006-05-18 21:56:30+00:00,369.65,360.44,349.64,332.72,329.48,325.51,329.90,339.28,356.34,363.33,369.82,373.07,378.28,387.06,389.07,385.09,384.72,383.49,375.17,371.38,369.29,358.95,355.05,349.49,346.58,350.13,352.18,352.58,L7
2006-06-19 21:56:24+00:00,368.07,356.72,346.94,332.21,328.68,325.51,329.90,335.95,351.31,357.81,365.03,373.07,376.15,387.90,383.43,387.68,383.88,382.53,375.17,366.15,360.34,351.72,350.73,349.49,346.58,350.13,352.18,352.58,L7
2006-06-27 21:59:12+00:00,369.08,355.57,346.41,332.09,328.06,324.49,328.93,334.55,349.06,355.48,365.15,373.07,376.54,385.67,377.64,384.66,381.73,379.61,371.94,362.52,357.87,347.72,348.16,337.05,346.58,350.13,352.18,352.58,L5
2006-07-13 21:59:26+00:00,367.93,354.29,343.60,329.09,326.40,323.57,326.54,331.51,345.97,352.74,363.16,376.19,377.35,383.79,371.78,380.88,378.64,375.82,373.46,358.94,354.53,344.65,345.09,333.40,348.65,350.31,354.54,360.33,L5
2006-07-21 21:56:09+00:00,366.75,353.14,343.60,329.09,326.40,323.57,326.54,331.51,345.97,352.74,363.16,376.19,377.35,383.79,371.78,380.88,378.64,375.82,373.46,356.05,351.07,342.72,344.09,331.10,348.65,350.31,354.54,360.33,L7
2006-08-22 21:56:05+00:00,365.73,348.83,341.56,328.79,325.54,323.05,326.27,330.50,343.66,350.90,363.65,384.15,379.39,384.50,362.56,377.87,378.78,374.33,370.83,350.23,345.25,335.46,343.21,327.93,351.73,343.07,349.21,,L7
2007-04-19 21:56:55+00:00,364.34,342.13,332.89,312.78,314.25,323.36,327.29,,,352.40,359.56,378.98,379.44,385.30,368.64,369.01,375.20,367.11,356.64,,,352.57,352.79,359.46,363.24,359.01,364.01,,L7
2007-09-26 21:56:11+00:00,365.32,342.01,334.17,318.89,320.39,323.36,327.29,,,369.04,359.56,386.00,386.44,390.75,379.91,384.59,391.86,367.11,356.64,,,363.53,358.50,365.98,369.81,358.91,363.92,342.68,L7
2007-10-28 21:56:22+00:00,355.26,341.89,335.45,305.26,307.67,294.02,300.04,315.35,332.26,358.77,333.55,393.03,393.45,396.21,391.18,400.17,408.52,340.51,335.23,330.43,332.38,374.49,364.22,372.49,349.36,358.81,363.84,342.68,L7
2007-12-31 21:56:47+00:00,358.14,353.28,342.83,316.47,316.06,315.88,323.38,338.92,352.62,358.77,333.55,386.48,393.66,400.24,396.12,394.88,411.53,340.51,335.23,330.43,332.38,374.49,364.22,371.26,344.84,364.53,371.33,358.40,L7
2008-03-03 22:02:28+00:00,358.14,353.28,342.83,316.47,316.06,315.88,323.38,338.92,352.62,358.77,333.55,386.48,393.66,400.24,396.12,394.88,411.53,340.51,335.23,330.43,332.38,374.49,383.80,371.26,344.84,364.53,371.33,358.40,L5
2008-03-20 21:56:34+00:00,361.49,350.54,342.83,316.47,316.06,320.36,328.78,341.91,353.62,359.26,349.24,383.94,387.71,394.24,396.12,394.88,411.53,340.51,335.23,330.43,332.38,380.94,381.71,370.57,350.43,360.63,364.42,358.40,L7
2008-04-05 21:56:34+00:00,359.88,354.87,350.21,312.20,310.82,320.36,328.78,333.64,346.64,340.14,349.24,379.39,384.83,366.72,401.05,389.58,414.54,339.27,331.43,330.03,338.62,359.89,369.64,358.81,342.62,353.25,355.71,374.12,L7
2008-08-27 21:55:30+00:00,364.78,345.51,338.51,328.62,316.99,329.31,339.59,328.99,340.99,346.13,354.77,359.26,354.01,346.41,336.81,336.55,343.31,338.03,327.63,329.63,346.38,350.42,359.51,344.64,348.95,341.58,339.53,,L7
2008-10-14 21:55:06+00:00,364.68,345.83,338.48,325.21,316.48,315.08,325.15,330.01,340.63,340.38,344.62,339.67,319.94,332.71,332.10,338.38,346.35,344.54,346.41,346.56,348.35,328.99,329.66,327.53,340.58,338.15,337.95,331.95,L7
