dates,nzd0485-0000,nzd0485-0001,nzd0485-0002,nzd0485-0003,nzd0485-0004,nzd0485-0005,nzd0485-0006,nzd0485-0007,nzd0485-0008,satname
1999-08-26 22:07:32+00:00,349.49,,365.47,368.77,369.42,348.21,353.98,357.99,368.04,L7
1999-11-30 22:07:23+00:00,369.79,552.68,367.68,367.34,363.25,356.89,350.00,358.97,367.34,L7
1999-12-16 22:07:33+00:00,367.06,541.02,369.00,370.28,363.64,355.52,352.49,362.45,365.43,L7
2000-05-08 22:06:44+00:00,,528.09,369.42,370.33,368.75,355.95,357.66,362.37,369.01,L7
2000-06-25 22:06:19+00:00,372.31,,376.77,378.03,369.48,357.29,361.69,372.70,382.71,L7
2000-07-11 22:06:05+00:00,362.32,,362.30,360.64,355.65,345.49,345.43,356.05,363.80,L7
2000-07-27 22:05:48+00:00,,545.88,386.75,376.39,374.52,354.81,358.19,372.82,372.06,L7
2000-08-12 22:05:17+00:00,,534.56,361.25,366.45,363.11,349.93,354.91,358.43,371.74,L7
2000-11-16 22:04:32+00:00,359.54,549.01,359.33,365.55,354.47,349.72,352.16,357.03,364.50,L7
2000-12-18 22:05:01+00:00,,552.96,,372.25,363.96,357.94,360.88,372.15,376.63,L7
2001-01-03 22:04:36+00:00,,548.82,372.53,375.17,367.19,356.58,358.93,370.72,377.66,L7
2001-01-19 22:05:06+00:00,360.80,532.58,364.18,369.50,352.49,347.44,346.52,362.74,362.11,L7
2001-02-20 22:04:36+00:00,351.95,523.59,359.26,364.84,360.18,344.87,353.76,357.19,367.03,L7
2001-03-08 22:04:56+00:00,360.35,524.89,362.36,361.30,365.69,341.07,348.39,348.62,364.51,L7
2001-07-14 22:03:33+00:00,368.60,,374.81,376.82,375.65,358.66,359.72,366.42,379.27,L7
2001-08-15 22:03:02+00:00,366.19,,372.55,368.72,365.82,349.53,351.24,358.94,366.87,L7
2001-11-03 22:02:34+00:00,358.94,514.56,365.40,368.75,363.92,355.22,354.51,358.85,371.46,L7
2002-03-11 22:03:07+00:00,356.71,530.71,356.77,368.74,365.34,347.84,352.85,358.20,367.41,L7
2002-04-12 22:03:25+00:00,364.87,517.91,367.38,364.91,388.46,350.04,354.76,358.91,366.51,L7
2002-05-14 22:03:19+00:00,,518.65,369.96,367.45,362.70,349.91,357.11,360.01,368.75,L7
2002-05-30 22:03:13+00:00,357.17,538.11,378.31,373.13,373.13,348.94,358.54,362.03,369.50,L7
2002-06-15 22:03:07+00:00,358.89,,365.37,369.98,373.61,354.07,358.59,361.97,375.94,L7
2002-08-18 22:02:21+00:00,358.73,,357.78,354.03,351.27,345.01,346.74,351.44,353.00,L7
2002-11-22 22:02:21+00:00,361.22,521.97,353.27,358.12,356.65,345.42,350.53,353.34,367.65,L7
2002-12-08 22:02:51+00:00,357.51,527.73,,359.67,352.03,344.39,345.60,353.40,351.04,L7
2002-12-24 22:02:33+00:00,365.62,546.58,366.50,368.19,360.55,351.62,352.45,361.06,366.56,L7
2003-02-26 22:03:16+00:00,357.76,541.26,355.64,348.79,,,,,,L7
