,dates,usa_CA_0183-0000,usa_CA_0183-0001,usa_CA_0183-0002,usa_CA_0183-0003,usa_CA_0183-0004,usa_CA_0183-0005,usa_CA_0183-0006,usa_CA_0183-0007,usa_CA_0183-0008,usa_CA_0183-0009,usa_CA_0183-0010
0,1984-05-18 18:13:47+00:00,197.31079464536748,202.65288963381695,196.54679587439747,204.02472151752087,204.2941014784948,198.56211563548462,181.14676582254853,191.69880200446988,201.90493434989816,203.54708628810664,213.32163210754695
1,1984-09-07 18:16:09+00:00,191.89186558332023,203.34875393945833,196.69118219426036,204.76546714524775,203.9641648515741,210.47065706004696,195.2413669203054,217.535199824469,222.19926220667318,224.00512192541171,225.06271729861564
2,1984-10-25 18:16:05+00:00,200.16032739237139,209.81287829164407,205.3218518436421,213.5938590134428,214.65752409540735,217.264221710992,197.87479515881648,210.3350890641568,228.72302898166876,218.2970862380312,234.71321961567108
3,1984-12-12 18:16:08+00:00,202.2404095510127,214.9950637243624,207.1241358991809,218.2575959017638,216.40362296093824,217.04574229726427,203.34398225889126,207.2847644193909,213.12449326248114,185.39149104040774,226.1403295312744
4,1985-05-05 18:16:12+00:00,180.11038802575297,178.96539964887293,177.2760980605118,187.753105428631,188.27073845834633,191.67103552456027,178.32676431905307,190.96569416018983,198.7937712027987,213.44115845811805,210.5892953885167
5,1985-05-21 18:16:11+00:00,189.1949899456034,188.48427312359283,181.29159024462538,195.33471100140176,193.0616326223568,192.69216077069783,185.04917479850312,201.08241149301674,209.2403163156908,205.69520361085708,227.91202920433378
6,1985-10-12 18:15:03+00:00,194.28693138937567,202.58947367958785,199.31138614470223,209.54713929041768,207.32593749983053,209.86539722641123,199.0063688470293,221.45216558690902,219.9844871903793,217.75008334732493,225.4185547528343
7,1986-03-21 18:12:01+00:00,199.13009239307215,205.38882301430073,190.79055829918713,203.2211049227415,204.14005929215537,202.10278408073276,206.09039180460698,213.12256464427873,193.27212114013608,,215.96548274068203
8,1986-05-08 18:10:55+00:00,190.63190676207674,194.4083081040471,188.256173985288,197.1562721480729,200.24833152268488,202.6754409146306,191.2468462513144,215.54716036296307,231.69352304573803,222.23841436270843,228.35745056348495
9,1986-05-24 18:10:28+00:00,191.86223058809776,192.1043735136484,186.29212852149672,199.01106701825765,199.9671946482371,196.3149198101919,190.63159280823518,,223.76182028248752,216.6625068870387,220.4679270130777
