dates,nzd0501-0000,nzd0501-0001,nzd0501-0002,nzd0501-0003,nzd0501-0004,nzd0501-0005,nzd0501-0006,nzd0501-0007,satname
1999-08-26 22:07:32+00:00,,,372.77,366.42,365.47,397.46,387.12,389.62,L7
1999-09-27 22:07:36+00:00,376.69,,378.05,363.48,363.84,385.58,381.03,392.09,L7
2000-02-18 22:07:16+00:00,388.51,402.14,386.20,374.19,374.65,392.21,392.96,402.15,L7
2000-02-25 22:13:25+00:00,387.51,399.53,392.09,378.69,381.87,390.34,397.32,404.87,L7
2000-03-21 22:07:12+00:00,393.17,400.60,396.20,384.94,385.74,396.46,401.71,404.17,L7
2000-03-28 22:13:18+00:00,391.81,394.35,393.53,386.43,388.34,398.84,404.00,398.88,L7
2000-05-08 22:06:44+00:00,394.56,396.75,396.57,388.88,390.82,400.03,403.39,400.71,L7
2000-05-15 22:12:54+00:00,394.31,395.43,396.92,389.19,390.76,398.81,400.95,399.68,L7
2000-06-25 22:06:19+00:00,394.31,392.30,394.06,386.10,387.87,394.00,396.16,393.94,L7
2000-07-11 22:06:05+00:00,394.31,389.58,390.22,383.32,384.42,389.58,391.33,389.79,L7
2000-07-27 22:05:48+00:00,390.67,386.83,386.81,379.74,380.61,386.18,387.84,386.69,L7
2000-08-03 22:11:55+00:00,390.67,383.94,385.32,377.99,378.91,383.90,386.06,385.24,L7
2000-09-20 22:11:14+00:00,380.24,375.27,377.39,370.58,370.78,374.02,373.14,375.74,L7
2001-02-20 22:05:00+00:00,370.23,375.92,376.00,373.75,368.22,375.72,377.16,387.36,L7
2001-04-09 22:04:41+00:00,377.53,381.22,382.50,379.50,374.34,384.12,392.62,390.81,L7
2001-06-03 22:10:28+00:00,382.47,387.86,389.19,383.34,377.63,388.46,397.05,396.44,L7
2001-06-28 22:03:56+00:00,384.69,390.76,389.16,382.06,379.21,390.37,395.44,396.73,L7
2001-07-05 22:10:09+00:00,390.07,394.61,394.68,387.68,383.14,394.03,398.67,400.64,L7
2001-07-14 22:03:57+00:00,390.07,393.91,393.88,386.67,383.25,392.78,398.67,400.64,L7
2001-08-15 22:03:26+00:00,384.89,390.04,391.23,384.32,381.92,390.06,393.19,395.27,L7
2001-10-02 22:02:52+00:00,381.12,385.46,389.12,381.00,378.58,385.12,387.19,389.58,L7
2001-11-03 22:02:58+00:00,380.75,385.97,389.61,380.85,380.31,386.74,387.32,391.00,L7
2001-11-19 22:03:08+00:00,378.57,383.96,388.18,379.33,379.35,385.72,387.37,390.49,L7
2001-12-28 22:09:25+00:00,372.83,378.96,385.63,377.56,377.77,382.09,383.01,384.41,L7
2002-01-29 22:09:33+00:00,365.66,369.43,376.55,369.34,371.26,379.33,377.14,373.78,L7
2002-02-23 22:03:31+00:00,365.64,369.44,373.80,367.66,370.48,380.56,378.98,376.58,L7
2002-03-11 22:03:31+00:00,366.87,371.41,375.92,370.47,372.46,382.40,382.47,381.65,L7
2002-04-12 22:03:25+00:00,371.31,376.09,380.28,376.07,380.77,393.17,393.21,395.46,L7
2002-04-19 22:09:33+00:00,371.21,377.00,380.43,376.83,380.98,392.88,392.87,394.82,L7
2002-05-14 22:03:19+00:00,372.21,377.58,382.39,378.13,382.14,393.36,393.90,394.50,L7
2002-06-15 22:03:07+00:00,375.07,378.88,383.29,380.42,384.41,395.25,394.92,395.54,L7
2002-06-22 22:09:15+00:00,374.11,377.81,381.94,378.93,383.37,393.93,393.77,394.47,L7
2002-08-18 22:02:45+00:00,373.84,377.83,380.72,378.07,382.24,390.38,391.57,391.44,L7
2002-09-10 22:08:43+00:00,373.54,376.26,381.18,377.44,381.42,391.92,392.94,392.97,L7
2002-12-24 22:02:57+00:00,360.90,365.87,368.89,364.01,363.32,367.00,367.34,370.29,L7
2003-03-14 22:03:20+00:00,361.28,365.10,370.90,361.71,363.25,361.84,368.41,368.16,L7
2003-08-13 21:51:32+00:00,372.25,367.70,376.25,369.70,369.50,374.31,381.58,383.16,L5
2003-08-29 21:51:49+00:00,365.61,362.56,374.55,370.93,368.06,371.10,368.16,383.16,L5
2003-09-30 21:52:18+00:00,360.03,357.24,367.88,368.15,364.42,370.33,366.49,379.73,L5
2003-11-17 21:52:57+00:00,365.57,362.70,370.74,367.87,367.21,372.40,371.37,383.91,L5
2003-12-11 22:03:21+00:00,366.58,364.58,371.15,368.19,366.48,372.85,372.62,384.77,L7
2004-02-29 22:03:45+00:00,365.69,367.25,366.77,363.13,363.44,371.27,374.15,378.51,L7
2004-04-01 22:03:52+00:00,373.15,377.66,374.58,370.14,369.94,377.68,378.30,385.00,L7
2004-04-25 21:54:35+00:00,373.15,377.66,374.58,366.44,369.94,377.68,378.30,385.00,L5
2004-05-03 22:03:47+00:00,375.72,377.87,375.75,368.35,371.35,378.51,381.74,387.74,L7
2004-06-11 22:09:50+00:00,381.52,383.09,378.69,368.40,372.55,382.48,383.13,387.11,L7
2004-06-12 21:55:59+00:00,384.49,386.76,383.77,373.05,375.77,383.85,386.62,387.11,L5
2004-06-27 22:09:48+00:00,384.49,384.94,382.05,371.31,374.03,380.73,382.81,387.11,L7
