dates,satname,nzd0501-0000,nzd0501-0001,nzd0501-0002,nzd0501-0003,nzd0501-0004,nzd0501-0005,nzd0501-0006,nzd0501-0007
1999-08-26 22:07:32+00:00,L7,,370.94,380.77,373.98,375.93,407.92,399.48,406.62
1999-09-27 22:07:36+00:00,L7,388.83,,393.33,369.98,375.29,386.78,390.39,415.81
2000-02-18 22:07:16+00:00,L7,411.20,417.34,411.43,404.04,407.96,417.15,430.63,441.28
2000-02-25 22:13:25+00:00,L7,379.92,389.12,385.85,375.61,381.12,385.85,393.12,388.02
2000-03-21 22:07:12+00:00,L7,422.45,419.94,418.68,413.26,410.60,428.08,430.52,423.59
2000-03-28 22:13:18+00:00,L7,364.80,366.58,367.34,361.48,365.70,376.27,375.91,362.11
2000-05-08 22:06:44+00:00,L7,404.42,404.76,407.77,397.77,399.47,403.55,399.50,406.04
2000-05-15 22:12:54+00:00,L7,396.76,394.05,401.74,393.68,394.46,396.76,393.48,401.05
2000-06-25 22:06:19+00:00,L7,,361.72,369.95,361.00,361.48,356.01,356.71,344.76
2000-07-11 22:06:05+00:00,L7,,363.72,359.32,360.08,355.03,353.40,351.34,352.25
2000-07-27 22:05:48+00:00,L7,362.74,356.21,354.49,346.29,343.54,352.41,352.05,351.11
2000-08-03 22:11:55+00:00,L7,,365.20,376.21,366.24,369.10,368.93,376.64,381.21
2000-08-12 22:05:41+00:00,L7,,,,535.28,,,,
2000-09-20 22:11:14+00:00,L7,353.64,352.16,360.10,357.12,348.38,355.75,345.17,360.11
2001-02-20 22:05:00+00:00,L7,383.82,395.48,389.44,388.06,384.82,392.45,405.33,409.35
2001-04-09 22:04:41+00:00,L7,389.68,392.76,390.73,385.27,383.71,395.63,403.36,404.52
2001-04-16 22:10:54+00:00,L7,190.90,,102.31,,,,,
2001-06-03 22:10:28+00:00,L7,395.92,406.13,405.50,393.81,388.05,401.00,410.47,413.94
2001-06-19 22:10:17+00:00,L7,,,602.50,581.94,,,,
2001-06-28 22:03:56+00:00,L7,380.21,383.87,379.91,369.54,371.96,384.10,376.43,378.10
2001-07-05 22:10:09+00:00,L7,421.86,424.40,425.20,418.16,409.92,419.76,424.65,434.28
2001-07-14 22:03:57+00:00,L7,,379.60,383.56,375.64,375.49,378.19,,
2001-08-15 22:03:26+00:00,L7,354.14,360.05,371.31,366.45,368.70,368.56,359.63,359.95
2001-10-02 22:02:52+00:00,L7,365.05,368.83,377.83,367.80,365.63,362.02,374.25,381.96
2001-11-03 22:02:58+00:00,L7,383.00,390.14,390.58,380.77,391.02,402.14,398.51,
2001-11-19 22:03:08+00:00,L7,364.94,369.08,377.64,368.22,372.02,378.02,386.93,386.94
2001-12-28 22:09:25+00:00,L7,375.54,388.39,,,,,,
2002-01-29 22:09:33+00:00,L7,382.72,384.08,387.30,384.13,387.54,414.52,400.17,
2002-02-23 22:03:31+00:00,L7,356.31,363.33,359.40,359.84,367.24,377.17,371.76,372.33
2002-03-11 22:03:31+00:00,L7,381.12,392.79,392.21,389.83,389.74,399.01,408.63,408.86
2002-04-12 22:03:25+00:00,L7,396.53,402.23,404.31,401.74,415.97,427.08,439.26,437.95
2002-04-19 22:09:33+00:00,L7,365.22,375.99,377.00,377.25,376.55,385.44,384.07,383.02
2002-05-14 22:03:19+00:00,L7,391.19,394.96,404.39,389.98,399.26,405.65,405.92,407.38
2002-06-15 22:03:07+00:00,L7,387.66,379.23,383.86,384.14,387.77,391.11,393.89,392.94
2002-06-22 22:09:15+00:00,L7,369.46,373.47,374.89,370.83,379.34,387.90,389.55,393.34
2002-07-08 22:09:12+00:00,L7,,,,,,,,
2002-08-18 22:02:45+00:00,L7,358.82,362.43,362.55,363.04,358.80,366.47,359.29,362.92
2002-09-10 22:08:43+00:00,L7,363.05,369.53,375.40,368.42,370.72,,,
2002-12-24 22:02:57+00:00,L7,359.97,364.45,368.00,359.90,359.52,360.29,366.84,365.91
2003-03-14 22:03:20+00:00,L7,358.73,360.34,370.62,360.53,362.84,359.24,365.07,363.66
2003-08-05 22:02:59+00:00,L7,,,573.21,552.88,,,,
2003-08-13 21:51:32+00:00,L5,396.04,389.46,390.34,386.87,387.23,400.45,411.18,420.66
2003-08-29 21:51:49+00:00,L5,363.90,368.47,380.68,382.39,377.64,377.15,356.06,
2003-09-30 21:52:18+00:00,L5,340.59,342.40,349.44,351.07,350.39,355.40,358.24,354.30
2003-10-07 21:58:35+00:00,L5,,,,,,,,
2003-11-17 21:52:57+00:00,L5,372.46,365.47,371.31,359.47,365.12,368.15,373.66,375.28
2003-12-11 22:03:21+00:00,L7,375.94,379.48,377.14,373.59,369.23,380.34,384.36,396.60
2003-12-26 21:59:30+00:00,L5,,,,,,,,
2004-02-29 22:03:45+00:00,L7,361.77,364.85,359.29,359.06,356.09,368.26,365.08,366.88
2004-04-01 22:03:52+00:00,L7,,387.43,382.70,380.99,379.02,383.65,,
2004-04-24 22:09:55+00:00,L7,,,202.63,278.13,,,,
2004-04-25 21:54:35+00:00,L5,431.03,,448.86,348.95,,,,
2004-05-02 22:00:57+00:00,L5,,319.82,311.91,297.06,,,303.67,292.67
