,dates,chi0435-0000,chi0435-0001,chi0435-0002,chi0435-0003,chi0435-0004,chi0435-0005,chi0435-0006,chi0435-0007,chi0435-0008,chi0435-0009,chi0435-0010,chi0435-0011,chi0435-0012,chi0435-0013,chi0435-0014,chi0435-0015,chi0435-0016,chi0435-0017,chi0435-0018,chi0435-0019,chi0435-0020,chi0435-0021,chi0435-0022,chi0435-0023,chi0435-0024,chi0435-0025,chi0435-0026,chi0435-0027,chi0435-0028,chi0435-0029,chi0435-0030,chi0435-0031,chi0435-0032,chi0435-0033
0,1986-02-04 14:07:59+00:00,191.67428945576407,199.63945340983994,207.47339829720718,224.20806616114024,226.82446556318033,225.86301593234887,,,,,,,,,,,,193.03010874373945,210.2387264828585,216.6791397526498,206.11510039252832,195.79636150778492,179.95002830540835,176.7541103814467,180.31563866986266,183.19959119359376,187.87899280878196,179.88945848029562,177.3693721745273,182.5764839067978,200.88231100635002,192.7063612686478,176.03572634322705,180.40805758264304
1,1986-08-15 14:02:41+00:00,177.82794388608545,193.4479538270362,201.5496896115955,207.67185403639806,198.6957844624997,192.43435201695937,185.93675980793935,,,,188.60012553085284,200.01278597370856,188.9874563975127,182.3404257828139,173.39792452607688,166.91736365111362,174.25415538450224,180.28402847715915,192.82135396625452,191.18098670337108,191.1159006236631,183.43556640131112,172.4593228310229,173.1530044326414,173.12258496995298,170.49129823862273,167.84398344358257,148.68489897262054,154.4911838226911,173.67375743345917,168.82188681593198,169.89926851990361,155.35844896441193,154.64809659978346
2,1986-10-18 14:00:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,150.30364545279707,158.6648448996629,166.53546403524024,166.3535220484356,156.09647308511114,165.1198926924077,167.63176759881168,167.0907189435693,166.33612374756603,154.23063971136918,155.66914565376484
3,1986-12-21 14:00:01+00:00,,,,,,,,,,,,,,,,,,,,202.8337173274268,204.47294440689802,197.5809729513976,185.21144232929652,179.13921153539988,185.39342868438484,180.52966978271832,190.83769083879727,185.08883751183103,187.08351026880513,195.54718794014218,195.7860523536316,198.26300635685934,178.31185208630262,187.0961178160876
4,1987-01-06 14:00:30+00:00,194.2467068536777,225.64862567967424,225.42380562466076,203.67250621965454,217.1269481733971,,,,,,,,,,201.73832038209133,204.44836887733138,205.7982200968016,202.55175018370818,206.2315880074865,195.9964195430401,191.4481524966182,191.37843010196582,183.28932478886105,184.82120553160047,191.91380603156165,187.08322526629624,184.5542492392163,176.95531950346304,175.68397705281325,186.29623806006026,194.6242173169484,195.38731193969141,183.0282786400398,189.24582421154653
5,1987-01-22 14:00:58+00:00,,,,,,,,,,,,,,,,,,,,205.630234624139,193.60678803444193,189.47413610780376,185.73816667831665,181.71017691529607,184.05947685813726,186.5057327263026,188.84593959741886,174.75522789740387,182.83314023801185,185.70706803619322,192.98269767542004,201.89023835196969,184.57899070292694,179.80710723524385
6,1987-02-07 14:01:33+00:00,192.45736897462368,239.46935872482868,243.60290495775376,227.7102675816071,203.74276722804268,217.05816682887516,216.33584003260975,204.61670372243285,221.22869544680162,,212.72377996302538,201.24976977506904,197.32074258148907,203.359500629822,194.11456808624743,191.6325480980479,193.07614833276287,204.67062069614218,216.7972548309345,220.28301080930365,216.28882673483173,202.55355045471498,192.41857210492583,189.7937619238603,182.06600429871952,182.33582864696388,192.7317692542598,187.75460722995837,184.1123362000469,184.48876402710155,188.57291987789574,209.45557970456355,186.65258952229192,181.96382039296446
7,1998-03-09 14:17:33+00:00,176.3089652756871,189.2809957002013,194.9052270576836,206.35693900008286,212.5207590920545,210.12411172010547,197.48838924544475,199.4112058643279,195.00100581162513,167.18940225446676,157.11095221809865,177.70858999661823,199.5089839773621,206.38879556942524,189.0733331288435,170.6085193853267,168.40877379115193,183.25686588505897,197.66819863656193,214.18409935626283,198.8686630025748,181.6576392953713,174.60611751667608,180.8498621273585,175.92701842147363,170.32877130738262,183.55095877335106,184.0507002872015,182.42046130896938,176.6404591465339,171.81147130144143,197.3203742857619,185.21846790468493,177.93288643799724
8,1998-03-25 14:17:47+00:00,172.92326744457367,181.9015991846806,186.41734938664732,,,,,,,,,,,,,,,,194.61156407210004,219.99844036165243,200.23768697508774,180.03420429519406,188.5608547134335,179.913608969833,176.3537919746031,187.61171338397403,186.2525415024315,175.77729361370223,181.60821456741917,184.877659764713,179.8161413071783,201.27705214274397,187.57009665246562,186.54885342003053
9,1998-09-17 14:19:50+00:00,148.96738832015984,177.0213511606854,187.8597988022973,189.3214354139909,184.7780134773518,176.63643148136407,164.51036029876204,146.40805814756158,148.99539954972636,139.8810833948518,159.01601634118185,191.7705997014118,191.15439539866995,175.9545412963081,155.98456296680334,151.11127336184086,161.5038985115685,186.17337473179487,216.9119922333624,197.39865042433536,163.24451078600967,159.63991667212917,157.03193140439242,158.04848369194087,164.18344751138014,164.9802455069277,168.08570905875652,155.8922029867764,156.56213799107553,173.99498733366534,173.80518020913763,175.06378174020233,163.67630569601388,169.6967753375052
10,1998-12-22 14:20:06+00:00,167.1201394384589,177.3821906880016,208.7806242200669,209.19783603560109,207.8917346691832,,,,,,,,,185.47239122585484,169.88689705806053,179.47445109709545,190.1839963572879,207.05643405573554,201.70058995697818,201.94196724095588,,190.865053944201,174.2418999661833,174.16761238825077,189.0987512129473,181.09384763478232,184.32022050866647,182.75490793847678,175.89224583965523,177.28303135136252,183.9171414062686,187.96583941205546,172.3015706612665,171.53038249445825
