dates,nzd0433-0000,nzd0433-0001,nzd0433-0002,nzd0433-0003,nzd0433-0004,nzd0433-0005,nzd0433-0006,nzd0433-0007,nzd0433-0008,nzd0433-0009,nzd0433-0010,nzd0433-0011,nzd0433-0012,nzd0433-0013,nzd0433-0014,nzd0433-0015,nzd0433-0016,nzd0433-0017,nzd0433-0018,nzd0433-0019,nzd0433-0020,nzd0433-0021,nzd0433-0022,nzd0433-0023,nzd0433-0024,nzd0433-0025,nzd0433-0026,nzd0433-0027,nzd0433-0028,nzd0433-0029,nzd0433-0030,nzd0433-0031,nzd0433-0032,nzd0433-0033,nzd0433-0034,nzd0433-0035,nzd0433-0036,nzd0433-0037,nzd0433-0038,nzd0433-0039,nzd0433-0040,nzd0433-0041,nzd0433-0042,nzd0433-0043,nzd0433-0044,nzd0433-0045,nzd0433-0046,nzd0433-0047,nzd0433-0048,nzd0433-0049,nzd0433-0050,nzd0433-0051,nzd0433-0052,nzd0433-0053,nzd0433-0054,nzd0433-0055,nzd0433-0056,nzd0433-0057,nzd0433-0058,nzd0433-0059,nzd0433-0060,nzd0433-0061,nzd0433-0062,nzd0433-0063,nzd0433-0064,nzd0433-0065,nzd0433-0066,nzd0433-0067,satname
2001-02-18 22:16:35+00:00,,,,,383.36,384.46,403.51,425.68,435.79,455.80,476.44,479.06,485.95,479.08,483.84,477.58,468.75,470.32,466.46,468.88,465.33,459.02,460.95,451.90,456.97,465.03,446.15,442.87,437.40,423.62,425.39,416.67,413.64,421.93,419.06,422.79,427.48,433.70,432.61,429.24,424.75,421.87,426.72,422.19,419.30,417.37,407.85,400.97,392.63,395.43,390.89,379.87,372.91,381.15,381.06,377.15,377.01,372.92,377.18,391.66,398.00,402.27,389.17,394.19,,399.25,396.09,406.04,L7
2001-02-27 22:10:18+00:00,,,,,,376.48,390.64,407.36,413.28,426.56,448.91,460.27,460.85,456.90,456.73,456.33,451.80,443.27,439.91,438.57,438.37,436.53,439.09,436.11,436.69,437.79,432.45,421.65,413.90,411.31,402.99,404.10,399.54,395.61,398.50,397.88,399.72,398.71,405.03,400.84,400.94,400.91,401.86,395.98,396.07,395.78,394.42,391.28,387.87,385.01,385.15,380.02,371.33,367.73,364.06,370.10,368.21,367.81,373.25,372.92,383.08,383.21,374.47,378.51,373.12,382.38,382.20,384.56,L7
2001-03-15 22:10:15+00:00,,,,,,,392.42,,,429.10,443.59,457.48,469.83,467.62,459.76,458.79,452.00,452.53,451.81,446.81,447.65,445.50,446.72,438.40,443.22,443.94,436.98,430.99,420.06,415.03,410.37,408.75,403.18,401.39,401.30,403.76,407.39,413.57,419.47,414.39,414.37,407.91,408.15,412.96,406.58,402.85,404.40,403.72,400.79,398.29,402.60,400.66,387.29,388.52,,,,386.04,389.78,389.69,,,393.20,393.83,,390.48,388.29,392.14,L7
2001-03-31 22:10:07+00:00,473.97,,,,,,,,409.39,426.61,444.53,461.67,473.50,469.12,462.37,465.27,461.46,459.81,456.44,454.95,454.03,450.77,442.50,445.46,447.22,444.50,439.00,434.82,426.41,422.46,417.02,414.72,412.40,402.50,402.57,402.01,400.65,406.46,410.77,409.65,411.89,408.22,410.34,411.10,414.24,415.84,415.51,405.59,402.45,395.93,397.30,393.37,386.23,384.44,384.37,385.76,384.67,386.05,386.88,387.69,389.63,389.17,393.02,391.69,394.42,389.71,384.49,383.16,L7
2001-04-07 22:16:13+00:00,,,,385.40,395.18,,,411.42,411.27,413.28,421.75,435.17,445.79,439.64,436.69,432.78,433.70,438.41,445.31,444.08,441.06,434.45,432.26,433.66,435.98,431.09,428.90,427.76,419.43,408.58,402.67,397.97,388.92,384.78,382.42,379.54,384.41,394.11,391.71,391.75,393.20,396.29,400.18,389.50,389.89,389.89,381.14,387.01,385.44,381.75,376.40,372.00,368.70,360.31,364.19,374.62,367.96,371.82,369.77,370.70,370.80,375.82,376.87,372.88,370.04,370.55,369.53,373.93,L7
2001-05-02 22:10:03+00:00,,,,,,,,,,444.89,429.62,433.61,431.96,435.78,430.74,427.95,425.77,421.48,419.18,428.24,431.39,427.73,425.04,416.96,418.14,419.25,408.31,408.57,405.24,399.75,397.25,389.23,388.49,380.82,380.38,379.33,381.86,381.02,382.79,382.88,383.79,377.41,376.27,379.38,374.28,380.93,373.65,379.16,381.61,376.94,373.05,369.68,366.60,358.54,357.14,365.39,360.21,364.73,365.45,365.45,363.93,364.42,371.26,366.70,363.38,368.00,365.99,362.18,L7
2001-06-10 22:15:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.36,399.75,400.01,396.90,401.51,402.01,405.61,399.73,393.87,390.93,381.49,384.91,390.14,393.08,395.17,397.70,402.07,400.05,398.98,408.94,395.03,,,,391.16,395.26,398.37,388.04,395.05,397.41,395.14,392.65,397.46,398.16,393.67,392.92,L7
2001-07-05 22:09:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.25,386.93,384.53,386.70,378.96,379.05,,,390.59,386.25,387.70,388.33,393.68,387.62,388.40,386.27,390.64,383.44,392.71,400.21,L7
2001-07-12 22:15:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.87,396.62,399.93,395.21,401.38,404.55,403.24,399.33,401.03,395.72,398.45,397.07,L7
2001-08-29 22:14:52+00:00,,332.57,381.41,,442.05,,465.73,470.74,,478.01,477.52,475.22,467.32,448.13,441.22,439.35,431.29,432.13,432.31,435.29,439.90,438.33,430.72,432.24,425.90,431.46,426.24,423.63,418.44,415.15,408.07,406.09,404.41,405.12,395.00,391.91,392.89,390.48,392.13,387.72,384.21,384.15,389.01,374.42,374.09,374.58,372.02,379.87,379.40,380.82,377.50,376.63,377.04,373.84,376.99,371.49,378.94,377.79,381.69,382.96,380.93,380.42,377.37,372.27,369.52,364.20,367.67,369.05,L7
2001-09-07 22:08:34+00:00,341.90,367.63,410.57,,450.44,,464.22,480.59,,482.13,486.30,482.65,471.53,464.25,451.99,443.04,436.89,437.02,431.97,434.95,438.05,434.72,429.08,426.81,421.76,420.99,415.85,408.14,404.79,403.01,397.62,395.09,391.54,385.61,383.24,378.57,377.19,377.30,377.37,376.34,372.77,376.58,369.53,357.39,357.60,359.11,363.58,360.29,366.93,365.00,366.18,367.91,370.66,367.97,363.60,365.30,368.99,377.90,375.04,372.21,375.67,371.76,368.54,367.00,365.88,366.23,360.64,359.79,L7
2001-09-23 22:08:26+00:00,334.47,333.66,356.61,396.64,419.46,,444.10,459.33,,475.30,466.30,461.39,459.46,458.18,446.57,447.47,434.86,430.53,428.73,430.98,428.32,432.14,429.06,421.69,419.15,420.05,415.35,404.75,404.32,402.37,396.24,391.78,388.35,383.43,383.29,384.02,383.50,382.85,378.44,373.12,372.78,370.43,358.87,367.32,357.02,362.21,369.11,362.66,371.19,370.00,376.52,372.47,376.74,371.84,374.70,373.86,372.97,372.58,375.78,371.84,371.01,372.53,368.48,362.41,362.96,366.52,367.65,370.89,L7
2001-12-12 22:08:38+00:00,305.69,300.43,316.38,343.33,372.12,373.87,388.08,412.27,407.49,432.77,445.23,457.25,459.93,447.03,435.97,437.85,429.20,425.88,424.93,428.61,427.06,420.10,419.27,409.01,403.63,414.42,403.76,398.08,397.29,390.53,387.08,387.16,385.61,381.95,382.93,377.00,373.85,376.51,375.49,368.67,363.98,357.05,355.77,351.96,350.65,355.15,350.92,358.02,358.69,357.72,351.65,349.62,339.33,339.20,347.59,353.53,355.95,351.95,349.36,348.84,350.82,346.35,346.08,336.52,326.29,321.84,,,L7
2002-01-20 22:15:01+00:00,321.95,321.88,329.20,366.57,384.61,396.63,416.33,440.82,447.00,458.12,469.43,478.64,478.74,470.94,465.89,467.95,468.24,455.84,452.37,453.43,453.02,445.66,448.57,441.60,437.80,436.71,425.89,421.72,418.58,411.22,411.18,414.56,411.41,406.75,412.98,408.94,407.66,407.19,406.06,395.03,395.34,387.43,387.81,385.32,380.97,385.48,385.34,378.28,382.44,386.05,387.85,384.82,384.35,385.38,385.61,390.11,386.14,386.13,387.59,385.18,383.75,381.84,376.06,371.26,371.07,361.22,366.61,374.09,L7
2002-01-29 22:08:45+00:00,320.13,313.40,319.09,373.64,388.46,385.26,401.00,425.78,437.82,445.07,458.47,471.70,472.70,465.75,461.50,459.43,456.42,453.02,449.12,444.90,446.46,440.00,436.46,434.04,433.64,430.98,424.06,421.07,417.84,410.13,409.12,411.45,403.25,406.75,406.86,399.49,401.65,403.15,400.83,394.11,388.70,385.63,384.67,383.80,378.97,385.68,380.24,383.54,386.22,384.56,380.47,372.92,375.08,373.87,378.03,378.98,382.35,380.69,377.80,377.36,368.26,373.88,372.26,356.85,353.01,357.01,366.41,373.48,L7
2002-02-05 22:15:01+00:00,313.88,311.95,319.09,349.85,369.03,379.77,398.81,419.10,430.67,437.76,453.61,467.44,464.49,452.48,453.49,457.33,446.58,441.40,434.89,434.29,435.01,434.56,426.52,422.83,421.60,415.04,412.40,409.90,405.03,401.23,399.44,397.81,394.54,391.90,398.67,385.84,386.90,388.38,389.76,385.74,378.74,372.32,373.55,367.38,360.50,364.79,366.97,363.21,370.83,372.68,374.96,371.75,365.30,364.51,367.92,368.03,366.86,364.58,366.79,365.07,362.51,356.78,353.19,351.24,347.56,348.62,345.68,356.28,L7
2002-02-14 22:08:53+00:00,322.74,317.86,321.72,359.92,384.41,385.50,400.48,423.31,437.45,447.14,458.91,469.85,474.13,468.44,466.14,467.80,459.77,455.13,451.11,448.81,451.01,442.72,436.50,434.67,432.62,432.10,425.80,419.70,418.63,408.10,409.68,408.26,403.77,402.46,400.04,399.47,402.43,404.61,401.86,390.08,386.47,381.72,381.16,378.77,378.44,380.66,378.69,380.72,381.06,381.54,381.11,378.51,378.08,376.75,375.85,381.03,382.06,379.48,376.81,375.11,372.47,372.49,366.21,361.76,360.85,357.79,354.65,361.32,L7
2002-03-09 22:15:05+00:00,327.15,312.26,310.80,339.62,367.60,380.58,400.29,422.21,431.75,450.34,469.02,471.07,473.52,464.03,465.77,464.12,455.88,454.12,457.16,460.53,457.82,454.24,449.87,447.44,447.90,444.07,437.24,429.90,424.67,421.81,417.77,417.38,412.04,411.14,409.51,407.53,406.32,407.29,405.84,399.97,392.42,387.74,382.99,384.50,375.09,380.41,384.40,389.93,393.26,387.95,391.71,389.03,381.21,381.03,384.01,382.38,383.91,382.00,384.22,379.86,379.31,381.49,375.64,375.36,375.59,374.72,383.63,381.92,L7
2002-03-25 22:14:59+00:00,336.80,320.81,320.61,337.40,360.96,375.95,392.89,416.45,434.57,446.97,459.72,474.86,473.64,456.05,452.40,455.76,453.45,452.36,453.08,455.95,448.79,443.89,441.94,441.35,441.65,442.47,438.26,431.84,422.30,417.98,412.54,409.80,406.94,405.12,403.66,405.46,406.80,405.56,402.69,397.50,396.95,387.81,385.53,380.85,376.63,381.24,382.82,386.51,384.93,388.09,382.90,379.15,381.45,376.22,382.94,382.85,384.52,381.68,376.76,384.47,378.49,379.62,380.42,378.01,380.32,379.05,382.40,384.70,L7
2002-04-03 22:08:45+00:00,362.72,336.22,336.30,343.56,355.81,368.08,393.81,414.60,424.48,436.03,455.04,474.30,476.25,473.17,463.75,455.23,451.48,453.67,454.63,456.31,458.87,445.13,443.14,435.93,432.84,432.48,425.33,423.92,422.98,412.78,410.42,404.34,401.63,405.27,395.90,399.74,396.87,398.96,394.43,388.65,387.33,383.01,376.45,369.64,372.25,373.75,380.21,379.90,384.59,379.63,380.70,384.67,379.18,371.64,373.48,372.55,378.39,378.00,376.58,379.86,385.73,382.19,384.84,381.28,380.57,384.53,380.00,389.48,L7
2002-05-12 22:14:55+00:00,400.47,,353.75,347.18,358.31,358.09,381.21,408.67,425.46,442.95,455.55,474.89,477.67,462.79,453.42,459.10,453.33,454.57,448.18,456.05,452.62,452.16,448.96,442.78,434.41,438.66,438.37,429.87,425.58,416.29,420.48,412.36,413.63,412.59,400.74,398.90,398.35,400.57,401.01,387.91,389.78,388.82,384.23,385.47,372.97,379.80,377.75,383.59,388.65,385.63,383.00,385.47,385.21,377.95,375.63,379.27,385.14,386.11,385.42,382.67,383.02,387.78,387.98,384.47,383.72,381.52,388.12,388.72,L7
2002-05-28 22:14:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.84,381.96,384.81,392.48,389.88,383.91,379.93,384.46,378.20,,,382.39,390.44,381.10,383.58,386.50,388.55,388.26,386.85,,377.77,376.51,379.76,L7
2002-06-06 22:08:34+00:00,,,,387.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.03,370.31,372.94,379.48,375.96,372.54,372.05,366.87,373.74,378.16,L7
2002-06-29 22:14:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.05,399.78,L7
2002-07-24 22:08:14+00:00,,,,375.55,387.86,382.82,387.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.41,360.46,368.20,373.67,374.34,374.15,370.02,378.26,381.01,372.96,376.74,378.31,374.80,371.18,370.10,369.78,L7
2002-08-16 22:14:20+00:00,356.59,348.32,358.00,381.39,384.05,381.13,390.81,409.97,411.16,426.34,439.04,447.85,451.50,441.43,437.85,442.72,440.33,434.21,427.80,432.09,436.08,436.21,435.52,431.99,433.34,436.08,434.62,420.83,413.44,410.82,404.63,405.62,401.66,400.77,394.80,393.83,388.31,389.29,392.42,388.66,387.75,382.07,378.06,381.55,378.86,378.42,377.03,377.87,378.11,386.01,380.81,382.87,376.86,374.73,373.61,370.73,377.80,378.95,382.33,381.25,383.85,382.12,382.33,377.74,371.53,370.12,362.58,376.70,L7
2002-08-25 22:08:00+00:00,,,,370.87,384.41,375.54,380.57,406.92,416.20,428.41,440.29,446.89,445.26,432.05,429.17,431.55,430.71,425.03,420.88,430.50,424.31,427.34,422.99,423.92,423.10,422.65,417.79,417.57,414.73,406.63,397.38,393.74,384.83,389.32,389.53,388.36,380.43,380.62,384.43,375.56,370.56,371.00,361.54,368.74,357.31,372.20,369.11,365.84,370.43,366.30,375.08,376.89,371.85,368.23,362.88,364.55,372.54,368.29,370.36,379.43,374.40,376.87,378.87,374.63,368.43,371.29,366.10,367.73,L7
2002-09-10 22:07:55+00:00,342.53,335.28,332.50,355.46,369.36,365.95,381.71,395.92,404.54,410.30,435.25,444.93,446.81,435.96,431.03,427.45,421.62,421.17,414.47,422.96,422.40,417.94,415.45,411.34,410.00,415.04,406.94,394.96,396.12,401.24,394.71,389.60,384.55,378.06,379.18,380.73,379.34,381.91,382.38,377.83,373.09,370.27,373.32,361.86,366.74,371.99,366.69,365.40,367.17,373.20,373.02,367.97,371.92,371.78,375.47,372.22,366.36,361.73,361.09,375.97,374.69,367.07,365.79,361.61,362.17,361.42,361.23,364.14,L7
2002-12-31 22:08:20+00:00,333.50,315.83,310.91,354.86,353.83,348.41,355.54,380.27,395.79,407.93,427.82,437.31,430.63,417.43,423.58,421.77,418.95,418.44,424.96,424.88,434.22,429.85,421.25,420.85,418.73,419.90,413.44,405.70,398.37,396.11,398.00,398.33,394.34,398.34,396.73,389.32,391.23,397.65,394.38,386.03,381.65,373.42,364.34,367.09,364.82,366.26,366.51,372.91,379.35,375.04,369.70,374.06,376.41,378.78,386.95,385.34,383.10,388.75,381.96,385.09,384.08,386.42,388.72,384.71,384.82,379.50,381.99,383.74,L7
