dates,nzd0433-0000,nzd0433-0001,nzd0433-0002,nzd0433-0003,nzd0433-0004,nzd0433-0005,nzd0433-0006,nzd0433-0007,nzd0433-0008,nzd0433-0009,nzd0433-0010,nzd0433-0011,nzd0433-0012,nzd0433-0013,nzd0433-0014,nzd0433-0015,nzd0433-0016,nzd0433-0017,nzd0433-0018,nzd0433-0019,nzd0433-0020,nzd0433-0021,nzd0433-0022,nzd0433-0023,nzd0433-0024,nzd0433-0025,nzd0433-0026,nzd0433-0027,nzd0433-0028,nzd0433-0029,nzd0433-0030,nzd0433-0031,nzd0433-0032,nzd0433-0033,nzd0433-0034,nzd0433-0035,nzd0433-0036,nzd0433-0037,nzd0433-0038,nzd0433-0039,nzd0433-0040,nzd0433-0041,nzd0433-0042,nzd0433-0043,nzd0433-0044,nzd0433-0045,nzd0433-0046,nzd0433-0047,nzd0433-0048,nzd0433-0049,nzd0433-0050,nzd0433-0051,nzd0433-0052,nzd0433-0053,nzd0433-0054,nzd0433-0055,nzd0433-0056,nzd0433-0057,nzd0433-0058,nzd0433-0059,nzd0433-0060,nzd0433-0061,nzd0433-0062,nzd0433-0063,nzd0433-0064,nzd0433-0065,nzd0433-0066,nzd0433-0067,satname
1999-10-27 22:19:03+00:00,348.28,324.74,328.94,356.01,375.03,379.05,390.70,406.81,416.75,432.58,445.37,464.42,473.19,469.61,454.27,448.53,445.33,442.83,445.91,452.15,448.87,445.37,435.57,428.27,426.54,426.82,418.69,410.41,400.06,397.81,391.42,386.45,390.16,388.64,389.42,391.77,386.30,391.07,388.63,383.56,380.11,372.77,371.77,369.18,370.56,368.77,364.34,363.34,364.67,367.49,362.70,360.89,358.28,355.45,353.60,358.19,353.92,356.41,362.82,357.92,356.30,354.18,350.09,353.40,358.32,354.29,352.80,367.67,L7
1999-11-05 22:12:52+00:00,340.66,323.65,323.61,348.95,372.86,373.74,386.24,403.69,410.99,425.59,440.78,455.64,464.12,459.39,449.34,446.71,442.12,439.54,442.74,445.36,444.53,439.62,431.11,426.62,423.65,421.87,414.25,405.37,399.66,391.56,387.01,384.26,380.98,380.82,382.12,381.29,371.53,384.10,384.31,381.43,375.92,372.45,371.10,364.96,365.35,364.51,361.15,361.42,360.19,363.07,356.38,355.11,352.31,349.27,348.00,347.44,350.00,354.10,362.82,357.92,356.30,354.18,350.09,353.40,358.32,346.32,345.58,352.46,L7
1999-11-21 22:12:47+00:00,335.85,325.16,330.66,352.22,377.07,376.32,387.80,406.17,411.82,425.85,441.34,454.83,461.87,459.73,452.18,449.35,445.47,441.13,443.42,446.81,445.11,437.03,430.45,427.34,424.47,420.96,413.03,402.36,396.59,390.25,386.82,385.88,386.87,385.41,386.87,384.84,379.02,387.54,387.63,383.65,376.72,373.55,373.11,367.32,366.91,364.30,361.68,361.55,361.57,362.87,356.55,353.79,351.12,346.90,350.23,349.31,350.57,350.78,355.52,355.86,351.65,350.02,349.21,351.46,355.69,345.68,347.37,353.01,L7
1999-11-28 22:18:56+00:00,330.83,325.72,332.36,352.55,375.57,376.69,387.81,405.58,409.06,424.48,439.28,451.67,457.48,458.13,453.77,450.12,445.55,441.59,443.21,449.76,449.03,442.01,433.38,427.24,425.01,422.23,414.37,406.00,398.06,392.20,389.36,387.19,388.51,385.35,385.88,384.94,379.12,386.26,386.42,383.17,377.07,372.75,371.02,366.71,365.28,364.38,362.28,360.51,362.63,362.28,357.29,354.13,351.29,347.25,349.79,350.14,351.06,349.65,354.04,352.43,349.96,347.60,346.99,349.43,353.78,347.14,349.43,355.04,L7
1999-12-07 22:12:53+00:00,330.44,327.16,333.17,354.84,377.12,377.04,387.49,404.93,408.38,422.96,437.11,450.34,455.47,456.32,454.64,450.98,444.78,440.86,441.97,449.15,450.99,444.59,434.84,428.01,424.70,421.83,415.13,406.72,398.28,392.89,390.18,388.55,389.06,385.34,384.97,383.64,380.07,385.51,385.71,382.08,375.41,370.75,369.86,364.06,362.09,361.22,359.50,358.81,360.77,359.36,354.07,350.69,348.49,344.98,347.63,347.95,348.32,348.66,350.67,349.37,345.96,344.87,345.12,346.75,352.10,347.30,350.02,357.51,L7
1999-12-14 22:19:07+00:00,331.02,326.89,334.51,356.96,378.13,380.07,389.33,405.98,407.81,422.70,436.55,450.19,454.94,456.23,455.42,453.11,447.80,442.85,443.21,449.65,452.19,446.61,438.46,431.43,427.14,424.05,417.31,409.17,400.40,395.00,392.26,390.83,390.93,386.95,386.20,383.99,381.08,385.90,385.97,383.26,376.28,370.93,369.12,364.02,362.12,361.38,361.06,359.08,361.65,360.27,355.39,351.59,348.99,346.10,348.45,348.13,349.61,349.72,351.49,350.30,348.53,347.55,346.41,348.34,352.10,348.68,353.16,358.94,L7
2000-01-24 22:12:47+00:00,345.52,326.89,334.51,356.96,378.13,381.05,390.36,406.71,408.41,421.57,434.17,447.94,453.08,454.82,454.61,454.20,449.09,444.79,444.97,449.90,452.14,446.61,439.88,432.92,428.90,425.56,419.04,411.29,403.09,397.69,394.82,393.21,392.56,388.80,387.15,384.86,382.00,386.46,386.04,382.88,376.55,370.95,369.17,364.54,362.66,361.50,361.26,360.06,361.77,360.66,356.23,352.95,350.14,347.06,349.30,349.16,350.40,350.20,352.28,351.38,351.09,349.94,348.61,349.53,352.47,348.98,353.39,358.21,L7
2000-02-09 22:12:43+00:00,345.52,326.89,351.16,369.09,378.13,379.69,389.56,406.72,409.54,420.70,432.48,445.65,450.48,453.04,453.75,454.46,450.61,446.76,446.77,450.81,452.49,447.03,440.76,433.92,430.08,427.08,420.50,412.26,404.07,398.90,395.88,394.14,393.16,389.39,387.55,385.52,383.15,386.22,386.10,382.38,376.24,370.73,368.76,364.37,362.91,361.89,361.58,360.35,361.89,360.18,356.65,353.50,350.73,347.45,349.21,349.13,350.42,350.17,351.91,351.73,351.91,349.77,348.33,350.50,352.49,348.80,352.62,358.36,L7
2000-02-16 22:18:52+00:00,361.85,326.89,361.06,378.25,378.13,378.12,387.47,405.37,409.39,419.87,430.91,443.66,448.89,451.59,453.37,455.29,451.24,447.65,447.45,451.14,452.18,446.96,440.94,435.51,431.60,429.68,421.96,413.21,405.10,400.64,395.88,394.14,393.16,389.39,387.55,386.78,384.36,386.20,386.14,382.80,376.79,371.65,369.00,364.55,363.07,362.01,360.25,359.44,360.93,360.54,356.20,353.62,350.33,348.29,349.21,349.13,350.42,350.17,351.91,351.73,351.91,349.77,348.33,350.50,352.49,348.80,352.62,358.36,L7
2000-04-13 22:12:18+00:00,376.17,326.89,372.78,386.12,384.39,382.39,391.65,406.62,408.84,418.41,429.68,442.41,448.07,450.26,451.92,453.04,449.53,446.77,447.75,451.46,453.11,448.27,442.57,437.16,432.98,431.55,423.67,414.41,406.48,401.81,397.83,395.88,394.19,390.31,387.76,386.69,384.70,386.47,386.38,382.89,377.25,372.24,369.95,365.99,364.90,364.13,362.32,361.79,363.02,361.54,357.34,354.65,351.78,350.16,350.91,351.27,352.52,352.78,354.56,354.02,354.02,352.76,352.30,353.22,356.13,352.33,355.93,362.17,L7
