dates,satname,sar2272-0000,sar2272-0001,sar2272-0002,sar2272-0003,sar2272-0004,sar2272-0005,sar2272-0006,sar2272-0007
1984-06-07 09:33:54+00:00,L5,151.48,178.45,,,,,,
1984-06-14 09:40:12+00:00,L5,201.36,196.19,205.50,194.47,204.36,186.74,197.35,193.06
1984-06-30 09:40:25+00:00,L5,179.88,179.98,184.90,188.19,192.13,178.98,188.53,183.85
1984-07-16 09:40:39+00:00,L5,,,,,,,,
1984-09-11 09:35:50+00:00,L5,196.15,194.99,200.18,193.20,195.23,185.15,194.69,187.32
1984-10-13 09:35:49+00:00,L5,191.08,190.02,197.57,188.68,194.70,184.24,192.00,187.72
1985-01-17 09:36:05+00:00,L5,184.57,187.79,194.57,181.88,192.97,176.11,187.11,161.20
1985-02-09 09:42:20+00:00,L5,177.21,176.43,183.63,175.24,178.37,,,173.43
1985-03-13 09:42:20+00:00,L5,190.21,189.89,196.84,192.77,189.82,184.16,189.96,188.83
1985-04-30 09:42:06+00:00,L5,193.06,190.42,201.05,191.52,196.04,185.64,190.02,190.09
1985-06-10 09:35:50+00:00,L5,191.20,190.26,198.56,194.19,197.49,184.64,194.20,192.03
1985-06-17 09:42:00+00:00,L5,189.50,185.55,193.92,184.63,189.62,182.40,187.19,186.05
1985-06-26 09:35:47+00:00,L5,193.98,198.62,201.95,190.86,198.20,182.24,195.62,190.34
1985-07-28 09:35:58+00:00,L5,,,,-77.74,,,,63.25
1985-08-04 09:41:41+00:00,L5,187.87,188.09,195.22,190.16,194.63,184.43,189.82,183.31
1985-08-13 09:35:48+00:00,L5,194.20,191.15,194.71,190.71,192.27,185.27,191.44,184.85
1985-08-20 09:41:31+00:00,L5,187.18,189.34,197.96,187.93,194.74,180.17,191.84,181.43
1985-08-29 09:35:38+00:00,L5,67.29,40.78,34.59,85.13,,201.94,252.14,263.18
1985-09-05 09:41:19+00:00,L5,194.48,193.39,200.06,193.31,197.29,185.50,195.56,187.83
1985-09-21 09:41:07+00:00,L5,192.80,192.30,200.18,191.43,197.01,,195.15,188.55
1985-12-03 09:34:19+00:00,L5,190.29,190.46,203.26,190.41,197.68,181.77,188.71,186.30
1986-01-20 09:33:00+00:00,L5,187.12,189.24,197.34,181.36,195.76,181.83,192.38,186.37
1986-03-16 09:37:58+00:00,L5,,,193.05,174.95,187.43,169.39,181.93,178.49
1986-03-25 09:31:37+00:00,L5,190.97,195.70,200.22,186.77,194.92,181.76,190.77,184.16
1986-05-12 09:30:53+00:00,L5,199.12,198.29,204.45,194.33,196.45,191.09,195.18,192.97
1986-05-28 09:30:26+00:00,L5,199.68,197.85,199.61,193.61,192.15,184.93,192.72,193.86
1986-07-31 09:27:55+00:00,L5,187.12,187.70,193.98,185.47,190.62,182.11,192.69,191.54
1986-08-16 09:27:20+00:00,L5,195.16,192.75,196.31,191.89,190.28,184.34,198.90,193.33
1986-09-17 09:26:13+00:00,L5,190.36,190.76,193.93,187.61,192.79,184.08,192.46,181.04
1987-01-23 09:26:04+00:00,L5,186.04,186.30,194.45,181.47,188.48,172.37,187.56,187.62
1987-03-03 09:33:20+00:00,L5,179.99,183.82,188.21,178.61,188.99,172.09,183.54,180.21
1987-04-04 09:34:29+00:00,L5,170.55,172.70,182.15,175.01,192.99,,196.68,183.34
1987-04-20 09:35:01+00:00,L5,186.52,189.98,193.30,186.26,198.18,186.83,196.38,192.94
1987-04-29 09:29:06+00:00,L5,187.07,184.04,192.50,181.72,188.87,173.07,185.41,188.41
1987-05-22 09:35:55+00:00,L5,189.38,188.52,192.22,188.66,186.24,179.12,186.06,183.26
1987-06-07 09:36:18+00:00,L5,190.46,189.38,192.65,190.25,191.70,182.23,187.50,184.86
1987-06-16 09:30:19+00:00,L5,194.31,192.06,195.25,192.15,191.06,185.13,190.10,186.58
1987-06-23 09:36:39+00:00,L5,198.97,196.75,202.02,193.56,198.39,183.77,197.74,195.14
1987-07-02 09:31:03+00:00,L5,188.18,188.29,193.62,190.21,195.39,189.96,189.70,191.66
1987-07-18 09:30:57+00:00,L5,192.07,194.93,199.70,187.90,196.98,194.42,199.29,193.52
1987-08-03 09:31:49+00:00,L5,192.59,191.51,196.08,200.89,204.30,196.85,201.32,197.18
1987-08-10 09:37:49+00:00,L5,186.55,185.96,190.49,188.36,190.08,185.19,186.16,183.26
1987-08-19 09:32:18+00:00,L5,193.29,190.41,201.01,195.67,199.55,183.43,195.06,192.89
1987-08-26 09:38:16+00:00,L5,198.83,202.54,210.10,198.82,205.99,197.57,199.47,198.26
1987-09-04 09:32:19+00:00,L5,193.38,193.71,199.39,193.05,196.76,185.51,,
1987-09-11 09:38:40+00:00,L5,193.61,193.55,201.25,193.07,192.07,186.81,193.53,187.38
1987-09-20 09:32:42+00:00,L5,193.98,198.31,201.98,194.50,198.43,183.80,194.78,191.95
1987-10-06 09:33:02+00:00,L5,158.59,155.35,163.95,159.10,163.39,169.05,191.56,183.26
1987-11-07 09:34:02+00:00,L5,191.30,190.83,195.47,190.55,189.59,181.68,186.76,187.86
1988-01-10 09:35:05+00:00,L5,190.69,190.75,203.54,189.66,198.97,184.04,193.22,186.46
1988-02-11 09:35:17+00:00,L5,185.67,192.13,200.16,188.97,190.86,183.99,190.76,181.60
1988-03-14 09:35:39+00:00,L5,187.15,,,,,,186.67,186.87
1988-04-15 09:36:14+00:00,L5,189.77,196.80,202.66,194.54,201.22,189.25,197.12,194.43
1988-04-22 09:42:04+00:00,L5,192.36,192.18,196.76,185.85,191.80,179.39,185.72,184.83
1988-05-01 09:35:57+00:00,L5,,,,167.67,171.24,182.15,189.50,196.71
1988-06-02 09:36:14+00:00,L5,191.84,196.74,197.92,191.22,195.20,182.50,190.92,189.46
1988-06-09 09:42:27+00:00,L5,198.28,198.07,203.68,193.63,198.29,185.45,200.91,194.81
1988-06-18 09:36:43+00:00,L5,199.45,195.14,198.24,189.61,184.70,187.39,186.50,192.02
1988-07-04 09:36:24+00:00,L5,191.80,191.91,196.57,189.71,198.96,184.01,196.68,188.55
1988-07-11 09:42:36+00:00,L5,189.54,191.80,200.22,191.25,196.11,183.97,193.91,179.43
1988-07-20 09:36:27+00:00,L5,187.16,183.70,187.75,180.62,183.75,172.74,183.19,179.66
1988-07-27 09:42:39+00:00,L5,185.03,185.63,190.36,186.17,188.36,181.13,187.12,178.48
1988-08-12 09:42:37+00:00,L5,188.36,188.20,195.00,184.13,193.05,180.11,188.09,183.12
1988-08-21 09:36:53+00:00,L5,193.18,190.68,199.37,189.87,196.20,182.01,194.52,193.50
1988-08-28 09:42:43+00:00,L5,196.27,195.10,200.72,192.98,190.89,184.71,191.95,187.61
