,dates,mex0186-0000,mex0186-0001,mex0186-0002,mex0186-0003,mex0186-0004,mex0186-0005,mex0186-0006,mex0186-0007,mex0186-0008,mex0186-0009,mex0186-0010,mex0186-0011,mex0186-0012,mex0186-0013,mex0186-0014,mex0186-0015,mex0186-0016,mex0186-0017,mex0186-0018,mex0186-0019,mex0186-0020,mex0186-0021,mex0186-0022,mex0186-0023,mex0186-0024,mex0186-0025,mex0186-0026,mex0186-0027,mex0186-0028,mex0186-0029,mex0186-0030,mex0186-0031,mex0186-0032,mex0186-0033,mex0186-0034,mex0186-0035,mex0186-0036,mex0186-0037,mex0186-0038,mex0186-0039,mex0186-0040,mex0186-0041,mex0186-0042,mex0186-0043
0,1985-09-26 16:41:31+00:00,,136.8537056274949,,,,,,,,,,,,,,,,,,,,,,,,,,90.06266768469018,92.08849375079814,102.41186716346954,119.19913417321084,117.43734779263323,,,145.91542308732375,160.431794202487,170.28986952397472,179.7497641078413,188.00012104791873,188.12513686844557,184.1433618448373,189.52047435557853,193.73863548468734,193.30664271464417
1,1986-04-06 16:38:23+00:00,220.4651064592864,175.71943883376488,195.01172359537503,197.15379645168295,195.53043677839952,195.8154284521426,198.7393404249494,201.89412950117838,190.80918342736382,198.01108958101008,196.67401239139502,198.93112431028663,194.36688758089554,189.4958935607681,193.83139267939438,191.2127093200184,191.22978084563712,194.73478496535068,196.02665099536006,192.7196993122533,191.45004874404066,181.6042985817349,175.31851925256797,162.022747983898,153.4373197744245,140.25426378723196,130.50512861457062,124.92000449544311,122.50021702143864,132.9366322084722,140.87515214896646,148.99081076335665,167.24608025731783,183.12899600710105,184.1776435751761,195.18415617644274,201.0960990868291,207.19257719073977,213.62886127571556,211.43880638904642,215.2287254271119,219.5102382578439,220.46532467848496,218.30794367455331
2,1986-04-22 16:37:37+00:00,,166.36571823835678,187.27209924504376,191.55310053379813,193.2369119435836,191.65886061962624,197.93084502901337,191.89143772461546,187.5627463395427,184.7093746979774,186.99328285160118,187.92437874808448,174.51745414024384,176.8325290554717,178.04820831032737,176.87390764618732,177.54048009395862,179.84400885134926,186.2420994332925,183.67306967628502,183.52835093527622,164.4782111065157,165.16174531256834,153.92719203908416,136.2498972528249,124.53299869842084,116.40492196762273,113.217352683882,113.96419147501842,125.271351155909,132.92080178031063,141.75471986858656,156.74674419427316,168.91935097281663,175.77701843836877,187.3968380815206,196.573633426329,206.57373201377663,209.1690284161598,207.22073726676052,210.02180915632854,212.30444914696315,213.39566482436234,210.8214358173063
3,1987-09-16 16:39:39+00:00,,129.70482964097923,,,,,,,,,,,140.4148638794822,,,,,,,,,,,113.73293972826865,102.81533349899519,101.85147947483624,95.6110152759841,96.22467532325354,100.25408938153714,102.65884553861636,123.17485944470795,136.6777990800328,146.00636212169158,141.79319518919758,152.1915344532298,168.2585614476093,173.10717368920666,177.41378210590221,182.4855995201154,182.2687288630422,181.73429735968335,193.53042127651415,200.22904419448477,195.2864600686931
4,1990-01-27 16:34:27+00:00,,183.7959740359808,173.52625907768686,181.47823272413933,181.13622581717814,177.8598430054791,180.37619602485574,187.20758787765777,202.26701878155177,195.56884814562108,194.20094348889901,187.918695424053,193.09331764756,183.22300002876477,178.55590329280338,184.44536007646093,186.24308879813114,181.22049621690502,177.398605055497,171.4895647401761,165.30515767266152,167.6905085113748,165.27121057675458,153.47851094022332,145.7324915606138,134.9194027712573,133.49484866386484,134.29557168221032,134.90130936810624,147.6477392016647,161.6191674646221,165.9234096493238,170.98187849280845,186.5534971073599,190.36387599199435,195.2891762042409,198.37656666364057,203.24551872632668,209.90571583926504,237.53999487615684,212.1729321376685,214.13382422948862,216.23352862283383,220.18675202706314
5,1990-02-28 16:33:25+00:00,,194.37207382042246,201.8812346416684,200.84938824505065,196.37989770047656,192.67312820565616,199.6710072167476,203.0179315246393,203.75214938484007,202.50115121674457,202.2707791158799,201.5630176767283,193.04427387251997,185.61526642808525,187.66970607943023,190.01169889000099,191.00971084998295,189.36348232069693,192.04710007590688,196.4155586230102,198.43304668411122,183.21183851671975,174.3570385590799,154.77702079248735,139.53299262787053,136.02925523098597,137.35160807363698,140.77311010146337,144.34841251895168,160.72589727778376,181.08242482866876,187.58015777519438,197.61303984227513,200.08512346410294,202.08392140876657,206.7186606587826,213.61892175977258,219.15598995843192,218.6034258412894,224.4713553564591,222.54622159614235,225.3746456912922,229.5691518006492,229.35365767049456
6,1990-03-16 16:32:53+00:00,,221.19029640668833,217.29910460938433,221.7231510733499,221.14022673840566,221.12363331101687,227.42078096077574,224.60799265776657,210.39151224222775,209.44785506804584,207.2585709425722,201.4246387060336,191.9455092963485,190.15070415117958,186.3764048999572,192.7328544081628,196.1103160234678,196.79721725154923,199.30925145534417,198.57874202411415,200.03465071077838,187.46230777430762,180.5420670319843,169.0427711313471,157.4115395509306,151.1584320771381,140.12224359804392,140.34386135701612,143.12700921004057,154.50984424533314,172.99931624603903,176.6482559287504,184.55360849512624,190.1154367020418,200.63094648624892,208.75674813991859,213.59441242828657,222.79106782198156,225.7820971993051,228.4518634870089,222.22381634153487,228.53567038238617,233.630519331627,230.80890885123296
7,1990-05-03 16:32:29+00:00,238.91521958528165,212.17953538400718,211.68389182268072,216.3816847556379,203.97652290219975,206.1878378561732,218.5894015347246,214.46981290308736,196.0644650823068,199.0618142231022,205.67302192225878,199.80607058319555,191.6545213693789,192.94604515824915,188.37383017118137,191.9069857616818,200.1107644895993,202.1415661611067,200.78881211207545,199.62974057916801,197.6922540726831,198.75643158511082,183.50147951654432,168.98291807601126,158.74830104824008,147.76111833329108,137.74892501906967,140.82205618576256,143.27820477086198,151.98410163356314,171.31354257253147,171.5754941934656,179.0659413149405,191.9045692966313,198.90106779159788,206.8264840080535,213.35554805818632,221.9338811810654,223.40021281676533,223.6412400975757,226.7774551311528,227.0408519668219,232.226130786625,232.4428142655125
8,1993-01-03 16:33:52+00:00,,164.88463521968035,159.9897730129801,155.4478306775989,156.15456989594577,153.00494276651472,163.0050452347656,166.24645157238854,176.13837988409017,176.44121862869093,177.85094683476635,181.56221990800816,174.16626503593358,175.49156570044724,176.30200415574487,174.08431160376892,165.27377952191094,164.13214058594846,167.258038737101,165.38070641001528,165.69881230327013,166.99963244451794,165.25235987727032,158.6485764447786,157.61215681186863,157.16717081368887,158.73470711420129,159.04803133090473,153.77134854085642,165.9668296018552,173.76872451504914,179.90577009632037,185.18646654762102,189.4013135819662,191.48410996329795,200.842281714663,206.4064281191937,214.14816728405722,218.10421545890256,219.03320690311367,222.75066828964353,231.84339083344105,235.51923849731702,238.36763765467614
9,1993-01-19 16:34:27+00:00,,159.33956204476195,162.02857594704028,154.6125327186448,155.9356063865327,152.604118285908,156.04238761384377,160.3413481549718,158.5363156544671,158.9841387079999,162.25488856893415,172.81650156049065,171.48747625727,166.93526606598203,175.88872845374937,175.00535685170223,177.04347549465905,175.7089970430998,170.27917612683393,174.16447011992994,167.9784187322162,171.3260025129097,168.27663125102802,165.51108666340292,161.92943848946092,161.59251623267193,163.121480617102,161.1995976318587,163.40002718419456,169.37978810498532,185.40158328531334,183.9433895221386,189.5395214673728,195.46465740525275,198.41655614207448,205.69063307859966,211.37351955145186,221.8548957160733,226.01461407365625,226.24988170682929,228.20199297494327,234.08529042931912,239.68743151394622,232.94982685486724
