,dates,mex0186-0000,mex0186-0001,mex0186-0002,mex0186-0003,mex0186-0004,mex0186-0005,mex0186-0006,mex0186-0007,mex0186-0008,mex0186-0009,mex0186-0010,mex0186-0011,mex0186-0012,mex0186-0013,mex0186-0014,mex0186-0015,mex0186-0016,mex0186-0017,mex0186-0018,mex0186-0019,mex0186-0020,mex0186-0021,mex0186-0022,mex0186-0023,mex0186-0024,mex0186-0025,mex0186-0026,mex0186-0027,mex0186-0028,mex0186-0029,mex0186-0030,mex0186-0031,mex0186-0032,mex0186-0033,mex0186-0034,mex0186-0035,mex0186-0036,mex0186-0037,mex0186-0038,mex0186-0039,mex0186-0040,mex0186-0041,mex0186-0042,mex0186-0043
0,1985-09-26 16:41:31+00:00,,140.53749134200137,,,,,,,,,,,,,,,,,,,,,,,,,,95.85147380748609,97.87729987359404,108.20067328626544,124.26433953065725,121.93975255480782,,,150.98062844477016,164.11557991699348,172.67349557453772,181.77584625081985,190.25132342900602,189.57233839914454,186.5269878954003,192.41487741697648,196.6330385460853,195.06845327375598
1,1986-04-06 16:38:23+00:00,223.39324364488047,178.11518744016004,198.30587792916836,200.91854426173248,199.29518458844905,199.10958278593594,202.50408823499893,205.6588773112279,193.7373206129579,201.7758373910596,200.43876020144455,202.22527864407996,197.66104191468887,192.79004789456144,196.22714128578954,194.14084650561247,194.52393517943045,198.4995327754002,198.95478818095413,196.01385364604664,193.84579735043582,184.00004718813005,178.24665643816203,164.95088516949207,156.73147410821784,143.18240097282603,133.79928294836395,128.68475230549262,126.26496483148816,136.70138001852172,144.1693064827598,151.91894794895072,170.54023459111116,186.42315034089438,187.47179790896942,197.5799047828379,202.64628936155538,208.5102389242571,215.0929298685126,212.3799933415588,216.77891570183817,221.39261216286866,222.34769858350973,219.45373648630752
2,1986-04-22 16:37:37+00:00,,169.2626782177127,191.25541921665817,196.10546621564316,197.78927762542864,195.64218059124065,202.4832107108584,196.4438034064605,191.10347520319996,189.26174037982244,191.5456485334462,191.90769871969889,178.50077411185825,180.8158490270861,180.9451682896833,180.41463650984457,181.52380006557303,184.3963745331943,189.78282829694976,187.65638964789943,186.42531091463215,167.3751710858716,168.7024741762256,157.4679209027414,140.2332172244393,128.0737275620781,120.38824193923713,117.76971836572703,118.51655715686346,129.82371683775403,136.90412175192503,145.2954487322438,160.73006416588757,172.90267094443104,179.76033840998318,190.29379806087653,198.44813694238283,208.1670600024224,210.93939284798842,208.35882868722177,211.89631267238238,214.58063198788568,215.67184766528487,212.2069384161287
3,1987-09-16 16:39:39+00:00,,134.24740642235795,,,,,,,,,,,146.66090695387797,,,,,,,,,,,119.28497801662044,109.06137657339096,107.40351776318803,101.85705835037987,103.36301026542013,107.39242432370374,109.79718048078296,129.42090251910372,142.22983736838458,152.25240519608735,148.03923826359335,158.43757752762556,172.80113822898804,176.04648807715762,179.91219933566052,185.2616186642913,184.05331259858386,184.6736117476343,197.09958874759744,203.79821166556806,197.45899679022205
4,1990-01-27 16:34:27+00:00,,185.95897205513768,176.50038135402755,184.87722961138584,184.53522270442465,180.8339652818198,183.77519291210226,190.60658476490428,204.91068302718793,198.9678450328676,197.59994037614553,190.8928177003937,196.0674399239007,186.19712230510547,180.71890131196025,187.0890243220971,189.21721107447183,184.61949310415153,180.04226930113316,174.4636870165168,167.4681556918184,169.85350653053166,167.91487482239074,156.12217518585948,148.7066138369545,137.56306701689346,136.46897094020554,137.69456856945683,138.30030625535275,151.04673608891122,164.5932897409628,168.56707389495995,173.95600076914914,189.5276193837006,193.33799826833504,197.45217422339778,199.77615361721266,204.43516763686296,211.22754796208312,238.38974409796847,213.5725190912406,215.83332267311187,217.93302706645707,221.22122934057293
5,1990-02-28 16:33:25+00:00,,193.76969408213824,201.0529625015276,199.90279151346115,195.43330096888707,191.84485606551533,198.7244104851581,202.0713347930498,203.01590748249268,201.55455448515508,201.3241823842904,200.73474553658747,192.21600173237914,184.78699428794442,187.067326341146,189.2754569876536,190.18143870984213,188.41688558910744,191.3108581735595,195.5872864828694,197.830666945827,182.60945877843554,173.62079665673252,154.04077889013996,138.7047204877297,135.29301332863858,136.52333593349616,139.82651336987388,143.40181578736218,159.77930054619426,180.25415268852794,186.843915872847,196.7847677021343,199.2568513239621,201.25564926862575,206.11628092049838,213.22914663500043,218.8246811023756,218.2353048901157,224.23470617356173,222.1564464713702,224.90134732549743,229.09585343485443,229.0655630130543
6,1990-03-16 16:32:53+00:00,,219.59799459375225,215.10968961659722,219.22096251016464,218.6380381752204,218.93421831822977,224.9185923975905,222.10580409458132,208.44536558197254,206.94566650486058,204.75638237938693,199.23522371324648,189.75609430356138,187.96128915839247,184.78410308702112,190.7867077479076,193.92090103068068,194.29502868836397,197.36310479508896,196.38932703132704,198.4423488978423,185.87000596137153,178.59592037172908,167.0966244710919,155.2221245581435,149.21228541688288,137.93282860525682,137.84167279383087,140.6248206468553,152.00765568214788,170.80990125325192,174.70210926849518,182.36419350233913,187.92602170925468,198.4415314934618,207.1644463269825,212.56409949050442,221.9153018248667,224.80902386917748,227.82631634621256,221.19350340375271,227.28457610079354,232.37942505003437,230.04737320156786
7,1990-05-03 16:32:29+00:00,239.14387043747112,212.3666133539804,211.94112403139388,216.67566442273866,204.2705025693005,206.44507006488635,218.88338120182536,214.76379257018812,196.29311593449629,199.35579389020296,205.96700158935954,200.0633027919087,191.91175357809206,193.2032773669623,188.56090814115458,192.13563661387127,200.36799669831245,202.43554582820747,201.01746296426492,199.88697278788118,197.87933204265633,198.94350955508403,183.7301303687338,169.21156892820073,159.00553325695324,147.98976918548055,138.00615722778284,141.11603585286332,143.57218443796273,152.2780813006639,171.57077478124464,171.80414504565508,179.32317352365365,192.16180150534447,199.15830000031104,207.01356197802673,213.47659850934545,222.03677406455066,223.51453824286008,223.71473501435088,226.89850558231194,227.18784180037227,232.37312062017537,232.5322863381084
8,1993-01-03 16:33:52+00:00,,163.4273623695355,157.98602284403094,153.15783048451414,153.86456970286102,151.00119259756556,160.71504504168084,163.9564513793038,174.35726862280202,174.15121843560618,175.5609466416816,179.558469739059,172.16251486698442,173.4878155314981,174.84473130560002,172.30320034248078,163.27002935296179,161.8421403928637,165.47692747581286,163.37695624106613,164.24153945312528,165.5423595943731,163.47124861598218,156.86746518349045,155.60840664291948,155.38605955240072,156.73095694525213,156.75803113781998,151.48134834777167,163.67682940877046,171.7649743461,178.12465883503222,183.18271637867187,187.39756341301705,189.4803597943488,199.38500886451814,205.4634868632176,213.34666721647756,217.2136598282585,218.46070685484247,221.80772703366745,230.6983907368987,234.37423840077466,237.67068107417208
9,1993-01-19 16:34:27+00:00,,160.29579039206823,163.3433899245864,156.11517726441178,157.4382509322997,153.9189322634541,157.54503215961077,161.8439927007388,159.70503919006364,160.4867832537669,163.75753311470115,174.13131553803677,172.80229023481613,168.25008004352816,176.84495680105564,176.17408038729877,178.35828947220517,177.2116415888668,171.44789966243047,175.47928409747607,168.93464707952248,172.28223086021598,169.44535478662456,166.67981019899946,163.24425246700704,162.76123976826847,164.43629459464813,162.7022421776257,164.90267172996155,170.88243265075232,186.71639726285946,185.11211305773514,190.85433544491892,196.77947138279887,199.7313701196206,206.64686142590594,211.99225554088534,222.38082130709174,226.59897584145452,226.62554284327103,228.82072896437674,234.83661270220261,240.43875378682972,233.40715345575285
