,dates,per0002-0000,per0002-0001,per0002-0002,per0002-0003,per0002-0004,per0002-0005,per0002-0006,per0002-0007,per0002-0008,per0002-0009,per0002-0010,per0002-0011,per0002-0012,per0002-0013,per0002-0014,per0002-0015,per0002-0016,per0002-0017,per0002-0018,per0002-0019,per0002-0020,per0002-0021,per0002-0022,per0002-0023,per0002-0024,per0002-0025,per0002-0026,per0002-0027,per0002-0028,per0002-0029,per0002-0030,per0002-0031,per0002-0032,per0002-0033,per0002-0034,per0002-0035,per0002-0036,per0002-0037,per0002-0038,per0002-0039,per0002-0040,per0002-0041,per0002-0042,per0002-0043,per0002-0044,per0002-0045,per0002-0046,per0002-0047,per0002-0048,per0002-0049,per0002-0050,per0002-0051,per0002-0052,per0002-0053,per0002-0054,per0002-0055,per0002-0056,per0002-0057,per0002-0058,per0002-0059,per0002-0060,per0002-0061,per0002-0062,per0002-0063,per0002-0064,per0002-0065,per0002-0066,per0002-0067,per0002-0068,per0002-0069,per0002-0070,per0002-0071,per0002-0072,per0002-0073,per0002-0074,per0002-0075,per0002-0076,per0002-0077,per0002-0078,per0002-0079,per0002-0080,per0002-0081,per0002-0082,per0002-0083,per0002-0084,per0002-0085,per0002-0086,per0002-0087,per0002-0088,per0002-0089,per0002-0090,per0002-0091,per0002-0092,per0002-0093,per0002-0094,per0002-0095,per0002-0096,per0002-0097,per0002-0098,per0002-0099,per0002-0100
0,1985-03-27 15:03:40+00:00,324.90303095273885,318.5639432931059,301.97126583129443,253.8367295466489,,,89.90298487057836,106.08228001220364,106.361390569829,122.72465714587993,117.99475697710785,112.55432121350319,107.28419407075069,105.70193144078225,105.84455913458089,112.16190331863233,116.9171059074988,117.72506171527831,124.75835721639716,130.87743164819804,132.7760021539266,131.92708406528186,137.4573216105204,142.3557097044735,142.30154397633254,137.2414372436878,137.96309668676196,135.91964236143292,137.1874090902317,133.86794720224663,134.49595204396036,137.03223802907667,135.92123547446113,142.3150723494693,144.29919596853745,141.0951211073209,138.20087209463475,144.96354392625176,149.89210059131725,153.39335294496985,157.8573071164675,157.05411801640773,161.21367614344194,158.35291846560165,157.52175142591426,161.779624674097,161.32831934580935,158.07942063314283,160.08841243462857,158.20699360468717,154.66229381121968,158.32220679459707,159.79546676968087,157.7108407173546,155.70645824486658,156.64647467580906,155.75963300937534,153.39818926049074,148.42691718833896,151.63051513725054,149.3040186202716,147.23520906859463,152.2291764939614,151.2103400691713,151.25930442042122,142.48932632325904,141.8440491550015,134.74354850565382,128.1446813618573,126.11974069880355,128.86707614017192,122.20730638354208,123.90493940644224,120.35707032841698,115.38034231755753,117.98198179837004,113.57159911711106,112.47715855440613,108.01444902778873,108.65932744728316,106.18664465161321,108.94308680538356,104.2999305308062,106.81216048308465,110.12026972048672,106.07845918199033,107.13560090980921,110.31585631328211,109.22854556765289,111.0844287379434,110.45578746498155,118.31907335423155,,,,,110.7792656848468,108.2128569997518,110.88265025996247,121.75168928537101,
1,1985-12-08 15:01:45+00:00,,,305.35288020785305,267.8482712225549,,,84.77573508033528,92.48226854686808,97.89420957633821,105.17335116733011,99.32249316358215,90.6862432919179,86.52376001815458,85.59194873433054,87.85476522634234,98.05665249757656,100.9001834608606,107.97823299477317,112.59290893894999,109.75231393499621,106.67893227599424,110.85706343439632,117.52895172902457,118.9503936260196,125.52363092531449,129.72213402171533,126.33538309514917,124.47410807207899,124.06520605805538,119.1832392571052,120.59777901892365,117.72691951296159,114.33349083982644,113.22617950478771,118.8019842392972,,119.9909515312004,125.03026094642414,131.52374943273773,138.0503874574815,140.02373751614206,143.2978451733739,144.7389265596448,145.70014680270583,142.6824380329451,144.73284560017856,146.79218568492823,146.65643880246338,143.2901774892815,144.64226163083396,146.91932126137976,143.1916186710451,145.62839887600228,146.05074995545604,142.7955614144619,143.09212367500686,146.12459106810098,149.19301469630997,148.29365238695277,151.02469358402942,150.60272797279967,153.67972595286133,145.30659594236297,142.84695382863487,134.90730043787713,131.75741304651854,127.06226039164257,122.31597190675107,119.58180288213725,117.61980835773215,117.78599207156539,115.24321168876887,113.16221296108804,111.2343203797435,112.13836900557916,104.60696778997148,101.7638284161784,98.59833682222333,97.88602773041771,93.48561087710168,92.38780365553878,94.33618815987312,90.1331193199704,81.1498488550115,77.49986875797289,79.38900959623959,78.95842764593479,83.66945214578065,84.73923558642058,,,,,,,,,,,,
2,1986-01-09 15:01:10+00:00,284.7155486238004,305.32072068372867,307.0292465031942,286.0772957899585,,201.4530481878188,115.9714165000432,113.7397347157188,119.4510468161628,133.08956420264133,124.69960405616014,115.31617008886178,107.3849812003459,110.9305603895953,111.08976384172735,113.13047797079507,117.3209071947909,123.46783228003666,130.72420636183597,128.48779816683717,133.35406899066456,140.45353285747913,141.5578934629427,148.85764644025335,150.87393562678372,152.34530735576834,146.30116732683493,144.5869980554382,145.4589075177115,146.67850879352142,145.08860605506393,143.44462490614845,142.47169208425277,141.14372547011735,144.18228763122838,145.2218997728876,152.35930580079017,152.2331011490094,152.78150831129057,157.44179396535614,161.4821318347679,161.36741995646682,157.53935701836596,168.39279017937656,,,,,,,,,,,,,,,,,,,,,172.74152550451154,165.29949643496556,171.29275625568795,170.81106361446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-03-14 14:59:46+00:00,,,,,214.21787752785949,174.6111227489445,132.7870671160059,113.33041874976787,118.5832398554662,136.366046218294,123.56459539054265,112.3147790511127,112.45751830439413,111.58833036066721,108.62437952905866,109.15054554505946,111.5724270286206,115.71093895717041,123.09387738172158,127.51835208203079,131.23321711576008,135.70750583137908,137.65327717795194,144.9852552912749,147.6765730706128,142.94616430531892,137.5832299538702,138.0433709759989,138.95959996280848,133.8912941102674,131.65910026259917,133.83629895083794,132.07915844664197,139.7869786751784,140.50040593373691,145.29091995215254,147.6479526822788,144.60198949620116,147.19882071357097,151.7325072028598,154.1283736023919,154.80251126412395,153.6512143073148,157.73782556748486,160.5327349707709,159.10798194743765,162.65104099373295,156.23055582485105,154.81774638278026,154.28585449120988,154.9789004335781,155.26458645704557,154.23233931881398,155.31503293351375,154.25586634139094,157.2644500399882,161.341275615949,159.91608420428594,155.00701066687205,154.74761164473702,154.0610610515361,156.79147579937782,151.6091715947958,153.31753430358393,152.9426252160186,150.47976457925935,144.40132772825388,139.59345404325884,140.21676276573052,132.80184031224,126.12776439261432,126.84400279725813,120.4665473348954,124.20742086223443,122.75454637002564,123.20737653453897,122.16262807906148,118.33514837876426,119.62091552946443,116.95293334724022,106.89991694693927,107.06588497423374,108.65782606814598,109.43351779404564,111.7909858084409,107.31613482520719,108.9845477537006,112.57198317375787,109.89934185890463,116.490143947629,114.64664078896092,113.816243144935,,,,,110.35361852294368,109.16780916302508,108.57271916555901,120.97356447038905,
4,1986-05-17 14:57:53+00:00,217.23255527435248,215.85080883461006,215.17521038334894,211.47089813663015,206.66956315372053,171.02952109568363,133.5970455659333,118.28845444993989,122.51025269278873,148.07087465836258,139.45403256758834,124.79280180532056,116.72437098336502,114.91184373134665,113.25820202251919,118.27488530899205,121.96592040833794,122.64140195660046,129.18071921572238,135.5324252028754,132.0470805952542,135.88864509660365,135.7768149385825,144.1204353384879,150.72841303196583,148.51638791123486,145.69228061556686,144.0698422604395,147.3852951743996,137.47137328979497,135.7964106197543,135.17821002655865,135.30780379240923,135.4671345690273,126.39486250326829,127.03437767260786,138.99280886437583,145.36389953884176,154.49783910147377,158.1853613721269,156.21026238041534,157.61585377962476,157.74362080425811,159.53693051846872,155.3048326689391,162.53655926160934,160.98315522673988,151.43698896178117,162.26076309889257,161.84400285348943,160.68667179338192,154.73029264314027,163.5925937754141,162.80449894284538,163.39147219960822,157.83467493291224,159.80068447831374,159.02688756577683,146.31747833295768,152.4668903187248,152.167536448324,177.33875912414652,153.3761137054287,155.38646848902206,157.26369029137382,150.78707796463596,148.73895586298303,140.98304738020587,137.8478499233895,136.2014455379711,131.18133604282346,132.65901876778912,123.6485302616643,118.20915622656942,120.07984333116826,118.7537442071659,109.16580908647438,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-07-04 14:56:48+00:00,240.9210174434825,237.6321358514905,226.10798351081084,215.36300132594104,207.5173231114447,171.91522070083712,136.83472043823312,114.99303899072382,116.99521251533933,139.93641176386635,133.16627260571548,124.18522619302252,110.68350681537957,111.48917966179985,110.19055388288133,106.61406789437916,118.37057479507723,118.26252150521876,121.51019624953237,124.31726971320337,125.73585038661163,132.41747094076356,134.3346323340023,141.26295272105875,145.72419716998937,145.93088475766552,147.24695464817322,145.4685539456584,148.43043410630116,139.21178330110897,140.45661144135667,141.90550559550348,142.34353612588518,142.05742033894168,142.18185212339165,145.3291047588359,147.57678750846722,148.23425757946808,153.17782610931172,160.89555612089188,163.35576490295944,162.98260084103876,162.29776142147367,166.05835942607484,162.08975368795853,165.84269624470846,163.34228645064294,163.37430703731354,163.90134966351437,160.95614979050407,161.7428555520504,155.81358305065305,157.20785292735707,156.06963771660836,159.7227810678909,157.4897890340772,158.58189664422275,156.0552427384993,153.08229014215496,150.2459417502953,150.65130323314042,152.96342274843545,150.76502126987708,148.81069511613498,145.48360990260173,142.1285476309656,137.06188063390482,136.08309163355761,138.24829371567702,132.07212431746706,130.32261044805355,129.0670346102556,126.75019373678722,123.14006552116528,119.92731975958021,123.32179680699048,120.54012443250664,120.63672485251328,117.50981706258789,114.5893707082184,114.20423642973438,113.42996911459198,116.82608550724868,112.39337680908956,111.05669287088732,111.49751444793654,113.41250701226677,113.54612095700207,112.64257573939443,111.58956753656018,114.30729252915955,114.60605774542191,,,,,116.2188684283229,114.18275105266916,118.11381469489459,117.39466081219085,
6,1986-07-20 14:56:15+00:00,237.95334485688608,241.3504136625523,236.67459388873536,228.20787516584343,218.8094693264982,185.40131999708169,139.3930126944012,120.55738878091077,124.16601340970014,135.84593443524085,129.49794823735553,119.93930943292855,110.5366183859932,114.80836783453479,113.69796165026067,109.89821705413203,111.91118263123371,112.347774540273,128.61778106793682,128.01180680039056,129.21940273667104,134.25943856624747,137.80406608859766,141.32412157164129,147.52545235128883,147.97177183973974,145.38819987032687,142.5059707862936,144.74040936931243,146.24400958394008,144.75599514881836,144.2457927434241,146.20844391883347,148.08773428370833,150.26908553716507,148.47054339637106,155.31223894338422,156.99964793708048,156.06935195087232,160.97332172020046,169.37376566363812,166.1996196614437,164.4872671153472,164.48773743840047,168.12768556460063,168.89356059288662,169.8469625235951,175.92435436353912,167.16785980958042,162.85855155783162,159.70386449916964,164.50788020649972,159.91912475967382,161.62437399517,159.65266140161742,162.1226788001561,159.21635674215707,160.35418584133657,160.46209205055243,154.07335585634712,155.08084051440525,154.43175545763546,156.80600078290507,153.92511689426348,152.59701095334276,151.0026103239786,144.7704798061396,136.37278987545682,137.21215320152118,135.3696846186806,133.12163732443878,130.1644819943036,127.79289309040225,126.5641558463596,124.79369550991476,127.81686053182585,127.40017725053453,126.0708193407706,125.58214532436217,123.27117603893386,120.31275785180303,115.76346308798448,117.24417631187141,120.07362290753042,117.65912699595387,115.5269748669241,118.2019461758978,117.24546081910304,116.95054682652959,118.40216325626257,120.85225052997392,118.50779411718499,,,,,116.43052047235425,116.89246358053067,117.91762626853576,122.66109813285131,
7,1986-09-06 14:54:05+00:00,246.50284744964722,250.95362899852898,251.24214498645267,251.05997073120227,236.74799459359863,199.12077952243476,150.1253621521519,122.0435844605258,123.53764497570172,135.297219571226,127.96861864674156,113.84081236665287,107.88915631151751,107.17599020983874,110.65304843365219,111.44081203125957,119.11858293645784,119.21757510550793,124.33714012358467,124.30883591695215,129.66445490117485,134.10426485206602,135.39049234312242,140.98216047052554,145.0004464371046,144.72112059580803,143.83663675829095,143.49734504157618,146.78091862499292,144.8269564745479,145.28724408714774,145.71919399543836,139.20678581419696,142.10469072356037,139.42112718681557,148.10962490919135,149.4301591082674,151.5349425855186,154.34252927792716,157.32593132964203,163.30620272103462,163.1627010027794,161.82649301867644,157.13309262141632,157.27518551562395,159.37505212725713,166.96046784973277,166.8945665769465,163.91196925779792,161.48268602948005,162.124436109158,161.5198563594719,165.45354918019342,164.79534781858325,161.10945370461727,159.69417900170748,160.02690477753816,160.79806012349042,155.26059370897752,154.3339308572267,154.46795687123472,155.29306990318747,155.73846242742874,156.02157963509603,152.555093875098,148.31044265469615,143.19917108704334,139.1038391144332,135.61146743249355,134.23511374292764,132.59056339686265,129.0790256585081,128.0539841590503,124.76829889843502,124.76349410268755,121.61580623560208,119.2310662631734,116.14184378192385,120.16091251142781,114.06071096835585,113.2974107983116,107.257542941482,110.24944524167556,106.72974622100404,111.37880222147925,110.30861075356349,106.46577301235446,105.30944503888179,108.10363376640873,109.8208579218735,113.6065210118652,114.98654225844567,116.42637904498302,119.16925898847695,,115.1232259565047,113.27554850968852,116.41770962136528,116.13744332331194,119.01531458530387,122.52957807399487
8,1986-12-27 14:52:50+00:00,,,,,,,,,,,,,100.64893054238816,90.60857392845406,92.89106535350588,,,,,,119.7689090912277,111.92196784025754,107.41103821919674,109.95860921450388,,,,,106.98808326412099,,,,,,,,,,,,,,,138.04347710266046,137.69174640705663,144.19396883940473,143.06793909891687,143.46440248685118,149.0034047619298,149.14286280198002,148.48447001614522,153.617868630243,161.35355779997565,152.0230389444541,,,,151.43518996316283,152.64570800380383,152.0702928252791,153.71153649411607,151.24773911255667,150.784814344192,150.6163537920451,147.99058153053005,138.5807494508611,139.052631043993,138.28792396419337,134.13443666351364,109.62820553114668,105.17004456874334,,,,,,105.09236076040162,99.60984137502668,91.27794147614712,94.01132335968641,98.749723133416,98.59170722608688,95.29569901676886,96.27708822450668,,,,,,,,,,,,,,,,,
9,1990-01-20 14:55:37+00:00,170.07313360138258,178.35938647398436,203.47746618134516,220.28614257906585,237.92211274876695,223.74932205606203,188.01155802573638,173.05700511091027,171.7213359118107,186.04873283254355,168.23874618719714,156.0267869047988,146.4563483495612,141.5018772683162,140.78101103730435,131.26348515592207,134.28585124097782,134.5671311655857,140.76313391597216,142.10661114807525,142.27050690928905,146.18730125236286,149.72351071968728,154.48778104398386,154.45463246318673,155.7445269592225,153.1548463645226,145.1493960356095,146.9013862662415,141.6845992200238,146.82887608897371,143.99839309473148,143.83036465322272,147.177333463039,148.21009487404686,148.34004547323892,153.0515231773667,158.15399646557435,148.8494364074466,153.16438691491325,157.38614282512233,157.1140434396469,164.06205878536412,134.56774671175026,151.79361303107976,,,,,,,,,,,,160.1259250275118,159.8085736763553,159.93333646672656,158.96687900566528,155.76507973654512,155.75950867565948,157.65695796197028,158.71660540863894,157.05486627566123,155.25718392340823,148.0162922786796,145.69524727005407,145.3100007128101,,133.67699146171756,127.07575131259215,130.36085136265504,131.22056034788807,124.80785793535671,125.47547289960116,127.0197020518296,127.77940657417467,109.79175895128581,119.05044810434568,120.27276066859376,112.4444236112948,111.27413669794623,112.57183301914975,109.8231675705926,117.43658554762953,124.61138184933921,124.60937734903037,123.64221033241654,124.53723269535614,123.44064048203107,121.65185343742269,,,,,,,,,
