,dates,per0039-0000,per0039-0001,per0039-0002,per0039-0003,per0039-0004,per0039-0005,per0039-0006,per0039-0007,per0039-0008,per0039-0009,per0039-0010,per0039-0011,per0039-0012,per0039-0013,per0039-0014,per0039-0015,per0039-0016,per0039-0017,per0039-0018,per0039-0019,per0039-0020,per0039-0021,per0039-0022,per0039-0023,per0039-0024
0,1985-03-27 15:04:27+00:00,257.2121654287284,195.11679854571116,161.08547934308655,143.46374803142982,119.17001992102362,106.64745954503854,,137.27291517560062,166.77289583192814,181.89921300247164,186.881673564594,184.9984343630128,175.0510846764777,166.88075628507022,171.64731336570182,174.92599756524316,179.8575968063599,186.86418639145325,198.93281793953332,190.12434617020202,184.6920493424444,179.41646672172033,180.93057857424182,169.8109217344254,177.85716258386165
1,1985-10-05 15:03:08+00:00,225.52069885303874,184.41425411215332,161.38645018992077,158.7982500592148,145.13301398685786,144.21767869192786,,165.1510987940059,164.27189489368243,156.18412957560275,147.92087705975678,154.65859960397282,166.23425245017265,168.42677651873186,157.13298261565686,155.53090913295068,153.97951883586802,154.98052706755368,163.20585617456894,165.16230960305643,165.23345261064244,184.75496805488038,187.12839917987858,,
2,1985-12-08 15:02:09+00:00,226.29519007438648,181.38450086670815,148.31372694471767,132.59290273470992,104.20595579882982,96.47382774706044,106.18421807733667,126.86380908056637,162.5743906757882,166.8412762167343,158.11604567215323,160.68474146514825,161.91254845022038,161.16924612106152,155.7177773415349,160.57625191465064,157.07728130232016,154.3310357595642,164.40721356307293,168.1310316229983,165.49989953846674,171.7068369678416,180.13287220929513,179.03728071746508,181.26087593492727
3,1986-01-09 15:01:34+00:00,250.30013252152128,207.95115614362555,176.55175838104032,153.2809456150745,118.23245641894617,99.38107347371998,105.40926035597394,124.05661485835559,162.89217928869064,176.24824537202923,180.39448885910576,171.03921149707503,163.20873315862636,150.477437207455,148.209273233193,164.07184665375007,163.94850613858026,178.09061401861453,195.66306533815728,,185.84533823663637,191.37063811288283,181.80974196760548,187.18664825168347,191.2717764104211
4,1986-05-17 14:58:41+00:00,209.15221816065224,162.10979837645831,134.43412368930578,121.98159057343442,101.90201609680963,94.90422141752681,106.94454605861826,111.20557592696726,129.3834686700674,153.38388250607085,164.89970773596642,168.79372039626423,158.90271961623537,155.25674450011564,160.96836438992824,161.4117415254036,165.401903914403,168.71874269661996,181.3548003144123,173.0373488426121,169.2463768621452,158.64113333161797,150.85564192774706,147.78068245816004,170.61239822227992
5,1986-07-04 14:57:12+00:00,209.0461598478304,167.04336914799703,144.4357829639603,130.16038061070665,113.55732164761748,118.57508573445345,123.43698128660404,131.42947683250827,153.90908221371976,168.91542727784062,172.4045264625951,180.85162285509958,176.4369359233741,168.18872541472297,168.8552422448521,166.9200678986918,166.3822152955156,173.23408887515592,179.7513039094129,173.90445883508562,173.34182657542482,166.62554838314304,167.12868585654888,170.73354804325874,171.82665363654888
6,1986-11-09 14:52:45+00:00,206.06152907177167,151.4337542966096,126.54251805704092,114.31109692004989,101.5628788329306,94.87421828591768,103.21173774250954,116.4025278215729,141.73079958386916,153.92317574053794,154.48817977843996,161.45511379709683,149.26439109329155,148.01602830913282,147.84855021627345,156.2743715154109,152.39661326459705,156.94365666496716,168.08511491387608,165.2243285507693,163.33951122871898,167.2080707983561,161.26283566595916,156.71768651475244,174.72913842669902
7,1986-12-11 14:52:44+00:00,239.0197352797749,190.98451163246045,153.2629370461436,140.13381469744863,112.82947192246911,109.96529490310691,120.7075034200981,135.4086699084436,165.547126624832,187.31071098814246,189.89013168765402,184.36950599048714,172.8043109931384,162.30334784226218,160.31703652094458,168.9879947901434,178.53316782594743,188.75382884762544,193.41909756248506,190.54780906998585,185.32095948783441,180.7190359888007,178.85827984296736,179.1673221818601,181.88822319541086
8,1989-12-19 14:57:25+00:00,230.36418471448653,193.8601288291228,160.1846508268391,148.1818793618598,126.17692486561184,125.14481009257018,136.0523161747737,155.29808237063375,184.86925612070624,198.22251923717025,183.28698709749582,177.65291532964181,168.57943116803244,163.70986705761368,161.51557948617733,168.34690224508864,169.25856358627905,177.35840111728305,181.53689087048016,183.93509233975016,181.2690590040177,174.0453526416158,180.4672774006447,183.5248078516845,186.27830880719483
9,1990-01-20 14:56:25+00:00,225.91430812222367,169.56588380490166,132.38467051857924,119.40919371671,97.27501123580288,102.70216490707361,121.40665069441101,146.860250722345,182.01465121362338,195.06307444002468,189.11913212944663,176.15002581756949,161.59116224957316,151.68002001245588,148.29675691652892,162.99207640717364,171.49316873533647,179.29972356653306,191.11344103858406,188.72561053175482,186.07994277916774,170.6787035292079,167.54215388513236,168.02843267233766,172.35328362014286
10,1990-02-21 14:55:23+00:00,225.35523923532924,176.1970138991686,140.33471059336742,124.64504270003441,103.0689241037122,99.39346519721751,100.73093563235213,134.14904173549343,168.7006344626215,191.13714796042572,188.41097145451093,183.13359117128488,166.83305301202697,154.96889299349985,158.46960466284142,165.67653298064442,174.55401712522806,173.89385437091508,192.8163266572779,186.70710029389443,178.13865746488335,174.4819415292607,168.91611926938123,161.42226657327168,169.92237416910365
11,1991-03-12 14:55:24+00:00,218.06509332861856,156.4745383685474,127.89489556102116,112.7167912133031,89.72640973404198,82.7473262683097,105.7321661981034,146.44424822984828,183.1355550268555,194.2388404888427,193.75721090554714,185.63684923520933,163.31953035427617,148.7285111647339,151.33151607608252,165.1201772779652,168.07160570484277,176.37299357553078,195.27389257704104,190.94315899045236,178.8647320287788,176.74012093844698,167.34609620553414,159.60998940774525,165.6293425850261
