dates,nzd0355-0000,nzd0355-0001,nzd0355-0002,nzd0355-0003,nzd0355-0004,nzd0355-0005,nzd0355-0006,nzd0355-0007,nzd0355-0008,nzd0355-0009,nzd0355-0010,nzd0355-0011,nzd0355-0012,nzd0355-0013,nzd0355-0014,nzd0355-0015,nzd0355-0016,nzd0355-0017,nzd0355-0018,nzd0355-0019,nzd0355-0020,nzd0355-0021,nzd0355-0022,nzd0355-0023,nzd0355-0024,nzd0355-0025,nzd0355-0026,nzd0355-0027,nzd0355-0028,nzd0355-0029,nzd0355-0030,nzd0355-0031,nzd0355-0032,nzd0355-0033,nzd0355-0034,nzd0355-0035,nzd0355-0036,nzd0355-0037,nzd0355-0038,nzd0355-0039,nzd0355-0040,nzd0355-0041,nzd0355-0042,nzd0355-0043,nzd0355-0044,nzd0355-0045,nzd0355-0046,nzd0355-0047,nzd0355-0048,nzd0355-0049,nzd0355-0050,nzd0355-0051,nzd0355-0052,nzd0355-0053,nzd0355-0054,nzd0355-0055,nzd0355-0056,nzd0355-0057,nzd0355-0058,nzd0355-0059,nzd0355-0060,nzd0355-0061,nzd0355-0062,nzd0355-0063,nzd0355-0064,nzd0355-0065,nzd0355-0066,nzd0355-0067,nzd0355-0068,nzd0355-0069,nzd0355-0070,nzd0355-0071,nzd0355-0072,nzd0355-0073,nzd0355-0074,nzd0355-0075,nzd0355-0076,nzd0355-0077,nzd0355-0078,nzd0355-0079,nzd0355-0080,nzd0355-0081,nzd0355-0082,nzd0355-0083,nzd0355-0084,nzd0355-0085,nzd0355-0086,nzd0355-0087,nzd0355-0088,nzd0355-0089,nzd0355-0090,nzd0355-0091,nzd0355-0092,nzd0355-0093,nzd0355-0094,nzd0355-0095,nzd0355-0096,nzd0355-0097,nzd0355-0098,nzd0355-0099,nzd0355-0100,nzd0355-0101,nzd0355-0102,satname
1999-07-02 21:59:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.05,352.26,379.41,384.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.37,L7
1999-07-18 22:00:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.05,352.26,379.41,384.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.24,L7
1999-09-04 22:00:09+00:00,349.73,,,,,,,,,,,,324.26,324.52,322.29,315.61,319.97,321.49,317.00,312.83,312.43,313.94,310.22,315.66,317.30,317.44,320.07,322.59,316.52,318.40,315.44,319.27,318.56,314.60,315.66,314.62,316.62,318.77,321.67,331.66,337.67,339.14,335.21,329.75,330.19,329.00,329.03,327.82,332.29,330.43,335.29,339.33,344.45,352.58,356.89,354.82,349.29,349.41,348.16,348.13,349.84,348.67,348.87,346.00,348.48,356.65,361.47,370.75,378.48,356.61,360.97,370.72,370.91,353.36,364.69,372.76,386.65,402.33,405.28,404.83,410.63,419.05,410.85,401.03,389.19,365.63,358.20,364.13,364.64,,,,,417.86,419.49,418.92,407.06,391.79,417.11,378.87,356.19,270.77,502.69,L7
1999-09-20 22:00:08+00:00,344.03,353.42,356.91,368.29,366.18,352.54,346.30,339.03,333.30,328.82,326.84,326.22,321.38,319.56,317.50,313.19,316.88,317.40,312.98,311.20,310.12,311.40,307.73,315.09,315.06,315.49,315.56,318.63,313.53,315.23,312.94,314.12,313.35,310.94,311.12,309.85,312.35,316.56,319.58,329.71,335.87,334.62,332.60,325.88,325.38,326.36,326.24,325.14,328.30,327.96,332.92,338.48,343.80,351.37,355.13,351.65,348.23,347.01,345.07,345.26,346.30,345.94,345.85,343.71,346.88,354.08,359.94,369.36,376.73,362.76,363.49,367.95,365.72,352.32,364.69,372.76,386.65,402.33,405.28,404.83,410.63,419.05,410.85,401.03,389.19,365.63,358.20,364.13,364.64,,,,,413.51,416.64,416.75,407.01,389.39,413.52,386.60,358.85,268.06,435.00,L7
1999-10-22 22:00:04+00:00,341.23,355.28,361.51,370.18,368.85,360.40,354.11,348.42,342.39,334.88,332.66,328.19,324.36,320.84,320.32,317.77,319.58,321.05,317.43,315.56,313.86,314.14,311.82,317.31,318.20,318.35,315.96,319.23,316.40,317.84,316.15,317.42,316.39,314.58,313.17,311.87,314.21,317.33,320.87,330.41,336.40,336.47,334.32,328.14,327.70,327.39,327.38,325.50,329.25,328.13,332.61,339.09,343.34,352.31,355.93,352.74,349.58,348.07,347.15,347.60,349.23,348.49,347.96,345.23,348.64,355.49,359.94,369.40,378.46,367.25,365.38,368.16,365.23,356.03,368.23,374.81,388.75,403.84,408.85,406.51,411.86,420.40,409.00,399.26,388.12,362.82,355.49,362.39,366.32,371.56,393.73,407.67,410.35,411.33,413.61,413.05,403.11,386.22,406.03,398.44,371.35,253.36,392.55,L7
1999-12-09 22:00:09+00:00,337.74,351.60,361.39,368.57,365.62,358.02,351.11,346.19,340.72,333.49,331.27,326.45,323.23,320.25,319.36,318.55,319.93,321.06,317.29,315.73,314.75,313.34,310.79,315.80,317.22,317.35,315.89,317.54,316.46,318.27,316.71,317.50,316.70,314.58,313.77,310.92,314.15,316.78,320.20,328.31,335.18,334.26,332.22,328.02,326.96,327.11,326.76,325.64,328.99,328.16,332.53,338.72,343.24,352.10,355.11,352.13,349.30,347.46,346.35,345.95,348.03,346.34,345.09,343.29,345.87,353.19,358.06,367.46,376.31,367.29,364.71,365.62,362.36,354.05,363.46,369.92,383.04,398.25,406.35,405.10,409.59,416.93,406.59,395.43,387.41,362.60,352.75,359.28,364.79,368.24,396.47,405.68,403.38,408.00,407.42,406.40,398.41,383.42,401.43,395.77,370.49,255.75,366.51,L7
2000-02-11 21:59:57+00:00,337.44,350.50,358.13,366.12,364.34,357.34,351.60,347.25,342.88,335.96,332.64,328.85,324.43,321.61,320.89,318.68,320.49,321.06,317.87,315.88,314.26,312.49,310.90,315.08,316.93,317.05,315.39,314.15,316.01,317.90,316.81,316.84,315.97,314.26,312.74,311.18,314.27,316.20,319.88,328.30,334.65,333.36,331.42,327.59,325.75,326.09,325.37,324.24,327.47,327.45,331.29,337.27,342.42,351.49,354.85,351.17,348.59,346.97,345.91,345.39,346.35,344.96,343.22,340.98,343.57,350.54,356.52,365.25,374.69,372.64,366.81,360.44,355.16,352.71,360.89,367.13,381.35,394.94,404.15,402.92,407.15,416.17,403.41,392.72,384.70,360.66,350.34,357.15,365.03,370.43,393.41,400.26,398.06,403.79,402.45,400.44,393.19,378.42,395.05,391.49,369.12,257.67,234.43,L7
2000-02-27 21:59:52+00:00,338.14,348.86,357.81,365.02,364.01,358.32,353.49,348.83,345.14,338.61,335.38,330.62,325.83,322.92,322.00,319.58,321.27,322.05,319.19,317.03,314.88,313.55,312.68,316.39,318.04,317.94,315.91,315.10,316.52,318.30,317.51,317.93,317.15,315.10,313.79,312.79,315.49,317.37,321.35,329.37,335.06,332.74,331.30,327.57,325.75,326.85,326.62,325.05,328.18,328.46,331.98,338.67,343.10,352.44,355.34,351.74,348.81,347.65,346.05,345.37,346.40,345.47,343.48,341.30,343.81,350.84,356.81,365.58,374.35,372.46,366.98,360.77,355.38,352.75,360.78,367.67,381.10,396.17,405.99,404.41,408.81,417.44,403.61,391.76,384.16,361.08,350.26,358.04,366.43,373.69,392.64,399.22,396.67,401.79,399.26,397.01,389.59,375.44,390.01,389.31,367.42,257.12,234.90,L7
2000-03-30 21:59:45+00:00,337.96,350.22,359.91,363.14,362.57,358.77,355.01,350.73,348.37,341.40,338.38,332.04,329.31,325.01,325.19,324.23,324.32,324.78,322.51,319.08,316.81,315.60,315.30,317.97,319.84,320.60,316.76,317.35,318.91,320.17,319.21,318.72,317.15,315.96,313.53,313.48,316.65,317.87,322.59,329.41,334.43,332.15,330.21,327.93,325.68,326.93,326.48,325.08,327.76,328.81,332.34,338.69,342.84,352.32,356.06,352.42,349.40,347.96,346.48,345.43,346.23,345.06,342.01,339.72,342.15,349.08,355.26,363.70,372.99,371.11,365.89,360.21,355.16,352.55,359.60,367.11,379.61,395.94,407.15,405.37,409.97,417.67,403.18,389.15,384.17,360.80,349.28,358.72,369.46,376.92,394.42,399.03,394.85,394.52,388.83,384.97,378.37,366.78,377.30,389.59,367.33,254.22,235.58,L7
2000-04-15 21:59:31+00:00,342.52,354.22,361.51,363.28,363.46,360.25,356.11,353.64,350.88,344.58,340.37,334.81,331.97,327.76,326.02,325.84,325.71,324.80,323.49,320.84,318.34,316.63,316.72,319.64,321.27,321.61,317.68,318.27,320.27,320.70,319.98,318.55,316.58,316.13,314.07,314.18,317.12,318.92,323.37,329.84,334.92,332.46,330.80,327.90,326.18,327.28,327.32,325.68,328.41,328.82,332.76,339.25,343.81,352.76,356.03,352.64,349.65,348.17,346.39,345.33,346.13,345.19,342.38,340.37,342.94,349.98,356.05,364.37,373.96,372.31,366.92,361.30,356.10,354.07,361.45,368.65,380.83,397.89,408.75,407.22,411.62,419.15,403.97,390.89,385.48,362.60,350.35,360.55,372.42,379.86,395.56,399.68,394.98,394.07,387.91,383.80,376.95,364.31,376.08,387.72,365.83,254.22,234.35,L7
2000-05-01 21:59:30+00:00,347.77,357.38,363.36,363.96,362.86,360.14,356.20,354.27,352.23,345.87,342.11,337.93,334.18,331.21,327.67,327.65,328.45,325.56,325.09,322.62,319.36,318.20,318.03,321.67,323.07,323.95,320.89,320.77,322.56,322.22,320.76,317.96,316.06,314.79,314.50,315.01,317.51,320.36,325.19,330.77,335.65,332.51,330.89,327.97,325.98,327.53,327.62,325.92,329.01,329.11,333.69,340.26,345.34,353.33,356.34,352.58,349.59,348.00,346.38,345.29,345.64,344.15,342.13,340.10,342.85,349.71,356.83,365.68,374.36,372.48,367.84,361.92,356.78,354.54,362.07,369.30,382.22,399.47,410.64,409.45,413.47,420.24,404.31,391.49,386.20,364.41,351.08,362.94,376.42,383.67,396.65,399.13,392.61,390.98,384.07,379.47,372.91,361.18,372.96,379.29,361.17,271.78,235.65,L7
2000-05-17 21:59:19+00:00,348.16,359.01,364.84,364.74,363.31,360.21,356.69,353.94,352.43,345.97,342.34,337.85,335.04,332.27,328.52,328.93,329.08,326.56,326.33,323.92,319.72,319.03,319.29,321.97,324.01,323.80,321.35,321.36,323.12,322.97,321.12,318.69,316.28,315.13,314.61,315.44,317.68,320.51,324.93,330.99,336.25,333.71,331.71,329.19,327.01,328.06,328.50,327.16,329.86,329.66,334.37,341.08,346.05,353.66,356.68,353.19,350.33,348.67,347.05,346.00,345.99,344.92,342.68,340.73,344.00,350.49,358.01,367.25,375.92,374.20,369.78,363.97,358.56,356.39,364.16,371.37,384.12,400.82,411.79,410.53,414.64,421.05,404.58,392.19,387.30,365.12,351.88,364.33,378.54,385.02,396.85,399.20,392.76,390.31,383.19,378.66,372.17,360.04,371.93,378.27,360.91,274.79,235.53,L7
2000-06-18 21:59:03+00:00,351.64,361.47,365.45,364.64,363.99,361.37,358.62,355.98,354.94,348.51,343.95,339.59,337.37,334.30,330.66,329.71,329.72,327.14,327.75,324.70,320.18,320.53,321.35,323.68,325.63,325.37,322.29,323.12,324.20,323.53,321.58,318.84,316.05,315.22,314.46,316.68,318.30,321.41,326.05,332.49,337.03,334.88,333.24,329.96,328.17,329.31,329.98,328.41,330.80,330.46,335.43,342.54,347.16,354.86,357.47,354.00,351.18,349.66,347.79,347.12,346.67,346.64,344.20,342.18,345.59,351.94,359.17,368.75,376.89,375.53,371.01,365.53,359.72,358.02,366.03,373.56,386.28,403.32,414.20,412.22,416.33,422.43,404.87,392.79,388.08,365.82,353.35,367.11,382.25,387.76,395.77,397.00,392.15,389.03,382.24,377.37,370.15,357.54,369.32,376.69,359.74,277.16,235.40,L7
2000-08-05 21:58:20+00:00,352.94,360.72,364.55,365.67,365.91,362.20,359.28,356.73,355.17,349.29,343.80,340.08,337.85,334.43,331.31,329.59,329.81,328.40,328.29,325.50,320.76,321.06,322.20,323.61,325.86,325.42,322.70,323.14,324.15,323.57,322.08,319.72,316.94,316.00,315.80,317.50,319.37,321.77,326.00,333.15,337.59,335.12,333.91,330.66,328.96,330.02,330.44,329.13,331.54,331.36,336.17,343.17,347.49,355.65,357.96,354.19,351.37,350.04,348.13,347.63,347.13,347.05,344.80,342.55,345.95,352.19,359.45,368.85,377.21,376.02,371.52,365.98,360.17,358.56,366.48,373.90,386.63,403.32,414.65,412.44,416.08,422.00,404.04,392.67,388.30,366.09,354.26,367.56,382.95,387.83,394.39,395.34,389.86,386.09,379.48,374.56,368.71,356.21,367.58,378.06,361.95,278.73,239.99,L7
