,dates,per0105-0000,per0105-0001,per0105-0002,per0105-0003,per0105-0004,per0105-0005,per0105-0006,per0105-0007,per0105-0008,per0105-0009,per0105-0010,per0105-0011,per0105-0012,per0105-0013,per0105-0014,per0105-0015,per0105-0016,per0105-0017,per0105-0018,per0105-0019,per0105-0020,per0105-0021,per0105-0022,per0105-0023,per0105-0024,per0105-0025,per0105-0026,per0105-0027,per0105-0028,per0105-0029,per0105-0030,per0105-0031,per0105-0032,per0105-0033,per0105-0034,per0105-0035,per0105-0036,per0105-0037,per0105-0038,per0105-0039,per0105-0040,per0105-0041,per0105-0042,per0105-0043,per0105-0044,per0105-0045,per0105-0046,per0105-0047
23,1989-12-30 14:39:43+00:00,229.29298358666443,238.4960621587553,250.13474072096395,259.4145870548806,252.99156927177427,249.65692134880862,249.8191537122828,237.1761415236998,233.4310886516743,232.2280130286594,238.33386289649764,240.1845945627577,245.4380674590167,223.4724597477446,200.90850099313553,224.8493325808606,228.12179936800973,206.74776507802704,204.19735816246566,196.1370611989201,205.50203101567047,201.1380979978266,197.74591555755407,205.70858199612218,217.09204147518605,206.70319868279668,217.2601965570513,213.83805672846364,215.86676607349847,215.92075945635276,210.4693457002633,205.8555993548061,205.96219091060013,213.4149090870128,205.07144686022548,210.87438432758458,208.73737270666325,205.66446425106625,215.87674840676092,203.89317567840868,204.19941019984853,205.18262535373026,198.9671128867436,200.9680682932683,205.62818369836776,216.21859908840554,222.1280460859736,220.8968965979798
24,1990-07-10 14:36:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1990-07-26 14:36:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1990-08-11 14:36:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1990-10-14 14:36:19+00:00,244.68129405955386,237.31674513829046,233.23056971707126,240.47745576257438,235.39471826362865,246.841066145034,241.76170202916558,239.4017552075273,233.14049643010458,236.38633505780416,234.0168881880892,235.9870591356433,234.8268119815999,222.09532789963353,221.47564009594225,220.31198177459902,211.99044710465606,207.51685190320507,195.63879466764445,201.29707880894034,196.9987161538537,201.655936354186,199.15111781167363,198.73340119826833,196.6458173401158,198.69758855137525,202.77066941706377,204.66396498358154,201.18085772426522,206.89801463015866,209.49238268576082,209.14022078565085,206.24430960195275,209.14796260128415,202.40377074130137,205.40666278102086,209.70167029527926,206.45233826427474,212.95143480618512,214.54029613694246,209.12109937777507,208.83156752440664,202.22696333931353,192.71566791655655,192.3724196018705,208.32952831623214,221.42725448794877,217.32960745371548
28,1990-10-30 14:36:10+00:00,237.59584749936695,229.12534008620972,239.025336204416,245.96184075981583,236.10796991051052,236.5898266799868,230.8005877727532,236.28189020354114,227.904041664765,217.76176461819446,221.51915198542153,217.90856316774725,214.65566857975378,215.31394451891668,209.7856023410981,206.05624481004278,206.93520388964956,202.64536648231203,188.26764026472503,172.981537397094,,,,,,,,,,,189.1215880304456,166.88991400939352,,,,,208.4414013799392,196.73073992440519,201.76275752270118,198.39343760969933,201.68287512316803,214.5372341488085,204.2273638357676,193.46719745582357,196.9931961316375,206.9600562284023,220.19338355863007,210.89921851308748
29,1990-11-15 14:36:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1991-01-02 14:36:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1991-04-24 14:38:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1991-05-26 14:39:21+00:00,,,,,,,,245.74703741548316,,,,,249.15341250545313,254.07467836070006,,,,,,,,,,,214.98788013288993,219.57633836926607,240.20790063738667,226.0876204567613,204.9443094508984,191.72739616744244,197.70933553629524,199.0569550676704,,190.93245292473915,,,186.1428922657937,175.95138391725988,197.99990742379865,189.87256472429758,185.9255422507115,183.2153826872166,179.8593341105037,179.6963097624847,174.44240119774764,202.40476199144473,211.28143792695136,197.67931158837993
33,1991-08-14 14:40:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1991-08-30 14:40:24+00:00,,,,,,,,,,,,,213.54970334771167,205.0838734397665,,,,,,,,,,,,,,,,,,,,,,,,150.68378107693954,165.91985532359968,152.54255102936034,171.84529003921315,152.7710339501236,,165.74129203996287,148.50354937134438,,206.1361721154095,176.99391491362078
35,1991-11-18 14:40:56+00:00,226.13343626008225,222.15765251320295,225.55234016086732,229.19728866016794,220.64362274226863,223.29051140352846,228.32129328723857,226.31042466997033,221.08456541038612,217.9286135522243,221.72112032426125,223.458090180458,220.75319979286556,217.24754540605431,213.12353166824147,207.81662729015926,209.8792130034331,199.61022482418667,194.22410016060783,189.5530603703057,185.2510891821316,188.7790625804734,175.2253818809789,181.67193679829757,188.32506525154105,186.0969779128584,189.06807900070984,191.19084447386382,189.76197243542933,193.95850988963832,197.06184663994895,199.91697064191513,,195.77651536792547,,,198.76219965990637,,,,,,202.30375411551648,191.94977786600674,196.70935896086564,213.99241404751808,223.55286658329734,216.46251314839853
36,1991-12-04 14:41:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.378805340389,158.0043944677063,141.05986127432956,154.63151152106224,144.73157936193175,,,161.25104015815023,,209.14553943198243,189.39474362469716
37,1991-12-20 14:41:03+00:00,227.7921097962972,221.8424631741686,225.22948026551668,233.08315497540124,232.6987734185789,231.09217989823642,233.63317720707482,234.77011409127562,228.35645066612304,222.89092443834537,226.11107344539343,229.32686512375602,231.83786586848214,229.32520041345032,222.68788511570207,213.71829327948137,217.895341244812,207.07260150677797,202.17111701219235,203.32841837795826,200.02238633989816,206.0594165347624,202.3436083661268,203.97912669524078,202.29457300275655,200.76106884148317,198.25645037256498,198.71686112915705,201.54896123914986,203.8641867798911,205.04012832176662,203.3760065876797,,199.80335465884005,207.5742627337719,198.72861311558847,203.60602231771006,203.4124907079917,207.88861574950118,204.3111656868823,208.3149893840692,209.4591203637647,201.8517436380954,190.7642855687628,197.53622209345798,211.19954923794143,223.0955200010196,213.45059470912548
38,1992-03-09 14:40:54+00:00,269.0916016207456,245.95204999536418,242.68829174276576,251.25534995764713,246.21701396985569,249.44297948042635,244.33824003346714,238.05477289916215,238.5381453406699,233.20295245490874,238.7745226506954,245.27024863040637,243.98389025393897,240.1876366054938,233.28552908938383,231.53282534620692,225.24990145594504,225.7155253590485,219.96447905057136,214.3813199325322,210.24499457095428,218.9821702913846,213.64517459585088,212.32975716273023,224.27230707996478,222.90528514954428,228.74360388006187,230.94921109320256,224.5628340353454,233.84731867313639,228.6464686108521,236.36483928166422,239.36731289559975,238.1160482640623,226.80061434721318,222.63748639851255,231.8000971371551,234.28526320857583,234.11688826078114,218.51169274779022,216.8434895045728,221.68688181149204,221.529069321529,214.6245234593324,216.06766363613525,230.39590148072872,235.4072864015421,228.25141962958986
39,1992-03-25 14:40:49+00:00,,,,,,,,,,,,,,,,,,,204.51776314954748,244.76580776365552,,,,,,,,,,,,,,260.6039839174389,,228.67476107313814,,,,,,,,,,,,
40,1992-04-26 14:40:34+00:00,238.5487575540085,235.59583402195307,237.6005802448032,244.7716827664779,236.08233810789915,242.17838862430796,240.69846391272534,234.7400327120419,228.83172342391543,232.3322119971084,238.19788864730458,239.66067545186147,237.1397267494041,232.18885496697203,227.59379194534893,224.93547553395177,221.5384967814062,215.4944622023803,209.15789504581298,,196.9169107036874,205.0571161898374,189.561593632857,209.18236503028476,204.44626821995664,204.21634420116683,207.09795292448965,212.49704928129083,210.04200584901437,214.61906439915902,218.71256273484752,215.67934100266507,214.20194213548356,,,,192.47308739364914,210.02161052820688,221.21028171078063,207.45833591577778,205.45524116365613,205.2150277627654,202.77136059647998,201.94416223071065,204.19936469623485,217.8806917972434,224.7884089777164,211.33099209199153
41,1992-06-13 14:40:07+00:00,,,,,,,,,,,,210.66367267961422,268.03411693990824,,,,,,,,,,,,188.36294735971225,,,,,,,,,,,,,,,,,,,,,,,
42,1992-07-15 14:39:44+00:00,,,,,,,,,,,,,305.3243282943826,,,177.08038006534974,182.66434801807003,,,,,247.7224013132038,,,,,,,,,,,,281.8193159230603,212.45474066538918,,,,,,,,,,,,,
43,1992-08-16 14:39:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1992-11-20 14:37:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1992-12-22 14:38:06+00:00,224.5953295289681,224.98296661166015,232.21901966666462,231.6493671971988,225.58743301307535,229.15363405349498,220.8043497139972,226.56858287164536,220.03487674051746,220.59520441378328,235.45381651074084,228.97429743307592,240.42451809766845,231.09466500031465,221.29017449836985,206.59733218559705,211.7127807784106,212.50841872925145,213.54590562095973,210.06810435140042,201.98122894287712,202.3569997102915,204.1844613747826,202.0086946816905,206.79422074558946,220.59106429511465,220.0560199442459,208.19437894283385,212.71708458698606,213.3586454547364,220.271685154832,,,,207.93588487178798,206.67372372233996,204.98252128531053,203.53633833031324,217.04876989831783,220.56469692205175,,,,,,224.06637915637947,226.08259131239586,211.84230386442252
46,1993-01-23 14:38:27+00:00,233.47889223439958,230.72103410511943,239.65489569427967,241.22903712054014,226.13503561797728,233.14554055132356,226.78312409089904,228.68872144186588,223.21695792164806,228.47203850554857,229.9498212736496,229.39202328504308,235.10303349768742,234.58096656935453,224.57928437828056,226.93088041675787,222.96947910536602,217.85325036310172,215.89832582303538,214.00212013326924,204.17432598514102,205.04815766370055,223.31067166647458,206.48500374527856,207.19025796178855,216.03096498487847,215.9829310467184,207.33554547745945,213.58218148583012,223.33735268522418,223.72548711603946,220.3042221724928,228.76247427820445,230.6189444672099,211.15540910250184,211.8470903904257,210.42990004435708,206.86555358477435,216.30464530736555,208.20899031428354,216.9238961936107,211.63283333954993,206.0568954742289,206.30958581729675,207.578661213952,219.43943410899954,222.31135697778117,216.85536880074275
47,1993-02-24 14:38:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1993-03-12 14:38:54+00:00,235.8671533282758,244.9086135974662,246.9121903326845,247.00026346065104,235.94096854417296,238.19549340100872,234.7670835441191,231.58404614679733,222.574409142586,218.8210201657498,224.53752878659586,233.7627264174278,231.65638020206174,226.98669766401582,222.70218092535796,220.07142041553277,216.1591375390136,218.0581982250554,210.43544006447704,211.784673218378,203.69089770582013,195.3912767633954,203.97057284619444,212.15112999390433,209.51479418557042,208.50115326063914,216.458772835956,223.4620395140501,215.6305696402815,222.36895871766535,208.63220064615135,221.86418760801774,211.59621850947306,213.29558043786955,219.34111042458034,209.32621503617045,214.91376492531745,207.46322795745579,216.80404953131514,209.70069072139935,215.12756345282693,214.11498384194388,216.06308753910224,204.9887722404265,208.7934081498682,221.90691261838356,226.81056154770783,212.63151096747333
49,1993-03-28 14:38:55+00:00,258.7675141769727,285.6002208750298,282.3191228630397,282.8468379568267,276.44485781517034,266.51955813877555,247.8484594100043,246.55253810977192,237.12686261328454,236.06470220123268,234.2898380802774,239.87943014072437,239.44369142667813,231.0468912598451,236.86917356494342,237.48140659103373,230.94240249228693,227.16482178102981,223.29816928534729,223.62652482815858,217.0150259704447,210.11282575772805,213.65701027483837,226.01406312799728,221.44181759613343,218.195673299911,228.63522997132387,225.38875258588703,225.813799330445,230.39150064376173,223.77868491121842,229.22408437086335,224.53594337231584,225.4104667583949,226.9196127432817,225.99569493110573,225.9304783638928,223.98217460839098,228.75028604249414,225.91560271152278,221.02212045415922,224.23612835687084,227.12846481827776,215.54425081921144,222.85235765985342,234.34958312646918,237.78227028761071,230.40495316376663
50,1993-04-29 14:39:10+00:00,276.6258245676061,281.9088004153588,299.512106895597,295.6564599075053,282.57520859346937,270.10225646000777,259.45381921510767,246.12970748362835,235.86356569673217,242.08785210177385,245.38087347694605,246.78048621375055,245.56758115346543,238.4136604018299,234.704581346491,232.2672698767606,230.8079163632599,226.93414924103118,226.01182537855604,222.5396294959476,220.0795205118353,214.1587037399547,216.47047816730014,213.30612710101772,209.30057934785802,217.9015370453952,226.04074096526043,221.7196609315825,215.30077658769545,234.67695599413156,229.04563152249065,222.59599149860028,219.616579537377,223.4241562517352,226.1143687047954,221.65642518106245,219.77002584752938,224.4449976176218,229.8051326975045,218.2014165192588,213.37427814770712,214.26610512635017,225.07244595588148,219.8784802050753,224.73811431968622,235.57684801866978,236.73925046025172,224.84504416061213
51,1993-05-15 14:39:12+00:00,264.23319196344676,274.3074347405937,275.93478946281795,278.90888581529686,277.36117740928995,276.7231555849303,261.4479252811967,255.41262064919425,243.58817939466795,237.63954778632885,245.29336946538245,244.46482165382622,244.7467045162427,243.63454592323362,234.62205531081915,235.42164508544735,228.84944153187914,224.68968172285955,221.38772020419023,220.0407789196464,215.9415639874098,215.69604432079296,214.22979794503357,210.67747758902794,213.26447725891026,217.76930829187825,223.36654816670236,221.55488674223974,216.43852039578715,224.3715909683533,223.55252218100364,223.9257374063565,222.93157876736026,219.19454513307568,216.1047166115012,216.14786724197626,218.49546727331867,217.63289877636026,228.57912934503565,221.02480201921497,221.00346686402247,218.48901671593302,219.9386781525807,219.92893997405054,214.1736342093337,227.7520089079524,235.49201004994634,228.61594835344982
52,1993-05-31 14:39:16+00:00,252.0850164236352,249.42159827910754,249.82274812205574,260.7044662958151,262.046363881532,258.49756441977087,246.63403409390148,250.90585474777546,247.44647983266114,247.7910888127009,245.53711585754354,245.79606126021454,245.39105744030715,240.86186318649155,238.78307325260843,232.84304725435803,221.11366199769813,224.95011749167227,222.73191817933116,215.41355976632926,215.24805827823755,213.28217313344481,211.85820698752065,210.41203520575147,208.06828219641463,203.18642757381815,205.69277293407094,220.75298119136463,213.02171090001812,216.85345037488614,217.52262759451597,217.95684382221583,222.0419289663486,213.8369981938958,209.6842536880928,210.1158742004377,213.6599565740168,205.67797054254973,222.35922867835674,208.73789437224752,211.5261648227045,216.57571499628662,213.2548344090429,208.88306694175498,211.27017703085698,226.531650307995,228.4302364461095,220.06087670724017
53,1993-06-16 14:39:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1993-07-02 14:39:06+00:00,,,,,,,,,,,,,268.6079648718022,,,,,,,,,,,182.1063846418209,,,166.2511997005855,,,,,,,,,,,,,,,,,,,,,
55,1993-08-19 14:39:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1993-09-20 14:39:02+00:00,232.20841721881197,237.44107162463214,243.35565101274003,249.68103154731688,235.26050912058952,239.25722237686784,239.3291888541916,242.34507385152438,230.94283810706338,228.2445426844527,227.23919261693536,237.54086094855518,237.39315431864475,233.83515110655782,225.46809837299887,214.9441381202668,213.96740521666376,219.95410406929685,219.83397734379446,209.6404248911392,199.03895400809844,204.55887277671414,206.65183191964408,208.27242498442106,213.00416549383328,216.25350950375355,217.78357508643242,212.1436957488685,208.53042511721435,209.3080787212315,211.0437050826196,205.44148332346506,212.5495996192493,219.27339058081745,218.24065746984368,219.94353273292782,214.80121413947919,211.7210079476037,220.13479537715128,216.30559574886482,219.57252828203377,217.26994304635275,213.90117272522082,205.4434840008826,210.22685307469703,222.84384568172982,225.31400817946587,220.26847751742832
57,1993-10-22 14:38:52+00:00,235.44057236826274,233.32142427162535,237.37036460222487,244.10751793971627,237.15515362790768,232.94501004184292,238.1386613635639,239.92407164172127,227.67446471603407,227.72858454572366,229.5800415206876,234.5385625094438,232.99997747665546,234.522831140351,231.31407939711704,218.49814887641207,213.36951762804816,216.21739700199532,213.54351083172634,207.54600389318898,204.80769427140436,208.18825093338052,206.9829320159232,204.349540723769,212.481745462345,212.8634349393591,207.56072264858255,210.95621653834922,206.778565204292,210.15439315635922,211.1980175331927,215.52281458315434,208.48504749211952,202.76064916759398,214.64649083114128,218.02728304664467,213.4636606246392,205.50032492475754,217.08127387505573,213.89572144842285,217.72262353742417,215.79541314203675,212.97411154572225,205.41701033165236,205.85380480708363,222.18913002122505,231.1773665546874,220.61652039186353
