,dates,nzd0145-0000,nzd0145-0001,nzd0145-0002,nzd0145-0003,nzd0145-0004,nzd0145-0005,nzd0145-0006,nzd0145-0007,nzd0145-0008,nzd0145-0009,nzd0145-0010,nzd0145-0011,nzd0145-0012,nzd0145-0013,nzd0145-0014,nzd0145-0015,nzd0145-0016,nzd0145-0017,nzd0145-0018,nzd0145-0019,nzd0145-0020,nzd0145-0021,nzd0145-0022
0,1999-08-26 22:04:44+00:00,180.2449630711737,179.66153105754688,182.04411028717166,182.8243370297289,176.69251941287752,174.88481897918066,165.65956899047978,159.02184103377118,164.4863934409865,160.46430215656977,165.37384893731854,170.38948032194065,170.5916879749294,168.26349068430204,165.7339134062903,174.7681506381927,175.48763983564567,173.79963898434204,166.53388023724628,160.08055260489925,162.65578230608102,165.387614554373,167.09320855301925
1,1999-09-20 21:58:56+00:00,199.2166848268012,194.7755232445504,194.30793552686998,198.61571443727516,196.62373658263732,194.90248524702218,180.90836297816566,173.98154915785756,173.75645782075506,177.18584367179395,180.51751293519519,204.36732257182217,202.21482356889402,188.75499001456643,185.3720649798009,190.76635155296267,194.89881586616605,199.22042407811884,192.1783699437026,181.4569631295043,188.41091740614468,188.1562892420545,192.13560103129356
2,1999-09-27 22:04:48+00:00,167.99792745911873,166.23885751551887,171.3718844161424,174.1240514720203,167.68662931568878,166.06080553927399,160.19812527190476,148.1442473287292,153.59748139691226,149.35270938606675,155.28479509205778,158.8905876386255,158.4232210037046,157.57892688952094,148.67570065971873,148.68473191798623,155.04469788002157,165.04003493351627,145.2096368631512,146.26443191051152,142.77989882070096,149.48705821346283,158.69168572667064
3,1999-10-13 22:04:48+00:00,168.05575389143252,165.45583906353397,168.82311300593102,175.00966034728162,167.3725997371787,166.48292649215972,162.16166718103867,151.5161654918166,156.93175520512074,149.8720469829977,153.27950383601404,157.37671089939778,156.50765413337137,155.14236709779718,150.04846774472253,150.74551858031657,161.00780797014792,159.19230578853927,146.4813741221787,145.95779808459028,142.09120537629934,156.35564692771308,157.801233201261
4,1999-11-14 22:04:42+00:00,168.12437371968065,166.71914011810298,168.93630952549142,170.91460227266333,163.72164429110404,160.91983090853324,159.87893727442992,146.97800691433088,148.81197132161742,144.72541306167017,152.99316549312292,162.25284303846297,160.04141645355799,155.5535802167319,148.018505802249,149.26011106297867,156.25019933206752,162.30833920291386,146.44489021506342,147.5382171808618,149.75985221180494,159.97519694958942,161.13678132440646
5,1999-12-25 21:58:28+00:00,157.65604363960446,148.97771049684468,154.1517896419411,156.4454285498144,148.14083510302515,149.45248145287798,136.8631378101133,132.11566542513674,139.04073706569199,133.80768951709894,142.59102400754557,145.56325335432015,147.99383706896936,144.43536646255427,140.03129899886784,141.69402206518544,141.8771014231969,147.16280148745247,135.7759369531259,131.29638844654085,138.3469874433407,135.18748808896936,146.2786755248438
6,2000-02-11 21:58:22+00:00,170.01500980788003,172.99551790384055,171.27462992799406,170.06730670379,169.20093991529384,166.48804861237974,164.99734259142355,163.12603452791575,159.64168969872412,161.4499116978372,168.20466988295624,166.0543323781631,175.0695607409079,164.27685764330963,161.05545694709696,148.9038364110703,166.250141578372,175.3098714763098,163.93585852371714,,,,
7,2000-02-18 22:04:29+00:00,182.57968755592003,175.76987274671293,177.88956412253503,183.63066653390655,178.48394953943915,,,,,,,,,,,,181.14252798673198,181.02931189733766,,,,,
8,2000-05-24 22:03:46+00:00,186.36115075916626,182.06956778899664,186.21898220394348,187.35636392119517,184.93975286684827,180.93689550967568,172.03470991822698,160.75145654770742,162.70337037110394,164.7161602564738,172.03840820310302,178.67046444823464,178.61343749845605,175.96143392424904,167.48279296733958,172.53208875118128,178.1094650176063,177.66042044699003,167.86029794916945,168.41461528458535,164.14608515419738,167.53745935306816,172.9380842400017
9,2000-07-11 22:03:17+00:00,207.0196497063302,205.4717774801747,206.20756859732313,208.5219875103952,204.4956179404124,207.04777788463028,190.150811547635,190.8914821186214,186.67761238004593,187.3334705279869,189.8243364326506,208.77320907339882,209.9291072779218,197.18686783718897,195.90356803742583,209.2336163008729,211.03820381251947,210.39870725849255,204.00287192274726,188.72426747624883,195.82564212665463,194.50447068474676,193.1973632331445
