dates,nzd0602-0000,nzd0602-0001,nzd0602-0002,nzd0602-0003,nzd0602-0004,nzd0602-0005,nzd0602-0006,nzd0602-0007,nzd0602-0008,nzd0602-0009,nzd0602-0010,satname
1999-09-20 21:58:56+00:00,195.41,178.49,187.02,195.44,201.05,197.30,201.46,203.73,199.64,201.08,192.68,L7
2000-01-10 21:58:52+00:00,201.72,184.90,191.33,203.62,207.52,209.00,205.94,204.77,197.99,199.63,195.07,L7
2000-02-11 21:58:45+00:00,207.44,189.94,204.38,219.18,208.00,222.06,218.03,216.34,213.36,214.59,208.15,L7
2000-03-30 21:58:33+00:00,196.28,181.32,188.09,199.66,204.78,207.53,204.37,209.45,209.02,206.00,199.36,L7
2000-08-21 21:57:02+00:00,195.84,181.99,192.79,206.49,202.28,204.95,207.33,200.66,191.09,204.75,191.93,L7
2000-11-09 21:56:21+00:00,197.72,180.42,184.12,194.87,201.84,196.22,202.63,193.32,203.98,193.60,194.22,L7
2000-11-25 21:56:23+00:00,188.03,182.66,,,195.67,205.12,205.18,206.20,195.54,205.74,188.99,L7
2001-03-01 21:56:21+00:00,206.29,185.55,194.36,220.75,205.77,221.17,214.74,214.68,204.80,211.58,205.04,L7
2001-03-17 21:56:16+00:00,202.35,183.63,191.16,200.80,200.62,203.27,205.19,205.91,201.11,206.21,197.74,L7
2001-06-21 21:55:29+00:00,204.47,187.81,200.71,205.86,213.93,203.53,210.92,210.78,213.61,209.41,204.31,L7
2001-08-08 21:55:01+00:00,203.43,187.46,197.40,210.82,210.93,209.32,214.92,204.51,200.32,205.45,191.24,L7
2001-08-24 21:54:48+00:00,206.41,194.24,200.24,205.51,213.67,203.23,207.55,194.53,203.46,195.31,198.91,L7
2001-09-09 21:54:36+00:00,207.76,195.28,205.89,225.49,211.23,226.38,221.52,219.13,215.84,215.07,208.06,L7
2001-10-11 21:54:09+00:00,199.18,182.83,184.09,205.52,189.98,207.67,202.63,205.02,197.14,200.02,193.28,L7
