dates,satname,nzd0602-0000,nzd0602-0001,nzd0602-0002,nzd0602-0003,nzd0602-0004,nzd0602-0005,nzd0602-0006,nzd0602-0007,nzd0602-0008,nzd0602-0009,nzd0602-0010
1999-09-20 21:58:56+00:00,L7,205.53,188.02,197.82,203.54,210.05,204.66,208.50,207.78,204.02,205.23,197.91
2000-01-10 21:58:52+00:00,L7,186.59,170.66,175.20,191.52,194.08,198.00,195.42,198.72,191.45,193.42,187.26
2000-02-11 21:58:45+00:00,L7,198.44,181.47,194.78,211.98,200.00,215.51,211.77,212.74,209.47,210.90,203.50
2000-03-30 21:58:33+00:00,L7,205.15,189.67,197.56,206.76,212.67,213.98,210.54,213.00,212.86,209.64,203.94
2000-08-21 21:57:02+00:00,L7,188.97,175.52,185.46,200.99,196.17,199.95,202.55,197.91,188.12,201.93,188.38
2000-11-09 21:56:21+00:00,L7,206.60,188.77,193.59,201.97,209.73,202.67,208.80,196.87,207.82,197.24,198.80
2000-11-25 21:56:23+00:00,L7,185.78,180.54,,,193.67,203.48,203.61,205.30,194.57,204.82,187.83
2001-03-01 21:56:21+00:00,L7,198.04,177.79,185.56,214.15,198.44,215.17,209.00,211.38,201.23,208.20,200.78
2001-03-17 21:56:16+00:00,L7,206.60,187.63,195.69,204.20,204.40,206.36,208.15,207.61,202.95,207.95,199.93
2001-06-21 21:55:29+00:00,L7,202.72,186.16,198.84,204.46,212.37,202.26,209.70,210.08,212.85,208.69,203.41
2001-08-08 21:55:01+00:00,L7,192.18,176.87,185.40,201.82,200.93,201.14,207.09,200.01,195.46,200.83,185.43
2001-08-24 21:54:48+00:00,L7,199.29,187.53,192.64,199.81,207.34,198.05,202.59,191.68,200.38,192.39,195.23
2001-09-09 21:54:36+00:00,L7,202.26,190.10,200.02,221.09,206.34,222.38,217.69,216.93,213.46,212.81,205.22
2001-10-11 21:54:09+00:00,L7,208.43,191.54,193.96,212.92,198.20,214.40,209.06,208.72,201.14,203.81,198.05
2001-12-30 21:54:37+00:00,L7,190.09,175.75,177.83,195.89,194.53,211.27,208.94,210.22,194.80,192.77,192.83
2002-02-16 21:54:54+00:00,L7,186.87,174.91,182.88,196.79,194.90,201.28,207.81,201.99,192.56,203.84,199.33
2002-03-20 21:54:48+00:00,L7,201.78,192.15,191.58,205.84,210.08,204.23,207.73,207.20,213.49,206.45,203.37
2002-06-24 21:54:28+00:00,L7,206.58,195.62,193.67,213.60,213.25,216.09,210.92,210.02,213.00,205.90,203.29
2002-08-27 21:54:00+00:00,L7,194.25,182.73,193.70,202.67,198.35,200.29,207.95,199.38,195.63,204.51,199.60
2002-10-14 21:53:43+00:00,L7,203.25,192.67,196.78,202.28,212.82,201.81,208.73,201.43,209.69,207.42,203.13
2003-01-02 21:54:22+00:00,L7,198.12,188.44,187.32,209.43,207.66,209.13,208.84,209.17,212.40,199.89,203.15
2003-01-18 21:54:30+00:00,L7,194.29,180.60,181.90,199.92,203.33,196.56,204.47,194.96,205.66,191.45,202.36
2003-02-03 21:54:38+00:00,L7,190.54,176.14,187.56,202.58,198.51,200.44,208.36,191.85,188.35,197.06,196.27
2003-03-23 21:54:40+00:00,L7,202.15,180.31,190.35,205.04,197.89,205.71,207.83,203.62,192.66,203.56,199.91
2003-05-10 21:54:46+00:00,L7,205.18,195.62,196.36,201.42,214.50,201.29,208.49,198.42,210.98,205.96,203.52
2003-07-21 21:42:33+00:00,L5,221.83,204.40,206.12,224.32,227.84,226.15,217.84,221.95,220.93,215.63,220.28
2003-08-06 21:42:51+00:00,L5,225.25,205.09,209.67,223.75,225.65,225.91,220.18,220.72,219.77,218.90,224.23
2003-08-22 21:43:08+00:00,L5,216.84,203.87,202.56,220.44,208.37,218.70,222.24,216.22,210.70,211.37,207.57
2003-08-30 21:54:22+00:00,L7,,,,,,,,,,,
2003-10-25 21:44:04+00:00,L5,200.51,186.00,194.20,203.39,207.64,199.49,204.11,197.47,204.65,199.61,203.04
2003-11-18 21:54:39+00:00,L7,,,,226.58,210.01,222.49,218.96,216.18,217.05,,
