dates,nzd0602-0000,nzd0602-0001,nzd0602-0002,nzd0602-0003,nzd0602-0004,nzd0602-0005,nzd0602-0006,nzd0602-0007,nzd0602-0008,nzd0602-0009,nzd0602-0010,satname
1999-09-20 21:58:56+00:00,195.41,178.49,187.02,195.44,201.05,197.30,201.46,203.73,199.64,201.08,192.68,L7
2000-01-10 21:58:52+00:00,198.56,181.69,189.18,199.53,204.29,203.15,203.70,204.25,198.81,200.36,193.88,L7
2000-02-11 21:58:45+00:00,201.52,184.44,194.24,206.08,205.52,209.45,208.48,208.28,203.66,205.10,198.63,L7
2000-03-30 21:58:33+00:00,201.81,185.39,194.60,207.49,206.77,212.86,209.45,210.19,206.79,206.74,200.86,L7
2000-08-21 21:57:02+00:00,196.06,181.66,190.44,203.07,203.53,206.24,205.85,205.06,200.06,205.38,195.65,L7
2000-11-09 21:56:21+00:00,196.78,181.20,188.45,200.68,202.06,200.58,204.98,196.99,197.53,199.18,193.07,L7
2000-11-25 21:56:23+00:00,193.86,181.69,188.45,200.68,199.93,202.10,205.05,200.06,196.87,201.36,191.71,L7
2001-03-01 21:56:21+00:00,197.35,182.88,189.24,207.81,201.09,207.50,207.52,204.73,201.44,203.64,196.08,L7
2001-03-17 21:56:16+00:00,198.60,183.06,189.88,205.47,200.98,206.44,206.94,205.03,201.36,204.28,196.50,L7
2001-06-21 21:55:29+00:00,204.37,185.66,195.41,209.14,206.77,209.32,210.28,210.46,206.51,209.07,202.36,L7
2001-08-08 21:55:01+00:00,204.13,186.11,195.91,209.56,207.81,209.32,211.44,208.97,204.96,208.16,199.58,L7
2001-08-24 21:54:48+00:00,204.59,187.74,196.77,208.75,208.98,208.10,210.66,206.08,204.66,205.59,199.45,L7
2001-09-09 21:54:36+00:00,204.88,189.68,199.08,209.70,210.08,209.15,212.02,206.97,206.87,206.29,200.05,L7
2001-10-11 21:54:09+00:00,204.25,189.52,197.67,210.64,207.95,210.03,211.51,206.79,206.07,205.05,199.16,L7
2001-12-30 21:54:37+00:00,202.87,188.52,194.69,209.85,205.40,212.66,212.16,207.28,202.96,202.34,197.64,L7
2002-02-16 21:54:54+00:00,202.26,188.56,194.67,209.20,204.60,213.02,212.61,207.86,202.58,203.13,200.65,L7
2002-03-20 21:54:48+00:00,201.20,187.74,191.26,206.38,203.34,211.00,211.45,208.79,202.40,203.53,200.67,L7
2002-06-24 21:54:28+00:00,203.18,191.05,193.79,208.50,209.27,213.19,213.61,210.09,206.42,205.05,203.24,L7
2002-08-27 21:54:00+00:00,206.75,195.70,199.25,212.07,212.45,211.14,212.96,207.88,209.91,208.03,205.12,L7
2002-10-14 21:53:43+00:00,202.69,191.60,196.14,207.25,209.32,207.03,210.13,204.14,206.68,206.49,202.70,L7
2003-01-02 21:54:22+00:00,201.42,190.65,195.67,207.09,208.83,205.83,210.51,204.48,207.15,205.12,203.45,L7
2003-01-18 21:54:30+00:00,201.70,190.08,194.43,206.95,209.29,205.01,210.44,202.92,207.67,202.55,204.24,L7
2003-02-03 21:54:38+00:00,202.74,190.37,196.55,208.70,210.05,206.48,212.30,202.02,205.22,202.79,204.34,L7
2003-03-23 21:54:40+00:00,203.85,189.44,195.37,208.79,209.53,207.22,211.94,202.68,204.42,202.41,204.15,L7
2003-05-10 21:54:46+00:00,204.11,189.91,195.15,208.52,209.76,207.03,211.81,202.02,204.63,202.06,204.17,L7
2003-07-21 21:42:33+00:00,207.74,191.77,198.10,210.59,212.19,210.44,212.59,205.09,204.45,206.70,206.45,L5
2003-08-06 21:42:51+00:00,209.61,192.59,196.36,210.43,212.91,211.86,210.80,209.58,209.36,209.37,209.92,L5
2003-08-22 21:43:08+00:00,208.98,192.89,195.39,210.77,210.16,211.71,211.64,210.08,208.73,208.92,208.38,L5
2003-10-25 21:44:04+00:00,207.98,193.40,195.44,209.90,211.51,209.98,210.43,208.58,210.83,207.85,208.66,L5
2003-11-18 21:54:39+00:00,210.77,194.81,197.44,215.10,210.79,214.37,212.67,212.21,212.13,209.19,211.02,L7
2003-12-04 21:54:43+00:00,206.67,192.36,194.66,212.25,209.02,212.63,211.52,211.10,211.49,207.97,209.17,L7
2004-01-21 21:55:02+00:00,202.49,188.94,191.33,209.33,205.19,209.43,209.89,208.29,208.12,204.18,206.25,L7
2004-03-01 21:45:02+00:00,199.98,187.02,191.88,208.47,206.08,207.57,207.75,205.73,206.86,199.78,203.47,L5
2004-03-17 21:45:08+00:00,200.69,188.07,191.44,209.16,205.91,208.40,208.91,206.51,207.46,201.68,204.74,L5
2004-03-25 21:55:18+00:00,201.72,189.11,192.80,210.17,206.14,209.32,209.94,207.67,206.49,203.91,205.59,L7
2004-04-02 21:45:18+00:00,200.78,189.25,194.80,209.67,206.19,208.55,209.61,207.26,206.54,204.43,205.56,L5
2004-04-18 21:45:49+00:00,201.34,190.12,195.19,210.46,206.71,209.51,210.15,207.66,207.09,204.27,205.93,L5
2004-05-20 21:46:44+00:00,201.25,190.34,194.69,209.75,207.94,209.81,210.71,207.81,206.92,204.44,206.43,L5
2004-06-05 21:47:12+00:00,202.82,191.18,196.22,210.69,208.56,208.73,208.55,206.25,205.72,202.38,206.18,L5
2004-06-29 21:55:03+00:00,201.81,191.18,196.22,210.69,208.56,208.73,208.55,206.25,205.72,202.38,206.18,L7
2004-07-23 21:48:33+00:00,203.66,192.81,199.18,213.01,210.20,211.06,210.52,207.69,206.86,204.96,207.66,L5
2004-08-16 21:54:50+00:00,203.58,192.41,199.03,213.76,209.46,211.66,210.73,208.28,206.09,205.63,207.35,L7
2004-08-24 21:49:18+00:00,203.58,192.19,198.38,213.63,209.30,212.04,211.82,208.70,206.58,206.22,207.92,L5
2004-09-09 21:49:43+00:00,202.99,192.05,197.73,213.32,209.14,212.49,212.58,209.26,207.09,206.71,208.30,L5
2004-09-25 21:50:07+00:00,201.99,190.73,197.79,212.46,210.00,211.47,211.34,208.70,207.82,206.35,208.56,L5
2004-10-19 21:54:43+00:00,202.73,190.60,196.69,212.12,210.35,211.00,211.48,207.73,207.41,205.96,208.76,L7
2005-01-15 21:52:09+00:00,204.52,191.44,198.45,214.30,209.98,213.96,214.66,210.69,206.95,209.73,210.31,L5
2005-02-16 21:52:37+00:00,204.40,191.88,198.12,212.85,211.96,211.86,214.01,209.45,209.09,209.04,210.05,L5
2005-03-04 21:52:52+00:00,204.98,193.00,199.57,214.38,212.75,212.45,214.04,210.06,210.24,209.95,211.37,L5
2005-04-05 21:53:07+00:00,205.47,194.00,200.10,215.37,210.36,212.74,214.34,209.39,209.52,209.16,211.47,L5
2005-04-13 21:55:36+00:00,204.97,193.86,200.68,215.37,210.36,212.74,214.34,209.39,209.52,209.16,210.97,L7
