dates,nzd0436-0000,nzd0436-0001,nzd0436-0002,nzd0436-0003,nzd0436-0004,nzd0436-0005,nzd0436-0006,nzd0436-0007,nzd0436-0008,nzd0436-0009,satname
1999-08-17 22:12:50+00:00,379.02,358.15,348.59,353.26,358.98,350.84,344.59,338.05,345.80,348.70,L7
1999-10-27 22:19:03+00:00,379.28,366.53,362.99,355.22,348.06,349.90,357.80,,,,L7
1999-11-05 22:12:52+00:00,372.37,362.57,355.95,353.03,347.11,354.35,352.13,340.68,345.85,360.70,L7
1999-11-21 22:12:47+00:00,377.58,364.88,362.38,350.14,346.75,350.82,348.93,340.78,342.99,360.62,L7
1999-12-07 22:12:53+00:00,355.94,347.21,352.30,348.81,344.35,342.72,351.83,357.85,361.04,365.49,L7
2000-01-24 22:12:47+00:00,371.10,361.03,356.42,356.76,360.46,358.08,361.97,362.44,358.54,363.02,L7
2000-02-16 22:18:52+00:00,375.04,361.43,358.64,359.14,371.44,372.26,372.42,371.84,373.23,363.69,L7
2000-04-13 22:12:18+00:00,363.24,341.07,348.63,343.88,348.00,359.16,364.72,370.93,369.04,361.01,L7
2000-04-20 22:18:27+00:00,350.70,337.95,338.42,346.35,340.68,348.83,352.84,345.79,352.95,349.15,L7
2000-05-15 22:12:06+00:00,,,,,,343.45,,,,,L7
2000-05-31 22:11:54+00:00,,,,,342.37,348.23,341.52,,,337.79,L7
2000-08-19 22:11:01+00:00,377.12,373.55,366.46,355.85,366.05,366.88,375.98,367.14,361.39,360.74,L7
2000-09-20 22:10:27+00:00,362.93,346.83,345.49,341.40,331.75,339.11,347.67,345.66,347.63,354.12,L7
2000-09-27 22:16:36+00:00,379.61,359.94,358.39,358.09,358.01,361.68,372.51,377.73,379.40,378.60,L7
2000-11-07 22:10:17+00:00,378.50,364.89,363.32,366.31,368.27,367.90,368.42,369.55,365.35,363.32,L7
2000-11-14 22:16:30+00:00,365.88,359.65,358.32,359.61,352.68,354.15,361.70,,,,L7
2001-01-01 22:16:33+00:00,346.30,343.53,345.41,344.59,351.93,357.90,362.58,360.65,,,L7
2001-01-10 22:10:27+00:00,352.92,345.74,344.50,347.11,350.85,353.60,360.16,360.76,366.42,362.05,L7
2001-01-26 22:10:30+00:00,343.22,335.08,335.79,338.01,331.14,333.43,343.22,342.90,,,L7
2001-02-18 22:16:35+00:00,354.95,338.51,339.30,338.05,337.57,344.72,347.35,368.45,,,L7
2001-03-15 22:10:15+00:00,364.51,343.74,340.91,339.03,338.73,348.52,350.85,351.30,349.93,350.52,L7
2001-03-22 22:16:21+00:00,,,,339.44,335.33,341.16,347.08,343.36,355.74,351.53,L7
2001-03-31 22:10:07+00:00,381.56,369.51,362.12,366.98,356.33,366.61,363.77,363.90,363.68,371.79,L7
2001-04-07 22:16:13+00:00,364.44,348.64,348.43,350.48,350.54,350.45,349.41,354.84,358.28,354.86,L7
2001-05-02 22:10:03+00:00,365.73,354.92,342.56,333.90,332.84,349.24,347.73,342.27,341.30,347.07,L7
2001-06-10 22:15:47+00:00,383.98,360.79,358.08,360.43,353.11,358.97,363.47,353.80,358.47,,L7
2001-07-05 22:09:21+00:00,387.40,363.27,357.33,352.90,356.28,356.99,361.81,361.92,351.73,343.75,L7
2001-07-12 22:15:31+00:00,386.21,372.29,372.00,365.60,367.69,380.24,378.57,375.84,,,L7
2001-08-13 22:15:01+00:00,356.14,339.54,328.46,330.41,323.13,331.76,331.38,323.61,322.53,332.46,L7
2001-08-29 22:14:52+00:00,380.05,369.23,356.25,354.10,347.39,355.54,346.50,336.64,340.37,347.21,L7
2001-09-07 22:08:34+00:00,364.10,353.22,348.20,344.03,339.84,334.78,334.08,322.46,331.66,341.87,L7
2001-09-23 22:08:26+00:00,360.14,332.79,327.85,335.77,334.58,329.81,333.54,335.41,347.30,355.21,L7
2001-11-01 22:14:29+00:00,341.89,335.37,326.90,316.44,318.37,314.77,327.13,329.90,330.34,335.66,L7
2001-12-12 22:08:38+00:00,357.23,350.75,346.64,343.35,331.69,329.95,324.71,327.93,330.27,342.55,L7
2002-01-20 22:15:01+00:00,381.00,379.97,380.41,369.62,362.26,362.31,363.74,364.65,363.93,373.08,L7
2002-01-29 22:08:45+00:00,384.40,370.64,361.90,365.03,357.40,358.67,358.21,353.40,365.23,366.82,L7
2002-02-05 22:15:01+00:00,364.40,356.23,353.68,349.21,344.88,346.08,351.93,332.49,,,L7
