dates,satname,nzd0436-0000,nzd0436-0001,nzd0436-0002,nzd0436-0003,nzd0436-0004,nzd0436-0005,nzd0436-0006,nzd0436-0007,nzd0436-0008,nzd0436-0009
1999-08-17 22:12:50+00:00,L7,388.40,365.65,356.09,361.59,366.87,357.66,350.15,345.19,353.30,355.52
1999-10-27 22:19:03+00:00,L7,378.53,365.93,362.39,354.55,347.43,349.35,357.36,,,
1999-11-05 22:12:52+00:00,L7,359.99,352.67,346.05,342.03,336.69,345.35,344.80,331.25,335.95,351.70
1999-11-21 22:12:47+00:00,L7,361.83,352.28,349.78,336.14,333.49,339.37,339.60,328.78,330.39,349.17
1999-11-28 22:18:56+00:00,L7,,,,,276.96,279.71,,,,
1999-12-07 22:12:53+00:00,L7,345.06,338.51,343.60,339.14,335.19,334.81,345.39,349.56,352.34,357.58
1999-12-14 22:19:07+00:00,L7,,,,,,,,,,
2000-01-24 22:12:47+00:00,L7,377.85,366.43,361.82,362.76,366.14,362.99,365.97,367.58,363.94,367.93
2000-02-16 22:18:52+00:00,L7,364.91,353.33,350.54,350.14,362.91,364.90,366.42,364.13,365.13,356.33
2000-04-13 22:12:18+00:00,L7,360.86,339.17,346.73,341.77,346.00,357.43,363.31,369.12,367.14,359.28
2000-04-20 22:18:27+00:00,L7,345.45,333.75,334.22,341.68,336.26,345.01,349.73,341.79,348.75,345.33
2000-05-15 22:12:06+00:00,L7,,,,,,334.18,,,,
2000-05-31 22:11:54+00:00,L7,,,,,329.42,337.05,332.41,,,326.61
2000-08-19 22:11:01+00:00,L7,382.75,378.05,370.96,360.85,370.79,370.97,379.31,371.43,365.89,364.83
2000-09-20 22:10:27+00:00,L7,373.05,354.93,353.59,350.40,340.28,346.47,353.67,353.37,355.73,361.48
2000-09-27 22:16:36+00:00,L7,363.98,347.44,345.89,344.20,344.85,350.32,363.25,365.83,366.90,367.24
2000-11-07 22:10:17+00:00,L7,373.50,360.89,359.32,361.87,364.06,364.26,365.46,365.74,361.35,359.68
2000-11-14 22:16:30+00:00,L7,364.76,358.75,357.42,358.61,351.73,353.33,361.03,,,
2000-12-16 22:16:35+00:00,L7,,,,,,,74.95,,,
2001-01-01 22:16:33+00:00,L7,354.80,350.33,352.21,352.15,359.09,364.08,367.62,367.13,,
2001-01-10 22:10:27+00:00,L7,342.67,337.54,336.30,338.00,342.22,346.15,354.09,352.95,358.22,354.60
2001-01-26 22:10:30+00:00,L7,340.97,333.28,333.99,336.01,329.25,331.79,341.89,341.19,,
2001-02-18 22:16:35+00:00,L7,349.83,334.41,335.20,333.49,333.25,340.99,344.31,364.55,,
2001-03-15 22:10:15+00:00,L7,374.01,351.34,348.51,347.47,346.73,355.43,356.48,358.54,357.53,357.43
2001-03-22 22:16:21+00:00,L7,,,,329.00,325.44,332.61,340.12,334.41,346.34,342.98
2001-03-31 22:10:07+00:00,L7,391.69,377.61,370.22,375.98,364.86,373.97,369.77,371.61,371.78,379.15
2001-04-07 22:16:13+00:00,L7,348.19,335.64,335.43,336.04,336.86,338.63,339.78,342.46,345.28,343.04
2001-05-02 22:10:03+00:00,L7,363.98,353.52,341.16,332.34,331.37,347.97,346.69,340.94,339.90,345.80
2001-06-10 22:15:47+00:00,L7,389.48,365.19,362.48,365.32,357.74,362.97,366.73,357.99,362.87,
2001-07-05 22:09:21+00:00,L7,377.15,355.07,349.13,343.79,347.65,349.54,355.74,354.11,343.53,336.30
2001-07-12 22:15:31+00:00,L7,394.71,379.09,378.80,373.16,374.85,386.42,383.61,382.32,,
2001-08-13 22:15:01+00:00,L7,361.27,343.64,332.56,334.97,327.45,335.49,334.42,327.51,326.63,336.19
2001-08-29 22:14:52+00:00,L7,373.30,363.83,350.85,348.10,341.71,350.63,342.50,331.50,334.97,342.30
2001-09-07 22:08:34+00:00,L7,369.10,357.22,352.20,348.47,344.05,338.42,337.04,326.27,335.66,345.51
2001-09-23 22:08:26+00:00,L7,369.39,340.19,335.25,343.99,342.37,336.54,339.02,342.46,354.70,361.94
2001-11-01 22:14:29+00:00,L7,331.02,326.67,318.20,306.77,309.21,306.86,320.69,321.61,321.64,327.75
2001-12-12 22:08:38+00:00,L7,344.23,340.35,336.24,331.79,320.74,320.50,317.01,318.03,319.87,333.10
2002-01-20 22:15:01+00:00,L7,389.25,386.57,387.01,376.95,369.21,368.31,368.63,370.94,370.53,379.08
2002-01-29 22:08:45+00:00,L7,374.28,362.54,353.80,356.03,348.87,351.31,352.21,345.69,357.13,359.46
2002-02-05 22:15:01+00:00,L7,370.15,360.83,358.28,354.32,349.72,350.26,355.34,336.87,,
2002-02-14 22:08:53+00:00,L7,379.93,371.74,363.39,364.15,361.86,355.61,361.48,363.68,358.70,366.43
2002-03-09 22:15:05+00:00,L7,367.65,363.23,360.28,359.53,366.66,370.60,360.94,369.62,366.34,379.04
2002-04-03 22:08:45+00:00,L7,380.42,354.85,348.47,348.18,347.63,367.93,374.85,371.63,368.25,379.05
2002-05-12 22:14:55+00:00,L7,363.70,358.17,364.86,352.52,337.69,347.33,355.71,349.92,352.55,344.15
2002-05-28 22:14:46+00:00,L7,373.24,358.59,356.58,358.89,359.01,362.32,362.93,351.00,354.85,347.50
2002-06-06 22:08:34+00:00,L7,355.88,343.75,340.47,338.24,341.36,344.91,342.24,325.22,329.95,339.75
2002-06-29 22:14:36+00:00,L7,,,,,,,,,,
2002-07-24 22:08:14+00:00,L7,350.06,339.87,342.52,338.21,329.24,328.70,323.13,327.86,322.77,326.07
2002-08-16 22:14:20+00:00,L7,374.25,359.46,355.92,363.76,367.63,359.77,353.92,337.68,333.66,337.18
2002-08-25 22:08:00+00:00,L7,360.79,338.82,335.23,347.49,352.96,353.02,343.55,329.84,333.69,338.30
2002-09-10 22:07:55+00:00,L7,361.02,344.39,338.95,347.41,350.36,349.07,340.41,326.41,328.52,345.30
2002-10-12 22:07:38+00:00,L7,366.65,353.87,352.63,356.43,354.37,356.25,360.98,360.69,357.27,
2002-10-19 22:13:56+00:00,L7,,,,329.26,327.53,325.21,329.73,319.94,323.03,317.16
2002-10-28 22:07:46+00:00,L7,373.11,354.33,352.24,352.06,357.08,358.97,357.26,350.10,350.37,361.16
2002-12-31 22:08:20+00:00,L7,337.09,334.02,331.25,330.50,331.00,341.46,344.84,349.33,352.10,356.38
2003-02-01 22:08:33+00:00,L7,334.52,331.10,319.79,318.75,327.38,331.68,337.75,333.58,338.71,347.82
2003-02-24 22:14:49+00:00,L7,379.30,355.58,352.39,356.44,357.93,379.71,384.76,388.76,387.45,379.33
2003-03-12 22:14:54+00:00,L7,369.52,339.23,341.22,348.17,354.82,371.40,,,,
2003-04-13 22:14:55+00:00,L7,367.30,347.38,354.36,358.42,351.49,364.63,369.61,364.80,361.68,354.99
2003-05-15 22:14:52+00:00,L7,356.98,334.66,338.60,334.88,340.54,352.22,352.48,348.16,352.35,335.42
2003-05-24 22:08:40+00:00,L7,384.11,376.75,368.46,360.36,371.20,375.77,378.11,370.80,347.24,368.03
2003-08-03 22:14:34+00:00,L7,401.56,388.77,,,,,,,,
2003-08-11 22:03:03+00:00,L5,363.51,342.61,348.25,350.32,343.36,332.04,337.17,336.97,336.72,339.82
2003-08-27 22:03:21+00:00,L5,347.25,326.85,324.21,332.82,330.53,322.91,315.65,306.68,316.59,320.73
2003-08-28 22:08:21+00:00,L7,361.27,346.00,347.76,355.68,351.72,339.90,339.16,331.56,323.54,332.48
2003-09-20 22:14:22+00:00,L7,,,333.58,349.22,,,,,,344.53
2003-10-14 22:04:03+00:00,L5,363.73,350.80,346.82,359.68,363.05,374.21,370.16,357.31,361.81,358.74
2003-11-07 22:14:37+00:00,L7,,,,,,,325.62,316.80,,
2003-11-16 22:08:35+00:00,L7,364.13,336.16,337.95,337.16,335.22,343.55,,,,357.78
2003-11-23 22:14:50+00:00,L7,,,,331.29,333.13,333.70,344.79,341.21,347.08,351.27
2003-11-24 21:58:27+00:00,L5,349.10,344.87,340.36,338.61,335.51,347.28,347.57,334.96,336.53,340.64
2003-12-02 22:08:38+00:00,L7,348.19,334.99,335.61,333.68,335.99,326.86,324.97,,,
2003-12-10 21:58:29+00:00,L5,354.37,343.26,340.58,331.21,335.37,350.22,347.01,345.52,342.50,364.97
