dates,nzd0436-0000,nzd0436-0001,nzd0436-0002,nzd0436-0003,nzd0436-0004,nzd0436-0005,nzd0436-0006,nzd0436-0007,nzd0436-0008,nzd0436-0009,satname
1999-08-17 22:12:50+00:00,379.02,358.15,348.59,353.26,358.98,350.84,344.59,338.05,345.80,348.70,L7
1999-10-27 22:19:03+00:00,379.15,362.34,355.79,354.24,353.52,350.37,351.19,338.05,345.80,348.70,L7
1999-11-05 22:12:52+00:00,376.89,362.42,355.84,353.84,351.38,351.70,351.51,339.37,345.83,354.70,L7
1999-11-21 22:12:47+00:00,377.06,363.03,357.48,352.91,350.23,351.48,350.86,339.84,344.88,356.67,L7
1999-12-07 22:12:53+00:00,372.84,359.87,356.44,352.09,349.05,349.73,351.06,344.34,348.92,358.88,L7
2000-01-24 22:12:47+00:00,372.55,360.06,356.44,352.87,350.95,351.12,352.88,347.96,350.84,359.71,L7
2000-02-16 22:18:52+00:00,371.88,360.61,358.11,353.85,353.03,354.69,357.51,354.72,356.33,362.70,L7
2000-04-13 22:12:18+00:00,370.65,357.82,356.76,352.43,352.31,355.33,358.54,357.42,358.45,362.42,L7
2000-04-20 22:18:27+00:00,368.16,355.33,354.47,351.67,350.86,354.51,357.83,355.76,357.66,360.53,L7
2000-05-15 22:12:06+00:00,365.60,352.26,352.80,350.85,351.95,353.62,358.79,358.27,359.63,360.50,L7
2000-05-31 22:11:54+00:00,363.20,349.74,350.88,350.99,351.22,353.25,357.55,361.77,362.96,356.69,L7
2000-08-19 22:11:01+00:00,363.69,350.86,351.17,348.69,349.27,353.31,358.76,361.29,361.13,352.17,L7
2000-09-20 22:10:27+00:00,363.50,349.85,349.75,346.87,345.77,350.94,356.55,357.38,357.75,352.56,L7
2000-09-27 22:16:36+00:00,366.72,351.87,351.48,349.11,347.81,352.48,359.21,361.45,362.08,356.90,L7
2000-11-07 22:10:17+00:00,374.54,361.30,358.42,355.41,353.29,354.54,361.22,365.02,363.44,358.91,L7
2000-11-14 22:16:30+00:00,372.81,360.97,358.40,356.25,353.19,356.33,361.30,365.02,363.44,358.91,L7
2001-01-01 22:16:33+00:00,368.39,358.06,356.23,354.31,354.78,357.94,364.81,364.15,363.44,364.20,L7
2001-01-10 22:10:27+00:00,366.18,356.30,354.56,353.28,354.22,357.32,364.15,363.58,364.04,363.77,L7
2001-01-26 22:10:30+00:00,363.31,353.65,352.21,351.37,351.33,354.33,361.53,360.63,364.04,363.77,L7
2001-02-18 22:16:35+00:00,360.54,349.27,348.81,349.15,347.77,351.56,357.95,360.81,364.70,364.52,L7
2001-03-15 22:10:15+00:00,360.98,348.66,347.94,348.02,346.77,351.22,357.16,359.62,361.75,361.72,L7
2001-03-22 22:16:21+00:00,360.74,348.88,348.24,347.80,347.17,351.45,357.10,359.34,363.37,361.20,L7
2001-03-31 22:10:07+00:00,360.98,350.08,348.71,348.79,346.98,352.00,356.13,357.61,360.22,359.84,L7
2001-04-07 22:16:13+00:00,361.36,349.92,348.68,348.96,347.34,351.84,355.45,357.30,359.90,359.01,L7
2001-05-02 22:10:03+00:00,361.80,350.42,348.07,347.59,346.02,351.61,354.75,355.80,357.24,357.31,L7
2001-06-10 22:15:47+00:00,361.96,348.94,346.34,345.80,343.84,350.46,353.56,354.22,356.26,356.30,L7
2001-07-05 22:09:21+00:00,366.52,351.13,347.67,346.63,344.27,350.37,353.49,354.35,355.69,354.51,L7
2001-07-12 22:15:31+00:00,370.22,354.08,350.72,348.48,345.96,353.03,355.33,355.86,354.16,353.25,L7
2001-08-13 22:15:01+00:00,371.66,354.58,349.91,347.72,345.16,352.87,354.14,353.93,350.21,350.28,L7
2001-08-29 22:14:52+00:00,374.45,357.99,351.79,349.33,346.14,353.95,354.06,350.75,349.11,349.90,L7
2001-09-07 22:08:34+00:00,373.41,357.51,351.43,348.85,345.56,352.21,352.24,348.18,347.37,349.01,L7
2001-09-23 22:08:26+00:00,372.98,356.42,350.13,349.46,346.17,351.44,351.03,347.07,346.15,349.28,L7
2001-11-01 22:14:29+00:00,369.99,353.31,346.88,344.96,342.55,345.36,347.06,342.45,340.34,342.69,L7
