dates,satname,nzd0073-0000,nzd0073-0001,nzd0073-0002,nzd0073-0003,nzd0073-0004,nzd0073-0005,nzd0073-0006,nzd0073-0007
1999-09-27 22:04:48+00:00,L7,367.20,388.34,390.27,394.32,395.13,402.38,396.26,393.84
1999-11-14 22:04:42+00:00,L7,370.20,388.51,388.89,397.55,398.25,403.14,398.40,393.50
2000-01-17 22:04:35+00:00,L7,388.86,396.55,395.74,401.73,397.99,404.24,410.82,400.73
2000-05-24 22:03:46+00:00,L7,376.88,389.82,391.54,396.81,398.08,404.27,412.68,400.63
2000-08-12 22:02:54+00:00,L7,385.70,400.44,401.21,408.78,408.29,417.68,417.70,406.55
2000-09-13 22:02:26+00:00,L7,373.56,389.57,389.92,387.08,387.70,407.52,411.57,399.42
2000-10-15 22:01:56+00:00,L7,367.22,384.40,384.49,392.60,394.66,395.94,396.29,392.80
2001-01-03 22:02:12+00:00,L7,375.74,384.44,386.25,399.27,398.25,410.64,413.67,402.79
2001-05-11 22:01:45+00:00,L7,361.18,384.74,380.34,385.31,387.52,395.07,391.61,391.58
2001-06-12 22:01:24+00:00,L7,365.77,374.43,383.00,393.15,395.04,409.18,405.81,398.54
2001-08-15 22:00:38+00:00,L7,393.00,401.67,402.96,408.07,409.64,416.77,415.77,407.66
2001-11-03 22:00:10+00:00,L7,369.55,386.87,388.12,392.81,389.51,401.61,395.75,394.03
2001-12-05 22:00:18+00:00,L7,359.91,372.19,375.94,388.09,384.91,389.20,396.68,388.72
2002-01-22 22:00:40+00:00,L7,386.88,395.47,395.16,396.39,398.41,410.54,411.78,401.40
2002-02-23 22:00:43+00:00,L7,393.70,398.27,397.98,406.17,406.35,413.58,413.12,403.08
2002-03-27 22:00:37+00:00,L7,371.92,386.27,381.44,387.41,392.60,397.02,400.90,391.87
2002-04-28 22:00:38+00:00,L7,358.86,375.79,378.92,384.31,383.94,393.86,394.08,390.51
2002-07-01 22:00:15+00:00,L7,377.58,396.98,399.31,405.47,404.78,411.17,413.14,401.44
2002-07-17 22:00:08+00:00,L7,391.30,397.37,396.11,402.94,407.13,416.04,418.22,422.08
2002-08-18 21:59:57+00:00,L7,398.54,400.47,401.42,408.44,405.57,414.79,413.57,420.50
2002-11-22 21:59:57+00:00,L7,,386.28,387.00,392.05,391.43,391.86,405.31,392.91
2002-12-08 22:00:03+00:00,L7,363.24,381.25,381.38,387.75,387.13,396.91,408.15,398.06
2003-02-10 22:00:29+00:00,L7,370.69,386.98,388.22,392.35,392.71,400.02,399.49,396.31
2003-02-26 22:00:28+00:00,L7,394.60,402.18,,,,,,
2003-07-28 21:48:28+00:00,L5,371.91,388.30,386.25,387.17,385.39,395.67,399.44,388.07
2003-08-05 22:00:11+00:00,L7,382.23,393.64,394.14,403.75,399.84,405.16,411.87,402.94
2003-12-19 21:50:27+00:00,L5,370.33,385.69,388.64,393.70,401.01,408.28,412.47,411.21
2004-02-05 21:50:41+00:00,L5,,,,389.27,389.87,401.10,403.14,400.61
2004-05-03 22:00:59+00:00,L7,379.42,394.46,395.64,401.77,404.68,412.48,410.99,398.74
2004-06-12 21:53:11+00:00,L5,400.16,409.75,410.28,412.82,416.55,420.37,420.94,417.25
2004-06-20 22:00:50+00:00,L7,366.52,381.44,381.65,386.20,385.62,388.61,391.26,392.79
2004-07-06 22:00:48+00:00,L7,371.85,390.32,388.29,394.89,395.65,405.20,407.26,395.61
2004-07-22 22:00:44+00:00,L7,372.93,389.52,388.63,395.14,398.19,405.67,411.62,401.71
2004-07-30 21:54:28+00:00,L5,384.16,399.01,405.77,411.49,411.22,420.31,418.66,406.31
2004-08-07 22:00:37+00:00,L7,390.10,401.97,402.57,409.32,408.79,411.08,413.97,403.03
2004-09-16 21:55:41+00:00,L5,372.08,390.05,389.39,392.18,394.58,404.30,402.40,393.07
2004-11-11 22:00:45+00:00,L7,362.49,371.36,380.98,386.04,385.21,390.72,399.89,394.03
2004-11-19 21:56:55+00:00,L5,392.28,399.04,403.15,407.69,403.94,,,
2004-12-13 22:01:00+00:00,L7,367.32,385.67,385.09,390.46,390.98,402.62,398.82,385.92
2005-01-14 22:01:13+00:00,L7,363.71,380.16,383.65,390.16,388.52,394.28,395.90,391.41
2005-02-23 21:58:31+00:00,L5,368.67,381.05,388.40,395.56,393.47,401.91,405.39,397.28
2005-03-11 21:58:44+00:00,L5,364.67,383.69,378.95,382.64,387.66,394.62,399.61,390.34
2005-03-19 22:01:30+00:00,L7,380.36,394.20,392.99,399.63,400.11,408.67,414.59,404.04
2005-04-12 21:58:55+00:00,L5,485.52,359.82,366.79,381.73,379.90,388.29,388.97,
2005-04-20 22:01:20+00:00,L7,385.67,398.05,395.76,400.87,403.84,414.44,415.91,402.29
2005-04-28 21:58:59+00:00,L5,361.66,391.05,392.06,403.21,405.51,407.56,,
2005-05-30 21:59:15+00:00,L5,396.62,409.39,410.77,414.94,413.79,424.81,419.13,406.29
2005-06-07 22:01:19+00:00,L7,374.91,394.16,392.41,396.43,401.96,422.22,418.63,417.96
2005-07-09 22:01:14+00:00,L7,375.16,392.09,387.88,395.29,397.71,410.23,406.77,396.24
2005-07-17 21:59:35+00:00,L5,374.92,387.98,400.31,409.84,410.11,421.75,424.53,409.49
2005-07-25 22:01:13+00:00,L7,374.87,390.28,389.76,397.62,398.75,407.60,410.04,398.57
2005-08-10 22:01:10+00:00,L7,371.75,386.57,385.85,392.93,396.09,403.21,409.87,398.90
2005-09-19 21:59:56+00:00,L5,,251.71,,387.42,389.44,395.38,396.15,373.31
2005-10-05 21:59:53+00:00,L5,374.35,397.94,396.42,399.42,397.83,406.24,403.46,393.97
2005-11-14 22:01:17+00:00,L7,385.52,397.36,400.51,406.36,403.55,411.22,404.44,393.79
2006-03-14 22:02:55+00:00,L5,347.25,375.33,376.94,383.45,383.17,392.10,391.38,
2006-04-15 22:03:30+00:00,L5,368.65,388.67,386.97,400.91,398.93,407.57,409.89,399.43
2006-05-17 22:03:57+00:00,L5,374.87,395.83,395.93,400.10,401.51,408.93,411.30,395.05
2006-06-10 22:01:49+00:00,L7,398.41,405.22,403.00,410.37,410.27,414.41,415.43,408.52
2006-06-26 22:01:44+00:00,L7,372.59,388.47,388.34,398.38,397.68,406.14,408.38,396.38
2006-07-04 22:04:41+00:00,L5,375.04,385.58,390.74,393.20,396.09,398.54,405.30,401.38
2006-07-28 22:01:30+00:00,L7,,,392.40,394.00,401.83,405.19,412.44,407.65
2006-09-14 22:01:21+00:00,L7,392.01,401.35,402.82,406.32,406.26,413.91,412.96,400.87
2006-10-24 22:05:38+00:00,L5,,,,,,,,
2006-11-25 22:06:19+00:00,L5,322.01,346.30,345.51,357.68,367.25,382.09,392.45,
2006-12-03 22:01:55+00:00,L7,376.27,393.01,393.80,401.16,,,,
2006-12-11 22:06:28+00:00,L5,260.36,290.55,305.49,330.46,350.71,371.65,,559.08
