dates,nzd0183-0000,nzd0183-0001,nzd0183-0002,nzd0183-0003,nzd0183-0004,nzd0183-0005,nzd0183-0006,nzd0183-0007,nzd0183-0008,nzd0183-0009,nzd0183-0010,nzd0183-0011,nzd0183-0012,satname
1999-08-26 22:04:44+00:00,376.17,370.41,367.33,370.52,357.36,361.59,349.42,367.94,380.36,371.36,372.74,365.05,335.35,L7
1999-09-27 22:04:48+00:00,377.62,367.47,365.65,369.80,359.62,358.07,351.67,365.84,375.86,366.67,367.43,362.65,330.94,L7
1999-11-14 22:05:06+00:00,376.99,372.14,368.66,372.60,365.55,366.69,351.67,378.35,378.27,368.51,369.42,363.11,330.94,L7
1999-12-25 21:58:52+00:00,372.39,368.09,368.88,371.19,363.91,366.02,353.89,377.72,374.37,364.90,367.70,361.44,339.24,L7
2000-01-01 22:04:37+00:00,368.99,367.12,369.82,372.19,367.25,370.59,363.79,381.49,377.42,369.05,367.70,363.94,350.67,L7
2000-03-30 21:58:33+00:00,369.09,370.12,371.96,373.38,373.57,380.20,377.86,389.64,376.29,370.17,370.32,372.06,381.25,L7
2000-05-17 21:58:07+00:00,365.91,364.28,369.23,371.25,369.94,375.04,372.15,380.87,375.45,366.42,367.44,376.37,380.96,L7
2000-07-04 21:57:38+00:00,372.93,368.31,364.30,369.24,367.52,369.68,365.56,370.31,370.28,365.87,375.39,389.33,393.96,L7
2000-08-12 22:03:18+00:00,369.63,365.91,364.30,369.24,367.52,369.68,365.56,370.31,370.28,365.87,375.39,389.33,393.96,L7
2000-08-21 21:57:02+00:00,369.63,365.91,364.30,369.24,357.36,369.68,373.01,378.25,378.18,375.43,381.17,389.19,390.15,L7
2000-10-15 22:01:56+00:00,367.74,364.15,366.66,369.61,352.93,362.51,366.13,374.32,379.89,375.80,383.65,384.71,379.68,L7
2000-11-09 21:56:21+00:00,371.91,369.09,372.69,371.44,355.55,362.30,365.71,374.74,381.25,378.63,386.76,385.07,380.74,L7
2000-11-25 21:56:23+00:00,373.47,370.54,375.66,371.16,355.53,359.35,362.47,370.02,377.37,383.99,388.22,381.59,380.90,L7
2000-12-02 22:02:33+00:00,374.56,372.81,379.74,372.65,358.15,359.72,363.20,370.58,376.60,384.48,387.51,382.63,383.99,L7
2001-01-12 21:56:30+00:00,374.58,372.29,381.36,371.69,357.31,359.96,364.05,371.46,376.51,381.76,383.59,377.54,378.40,L7
2001-02-04 22:02:14+00:00,380.06,376.55,384.00,372.59,359.88,363.31,365.61,371.63,375.65,381.09,382.11,377.33,378.82,L7
2001-02-13 21:56:27+00:00,389.94,384.22,385.99,372.79,361.06,364.34,365.66,370.00,372.95,380.39,378.89,375.59,377.72,L7
2001-03-24 22:01:59+00:00,391.13,385.15,386.91,373.86,367.43,365.61,360.80,365.42,369.65,375.88,378.71,375.40,379.16,L7
2001-06-05 21:55:40+00:00,403.58,393.92,391.28,377.86,372.88,373.69,366.99,367.09,367.64,370.34,374.63,373.78,378.93,L7
2001-06-21 21:55:29+00:00,404.97,396.29,395.84,377.86,372.88,373.69,366.99,367.09,367.64,370.34,374.63,373.78,378.93,L7
2001-08-08 21:55:01+00:00,407.52,399.75,401.77,382.98,377.98,379.16,372.34,369.51,370.78,370.67,374.22,370.87,371.58,L7
