dates,satname,nzd0183-0000,nzd0183-0001,nzd0183-0002,nzd0183-0003,nzd0183-0004,nzd0183-0005,nzd0183-0006,nzd0183-0007,nzd0183-0008,nzd0183-0009,nzd0183-0010,nzd0183-0011,nzd0183-0012
1999-08-26 22:04:44+00:00,L7,333.84,334.12,316.53,334.23,325.61,325.30,313.13,331.65,338.03,329.03,321.94,322.72,284.55
1999-09-27 22:04:48+00:00,L7,337.75,329.10,314.37,333.65,330.87,319.13,318.48,328.30,330.02,320.64,312.52,318.92,276.92
1999-11-14 22:05:06+00:00,L7,386.73,390.90,387.89,387.62,385.66,393.34,410.60,412.81,394.10,383.20,386.61,375.02,435.42
1999-12-25 21:58:52+00:00,L7,335.59,336.22,341.95,347.24,341.73,344.31,338.64,356.13,339.65,331.09,334.94,333.45,328.25
2000-01-01 22:04:37+00:00,L7,362.37,369.24,381.96,382.20,385.86,394.88,399.47,402.54,396.66,392.64,376.11,380.92,393.37
2000-03-30 21:58:33+00:00,L7,391.34,383.82,375.62,376.17,380.77,387.98,385.75,386.80,374.40,373.43,383.21,398.52,408.54
2000-05-17 21:58:07+00:00,L7,322.01,323.00,314.59,334.54,332.13,328.14,319.88,333.15,338.78,316.19,312.71,340.25,330.89
2000-07-04 21:57:38+00:00,L7,347.43,348.41,333.08,347.30,346.15,343.20,341.33,341.26,339.65,350.00,360.64,371.23,372.85
2000-08-12 22:03:18+00:00,L7,339.75,341.55,,,,,,,,,,,
2000-08-21 21:57:02+00:00,L7,,,,310.21,342.40,,413.09,419.79,422.57,424.75,423.33,409.43,403.52
2000-10-15 22:01:56+00:00,L7,340.43,339.64,330.71,340.13,330.54,329.35,321.08,333.94,337.90,331.57,341.14,337.25,314.67
2000-11-09 21:56:21+00:00,L7,366.57,369.99,364.40,358.08,349.54,342.82,345.15,357.56,364.70,367.98,372.77,364.54,358.57
2000-11-25 21:56:23+00:00,L7,328.14,328.82,297.07,332.01,330.75,314.90,302.27,308.10,317.68,296.29,318.04,321.14,79.75
2000-12-02 22:02:33+00:00,L7,396.71,398.48,411.95,392.86,383.79,375.47,381.12,387.71,389.44,403.11,403.93,404.50,416.36
2001-01-12 21:56:30+00:00,L7,345.21,343.25,336.78,340.50,339.32,342.39,344.47,344.51,336.76,334.07,334.34,338.38,342.10
2001-02-04 22:02:14+00:00,L7,415.28,404.10,397.34,379.09,377.10,382.10,376.96,374.65,372.83,380.06,376.05,378.38,383.70
