,dates,aus0199-0000,aus0199-0001,aus0199-0002,aus0199-0003,aus0199-0004,aus0199-0005
0,1987-05-22 23:07:44+00:00,208.42984085820447,210.08894524834022,209.81384009759813,205.31947967503191,211.225715414682,203.12434944770544
1,1987-09-11 23:10:29+00:00,225.31906858357928,224.37297821735137,213.06242713872456,211.92602344681174,217.71366734593667,211.91096815250629
2,1987-09-27 23:10:51+00:00,248.13926161627805,242.4632373355484,232.73377892666457,226.46526543667275,224.06775715183153,216.530644595401
3,1987-11-14 23:11:47+00:00,219.68544330023508,205.11287667740277,204.2908866884599,203.03929684252293,202.61037503047152,203.5141089211231
4,1988-02-18 23:13:23+00:00,220.67607364677323,208.18632459529226,206.3972556169392,211.47990627636764,213.69714577100655,197.20171940064097
5,1988-05-08 23:14:02+00:00,194.37456712576395,196.07820354930928,199.18939510800072,204.16229013622342,206.86116794465772,200.424740357623
6,1988-06-09 23:14:15+00:00,197.4697891266956,196.3143017427654,196.06793594768266,201.2431275786326,204.39870906012743,200.99883021440326
7,1988-06-25 23:14:20+00:00,206.74931991606607,204.8977774004416,201.08758157622404,204.2461031619714,203.88745360701657,197.72734400071334
8,1988-07-27 23:14:26+00:00,205.62408311134783,203.05693005120008,201.17620698972132,203.36308911252664,204.30559019882773,197.38985569885205
9,1988-08-12 23:14:25+00:00,215.9020975923957,213.12276031024734,206.57873435671084,208.40984892724185,209.652618820571,201.54262356125068
10,1988-08-28 23:14:30+00:00,214.4518824712444,211.91633616149647,213.45823526541636,209.9724285247932,209.35796750767932,203.10917039121583
11,1988-09-29 23:14:21+00:00,218.15638355840173,213.2320905283547,205.59457436287894,212.98230185149453,223.24285014327143,210.06535965913332
12,1988-10-15 23:14:16+00:00,210.77270487214602,202.26393112038608,200.37564419111536,206.74260690778797,217.9125370854516,208.41383490670464
13,1989-01-19 23:13:42+00:00,202.61558534550056,196.49828016421316,210.89441676588007,207.12235548406144,219.16807200256406,230.1993306436728
14,1989-02-20 23:13:39+00:00,200.3493925294443,197.35029838966784,197.752338725873,209.50290118773466,221.05290577332124,209.0955663443274
15,1989-03-08 23:13:15+00:00,213.38222376368682,208.46535967884526,216.84522760858815,224.67682717862735,231.92467815409128,216.97913059798935
16,1989-06-12 23:11:41+00:00,201.1909953005267,200.22904825146531,211.52940783600584,212.10910352051806,217.35054894453808,215.50386716939627
17,1989-06-28 23:11:25+00:00,192.74949182625411,199.02386384261297,197.93529383768575,207.51621563759716,207.83479653256308,199.31732219316478
18,1989-07-30 23:10:47+00:00,214.09353954015552,205.15599538386886,203.87402052414757,204.2899237939076,214.956288435066,208.68519628971566
19,1989-08-15 23:10:23+00:00,212.66011081734788,198.6910190023775,193.70047653108185,198.47620096056696,215.67675877888092,207.69067487402558
20,1989-09-16 23:09:32+00:00,219.85840756876138,212.9224992992399,208.48738460670484,213.23735822066973,230.93211960703738,221.06311584630143
21,1989-10-02 23:09:23+00:00,212.60639981574903,201.2889055707288,202.10282725042524,205.65614037573388,212.78797780572884,203.64286913193922
22,1989-10-18 23:08:40+00:00,223.52365627820942,208.69350282651294,205.4184077579514,207.8129119284966,217.48529382856128,201.51314116483042
23,1989-11-19 23:07:42+00:00,217.65732237798832,210.4088941114418,215.76454227892864,219.91774960916726,219.9183419916281,208.25110153180725
24,1990-04-12 23:03:54+00:00,223.28765820078,219.82888343818416,219.56736496311788,223.17485678123992,231.36964911527994,212.35481298849834
25,1990-06-15 23:03:52+00:00,215.30228551074458,209.03958814244075,214.8312326666324,216.06886011012767,221.62205350306516,220.41694315819743
26,1990-07-01 23:03:52+00:00,225.71406421850426,225.6329100633413,226.71208943675268,229.90224402378638,234.3173944462928,228.84300998828616
27,1990-09-03 23:03:33+00:00,221.600188033985,212.7175929634143,208.46171974430018,212.0928966055376,212.8780629701645,200.69465137804664
28,1990-09-19 23:03:30+00:00,230.00503257961415,218.78206916573987,218.67206291018982,216.62087756441346,224.2587170960259,211.60045710859424
29,1990-11-06 23:03:11+00:00,220.33892084497603,210.59839656815436,211.4416445233734,210.70181536227508,225.25833746555261,215.4030655946467
30,1990-11-22 23:03:06+00:00,202.8575625915991,202.97179911137897,209.35576670940168,211.75445664780014,209.21684793238532,199.81731294736053
31,1991-01-09 23:03:46+00:00,215.43345533466655,213.99720690779532,220.32395465763545,224.3236403497969,219.69203390853906,215.42444226198708
32,1991-01-25 23:04:14+00:00,203.95165509190076,201.30700678075004,208.2731804735919,215.49720506643175,219.8903320785544,210.4140043060817
33,1991-03-14 23:05:04+00:00,215.0210516366088,210.54498376274665,215.4522657524434,228.35686083690396,219.42974727075523,210.1391932735608
34,1991-04-15 23:05:39+00:00,220.50908705247488,221.42213673091,219.10003739515747,231.53988804219549,227.3381144514215,218.81064359492524
35,1991-05-17 23:06:10+00:00,236.42625978487447,230.4513676160323,216.5909108357964,220.83078929532607,219.1665793009411,208.33502658091965
36,1991-07-20 23:07:07+00:00,218.07871357930685,211.0162449653127,215.7787070647859,214.77916892372127,216.110628751432,203.26788203994485
37,1991-08-05 23:07:13+00:00,219.0017229572426,243.48044254513886,222.6187079531612,220.24655360827313,225.0243936526531,207.3617129052112
38,1991-08-21 23:07:18+00:00,239.22627163686658,236.26733189111613,228.93276613830932,226.53591207291868,225.13966964439345,210.0231369805381
39,1991-09-06 23:07:32+00:00,247.18563612013943,241.2122665106131,239.1594012281887,226.46901867368558,221.88887309577083,202.23242940195897
40,1991-09-22 23:07:40+00:00,238.47147763634734,231.23768945593238,224.1422606629539,227.530126699329,226.52204489415186,219.29763847657253
41,1991-10-08 23:07:46+00:00,251.06713145903,238.11317473264302,236.53140983244302,236.71753178675633,234.08227279551423,225.14294745428887
