dates,nzd0370-0000,nzd0370-0001,nzd0370-0002,nzd0370-0003,nzd0370-0004,nzd0370-0005,nzd0370-0006,nzd0370-0007,nzd0370-0008,nzd0370-0009,nzd0370-0010,nzd0370-0011,nzd0370-0012,nzd0370-0013,nzd0370-0014,nzd0370-0015,nzd0370-0016,satname
1999-08-26 22:06:20+00:00,396.35,376.82,375.85,358.06,348.50,,353.96,347.84,343.31,355.07,374.26,380.22,393.89,406.55,390.62,385.33,370.63,L7
1999-10-13 22:06:24+00:00,362.45,365.24,373.36,365.40,351.83,,336.06,339.31,342.04,362.78,390.79,394.73,398.73,395.18,397.36,373.30,355.50,L7
1999-11-21 22:12:24+00:00,368.04,357.59,354.41,338.86,317.18,360.36,360.89,361.43,357.97,364.66,390.94,389.60,400.81,420.15,400.22,392.84,366.37,L7
2000-01-17 22:06:11+00:00,362.26,360.71,370.08,361.72,,376.73,367.03,361.02,359.37,367.31,388.06,401.03,400.96,404.92,400.17,407.27,400.36,L7
2000-02-25 22:12:13+00:00,365.70,373.37,361.33,374.76,,,,370.97,372.49,367.72,,438.88,,,,,,L7
2000-03-12 22:12:09+00:00,,357.05,375.67,384.53,,397.94,366.80,376.13,373.22,364.98,405.17,418.26,429.55,422.24,421.88,422.42,402.67,L7
2000-07-27 22:04:36+00:00,386.25,371.30,382.33,368.71,358.93,,330.87,326.34,328.53,329.21,,,,,,311.13,,L7
2000-08-19 22:10:38+00:00,,352.24,367.29,370.26,381.69,,346.03,345.80,340.23,347.29,370.50,344.56,353.18,340.80,340.24,334.10,336.89,L7
2000-09-04 22:10:22+00:00,,342.34,354.33,358.57,366.38,337.83,369.75,347.00,337.52,352.96,367.64,359.40,349.94,352.26,346.87,374.06,346.65,L7
2000-09-13 22:04:02+00:00,,,,,,,,,,,,,,,,325.56,315.45,L7
2000-09-20 22:10:03+00:00,,343.88,351.82,353.52,362.76,368.99,364.69,349.50,333.92,341.92,370.73,372.24,365.80,,344.92,348.38,344.02,L7
2000-10-31 22:03:46+00:00,346.63,348.94,365.02,368.66,374.54,376.16,367.17,357.03,342.70,349.30,359.52,,358.55,361.31,352.40,350.80,331.92,L7
2000-11-07 22:09:53+00:00,339.33,339.31,352.07,347.30,355.06,355.13,354.80,351.42,347.79,351.94,366.41,346.13,366.37,361.97,349.45,343.20,324.34,L7
2000-12-18 22:03:49+00:00,364.62,356.96,360.83,352.42,359.21,365.51,345.99,357.83,344.27,356.73,383.56,395.19,385.91,370.44,379.28,384.86,393.38,L7
2001-01-10 22:10:03+00:00,367.31,357.72,371.88,362.15,371.39,366.92,360.75,356.29,351.18,360.36,382.66,391.07,394.53,393.76,379.78,381.57,363.35,L7
2001-02-20 22:03:48+00:00,379.45,370.65,374.96,365.31,374.89,383.32,361.63,361.42,353.31,359.93,389.64,398.69,393.45,403.00,378.29,373.23,369.07,L7
2001-03-08 22:03:44+00:00,374.37,352.09,362.85,349.61,,343.85,356.11,352.10,342.99,347.98,374.36,375.77,372.49,381.47,346.95,364.22,341.23,L7
2001-03-15 22:09:51+00:00,,348.78,354.18,343.03,353.48,,334.84,339.22,329.47,336.11,365.04,393.19,374.35,362.17,328.09,327.75,324.86,L7
2001-03-31 22:09:43+00:00,375.54,357.03,360.98,356.56,364.50,,343.90,360.60,349.82,348.05,,408.39,,,,,,L7
2001-04-16 22:09:42+00:00,,,,,,,,,,,,,,,358.76,361.14,,L7
2001-06-28 22:02:45+00:00,357.71,348.59,356.09,355.11,348.11,322.41,306.71,314.14,306.50,,,,,,,,314.49,L7
2001-07-05 22:08:57+00:00,390.26,374.23,381.41,367.13,372.12,362.00,353.42,349.99,342.08,347.49,368.19,362.32,356.68,372.32,322.44,360.33,354.93,L7
2001-08-31 22:02:05+00:00,385.02,368.52,377.59,363.80,368.32,353.85,343.43,350.39,346.68,350.78,374.56,373.00,371.02,377.90,,359.89,347.56,L7
2001-09-07 22:08:10+00:00,,359.44,365.16,374.87,380.98,376.54,361.49,360.91,358.76,363.46,384.85,394.70,404.92,410.36,,371.25,387.61,L7
2001-09-23 22:08:02+00:00,,,,,,,,,,,,,,,318.38,365.07,349.91,L7
2001-10-02 22:01:40+00:00,379.17,371.88,376.28,365.25,365.21,360.05,360.56,361.49,355.27,367.01,386.68,389.96,397.96,407.84,390.08,387.79,378.67,L7
2001-11-03 22:01:46+00:00,347.87,346.24,361.80,355.27,357.66,334.16,340.78,343.58,348.65,363.09,378.03,378.31,372.51,384.33,361.63,359.33,345.27,L7
2001-12-12 22:08:14+00:00,358.31,343.79,357.25,341.77,345.97,327.45,337.12,,,,,362.59,371.57,373.92,,,,L7
2001-12-21 22:02:05+00:00,370.95,370.48,377.74,387.59,,,,386.62,,375.07,,,,,,373.97,,L7
